tchextid,stduuid,stdextid,groupid
tch_20200713-112355_26,9a4a50e2-c4ce-11ea-89f8-0242ac110002,std_1594620221663_26,e8688f84-59c6-4411-9223-a04aeb95b752
tch_20200713-112355_27,a002b360-c4ce-11ea-89f8-0242ac110002,std_1594620231259_27,54c39db2-b47c-4a37-a9ad-32e4154cc968
tch_20200713-112355_31,4581303f-c4cf-11ea-acee-0242ac110002,std_1594620508907_31,737cb151-9527-45c9-8269-0eebe10f4957
tch_20200713-112355_33,48067acb-c4cf-11ea-acee-0242ac110002,std_1594620513111_33,832c2f24-87a2-4f0b-a159-1fd798bcc209
tch_20200713-112355_29,c11e58f1-c4ce-11ea-96b3-0242ac110002,std_1594620286808_29,a4cf8ce3-4ec5-49fa-804c-63cf26d468a5
tch_20200713-112355_30,eb926bcd-c4ce-11ea-89f8-0242ac110002,std_1594620358024_30,628a0015-cf41-430a-8c19-4dec43c5aeb3
tch_20200713-112355_26,8da7e96a-c4ce-11ea-89f8-0242ac110002,std_1594620200457_26,e8688f84-59c6-4411-9223-a04aeb95b752
tch_20200713-112355_27,9513c8a4-c4ce-11ea-96b3-0242ac110002,std_1594620212906_27,54c39db2-b47c-4a37-a9ad-32e4154cc968
tch_20200713-112355_31,38eb4b1b-c4cf-11ea-89f8-0242ac110002,std_1594620487801_31,737cb151-9527-45c9-8269-0eebe10f4957
tch_20200713-112355_24,4738c06f-c4ce-11ea-89f8-0242ac110002,std_1594620082296_24,07dcdda6-5abb-45f0-8436-8fd77ccf9216
tch_20200713-112355_30,dd848d01-c4ce-11ea-af23-0242ac110002,std_1594620334463_30,628a0015-cf41-430a-8c19-4dec43c5aeb3
tch_20200713-112355_33,3d17dde8-c4cf-11ea-96b3-0242ac110002,std_1594620494807_33,832c2f24-87a2-4f0b-a159-1fd798bcc209
tch_20200713-112355_25,44c21b32-c4ce-11ea-96b3-0242ac110002,std_1594620078169_25,17c5ecc2-6595-485a-818c-ef5b5c1d1116
tch_20200713-112355_23,410efe5c-c4ce-11ea-acee-0242ac110002,std_1594620071934_23,a8768130-b737-4c1d-a25e-069e5fd9d5b2
tch_20200713-112355_26,7e4c7b64-c4ce-11ea-acee-0242ac110002,std_1594620174712_26,e8688f84-59c6-4411-9223-a04aeb95b752
tch_20200713-112355_27,8716d932-c4ce-11ea-acee-0242ac110002,std_1594620189457_27,54c39db2-b47c-4a37-a9ad-32e4154cc968
tch_20200713-112355_31,2ae4e70b-c4cf-11ea-af23-0242ac110002,std_1594620464266_31,737cb151-9527-45c9-8269-0eebe10f4957
tch_20200713-112355_24,3a795b0f-c4ce-11ea-96b3-0242ac110002,std_1594620060896_24,07dcdda6-5abb-45f0-8436-8fd77ccf9216
tch_20200713-112355_28,a96d96b1-c4ce-11ea-89f8-0242ac110002,std_1594620247058_28,6f8de32e-9048-468c-8fa9-dc9208b3d697
tch_20200713-112355_35,635069a0-c4cf-11ea-89f8-0242ac110002,std_1594620558919_35,994adfae-fcff-4703-867d-30b0745496bf
tch_20200713-112355_33,2f44491c-c4cf-11ea-89f8-0242ac110002,std_1594620471608_33,832c2f24-87a2-4f0b-a159-1fd798bcc209
tch_20200713-112355_30,d1d7cf9c-c4ce-11ea-96b3-0242ac110002,std_1594620314872_30,628a0015-cf41-430a-8c19-4dec43c5aeb3
tch_20200713-112355_25,37d711db-c4ce-11ea-96b3-0242ac110002,std_1594620056470_25,17c5ecc2-6595-485a-818c-ef5b5c1d1116
tch_20200713-112355_23,33151cb3-c4ce-11ea-acee-0242ac110002,std_1594620048505_23,a8768130-b737-4c1d-a25e-069e5fd9d5b2
tch_20200713-112355_32,05df5c83-c4cf-11ea-96b3-0242ac110002,std_1594620402163_32,cb1d36fb-34f3-450e-91f9-11f540d1ae58
tch_20200713-112355_34,609085e8-c4cf-11ea-af23-0242ac110002,std_1594620554317_34,ce6eda51-efb4-4cb4-be56-d9320b03f367
tch_20200713-112355_26,70f9d6cc-c4ce-11ea-89f8-0242ac110002,std_1594620152363_26,e8688f84-59c6-4411-9223-a04aeb95b752
tch_20200713-112355_27,79e9965d-c4ce-11ea-af23-0242ac110002,std_1594620167347_27,54c39db2-b47c-4a37-a9ad-32e4154cc968
tch_20200713-112355_24,2adc29d7-c4ce-11ea-af23-0242ac110002,std_1594620034712_24,07dcdda6-5abb-45f0-8436-8fd77ccf9216
tch_20200713-112355_35,562ebf51-c4cf-11ea-af23-0242ac110002,std_1594620536920_35,994adfae-fcff-4703-867d-30b0745496bf
tch_20200713-112355_28,9c3900f7-c4ce-11ea-96b3-0242ac110002,std_1594620224900_28,6f8de32e-9048-468c-8fa9-dc9208b3d697
tch_20200713-112355_25,2ca0202c-c4ce-11ea-89f8-0242ac110002,std_1594620037655_25,17c5ecc2-6595-485a-818c-ef5b5c1d1116
tch_20200713-112355_32,f7150c23-c4ce-11ea-af23-0242ac110002,std_1594620377352_32,cb1d36fb-34f3-450e-91f9-11f540d1ae58
tch_20200713-112355_23,264f4ea0-c4ce-11ea-acee-0242ac110002,std_1594620027045_23,a8768130-b737-4c1d-a25e-069e5fd9d5b2
tch_20200713-112355_34,51c1c853-c4cf-11ea-acee-0242ac110002,std_1594620529443_34,ce6eda51-efb4-4cb4-be56-d9320b03f367
tch_20200713-112355_24,1c9b2cc2-c4ce-11ea-acee-0242ac110002,std_1594620010788_24,07dcdda6-5abb-45f0-8436-8fd77ccf9216
tch_20200713-112355_35,4722d1b4-c4cf-11ea-af23-0242ac110002,std_1594620511667_35,994adfae-fcff-4703-867d-30b0745496bf
tch_20200713-112355_28,8eca976b-c4ce-11ea-acee-0242ac110002,std_1594620202354_28,6f8de32e-9048-468c-8fa9-dc9208b3d697
tch_20200713-112355_29,a578b654-c4ce-11ea-acee-0242ac110002,std_1594620240358_29,58779f65-6ff4-4ef9-ace4-20cbe93e53b0
tch_20200713-112355_23,17d540bb-c4ce-11ea-af23-0242ac110002,std_1594620002776_23,a8768130-b737-4c1d-a25e-069e5fd9d5b2
tch_20200713-112355_25,21b4b773-c4ce-11ea-acee-0242ac110002,std_1594620019327_25,17c5ecc2-6595-485a-818c-ef5b5c1d1116
tch_20200713-112355_32,eaee1546-c4ce-11ea-89f8-0242ac110002,std_1594620356952_32,cb1d36fb-34f3-450e-91f9-11f540d1ae58
tch_20200713-112355_34,433347d6-c4cf-11ea-89f8-0242ac110002,std_1594620505048_34,ce6eda51-efb4-4cb4-be56-d9320b03f367
tch_20200713-112355_36,6a75a277-c4cf-11ea-89f8-0242ac110002,std_1594620570916_36,ba3f873d-fe73-4bb5-9bcc-aa7d625eb581
tch_20200713-112355_35,3b09493b-c4cf-11ea-96b3-0242ac110002,std_1594620491360_35,994adfae-fcff-4703-867d-30b0745496bf
tch_20200713-112355_28,7f6d7bad-c4ce-11ea-89f8-0242ac110002,std_1594620176586_28,6f8de32e-9048-468c-8fa9-dc9208b3d697
tch_20200713-112355_29,9811506f-c4ce-11ea-89f8-0242ac110002,std_1594620217902_29,58779f65-6ff4-4ef9-ace4-20cbe93e53b0
tch_20200713-112355_32,dd129187-c4ce-11ea-96b3-0242ac110002,std_1594620333669_32,cb1d36fb-34f3-450e-91f9-11f540d1ae58
tch_20200713-112355_34,344bab28-c4cf-11ea-89f8-0242ac110002,std_1594620480033_34,ce6eda51-efb4-4cb4-be56-d9320b03f367
tch_20200713-112355_36,5dd8e031-c4cf-11ea-96b3-0242ac110002,std_1594620549767_36,ba3f873d-fe73-4bb5-9bcc-aa7d625eb581
tch_20200713-112355_31,0b6fec08-c4cf-11ea-96b3-0242ac110002,std_1594620411476_31,604deb8a-3780-4c2f-9f5c-aab1ed5e4a90
tch_20200713-112355_30,b4e031ab-c4ce-11ea-af23-0242ac110002,std_1594620266192_30,3b77a9fa-fc1c-43ae-816c-1927deb1bac3
tch_20200713-112355_33,12d49fa5-c4cf-11ea-af23-0242ac110002,std_1594620423897_33,b0345276-e804-45e6-bd76-60821ac8db34
tch_20200713-112355_29,8b65735b-c4ce-11ea-acee-0242ac110002,std_1594620196668_29,58779f65-6ff4-4ef9-ace4-20cbe93e53b0
tch_20200713-112355_26,588c2d74-c4ce-11ea-96b3-0242ac110002,std_1594620111331_26,104e3bfa-9cd5-4fef-a602-a93d7235d33d
tch_20200713-112355_36,50b7f966-c4cf-11ea-af23-0242ac110002,std_1594620527722_36,ba3f873d-fe73-4bb5-9bcc-aa7d625eb581
tch_20200713-112355_27,5dbbd861-c4ce-11ea-acee-0242ac110002,std_1594620120051_27,6321ceab-5ece-4e1b-821d-6409158a48dc
tch_20200713-112355_31,fc33a010-c4ce-11ea-96b3-0242ac110002,std_1594620385879_31,604deb8a-3780-4c2f-9f5c-aab1ed5e4a90
tch_20200713-112355_37,75b19cef-c4cf-11ea-acee-0242ac110002,std_1594620589749_37,a4c81cb2-b0a6-4934-9b32-eaa5a79b6110
tch_20200713-112355_30,a71094b1-c4ce-11ea-af23-0242ac110002,std_1594620243112_30,3b77a9fa-fc1c-43ae-816c-1927deb1bac3
tch_20200713-112355_33,0681de0f-c4cf-11ea-89f8-0242ac110002,std_1594620403226_33,b0345276-e804-45e6-bd76-60821ac8db34
tch_20200713-112355_29,8015f180-c4ce-11ea-acee-0242ac110002,std_1594620177686_29,58779f65-6ff4-4ef9-ace4-20cbe93e53b0
tch_20200713-112355_39,75ca54a9-c4cf-11ea-acee-0242ac110002,std_1594620589923_39,6f94a69d-e530-457b-8859-6041302ca168
tch_20200713-112355_26,4ab05afe-c4ce-11ea-89f8-0242ac110002,std_1594620088072_26,104e3bfa-9cd5-4fef-a602-a93d7235d33d
tch_20200713-112355_36,450d5f1a-c4cf-11ea-89f8-0242ac110002,std_1594620508146_36,ba3f873d-fe73-4bb5-9bcc-aa7d625eb581
tch_20200713-112355_27,519e307e-c4ce-11ea-acee-0242ac110002,std_1594620099721_27,6321ceab-5ece-4e1b-821d-6409158a48dc
tch_20200713-112355_31,efaa176e-c4ce-11ea-96b3-0242ac110002,std_1594620364891_31,604deb8a-3780-4c2f-9f5c-aab1ed5e4a90
tch_20200713-112355_30,97f69c64-c4ce-11ea-acee-0242ac110002,std_1594620217727_30,3b77a9fa-fc1c-43ae-816c-1927deb1bac3
tch_20200713-112355_37,69fcf0b6-c4cf-11ea-af23-0242ac110002,std_1594620570123_37,a4c81cb2-b0a6-4934-9b32-eaa5a79b6110
tch_20200713-112355_33,f8e4e9db-c4ce-11ea-89f8-0242ac110002,std_1594620380391_33,b0345276-e804-45e6-bd76-60821ac8db34
tch_20200713-112355_39,68638b7b-c4cf-11ea-af23-0242ac110002,std_1594620567417_39,6f94a69d-e530-457b-8859-6041302ca168
tch_20200713-112355_26,3c1a11f9-c4ce-11ea-89f8-0242ac110002,std_1594620063627_26,104e3bfa-9cd5-4fef-a602-a93d7235d33d
tch_20200713-112355_38,78dc776a-c4cf-11ea-89f8-0242ac110002,std_1594620595073_38,7646e2c5-bcf6-4467-8b7b-5f7569e796bc
tch_20200713-112355_27,434ae46f-c4ce-11ea-89f8-0242ac110002,std_1594620075630_27,6321ceab-5ece-4e1b-821d-6409158a48dc
tch_20200713-112355_31,e0dd54f9-c4ce-11ea-96b3-0242ac110002,std_1594620340060_31,604deb8a-3780-4c2f-9f5c-aab1ed5e4a90
tch_20200713-112355_37,5a4b741c-c4cf-11ea-af23-0242ac110002,std_1594620543800_37,a4c81cb2-b0a6-4934-9b32-eaa5a79b6110
tch_20200713-112355_35,2148e0e9-c4cf-11ea-acee-0242ac110002,std_1594620448163_35,e76cd15c-c7a3-4c78-9d35-aacecddb96db
tch_20200713-112355_30,8a3b4a9d-c4ce-11ea-acee-0242ac110002,std_1594620194738_30,3b77a9fa-fc1c-43ae-816c-1927deb1bac3
tch_20200713-112355_32,c2f366e8-c4ce-11ea-acee-0242ac110002,std_1594620289894_32,61186ce2-ac17-4300-8aa1-7442eb61231b
tch_20200713-112355_33,e909c572-c4ce-11ea-96b3-0242ac110002,std_1594620353714_33,b0345276-e804-45e6-bd76-60821ac8db34
tch_20200713-112355_28,65b41901-c4ce-11ea-acee-0242ac110002,std_1594620133435_28,7932a410-f791-4f53-a6f3-aa680c37ae94
tch_20200713-112355_39,5b785b04-c4cf-11ea-96b3-0242ac110002,std_1594620545779_39,6f94a69d-e530-457b-8859-6041302ca168
tch_20200713-112355_26,2cdbf161-c4ce-11ea-af23-0242ac110002,std_1594620038042_26,104e3bfa-9cd5-4fef-a602-a93d7235d33d
tch_20200713-112355_38,6b9da884-c4cf-11ea-96b3-0242ac110002,std_1594620572846_38,7646e2c5-bcf6-4467-8b7b-5f7569e796bc
tch_20200713-112355_34,1791163f-c4cf-11ea-96b3-0242ac110002,std_1594620431836_34,2006a969-5ef4-463d-81a9-0b4c79084cd6
tch_20200713-112355_27,37647997-c4ce-11ea-acee-0242ac110002,std_1594620055743_27,6321ceab-5ece-4e1b-821d-6409158a48dc
tch_20200713-112355_37,4c667a6c-c4cf-11ea-af23-0242ac110002,std_1594620520479_37,a4c81cb2-b0a6-4934-9b32-eaa5a79b6110
tch_20200713-112355_35,14a6c75b-c4cf-11ea-96b3-0242ac110002,std_1594620426945_35,e76cd15c-c7a3-4c78-9d35-aacecddb96db
tch_20200713-112355_32,b4889bff-c4ce-11ea-af23-0242ac110002,std_1594620265674_32,61186ce2-ac17-4300-8aa1-7442eb61231b
tch_20200713-112355_28,589db9a3-c4ce-11ea-af23-0242ac110002,std_1594620111490_28,7932a410-f791-4f53-a6f3-aa680c37ae94
tch_20200713-112355_39,4fae792c-c4cf-11ea-af23-0242ac110002,std_1594620525992_39,6f94a69d-e530-457b-8859-6041302ca168
tch_20200713-112355_38,5f088709-c4cf-11ea-acee-0242ac110002,std_1594620551747_38,7646e2c5-bcf6-4467-8b7b-5f7569e796bc
tch_20200713-112355_34,099ab724-c4cf-11ea-96b3-0242ac110002,std_1594620408412_34,2006a969-5ef4-463d-81a9-0b4c79084cd6
tch_20200713-112355_35,06e55b52-c4cf-11ea-acee-0242ac110002,std_1594620403872_35,e76cd15c-c7a3-4c78-9d35-aacecddb96db
tch_20200713-112355_29,6469221f-c4ce-11ea-96b3-0242ac110002,std_1594620131264_29,2531f689-6912-4112-9da9-e0d417530f82
tch_20200713-112355_32,a7dbacd4-c4ce-11ea-89f8-0242ac110002,std_1594620244406_32,61186ce2-ac17-4300-8aa1-7442eb61231b
tch_20200713-112355_28,4b9f4ef7-c4ce-11ea-96b3-0242ac110002,std_1594620089685_28,7932a410-f791-4f53-a6f3-aa680c37ae94
tch_20200713-112355_34,fc3f3809-c4ce-11ea-96b3-0242ac110002,std_1594620386002_34,2006a969-5ef4-463d-81a9-0b4c79084cd6
tch_20200713-112355_38,5251857e-c4cf-11ea-acee-0242ac110002,std_1594620530423_38,7646e2c5-bcf6-4467-8b7b-5f7569e796bc
tch_20200713-112355_36,2c2d450d-c4cf-11ea-af23-0242ac110002,std_1594620466412_36,c1ed5d6b-ddc9-4a01-995c-7ec660e36796
tch_20200713-112355_35,fa244807-c4ce-11ea-acee-0242ac110002,std_1594620382475_35,e76cd15c-c7a3-4c78-9d35-aacecddb96db
tch_20200713-112355_29,57ca8b4d-c4ce-11ea-af23-0242ac110002,std_1594620110106_29,2531f689-6912-4112-9da9-e0d417530f82
tch_20200713-112355_32,9b468b38-c4ce-11ea-af23-0242ac110002,std_1594620223313_32,61186ce2-ac17-4300-8aa1-7442eb61231b
tch_20200713-112355_28,3da8efcd-c4ce-11ea-acee-0242ac110002,std_1594620066237_28,7932a410-f791-4f53-a6f3-aa680c37ae94
tch_20200713-112355_34,ec846d14-c4ce-11ea-96b3-0242ac110002,std_1594620359613_34,2006a969-5ef4-463d-81a9-0b4c79084cd6
tch_20200713-112355_36,1efca6ac-c4cf-11ea-af23-0242ac110002,std_1594620444293_36,c1ed5d6b-ddc9-4a01-995c-7ec660e36796
tch_20200713-112355_40,88a6d262-c4cf-11ea-acee-0242ac110002,std_1594620621557_40,b34c6a63-21b2-437f-9ed6-4c05c0caf698
tch_20200713-112355_33,cc938ba7-c4ce-11ea-96b3-0242ac110002,std_1594620306028_33,475f9566-b277-4e16-ba28-e25a7ee3c309
tch_20200713-112355_29,497f2e0c-c4ce-11ea-89f8-0242ac110002,std_1594620086121_29,2531f689-6912-4112-9da9-e0d417530f82
tch_20200713-112355_30,71235830-c4ce-11ea-89f8-0242ac110002,std_1594620152620_30,e7dd5ed8-5bc2-4483-9014-743df9423c8e
tch_20200713-112355_31,c669065c-c4ce-11ea-acee-0242ac110002,std_1594620295700_31,f71cda13-723e-4de5-99c9-e194e5cb27b1
tch_20200713-112355_36,10289255-c4cf-11ea-89f8-0242ac110002,std_1594620419419_36,c1ed5d6b-ddc9-4a01-995c-7ec660e36796
tch_20200713-112355_40,790a8c05-c4cf-11ea-acee-0242ac110002,std_1594620595376_40,b34c6a63-21b2-437f-9ed6-4c05c0caf698
tch_20200713-112355_37,2edf6cf2-c4cf-11ea-89f8-0242ac110002,std_1594620470946_37,d3c083bf-4293-4566-bfc3-cd9b3cd3359e
tch_20200713-112355_33,bedaaa7f-c4ce-11ea-af23-0242ac110002,std_1594620283007_33,475f9566-b277-4e16-ba28-e25a7ee3c309
tch_20200713-112355_31,b94d4ff6-c4ce-11ea-89f8-0242ac110002,std_1594620273694_31,f71cda13-723e-4de5-99c9-e194e5cb27b1
tch_20200713-112355_30,64d32e4d-c4ce-11ea-96b3-0242ac110002,std_1594620131961_30,e7dd5ed8-5bc2-4483-9014-743df9423c8e
tch_20200713-112355_29,3dc8107e-c4ce-11ea-96b3-0242ac110002,std_1594620066436_29,2531f689-6912-4112-9da9-e0d417530f82
tch_20200713-112355_39,352cbcc9-c4cf-11ea-96b3-0242ac110002,std_1594620481517_39,467fa1d6-ad40-494b-ac30-9e12c50bc571
tch_20200713-112355_42,8fe0572a-c4cf-11ea-af23-0242ac110002,std_1594620633690_42,1bbb8cbd-1049-4ce7-91ca-51f7e6e7c188
tch_20200713-112355_36,02919155-c4cf-11ea-89f8-0242ac110002,std_1594620396605_36,c1ed5d6b-ddc9-4a01-995c-7ec660e36796
tch_20200713-112355_40,6b178865-c4cf-11ea-af23-0242ac110002,std_1594620571968_40,b34c6a63-21b2-437f-9ed6-4c05c0caf698
tch_20200713-112355_33,b058ad49-c4ce-11ea-96b3-0242ac110002,std_1594620258670_33,475f9566-b277-4e16-ba28-e25a7ee3c309
tch_20200713-112355_37,211c051d-c4cf-11ea-af23-0242ac110002,std_1594620447866_37,d3c083bf-4293-4566-bfc3-cd9b3cd3359e
tch_20200713-112355_31,a96bc1e7-c4ce-11ea-89f8-0242ac110002,std_1594620247048_31,f71cda13-723e-4de5-99c9-e194e5cb27b1
tch_20200713-112355_39,27fc6cde-c4cf-11ea-af23-0242ac110002,std_1594620459398_39,467fa1d6-ad40-494b-ac30-9e12c50bc571
tch_20200713-112355_30,557e9eeb-c4ce-11ea-acee-0242ac110002,std_1594620106228_30,e7dd5ed8-5bc2-4483-9014-743df9423c8e
tch_20200713-112355_38,3935250c-c4cf-11ea-af23-0242ac110002,std_1594620488293_38,06ef7aa9-f35b-4765-a6dd-5ab21c3ac9e8
tch_20200713-112355_42,80873415-c4cf-11ea-96b3-0242ac110002,std_1594620607945_42,1bbb8cbd-1049-4ce7-91ca-51f7e6e7c188
tch_20200713-112355_37,13afbd2f-c4cf-11ea-acee-0242ac110002,std_1594620425344_37,d3c083bf-4293-4566-bfc3-cd9b3cd3359e
tch_20200713-112355_35,e1115d4c-c4ce-11ea-89f8-0242ac110002,std_1594620340401_35,541977b0-1b08-472f-9590-b36aeae97728
tch_20200713-112355_39,1abb2ce2-c4cf-11ea-acee-0242ac110002,std_1594620437152_39,467fa1d6-ad40-494b-ac30-9e12c50bc571
tch_20200713-112355_33,a3344470-c4ce-11ea-acee-0242ac110002,std_1594620236604_33,475f9566-b277-4e16-ba28-e25a7ee3c309
tch_20200713-112355_40,5ea7547f-c4cf-11ea-89f8-0242ac110002,std_1594620551089_40,b34c6a63-21b2-437f-9ed6-4c05c0caf698
tch_20200713-112355_32,7ee0f32b-c4ce-11ea-89f8-0242ac110002,std_1594620175665_32,0eb9a221-0420-490a-a3f0-251ad75aab47
tch_20200713-112355_31,993f494d-c4ce-11ea-af23-0242ac110002,std_1594620219926_31,f71cda13-723e-4de5-99c9-e194e5cb27b1
tch_20200713-112355_30,46e37485-c4ce-11ea-af23-0242ac110002,std_1594620081735_30,e7dd5ed8-5bc2-4483-9014-743df9423c8e
tch_20200713-112355_34,d2fd63c4-c4ce-11ea-af23-0242ac110002,std_1594620316783_34,18ab3978-9c47-4a85-8184-1003fcdc51f3
tch_20200713-112355_38,2d360255-c4cf-11ea-89f8-0242ac110002,std_1594620468166_38,06ef7aa9-f35b-4765-a6dd-5ab21c3ac9e8
tch_20200713-112355_42,72838e96-c4cf-11ea-af23-0242ac110002,std_1594620584389_42,1bbb8cbd-1049-4ce7-91ca-51f7e6e7c188
tch_20200713-112355_43,993ce2bb-c4cf-11ea-89f8-0242ac110002,std_1594620649343_43,4be402c1-9ba4-458a-836f-80d9fcff383f
tch_20200713-112355_37,06236abc-c4cf-11ea-96b3-0242ac110002,std_1594620402616_37,d3c083bf-4293-4566-bfc3-cd9b3cd3359e
tch_20200713-112355_41,976b56da-c4cf-11ea-acee-0242ac110002,std_1594620646337_41,f4ab5fe8-1226-49e4-87be-a4fcdfb42cf0
tch_20200713-112355_35,d1c49594-c4ce-11ea-89f8-0242ac110002,std_1594620314717_35,541977b0-1b08-472f-9590-b36aeae97728
tch_20200713-112355_39,0d440fdb-c4cf-11ea-96b3-0242ac110002,std_1594620414566_39,467fa1d6-ad40-494b-ac30-9e12c50bc571
tch_20200713-112355_32,72c2fdeb-c4ce-11ea-89f8-0242ac110002,std_1594620155345_32,0eb9a221-0420-490a-a3f0-251ad75aab47
tch_20200713-112355_34,c4c122fd-c4ce-11ea-af23-0242ac110002,std_1594620292907_34,18ab3978-9c47-4a85-8184-1003fcdc51f3
tch_20200713-112355_38,1f01139a-c4cf-11ea-96b3-0242ac110002,std_1594620444323_38,06ef7aa9-f35b-4765-a6dd-5ab21c3ac9e8
tch_20200713-112355_42,62ffd8d0-c4cf-11ea-af23-0242ac110002,std_1594620558401_42,1bbb8cbd-1049-4ce7-91ca-51f7e6e7c188
tch_20200713-112355_43,8a900584-c4cf-11ea-96b3-0242ac110002,std_1594620624745_43,4be402c1-9ba4-458a-836f-80d9fcff383f
tch_20200713-112355_41,897482ad-c4cf-11ea-af23-0242ac110002,std_1594620622912_41,f4ab5fe8-1226-49e4-87be-a4fcdfb42cf0
tch_20200713-112355_35,c54e95b0-c4ce-11ea-af23-0242ac110002,std_1594620293834_35,541977b0-1b08-472f-9590-b36aeae97728
tch_20200713-112355_32,63a95459-c4ce-11ea-af23-0242ac110002,std_1594620130007_32,0eb9a221-0420-490a-a3f0-251ad75aab47
tch_20200713-112355_34,b88b85e8-c4ce-11ea-af23-0242ac110002,std_1594620272431_34,18ab3978-9c47-4a85-8184-1003fcdc51f3
tch_20200713-112355_38,10fa3a5d-c4cf-11ea-acee-0242ac110002,std_1594620420796_38,06ef7aa9-f35b-4765-a6dd-5ab21c3ac9e8
