teacherextuserid,classcode,classid,invitationid,tch
t145_1594828570564_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,4d5353fd-ea32-4cf4-bf9e-c88f922729a0,t245_20200715-210618_33
t145_1594828574738_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,be62c33d-fb2a-45a0-a685-523a7c078377,t245_20200715-210618_37
t145_1594828573159_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,b092b31d-a2d4-4b23-be85-b3db0a577c32,t245_20200715-210618_38
t145_1594828572639_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,9918042f-40ee-47ff-98f0-c99371f17d52,t245_20200715-210618_36
t145_1594828577192_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,ce42a25e-dcf9-46a9-afa8-81566e29cd52,t245_20200715-210618_34
t145_1594828575242_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,39608de6-1a17-4458-8d16-1942cd1dfb69,t245_20200715-210618_39
t145_1594828580559_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,ef06ecf0-3091-4383-af23-3c31b5e25f13,t245_20200715-210618_32
t145_1594828581614_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,f2302332-dbb9-44fd-be5d-c388c6ac2620,t245_20200715-210618_40
t145_1594828582292_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,f58c8a2d-7a54-48b8-a0c4-5c350af076e9,t245_20200715-210618_35
t145_1594828585431_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,c953aa9d-a1e5-491d-8b87-1b1cc875e5df,t245_20200715-210618_33
t145_1594828587087_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,bad13840-2db1-4957-b316-a1ec2cdf7b17,t245_20200715-210618_38
t145_1594828585727_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,252a765b-8466-431c-a4c2-d41c6c71cde7,t245_20200715-210618_37
t145_1594828588718_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,820ea349-aead-495e-afc2-d2f19ec9610f,t245_20200715-210618_36
t145_1594828593180_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,674633c0-b439-47d9-97a7-9e65aee863af,t245_20200715-210618_40
t145_1594828590579_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,7f0535b6-12c0-465f-981a-a7b7ede012ff,t245_20200715-210618_32
t145_1594828589449_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,60af6ec4-9788-438b-b9d4-206f54a166c2,t245_20200715-210618_34
t145_1594828589856_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,77f95162-7cf0-448b-81e5-f7ceca0adec6,t245_20200715-210618_39
t145_1594828599369_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,2b0e4029-c2a0-4c97-99b4-223029b96914,t245_20200715-210618_33
t145_1594828597615_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,ac76e7cc-9ece-4c6b-aaca-0d78faa12f87,t245_20200715-210618_35
t145_1594828601286_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,42b068fa-bd7a-45d9-b691-dfdae4b76adb,t245_20200715-210618_37
t145_1594828599702_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,356a3774-35c7-48d0-ac65-3c7576d472e7,t245_20200715-210618_38
t145_1594828603697_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,8237dad4-0616-47a5-bfd1-24a98574c8cb,t245_20200715-210618_36
t145_1594828604223_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,2cd93ea9-34c1-4ab5-982b-dd06bc851337,t245_20200715-210618_40
t145_1594828605753_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,dcfd8b32-d515-4081-8cb5-002b2f7e5d7a,t245_20200715-210618_34
t145_1594828609938_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,d4efbad3-3862-4721-ad79-761b47de2b9d,t245_20200715-210618_35
t145_1594828611626_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,877701de-99b2-46e4-a4db-e6cda88b32f4,t245_20200715-210618_37
t145_1594828609722_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,aa84dc06-a803-422f-955b-6d735442b5b0,t245_20200715-210618_33
t145_1594828607557_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,72d37efd-0b26-4e06-ae91-92ae75916506,t245_20200715-210618_39
t145_1594828612103_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,b659d991-b3e0-4d8b-9d5b-e1aa0dbcf2dc,t245_20200715-210618_38
t145_1594828617587_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,5e9b8aa9-0dc0-488b-b4b8-8ec81305337c,t245_20200715-210618_40
t145_1594828620982_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,a8fa7b25-00ff-4e35-a978-90cd9e2f5f19,t245_20200715-210618_41
t145_1594828618217_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,20daf897-f00f-4d52-9416-e6ed06f51b21,t245_20200715-210618_34
t145_1594828615621_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,6871b554-8b30-41da-81b8-ca295b3f39c0,t245_20200715-210618_36
t145_1594828622431_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,c891e51a-abaa-4c4c-b58a-eb7a46900d50,t245_20200715-210618_37
t145_1594828622738_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,75892fdc-105c-474d-a2a0-fbe50cb4f496,t245_20200715-210618_33
t145_1594828622109_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,b55c1ce8-12f1-47b3-99a7-9a2b7961fc5f,t245_20200715-210618_35
t145_1594828622741_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,3b0e7b41-fb33-47a4-9953-2dd97285b1f8,t245_20200715-210618_39
t145_1594828624825_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,16fa14ef-9ab8-4b1b-b4d2-77364c144624,t245_20200715-210618_38
t145_1594828632177_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,52c783e1-57f8-453a-b104-a72dc3d55c3f,t245_20200715-210618_36
t145_1594828633638_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,ab1695d1-a6bf-4089-b814-e6bf5613f402,t245_20200715-210618_37
t145_1594828629425_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,88b0e6fc-48b4-4c20-a36c-9e366eccc1f0,t245_20200715-210618_40
t145_1594828631670_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,4c87a65c-28e7-4e64-a1c9-d062a7525bfb,t245_20200715-210618_41
t145_1594828631771_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,33c7ff26-2cb3-4e0b-8249-a457578be9b6,t245_20200715-210618_34
t145_1594828633647_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,4b548be7-2039-4ca1-99d1-ee36d48d5879,t245_20200715-210618_33
t145_1594828637829_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,1f834281-1480-419b-afd5-9c56bc9f871d,t245_20200715-210618_35
t145_1594828639119_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,dd3a9df0-a670-4af3-adf3-dff6e92bb5ad,t245_20200715-210618_39
t145_1594828640842_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,b82dea34-8803-44b6-9b46-69b66292f55b,t245_20200715-210618_38
t145_1594828645518_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,23bb48c9-8bdf-4138-a7a6-3cde1bb15f64,t245_20200715-210618_37
t145_1594828647057_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,8278e9e8-d44d-41d0-8b62-f515cd96e53e,t245_20200715-210618_40
t145_1594828643367_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,20949f39-1e35-4113-b1e2-bab54a2424bc,t245_20200715-210618_36
t145_1594828646971_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,3b1c1ba8-59d3-4614-bdc6-8b3980529741,t245_20200715-210618_42
t145_1594828650356_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,638e962d-4ebc-4165-ac9a-c577d0ee1cb5,t245_20200715-210618_33
t145_1594828647382_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,b2038cad-24a1-479f-a99c-844a92c39e2f,t245_20200715-210618_41
t145_1594828648664_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,0424d8f5-6e30-4566-8850-2de118876dc4,t245_20200715-210618_34
t145_1594828652256_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,e5100f73-702d-426d-bc99-e2de10ce067a,t245_20200715-210618_35
t145_1594828658007_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,08d39cab-6dfb-46fc-9418-07e566a671c8,t245_20200715-210618_40
t145_1594828652336_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,ecfbdb10-bd3a-4ff5-bac9-5d624ac51bce,t245_20200715-210618_39
t145_1594828654162_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,aa34ef9c-2894-4ddc-8bf1-2821692affb6,t245_20200715-210618_38
t145_1594828657400_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,39482736-1183-4eeb-b096-61a763707ddd,t245_20200715-210618_37
t145_1594828659872_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,89716d47-b297-4615-a3f3-da4840c6ea88,t245_20200715-210618_36
t145_1594828664687_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,b7ee20f2-b59c-4873-9447-1489a56419df,t245_20200715-210618_41
t145_1594828664170_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,1059327e-2eda-475d-9363-a9e149d2c115,t245_20200715-210618_42
t145_1594828669088_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,bb4678e4-af2d-4794-ae13-6101dd3eea09,t245_20200715-210618_40
t145_1594828668188_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,f33d88f1-306e-417f-8bfd-a65df1c03b05,t245_20200715-210618_35
t145_1594828669510_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,581fc893-5917-41d3-823a-92584e3fe6f4,t245_20200715-210618_39
t145_1594828671427_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,dd3577e3-61d6-4e91-92b4-b193ba198214,t245_20200715-210618_38
t145_1594828666476_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,e03504ff-3b6a-4e34-a712-17b12eed7ee6,t245_20200715-210618_34
t145_1594828671703_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,b6268b21-2e29-42b3-af92-cd3e966152de,t245_20200715-210618_37
t145_1594828680471_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,bca2044c-b172-45b2-a21f-52f74675bd6d,t245_20200715-210618_42
t145_1594828676913_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,f4eb2acd-b321-43c0-a86c-9b97cfad0984,t245_20200715-210618_43
t145_1594828681823_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,be51b3cb-a5e5-4597-ad89-3b8248a6b162,t245_20200715-210618_35
t145_1594828677049_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,378df798-7d4b-4327-9a0f-c5c333671eff,t245_20200715-210618_36
t145_1594828682296_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,999c7fd7-638f-4b09-b401-05e49be6ad97,t245_20200715-210618_39
t145_1594828677573_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,af392195-7c4e-4da7-b1ae-4165b4580058,t245_20200715-210618_41
t145_1594828681709_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,14685de9-3707-47c5-9460-1549119e150b,t245_20200715-210618_40
t145_1594828687228_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,84ca68ce-bf31-43ee-8c3d-db2e003df03e,t245_20200715-210618_37
t145_1594828684150_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,57ee8b7c-74ec-4423-82d5-09d4231b7ce6,t245_20200715-210618_34
t145_1594828683936_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,23811269-b1ae-4c0d-8f14-fbd55f99ea29,t245_20200715-210618_38
t145_1594828690946_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,b0511442-6f79-43c8-988b-6745b5205003,t245_20200715-210618_43
t145_1594828690765_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,71f0eeac-bafd-4060-af37-40dc27d9875c,t245_20200715-210618_42
t145_1594828694850_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,dfdf888d-0f71-44ea-b78f-ef353e65c5c4,t245_20200715-210618_41
t145_1594828692239_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,3a0e23ef-e549-4323-939f-15bcbd0590c2,t245_20200715-210618_35
t145_1594828699095_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,089f023f-c3a6-47a4-879d-d178337eb1d0,t245_20200715-210618_37
t145_1594828694055_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,4010c7c2-8661-43b3-8f1c-dd42d6101d66,t245_20200715-210618_39
t145_1594828693925_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,5c5e80f7-87cf-4166-9651-4efb8fdeec9b,t245_20200715-210618_36
t145_1594828696664_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,485e6607-1c99-4a60-82ca-c1354dd6ba0d,t245_20200715-210618_40
t145_1594828701941_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,eb0b2442-cf83-4182-bba2-13739ffa1b82,t245_20200715-210618_38
t145_1594828706306_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,584b2d12-f315-435f-a317-40c14e65bcf5,t245_20200715-210618_42
t145_1594828703117_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,22d9792d-7169-41a4-934c-02a32aefddd3,t245_20200715-210618_43
t145_1594828706640_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,4f7cdfd8-e9bd-4565-a01e-fbc58f75f988,t245_20200715-210618_41
t145_1594828710855_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,50ba771a-245b-49b6-a56e-20bc5d798686,t245_20200715-210618_39
t145_1594828710248_35,X989-2X82,5a6c8b97-c6b3-11ea-acee-0242ac110002,987b4717-5d18-4af0-87ca-db37c3e873d2,t245_20200715-210618_35
t145_1594828711422_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,638cec5f-edf3-4bda-9ba6-86fce5108d42,t245_20200715-210618_40
t145_1594828710596_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,b4f03d10-8d16-4537-ae37-ebd9bd73f40b,t245_20200715-210618_37
t145_1594828711177_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,bba32dd8-62fd-42a5-9cd9-cb955ba75d82,t245_20200715-210618_36
t145_1594828712706_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,2aacdbda-cb30-4238-93de-aafe4bf76f91,t245_20200715-210618_38
t145_1594828710836_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,774d3e6a-2aeb-4cdd-98f8-8ef565c9dda6,t245_20200715-210618_44
t145_1594828721519_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,eae45d39-c533-4aca-9e73-0991e83a9516,t245_20200715-210618_41
t145_1594828721191_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,ea1aea22-5db2-433d-b11c-9aa5a65c110a,t245_20200715-210618_43
t145_1594828718726_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,e0974514-635a-4b14-a0ab-df3c72ec2e8a,t245_20200715-210618_42
t145_1594828724598_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,bd1c8de8-c191-423c-92fe-f330ead2b501,t245_20200715-210618_37
t145_1594828726122_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,031255c1-e6c1-42b9-a4e8-14f210705bfe,t245_20200715-210618_36
t145_1594828726834_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,34243988-2063-440a-9975-472261b889ce,t245_20200715-210618_38
t145_1594828723703_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,60a82b3a-462b-4280-ab32-bf5388de9a41,t245_20200715-210618_39
t145_1594828724501_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,661b3de5-22cc-477b-9b50-0171657e3fad,t245_20200715-210618_40
t145_1594828728346_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,4d4a7dae-d3dd-47fb-b688-dd25aee9c0d3,t245_20200715-210618_44
t145_1594828735377_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,8b42e99a-1e5c-48cb-a941-4912e0b44207,t245_20200715-210618_41
t145_1594828736167_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,22307422-92bd-4662-b493-a0fd7715c000,t245_20200715-210618_43
t145_1594828736517_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,c1abfe66-5546-4631-8148-60057bcf1866,t245_20200715-210618_42
t145_1594828739304_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,ab2c06b2-b306-4f8e-8d6d-22f4cdd49081,t245_20200715-210618_36
t145_1594828733237_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,3b6b652a-8eb4-40f6-bba0-ffe1b41ad927,t245_20200715-210618_45
t145_1594828738315_37,DWc9-RiRm,7cc40d0e-c6b3-11ea-af23-0242ac110002,39e9f458-1115-411e-b004-cce4bcb22dfb,t245_20200715-210618_37
t145_1594828742108_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,2161779d-83bc-40bd-b9cd-0728c45c0a19,t245_20200715-210618_40
t145_1594828741136_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,0fb51f83-cfcb-4f9e-9db0-e3be72a99deb,t245_20200715-210618_39
t145_1594828739910_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,f812639b-0ccc-4326-8532-14ad0791402d,t245_20200715-210618_38
t145_1594828747319_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,25a01159-0e86-467c-905f-530b48fe69e4,t245_20200715-210618_41
t145_1594828750343_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,91cf436c-f1d9-4ffe-bda7-cf9f3db4f27b,t245_20200715-210618_42
t145_1594828746956_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,8eb75986-9f14-4dca-bd48-d3a974fc4feb,t245_20200715-210618_44
t145_1594828751492_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,e4dd8301-aa35-497d-8174-09f3a5b06802,t245_20200715-210618_45
t145_1594828753080_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,e1aecedc-9803-4286-8e70-c912ba654b81,t245_20200715-210618_40
t145_1594828750069_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,41a55777-a911-4a8a-b5fb-ad54625ab7ce,t245_20200715-210618_43
t145_1594828750974_36,WViX-dCdu,6a3dc511-c6b3-11ea-af23-0242ac110002,356359b5-126f-409b-9ace-a8d164b7b495,t245_20200715-210618_36
t145_1594828753696_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,08bac1bd-69d7-44b1-a030-5d5c5ca5a9e1,t245_20200715-210618_39
t145_1594828756760_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,9c5ca2db-aff0-4c14-80ad-ab7bdce9b22a,t245_20200715-210618_38
t145_1594828763716_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,1b4bc334-e116-481f-bc49-24b78391bb49,t245_20200715-210618_44
t145_1594828765598_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,b11b4fce-605e-4c2f-adfd-6a114a511116,t245_20200715-210618_43
t145_1594828762586_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,0716329f-e8b2-4d4b-b33a-36b1cd45ffa0,t245_20200715-210618_42
t145_1594828761153_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,074240dd-5ce8-4047-959e-c64b8e2e6bdc,t245_20200715-210618_41
t145_1594828764102_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,74899f0b-b8a3-4f75-b9af-6b305be59a21,t245_20200715-210618_45
t145_1594828766921_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,7fa13f86-090e-4144-be2f-204c5df6639b,t245_20200715-210618_39
t145_1594828767017_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,c93588ec-fba3-4e5f-9309-02ea2226ad7f,t245_20200715-210618_46
t145_1594828765572_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,b3725d0d-0b05-4f54-896b-85d80fc723af,t245_20200715-210618_40
t145_1594828770948_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,ab38694d-bd10-40cf-bee0-3728788a68a0,t245_20200715-210618_38
t145_1594828773787_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,bebfdd37-0e06-4371-9ff3-30f2d3c72447,t245_20200715-210618_44
t145_1594828779930_39,cmt8-AFyQ,a0c40d42-c6b3-11ea-acee-0242ac110002,534db1f7-476b-4c38-9e7e-22198ea61d24,t245_20200715-210618_39
t145_1594828780164_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,2ad8ac0e-8d00-4a60-a8c9-ecb60ae42bf0,t245_20200715-210618_40
t145_1594828779470_45,b97W-G7ds,0a965af5-c6b4-11ea-89f8-0242ac110002,e57250f4-b4be-4de6-a0b3-5d94875bb425,t245_20200715-210618_45
t145_1594828779970_46,qRYR-nPpQ,1f0007e4-c6b4-11ea-af23-0242ac110002,09c1f0cd-9041-4238-9890-888848fa64a9,t245_20200715-210618_46
t145_1594828778308_41,yBYp-BD4C,c6bf41fe-c6b3-11ea-acee-0242ac110002,d312f44d-1f46-4be8-b510-8f518e96ca4b,t245_20200715-210618_41
t145_1594828776713_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,792364b6-a615-480b-abe6-048405c96302,t245_20200715-210618_42
t145_1594828776346_43,7Bt8-6Vwk,e859db8f-c6b3-11ea-acee-0242ac110002,a220fd70-a0d9-43bd-8b4a-dd67300e0e6b,t245_20200715-210618_43
t145_1594828785043_38,6QCo-zVb9,8cab8d9e-c6b3-11ea-96b3-0242ac110002,3d5be2c5-08eb-441c-826d-edb2267ad962,t245_20200715-210618_38
t145_1594828790373_40,4Vxq-238Y,b0c2bf82-c6b3-11ea-89f8-0242ac110002,e300ac16-a6ac-40e2-b2f7-bc214cf645ca,t245_20200715-210618_40
t145_1594828792377_42,9XqE-HmNX,d668a8cc-c6b3-11ea-acee-0242ac110002,8b63b884-7b23-442a-a9b3-5c27f5e6a9da,t245_20200715-210618_42
t145_1594828787509_44,Jk8b-WtoL,fbb3788c-c6b3-11ea-89f8-0242ac110002,60b2b06e-e83a-4532-afe8-fbc4be8d4314,t245_20200715-210618_44
