teacvherextuserid,classcode,classid,invitationid,tch
t144_1593704426603_17,zQ4e-NXDv,44db51c7-bc79-11ea-94cc-0242ac110002,c2892285-f4d2-4dd3-8623-c61d9c22df9e,t244_20200702-204900_17
t144_1593704427423_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,855686d0-1dab-4abc-93f9-fa7a01303d38,t244_20200702-204900_20
t144_1593704427977_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,146a320d-8212-452d-89f2-2250dfb6a95e,t244_20200702-204900_19
t144_1593704449136_17,zQ4e-NXDv,44db51c7-bc79-11ea-94cc-0242ac110002,746ce762-b235-4c4e-bede-be5123cd3b00,t244_20200702-204900_17
t144_1593704456508_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,81b31b57-f868-480a-b3d2-6bd9355e8bb5,t244_20200702-204900_19
t144_1593704454870_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,7619bd3f-6861-4ac5-b9e3-9447cac42b1a,t244_20200702-204900_20
t144_1593704476581_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,3cdabcf8-b377-455e-9ead-b748ab3f79bc,t244_20200702-204900_19
t144_1593704478546_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,75775831-bc21-40d1-af1b-0ae47d3ee0b3,t244_20200702-204900_20
t144_1593704500338_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,b83ba187-526e-4337-b2e0-c901a9e87090,t244_20200702-204900_19
t144_1593704505867_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,196a9e48-c1e5-45b7-aa50-22b67c38f87e,t244_20200702-204900_20
t144_1593704520424_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,e9dc2fec-c83d-4e49-995b-a94e11cd3b22,t244_20200702-204900_19
t144_1593704528264_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,a09315bb-17e7-45e9-b661-5c5756d61191,t244_20200702-204900_20
t144_1593704546625_19,xk2M-z3iV,7f6436a8-bc79-11ea-94cc-0242ac110002,0cb30640-8b61-44a8-862a-8992dce1bc66,t244_20200702-204900_19
t144_1593704554611_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,b78729a8-6457-4a9e-8d13-525adc53ca7d,t244_20200702-204900_20
t144_1593704578989_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,ce72cf6b-2f2e-47be-a1fe-9776681a0adb,t244_20200702-204900_20
t144_1593704604983_20,4EGX-ue7Y,9f979f52-bc79-11ea-840b-0242ac110002,c3026a91-c696-4447-a577-539c31710f39,t244_20200702-204900_20
t144_1594824940871_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,4e5e52c6-a734-4626-9c72-88e0a7f081e9,t244_20200715-202501_1
t144_1594824968879_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,82afc278-34b6-479a-86c8-ea330d83678a,t244_20200715-202501_1
t144_1594824976096_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,fa9dd49b-ca67-4f19-a275-4e185aec41b7,t244_20200715-202501_2
t144_1594824993075_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,a27aff5d-0d14-46ac-b5e2-8c05035b6677,t244_20200715-202501_1
t144_1594824999487_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,54eb63ee-95d1-43c7-9651-bb45879c4238,t244_20200715-202501_3
t144_1594825002816_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,f957e800-3493-4b5e-89d6-68719305f897,t244_20200715-202501_2
t144_1594825011868_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,a6d1a3d4-6838-4d32-969a-bcaef31feb68,t244_20200715-202501_1
t144_1594825022443_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,e94bd5db-d0de-4077-add0-5da91c8a0c18,t244_20200715-202501_3
t144_1594825027221_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,11eba7e5-8ac2-49f3-8d35-c2611e80dcc6,t244_20200715-202501_2
t144_1594825033970_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,ddbbb14f-800f-4a4b-9b4e-801e7db4dccc,t244_20200715-202501_1
t144_1594825034974_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,f8d4fba2-40d4-4226-907b-ec4bf6954190,t244_20200715-202501_4
t144_1594825048038_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,c728224e-e6cd-438d-8067-48c8b0754159,t244_20200715-202501_3
t144_1594825051348_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,83862f23-1429-4038-be7c-95a0eca54532,t244_20200715-202501_2
t144_1594825062444_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,693514e1-0ac8-4464-8a16-95f0254500a3,t244_20200715-202501_4
t144_1594825058562_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,ad4bc696-124b-43aa-8618-2e64ea432100,t244_20200715-202501_1
t144_1594825069127_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,9ef71ad4-4df4-4a76-8b2f-5a61be522026,t244_20200715-202501_5
t144_1594825075753_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,96bde454-2b85-49ee-88f2-67ccefc49279,t244_20200715-202501_2
t144_1594825074704_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,debffee2-bf5d-4819-8294-5fcf70b5d2ba,t244_20200715-202501_3
t144_1594825081895_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,33842195-c239-4259-a400-8d74685d76c4,t244_20200715-202501_4
t144_1594825091928_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,5ef3d5a1-5e60-41af-9f06-dccb1738fc04,t244_20200715-202501_5
t144_1594825087224_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,ebfc684c-8d01-4be2-9dbb-9c7b0175a28c,t244_20200715-202501_1
t144_1594825097056_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,6064d32b-a944-46c2-ab4d-179d01c96a72,t244_20200715-202501_2
t144_1594825093087_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,9e02e425-d534-43ae-8a72-9d362ee97239,t244_20200715-202501_6
t144_1594825101151_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,a323daba-a707-419d-85d8-d91ca6690c30,t244_20200715-202501_3
t144_1594825113101_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,20f08074-fc6a-485b-bc7c-ea74d471561e,t244_20200715-202501_1
t144_1594825107905_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,21fbb887-0394-4a02-bd7a-31a0f00b8e86,t244_20200715-202501_4
t144_1594825112087_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,c36cc14d-c6be-4240-97e0-a3e8c2174d06,t244_20200715-202501_5
t144_1594825120216_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,a7143f65-31a3-469a-98d6-69dc952bdb6d,t244_20200715-202501_2
t144_1594825122655_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,1bf7014d-78ed-43f9-9660-99bc461456d5,t244_20200715-202501_6
t144_1594825125554_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,fd0301e2-a9de-4533-bcbb-fdeae706e30e,t244_20200715-202501_3
t144_1594825126068_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,691a8444-f3e7-4ee2-8360-1b4bc536a3ef,t244_20200715-202501_7
t144_1594825138310_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,f86a1e83-18a4-4d21-b374-f8cb884e89e3,t244_20200715-202501_4
t144_1594825138979_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,2b850214-b3d4-4aac-b258-69e10faa11c1,t244_20200715-202501_5
t144_1594825137927_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,5c1b0ef6-8b38-45ea-8e3a-6e4628f0a30e,t244_20200715-202501_1
t144_1594825142855_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,9060ae66-ede2-4b01-8afc-d78223bd0d73,t244_20200715-202501_2
t144_1594825148880_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,f1d9c6c8-ee3f-435c-9a21-da00f2003852,t244_20200715-202501_6
t144_1594825150612_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,bd333e1c-69a7-4621-8244-dd5f52f5943f,t244_20200715-202501_7
t144_1594825149705_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,d4af03e3-3ab5-47ce-8622-b07c1e6dece9,t244_20200715-202501_8
t144_1594825149868_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,8275ad52-f3c8-402e-bc07-87449714c662,t244_20200715-202501_3
t144_1594825158931_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,4c04e621-e950-4dfc-b6d7-afc9950f39ed,t244_20200715-202501_4
t144_1594825163419_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,886ad449-2266-42e1-ab82-ae7e18cea186,t244_20200715-202501_5
t144_1594825165118_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,f9fe5e9a-2af8-4687-9d29-eb043b1d7fef,t244_20200715-202501_1
t144_1594825167282_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,3fc2eeae-2f9b-49d8-a114-c66e81b5f725,t244_20200715-202501_2
t144_1594825172819_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,66c9d062-69da-44b1-b43d-2a92a67646ed,t244_20200715-202501_6
t144_1594825174881_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,d8cc85ec-c693-4d31-8b53-43682b48475e,t244_20200715-202501_8
t144_1594825173826_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,a41ac985-9458-479c-910d-37ab96dafabd,t244_20200715-202501_7
t144_1594825175990_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,25156d7d-bc25-43f8-8d0f-81056d340ac0,t244_20200715-202501_3
t144_1594825179763_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,0ead3367-444f-4ec1-8ae9-cccfc9848a49,t244_20200715-202501_4
t144_1594825182411_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,867a45fb-f04d-436e-ba09-ed4d6664e5e9,t244_20200715-202501_5
t144_1594825186090_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,2406dd38-de0a-4d19-93c4-c8ececb68749,t244_20200715-202501_9
t144_1594825187757_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,3e51c8d4-4724-4538-8593-52cd29d80203,t244_20200715-202501_1
t144_1594825192078_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,d2505258-c7da-4f28-ab6b-3f6a437ffaf7,t244_20200715-202501_2
t144_1594825196899_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,63e51d35-afed-468f-81a1-83cf8bad42c5,t244_20200715-202501_8
t144_1594825194182_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,d06f1add-47f0-4b25-b101-61a78cf108f2,t244_20200715-202501_6
t144_1594825198163_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,e90a3f52-d025-4a80-94f0-16c793fb9a8b,t244_20200715-202501_7
t144_1594825200406_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,6455a270-02b1-489e-ac0e-2858e4ef2a08,t244_20200715-202501_3
t144_1594825203395_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,d9d989dd-8541-4b65-8f5b-c8d180dfd500,t244_20200715-202501_4
t144_1594825204326_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,1aa50d13-bcbc-4b4b-b22a-a418461e68d2,t244_20200715-202501_5
t144_1594825208763_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,806069f1-14f6-4974-82e8-a24006a14c3d,t244_20200715-202501_10
t144_1594825210399_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,9e7cc6b5-675e-4d3b-a9ac-28b0b0da2326,t244_20200715-202501_9
t144_1594825212127_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,8fb4ddb6-b9ae-4091-8a55-b72a0f9bc079,t244_20200715-202501_1
t144_1594825215609_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,42e2019a-7bd5-40cb-93be-e6e784d7a22c,t244_20200715-202501_2
t144_1594825218324_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,a5cf1a32-fddd-48f9-aeb8-a36052e9a63b,t244_20200715-202501_8
t144_1594825225214_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,039dda65-24ed-453f-9789-3875ca514623,t244_20200715-202501_5
t144_1594825225080_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,86bb9820-6b5f-4a6a-821f-59e4ff7cb3c7,t244_20200715-202501_4
t144_1594825218986_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,8e9389c0-5e02-4813-8190-73f718874251,t244_20200715-202501_6
t144_1594825221900_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,ecf4262b-5e75-488f-b9f2-2076381ea438,t244_20200715-202501_7
t144_1594825223748_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,fd100ea5-c216-4fbd-b220-78212b42d7bf,t244_20200715-202501_3
t144_1594825233841_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,276a0797-231c-4b1c-8308-2846e56c3155,t244_20200715-202501_10
t144_1594825234077_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,0c145832-a11f-45f5-bfe3-be4b4c91883d,t244_20200715-202501_9
t144_1594825234150_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,35590f03-61b2-41d8-a9b8-bea193809dc7,t244_20200715-202501_1
t144_1594825243126_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,570cad83-d609-42d9-93f1-5b4f2d32bb52,t244_20200715-202501_2
t144_1594825245144_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,da0423a5-befc-4e81-8c1b-9afe18489d62,t244_20200715-202501_6
t144_1594825243915_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,0b48915a-fa6f-47f8-baed-035109c7806a,t244_20200715-202501_8
t144_1594825244209_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,f6e402ca-f446-41b2-8122-9541e7440428,t244_20200715-202501_5
t144_1594825246439_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,95fad7ef-71a9-4b00-bc1c-aa9a26785a67,t244_20200715-202501_3
t144_1594825246242_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,5a146739-95cf-47f3-b7e5-28159d3470ea,t244_20200715-202501_7
t144_1594825245103_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,4499fe65-0267-414b-8378-59857fcaf139,t244_20200715-202501_4
t144_1594825246702_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,b7cbef1a-7da1-4cfa-b013-a71968672550,t244_20200715-202501_11
t144_1594825256572_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,2788d2c7-14be-4a4a-a7ac-326b3eaae246,t244_20200715-202501_9
t144_1594825256135_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,b106722a-9a0a-49e9-943b-bab695920725,t244_20200715-202501_10
t144_1594825256625_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,34f9ef9b-da44-4a44-920c-34fc8804e2e6,t244_20200715-202501_1
t144_1594825266940_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,c121e546-f41e-4c29-9991-b8799f1482f3,t244_20200715-202501_8
t144_1594825263580_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,3ff842fb-7f3e-4359-90b6-5fae9a8bfa46,t244_20200715-202501_2
t144_1594825268116_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,bcf54296-ef29-4449-9e31-c8c0ebac1586,t244_20200715-202501_3
t144_1594825269524_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,be860a12-a2a5-459f-b25d-b521da33ea8b,t244_20200715-202501_4
t144_1594825268828_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,4ed1e544-b284-41d3-8ac2-a12a448f34b2,t244_20200715-202501_7
t144_1594825265019_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,210ec7b1-49ac-4b91-9b42-47fb4f37c9c9,t244_20200715-202501_6
t144_1594825272130_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,14ed0ce7-fb80-486e-9c23-5cb54e80f7f2,t244_20200715-202501_11
t144_1594825267709_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,8fa6539e-5b62-491f-8ed0-76bdc87e9d70,t244_20200715-202501_5
t144_1594825278687_12,ybj4-qiHz,fa2e7fd1-c6ab-11ea-acee-0242ac110002,9d7bb47a-4639-4d3e-a55a-93e3432ff51a,t244_20200715-202501_12
t144_1594825280398_9,6vW4-cGwh,c462871f-c6ab-11ea-89f8-0242ac110002,4dfbc140-350e-4255-9d88-e6bfaec06a5b,t244_20200715-202501_9
t144_1594825280687_10,uh3X-jbJc,d32cd7d8-c6ab-11ea-89f8-0242ac110002,60d42cc5-3ca5-4297-9e88-57de3ace6ef6,t244_20200715-202501_10
t144_1594825281859_1,F24X-jc2z,333d648b-c6ab-11ea-96b3-0242ac110002,9e9f6c7a-cee9-4c12-88da-98c4b436e10a,t244_20200715-202501_1
t144_1594825287144_8,4QFd-bnzf,b101be43-c6ab-11ea-89f8-0242ac110002,da1d908b-5cc9-4524-bc2a-1083546c5924,t244_20200715-202501_8
t144_1594825287533_2,6y2u-hRJ4,483c2644-c6ab-11ea-89f8-0242ac110002,7f273f3d-bf5d-46ab-8b22-19a21e739b3e,t244_20200715-202501_2
t144_1594825290083_3,79kW-9fL8,576cda16-c6ab-11ea-af23-0242ac110002,a1da9fe7-b990-4032-9246-9b4bf7b9e9f4,t244_20200715-202501_3
t144_1594825291142_4,2QY6-otL9,6975dab3-c6ab-11ea-acee-0242ac110002,255bf0f3-d85c-414f-88a1-28ddc4291524,t244_20200715-202501_4
t144_1594825291609_6,A3JK-Qa38,8e3338c4-c6ab-11ea-af23-0242ac110002,2036cacb-328c-46f6-896d-73d652e991fd,t244_20200715-202501_6
t144_1594825293794_5,r389-29u4,7d395d77-c6ab-11ea-89f8-0242ac110002,4d5d14ec-2695-4c0b-886d-4a58480da738,t244_20200715-202501_5
t144_1594825293257_11,9j8a-vRVh,e7f064b3-c6ab-11ea-89f8-0242ac110002,11176399-c411-47ae-ade5-fd6a9d423569,t244_20200715-202501_11
t144_1594825291431_7,z9H3-wboL,a17a85e9-c6ab-11ea-af23-0242ac110002,56ce372a-bdd3-4bfd-bebc-67497110607e,t244_20200715-202501_7
