tchextid,studuuid,stdextid,classtitle,classcode,ag1,ag2,ag3,ag4,ag5,groupid
tch_20200628-214431_21,49f10d53-b95e-11ea-94cc-0242ac110002,std_1593362536166_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8,d3731c2b-74e6-42e0-b3ea-a4c3f6c0a713
tch_20200628-214431_35,4991af82-b95e-11ea-94cc-0242ac110002,std_1593362535532_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273,8e1d0286-2b0e-4cb1-9702-cd59f9569ca7
tch_20200628-214431_23,48f2d6be-b95e-11ea-94cc-0242ac110002,std_1593362534495_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1,6a00282e-c12d-417d-b12e-b7ee38bcea78
tch_20200628-214431_27,4e2911fc-b95e-11ea-840b-0242ac110002,std_1593362543222_27,class_20200628-214431_27,9X4t-M8AD,52b3274f-bdd8-4aea-8938-ea317fae3ac8,3a37d3f0-a8cb-4125-a62a-b701494149c7,454f6892-f34a-4850-85d4-72996a482b9c,cc60b37f-93cb-4524-b53b-27e74081beca,bac8878a-05d8-42c0-8e90-415c38dd0a5e,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_22,4de4408d-b95e-11ea-94cc-0242ac110002,std_1593362542780_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4,a1252860-fd07-412e-9a54-9cdfa1260ad0
tch_20200628-214431_30,4cdb344b-b95e-11ea-94cc-0242ac110002,std_1593362541017_30,class_20200628-214431_30,3P6V-L7B8,d4b1837c-c549-4dbb-9274-62851ecd1afc,7a570000-ff81-4641-a1dc-e83e03fcf0ad,06b253ce-b30a-4d58-acf1-13b93d9a593e,7f73558a-b78d-431f-b017-9404ae92a940,a24fc027-8330-4eef-a64a-2dc84528e47d,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_31,4dac4088-b95e-11ea-840b-0242ac110002,std_1593362542413_31,class_20200628-214431_31,9sm9-Mrpq,94148229-9e1a-4741-b7db-3d2cdba97a8f,c2db62de-2556-4231-8b85-c7ac5b5b650f,d2ba03c4-639d-4fd5-8980-29f0c988ca0c,51ed79e7-5f7c-4dfa-b7c8-98a481f42ccf,8394cb04-d9c4-4bd9-9ba2-1d46ab90d022,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_26,4e4f5e2e-b95e-11ea-840b-0242ac110002,std_1593362543492_26,class_20200628-214431_26,s4Lb-dC48,0b716089-8f02-4d3d-8d4a-243fa6ad5859,e802da7d-2696-46d3-882a-075f3144b402,e3cf0c68-1183-48eb-a336-e46c6c12cd6e,c38fc009-febe-4645-8984-16553fa0e197,994b4bc5-bcc7-4367-98da-9e5425dbbcd7,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_32,51264b92-b95e-11ea-840b-0242ac110002,std_1593362548252_32,class_20200628-214431_32,HhMX-Vy47,252ea10a-53b3-4cd2-b165-f887fc0aa0ae,f5c1743d-b424-424a-9fe2-e715628c89c6,318dc4be-87cf-43f1-8b56-1c3e24b07003,2921732f-da7b-4e22-942b-9cf90a5312ae,58df30d0-be74-4877-8cb5-d061f04cd35e,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_37,51dddc0b-b95e-11ea-840b-0242ac110002,std_1593362549460_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0,c28adeb1-72e5-4b03-b9b5-3d1265debb06
tch_20200628-214431_29,512efe73-b95e-11ea-94cc-0242ac110002,std_1593362548279_29,class_20200628-214431_29,WUwC-9GJp,6a9dbec3-8aab-4fb9-b801-f13ea84d83bd,39d7c4ac-e810-4ece-9b3d-3c59dba05780,80d0f28c-db0d-47d5-9801-23fa099bf4f0,298c7cde-b66d-403e-8977-820a6fd8dac1,5292cccd-3339-4519-ab67-2718bdb8ad7d,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_28,5692b13b-b95e-11ea-840b-0242ac110002,std_1593362557353_28,class_20200628-214431_28,6pTw-Hev6,c7c8f79b-3ae7-4d57-bb1b-d9c3fbdef8a7,212846e6-5be8-425d-a84a-8ffe261855fb,034767b3-67d4-4414-a21d-4cec1ec154d0,a32e366c-8b8a-4c0b-b25b-94993913c2b6,c83d0a5f-35c5-4dd5-8bc8-fcf5caa9f090,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_34,55abfaa4-b95e-11ea-840b-0242ac110002,std_1593362555833_34,class_20200628-214431_34,CQBd-gyay,a9829918-ec24-4c15-86c2-a63e959b1c0c,fa70bbb8-8a81-4260-b13e-ce864dc45259,c8469c55-9d3f-4657-a3ff-acfe87e44a85,4846f792-1838-40f4-a23d-b24b577b900c,fe273620-e627-4d2a-a73c-984b43f28187,7d2881ee-d1c6-404b-b70c-b2e0fdd2334a
tch_20200628-214431_36,574f723d-b95e-11ea-840b-0242ac110002,std_1593362558586_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32,cd73a646-2b2a-46ba-a791-40a0afa2b96f
tch_20200628-214431_24,58d46437-b95e-11ea-840b-0242ac110002,std_1593362561069_24,class_20200628-214431_24,sKuQ-gV3a,1777a05a-469c-42c4-8da0-055c61fa7e1b,666fc514-767c-4a1c-b711-e1cafeb990d0,143fe3fe-da28-4878-818b-1ccbdcbc2f50,4307bcf1-b234-4ed9-98e2-e9bbc389aab4,2215cacd-a57d-4e62-a1f0-6d4b6de316be,7004005c-46a5-448e-97bf-b7e324bfa253
tch_20200628-214431_23,5a132642-b95e-11ea-840b-0242ac110002,std_1593362563217_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1,6a00282e-c12d-417d-b12e-b7ee38bcea78
tch_20200628-214431_21,599b8507-b95e-11ea-840b-0242ac110002,std_1593362562422_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8,d3731c2b-74e6-42e0-b3ea-a4c3f6c0a713
tch_20200628-214431_25,5a8f334f-b95e-11ea-94cc-0242ac110002,std_1593362564027_25,class_20200628-214431_25,xqDr-nrX4,4dcff992-37d3-408c-a2ea-896dee656f91,367da70a-e0a4-4070-b740-45025d94521c,b5aa7a14-5f46-4297-b2aa-b7bc3fb5213c,b0bbf95f-a3e0-4b5f-b761-000a73ee8291,4b4af9f7-9f63-4784-b2bc-e38fb23be0d2,a5a0b762-4e54-4b9b-9306-63df27970a9d
tch_20200628-214431_33,58a0f885-b95e-11ea-94cc-0242ac110002,std_1593362560781_33,class_20200628-214431_33,vh7R-7Kgj,f5801822-d4b0-4af7-af7c-cbd6cb6c869c,333b7db1-da49-456e-b457-0b85a75f1661,05b031bd-0fc5-404c-9650-0d7ee178c5fe,337d5ded-a6d7-4d96-82c2-6994030fea03,69536a9a-b192-47b2-822d-4ffa0b230c22,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29
tch_20200628-214431_38,5ae7b414-b95e-11ea-94cc-0242ac110002,std_1593362564633_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429,bd53dfb4-4509-464d-8a2f-27cc5a6bb2b1
tch_20200628-214431_35,59db9ae7-b95e-11ea-840b-0242ac110002,std_1593362562846_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273,8e1d0286-2b0e-4cb1-9702-cd59f9569ca7
tch_20200628-214431_27,5e19ba33-b95e-11ea-840b-0242ac110002,std_1593362569982_27,class_20200628-214431_27,9X4t-M8AD,52b3274f-bdd8-4aea-8938-ea317fae3ac8,3a37d3f0-a8cb-4125-a62a-b701494149c7,454f6892-f34a-4850-85d4-72996a482b9c,cc60b37f-93cb-4524-b53b-27e74081beca,bac8878a-05d8-42c0-8e90-415c38dd0a5e,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_22,5eb44c87-b95e-11ea-94cc-0242ac110002,std_1593362570967_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4,a1252860-fd07-412e-9a54-9cdfa1260ad0
tch_20200628-214431_26,601fea55-b95e-11ea-840b-0242ac110002,std_1593362573385_26,class_20200628-214431_26,s4Lb-dC48,0b716089-8f02-4d3d-8d4a-243fa6ad5859,e802da7d-2696-46d3-882a-075f3144b402,e3cf0c68-1183-48eb-a336-e46c6c12cd6e,c38fc009-febe-4645-8984-16553fa0e197,994b4bc5-bcc7-4367-98da-9e5425dbbcd7,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_30,5f3ba4c0-b95e-11ea-94cc-0242ac110002,std_1593362571878_30,class_20200628-214431_30,3P6V-L7B8,d4b1837c-c549-4dbb-9274-62851ecd1afc,7a570000-ff81-4641-a1dc-e83e03fcf0ad,06b253ce-b30a-4d58-acf1-13b93d9a593e,7f73558a-b78d-431f-b017-9404ae92a940,a24fc027-8330-4eef-a64a-2dc84528e47d,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_32,604f3790-b95e-11ea-94cc-0242ac110002,std_1593362573672_32,class_20200628-214431_32,HhMX-Vy47,252ea10a-53b3-4cd2-b165-f887fc0aa0ae,f5c1743d-b424-424a-9fe2-e715628c89c6,318dc4be-87cf-43f1-8b56-1c3e24b07003,2921732f-da7b-4e22-942b-9cf90a5312ae,58df30d0-be74-4877-8cb5-d061f04cd35e,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_31,5f44a5a7-b95e-11ea-94cc-0242ac110002,std_1593362571895_31,class_20200628-214431_31,9sm9-Mrpq,94148229-9e1a-4741-b7db-3d2cdba97a8f,c2db62de-2556-4231-8b85-c7ac5b5b650f,d2ba03c4-639d-4fd5-8980-29f0c988ca0c,51ed79e7-5f7c-4dfa-b7c8-98a481f42ccf,8394cb04-d9c4-4bd9-9ba2-1d46ab90d022,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_37,607fe416-b95e-11ea-94cc-0242ac110002,std_1593362573996_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0,c28adeb1-72e5-4b03-b9b5-3d1265debb06
tch_20200628-214431_29,61fa7673-b95e-11ea-94cc-0242ac110002,std_1593362576491_29,class_20200628-214431_29,WUwC-9GJp,6a9dbec3-8aab-4fb9-b801-f13ea84d83bd,39d7c4ac-e810-4ece-9b3d-3c59dba05780,80d0f28c-db0d-47d5-9801-23fa099bf4f0,298c7cde-b66d-403e-8977-820a6fd8dac1,5292cccd-3339-4519-ab67-2718bdb8ad7d,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_28,645137b0-b95e-11ea-840b-0242ac110002,std_1593362580396_28,class_20200628-214431_28,6pTw-Hev6,c7c8f79b-3ae7-4d57-bb1b-d9c3fbdef8a7,212846e6-5be8-425d-a84a-8ffe261855fb,034767b3-67d4-4414-a21d-4cec1ec154d0,a32e366c-8b8a-4c0b-b25b-94993913c2b6,c83d0a5f-35c5-4dd5-8bc8-fcf5caa9f090,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_25,683f3ab0-b95e-11ea-840b-0242ac110002,std_1593362587014_25,class_20200628-214431_25,xqDr-nrX4,4dcff992-37d3-408c-a2ea-896dee656f91,367da70a-e0a4-4070-b740-45025d94521c,b5aa7a14-5f46-4297-b2aa-b7bc3fb5213c,b0bbf95f-a3e0-4b5f-b761-000a73ee8291,4b4af9f7-9f63-4784-b2bc-e38fb23be0d2,a5a0b762-4e54-4b9b-9306-63df27970a9d
tch_20200628-214431_24,678f4ba1-b95e-11ea-94cc-0242ac110002,std_1593362585869_24,class_20200628-214431_24,sKuQ-gV3a,1777a05a-469c-42c4-8da0-055c61fa7e1b,666fc514-767c-4a1c-b711-e1cafeb990d0,143fe3fe-da28-4878-818b-1ccbdcbc2f50,4307bcf1-b234-4ed9-98e2-e9bbc389aab4,2215cacd-a57d-4e62-a1f0-6d4b6de316be,7004005c-46a5-448e-97bf-b7e324bfa253
tch_20200628-214431_33,692a84d3-b95e-11ea-840b-0242ac110002,std_1593362588520_33,class_20200628-214431_33,vh7R-7Kgj,f5801822-d4b0-4af7-af7c-cbd6cb6c869c,333b7db1-da49-456e-b457-0b85a75f1661,05b031bd-0fc5-404c-9650-0d7ee178c5fe,337d5ded-a6d7-4d96-82c2-6994030fea03,69536a9a-b192-47b2-822d-4ffa0b230c22,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29
tch_20200628-214431_36,674d8819-b95e-11ea-94cc-0242ac110002,std_1593362585342_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32,cd73a646-2b2a-46ba-a791-40a0afa2b96f
tch_20200628-214431_23,67a803ac-b95e-11ea-840b-0242ac110002,std_1593362585986_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1,6a00282e-c12d-417d-b12e-b7ee38bcea78
tch_20200628-214431_38,6a27f86d-b95e-11ea-840b-0242ac110002,std_1593362590196_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429,bd53dfb4-4509-464d-8a2f-27cc5a6bb2b1
tch_20200628-214431_22,6e07f152-b95e-11ea-94cc-0242ac110002,std_1593362596694_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4,a1252860-fd07-412e-9a54-9cdfa1260ad0
tch_20200628-214431_27,6d4b7f00-b95e-11ea-840b-0242ac110002,std_1593362595476_27,class_20200628-214431_27,9X4t-M8AD,52b3274f-bdd8-4aea-8938-ea317fae3ac8,3a37d3f0-a8cb-4125-a62a-b701494149c7,454f6892-f34a-4850-85d4-72996a482b9c,cc60b37f-93cb-4524-b53b-27e74081beca,bac8878a-05d8-42c0-8e90-415c38dd0a5e,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_37,704b9f70-b95e-11ea-94cc-0242ac110002,std_1593362600500_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0,c28adeb1-72e5-4b03-b9b5-3d1265debb06
tch_20200628-214431_31,6feda1a3-b95e-11ea-840b-0242ac110002,std_1593362599884_31,class_20200628-214431_31,9sm9-Mrpq,94148229-9e1a-4741-b7db-3d2cdba97a8f,c2db62de-2556-4231-8b85-c7ac5b5b650f,d2ba03c4-639d-4fd5-8980-29f0c988ca0c,51ed79e7-5f7c-4dfa-b7c8-98a481f42ccf,8394cb04-d9c4-4bd9-9ba2-1d46ab90d022,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_32,6f75158d-b95e-11ea-840b-0242ac110002,std_1593362599067_32,class_20200628-214431_32,HhMX-Vy47,252ea10a-53b3-4cd2-b165-f887fc0aa0ae,f5c1743d-b424-424a-9fe2-e715628c89c6,318dc4be-87cf-43f1-8b56-1c3e24b07003,2921732f-da7b-4e22-942b-9cf90a5312ae,58df30d0-be74-4877-8cb5-d061f04cd35e,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_29,738a01ea-b95e-11ea-840b-0242ac110002,std_1593362605949_29,class_20200628-214431_29,WUwC-9GJp,6a9dbec3-8aab-4fb9-b801-f13ea84d83bd,39d7c4ac-e810-4ece-9b3d-3c59dba05780,80d0f28c-db0d-47d5-9801-23fa099bf4f0,298c7cde-b66d-403e-8977-820a6fd8dac1,5292cccd-3339-4519-ab67-2718bdb8ad7d,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_28,743e3740-b95e-11ea-94cc-0242ac110002,std_1593362607120_28,class_20200628-214431_28,6pTw-Hev6,c7c8f79b-3ae7-4d57-bb1b-d9c3fbdef8a7,212846e6-5be8-425d-a84a-8ffe261855fb,034767b3-67d4-4414-a21d-4cec1ec154d0,a32e366c-8b8a-4c0b-b25b-94993913c2b6,c83d0a5f-35c5-4dd5-8bc8-fcf5caa9f090,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_25,7574bb05-b95e-11ea-840b-0242ac110002,std_1593362609152_25,class_20200628-214431_25,xqDr-nrX4,4dcff992-37d3-408c-a2ea-896dee656f91,367da70a-e0a4-4070-b740-45025d94521c,b5aa7a14-5f46-4297-b2aa-b7bc3fb5213c,b0bbf95f-a3e0-4b5f-b761-000a73ee8291,4b4af9f7-9f63-4784-b2bc-e38fb23be0d2,a5a0b762-4e54-4b9b-9306-63df27970a9d
tch_20200628-214431_24,76c270b7-b95e-11ea-840b-0242ac110002,std_1593362611344_24,class_20200628-214431_24,sKuQ-gV3a,1777a05a-469c-42c4-8da0-055c61fa7e1b,666fc514-767c-4a1c-b711-e1cafeb990d0,143fe3fe-da28-4878-818b-1ccbdcbc2f50,4307bcf1-b234-4ed9-98e2-e9bbc389aab4,2215cacd-a57d-4e62-a1f0-6d4b6de316be,7004005c-46a5-448e-97bf-b7e324bfa253
tch_20200628-214431_38,78b3e02e-b95e-11ea-840b-0242ac110002,std_1593362614629_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429,bd53dfb4-4509-464d-8a2f-27cc5a6bb2b1
tch_20200628-214431_34,79702b64-b95e-11ea-840b-0242ac110002,std_1593362615825_34,class_20200628-214431_34,CQBd-gyay,a9829918-ec24-4c15-86c2-a63e959b1c0c,fa70bbb8-8a81-4260-b13e-ce864dc45259,c8469c55-9d3f-4657-a3ff-acfe87e44a85,4846f792-1838-40f4-a23d-b24b577b900c,fe273620-e627-4d2a-a73c-984b43f28187,6960e5b7-c002-4881-9c78-6477a99cc53d
tch_20200628-214431_33,7791327a-b95e-11ea-840b-0242ac110002,std_1593362612711_33,class_20200628-214431_33,vh7R-7Kgj,f5801822-d4b0-4af7-af7c-cbd6cb6c869c,333b7db1-da49-456e-b457-0b85a75f1661,05b031bd-0fc5-404c-9650-0d7ee178c5fe,337d5ded-a6d7-4d96-82c2-6994030fea03,69536a9a-b192-47b2-822d-4ffa0b230c22,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29
tch_20200628-214431_23,78aa9129-b95e-11ea-840b-0242ac110002,std_1593362614558_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1,6a00282e-c12d-417d-b12e-b7ee38bcea78
