tchextid,stduuid,stdextid,classcode
tch_20200713-160744_95,0068fdd2-cb0f-11ea-96b3-0242ac110002,std_1595307588811_295,F7rt-6UWP
tch_20200713-160744_77,01fff174-cb0f-11ea-acee-0242ac110002,std_1595307591800_277,vLJz-buNQ
tch_20200713-160744_83,038e5960-cb0f-11ea-acee-0242ac110002,std_1595307594409_283,9uRq-f383
tch_20200713-160744_90,02926d1a-cb0f-11ea-96b3-0242ac110002,std_1595307592742_290,EbUN-tm2A
tch_20200713-160744_91,0617eaa8-cb0f-11ea-af23-0242ac110002,std_1595307598628_291,DnW9-Dcjd
tch_20200713-160744_76,03c15019-cb0f-11ea-89f8-0242ac110002,std_1595307594731_276,HvqC-dgyQ
tch_20200713-160744_96,02d060c5-cb0f-11ea-96b3-0242ac110002,std_1595307592829_296,rjt3-7m7v
tch_20200713-160744_84,04caaa7b-cb0f-11ea-89f8-0242ac110002,std_1595307596450_284,HY8W-gvat
tch_20200713-160744_97,05464306-cb0f-11ea-af23-0242ac110002,std_1595307596842_297,nZ2o-EPhd
tch_20200713-160744_78,0718b8b7-cb0f-11ea-96b3-0242ac110002,std_1595307600311_278,7jA4-Q9L8
tch_20200713-160744_85,06aa671c-cb0f-11ea-af23-0242ac110002,std_1595307599623_285,P3CX-KrHN
tch_20200713-160744_92,089100f0-cb0f-11ea-acee-0242ac110002,std_1595307602795_292,b39r-4c3P
tch_20200713-160744_99,09fdd7c8-cb0f-11ea-af23-0242ac110002,std_1595307604873_299,GAxb-9m2s
tch_20200713-160744_98,079870a7-cb0f-11ea-96b3-0242ac110002,std_1595307600856_298,8XJj-7ege
tch_20200713-160744_100,0c66c1b0-cb0f-11ea-89f8-0242ac110002,std_1595307608887_300,D2mb-jfRG
tch_20200713-160744_86,0ac32369-cb0f-11ea-acee-0242ac110002,std_1595307606420_286,UAzJ-Qs83
tch_20200713-160744_79,0ce0d2ed-cb0f-11ea-96b3-0242ac110002,std_1595307610061_279,2Hzs-P2dN
tch_20200713-160744_93,0c4ef37b-cb0f-11ea-acee-0242ac110002,std_1595307609087_293,xo8T-MrbM
tch_20200713-160744_94,0d7412eb-cb0f-11ea-89f8-0242ac110002,std_1595307611009_294,b23z-R4MW
tch_20200713-160744_81,0e722127-cb0f-11ea-96b3-0242ac110002,std_1595307612659_281,2u6u-YHX4
tch_20200713-160744_82,0e97d1f7-cb0f-11ea-acee-0242ac110002,std_1595307612928_282,Bcp3-YJ4D
tch_20200713-160744_87,1081a0a9-cb0f-11ea-89f8-0242ac110002,std_1595307616114_287,8R72-C3kY
tch_20200715-172006_1,0ec8f3e5-cb0f-11ea-89f8-0242ac110002,std_1595307612901_301,z4oL-ZVLi
tch_20200713-160744_80,0eae4086-cb0f-11ea-af23-0242ac110002,std_1595307613077_280,c2o9-8xbZ
tch_20200713-160744_89,0f41f51c-cb0f-11ea-89f8-0242ac110002,std_1595307614003_289,c6RV-7EGu
tch_20200713-160744_95,11c03b93-cb0f-11ea-96b3-0242ac110002,std_1595307618224_295,F7rt-6UWP
tch_20200715-172006_2,11322bfb-cb0f-11ea-acee-0242ac110002,std_1595307616915_302,6X9s-9dso
tch_20200713-160744_91,13fbd3b8-cb0f-11ea-acee-0242ac110002,std_1595307621960_291,DnW9-Dcjd
tch_20200713-160744_83,13a108bc-cb0f-11ea-acee-0242ac110002,std_1595307621364_283,9uRq-f383
tch_20200713-160744_88,117ca24e-cb0f-11ea-89f8-0242ac110002,std_1595307617776_288,BTFi-6bCL
tch_20200713-160744_90,13b469b3-cb0f-11ea-96b3-0242ac110002,std_1595307621505_290,EbUN-tm2A
tch_20200715-172006_3,13948641-cb0f-11ea-96b3-0242ac110002,std_1595307620929_303,W7et-H4RG
tch_20200713-160744_97,151a1474-cb0f-11ea-af23-0242ac110002,std_1595307623836_297,nZ2o-EPhd
tch_20200713-160744_96,143c5eb0-cb0f-11ea-af23-0242ac110002,std_1595307622395_296,rjt3-7m7v
tch_20200715-172006_4,15f4e407-cb0f-11ea-96b3-0242ac110002,std_1595307624943_304,HuP3-y7b4
tch_20200713-160744_84,14e373c1-cb0f-11ea-af23-0242ac110002,std_1595307623477_284,HY8W-gvat
tch_20200715-172006_6,1ac5cd87-cb0f-11ea-89f8-0242ac110002,std_1595307633017_306,zZsb-3DZ6
tch_20200713-160744_92,18a05583-cb0f-11ea-acee-0242ac110002,std_1595307629717_292,b39r-4c3P
tch_20200713-160744_85,1770122d-cb0f-11ea-96b3-0242ac110002,std_1595307627742_285,P3CX-KrHN
tch_20200713-160744_100,1ad759ce-cb0f-11ea-af23-0242ac110002,std_1595307633468_300,D2mb-jfRG
tch_20200715-172006_5,185a9984-cb0f-11ea-acee-0242ac110002,std_1595307628959_305,7dUh-wDdz
tch_20200713-160744_98,19f955ab-cb0f-11ea-acee-0242ac110002,std_1595307632033_298,8XJj-7ege
tch_20200713-160744_99,194ac628-cb0f-11ea-af23-0242ac110002,std_1595307630877_299,GAxb-9m2s
tch_20200713-160744_94,1d1e62ec-cb0f-11ea-acee-0242ac110002,std_1595307637300_294,b23z-R4MW
tch_20200715-172006_7,1d26c77f-cb0f-11ea-acee-0242ac110002,std_1595307637029_307,NzVm-wsHq
tch_20200713-160744_86,1b14fe1d-cb0f-11ea-acee-0242ac110002,std_1595307633851_286,UAzJ-Qs83
tch_20200713-160744_93,1c90c8c3-cb0f-11ea-af23-0242ac110002,std_1595307636363_293,xo8T-MrbM
tch_20200713-160744_87,1dde577c-cb0f-11ea-af23-0242ac110002,std_1595307638531_287,8R72-C3kY
tch_20200715-172006_1,1f0fabd9-cb0f-11ea-acee-0242ac110002,std_1595307640544_301,z4oL-ZVLi
tch_20200713-160744_95,2018908f-cb0f-11ea-af23-0242ac110002,std_1595307642285_295,F7rt-6UWP
tch_20200713-160744_89,200be678-cb0f-11ea-89f8-0242ac110002,std_1595307642200_289,c6RV-7EGu
tch_20200715-172006_2,22c8e2d6-cb0f-11ea-af23-0242ac110002,std_1595307646783_302,6X9s-9dso
tch_20200715-172006_8,1f8aceee-cb0f-11ea-af23-0242ac110002,std_1595307641042_308,RduP-Rhbp
tch_20200713-160744_91,2305ecaa-cb0f-11ea-96b3-0242ac110002,std_1595307647193_291,DnW9-Dcjd
tch_20200713-160744_90,245e29a5-cb0f-11ea-96b3-0242ac110002,std_1595307649451_290,EbUN-tm2A
tch_20200713-160744_88,239c5f9d-cb0f-11ea-acee-0242ac110002,std_1595307648188_288,BTFi-6bCL
tch_20200715-172006_3,2472e9f5-cb0f-11ea-af23-0242ac110002,std_1595307649590_303,W7et-H4RG
tch_20200715-172006_9,21f12153-cb0f-11ea-89f8-0242ac110002,std_1595307645054_309,HZUW-z9Gh
tch_20200713-160744_96,24dd43d2-cb0f-11ea-96b3-0242ac110002,std_1595307650259_296,rjt3-7m7v
tch_20200715-172006_10,24594789-cb0f-11ea-96b3-0242ac110002,std_1595307649065_310,2EUs-AB93
tch_20200715-172006_4,25aa0a3b-cb0f-11ea-96b3-0242ac110002,std_1595307651645_304,HuP3-y7b4
tch_20200713-160744_97,24a9d868-cb0f-11ea-96b3-0242ac110002,std_1595307649951_297,nZ2o-EPhd
tch_20200715-172006_11,26bcd9d7-cb0f-11ea-af23-0242ac110002,std_1595307653075_311,n9n8-7Jr7
tch_20200715-172006_5,2a2335c3-cb0f-11ea-af23-0242ac110002,std_1595307659118_305,7dUh-wDdz
tch_20200713-160744_100,2945f5ff-cb0f-11ea-96b3-0242ac110002,std_1595307657695_300,D2mb-jfRG
tch_20200713-160744_92,28b6ae24-cb0f-11ea-af23-0242ac110002,std_1595307656721_292,b39r-4c3P
tch_20200715-172006_6,285ef156-cb0f-11ea-96b3-0242ac110002,std_1595307656154_306,zZsb-3DZ6
tch_20200715-172006_12,291a9feb-cb0f-11ea-acee-0242ac110002,std_1595307657088_312,qHC9-oB2F
tch_20200713-160744_94,2c61668c-cb0f-11ea-89f8-0242ac110002,std_1595307662897_294,b23z-R4MW
tch_20200713-160744_99,2b1d4dea-cb0f-11ea-af23-0242ac110002,std_1595307660761_299,GAxb-9m2s
tch_20200713-160744_98,2a520e33-cb0f-11ea-af23-0242ac110002,std_1595307659437_298,8XJj-7ege
tch_20200715-172006_13,2b878171-cb0f-11ea-acee-0242ac110002,std_1595307661100_313,3u7J-K8Q8
tch_20200715-172006_7,2d13c60f-cb0f-11ea-89f8-0242ac110002,std_1595307664060_307,NzVm-wsHq
tch_20200715-172006_1,2f12cac5-cb0f-11ea-96b3-0242ac110002,std_1595307667363_301,z4oL-ZVLi
tch_20200713-160744_93,2df10712-cb0f-11ea-acee-0242ac110002,std_1595307665499_293,xo8T-MrbM
tch_20200715-172006_14,2de2af00-cb0f-11ea-acee-0242ac110002,std_1595307665112_314,397y-cWb3
tch_20200715-172006_2,309c2a1e-cb0f-11ea-89f8-0242ac110002,std_1595307669982_302,6X9s-9dso
tch_20200715-172006_8,3120c3b8-cb0f-11ea-89f8-0242ac110002,std_1595307670845_308,RduP-Rhbp
tch_20200713-160744_95,3006ee70-cb0f-11ea-96b3-0242ac110002,std_1595307669011_295,F7rt-6UWP
tch_20200715-172006_15,3048d95e-cb0f-11ea-acee-0242ac110002,std_1595307669123_315,2sPs-K293
tch_20200713-160744_96,33bd4031-cb0f-11ea-af23-0242ac110002,std_1595307675242_296,rjt3-7m7v
tch_20200715-172006_16,32ad7dc6-cb0f-11ea-acee-0242ac110002,std_1595307673136_316,2JhZ-P8P4
tch_20200715-172006_17,35172b28-cb0f-11ea-89f8-0242ac110002,std_1595307677147_317,ZDn7-n9xg
tch_20200715-172006_9,33330119-cb0f-11ea-af23-0242ac110002,std_1595307674326_309,HZUW-z9Gh
tch_20200715-172006_3,32e2e55b-cb0f-11ea-89f8-0242ac110002,std_1595307673805_303,W7et-H4RG
tch_20200715-172006_11,3728304e-cb0f-11ea-89f8-0242ac110002,std_1595307680963_311,n9n8-7Jr7
tch_20200715-172006_18,377c441b-cb0f-11ea-96b3-0242ac110002,std_1595307681160_318,Fyw7-w6Uf
tch_20200713-160744_100,38ab757d-cb0f-11ea-acee-0242ac110002,std_1595307683466_300,D2mb-jfRG
tch_20200715-172006_10,348e7330-cb0f-11ea-acee-0242ac110002,std_1595307676597_310,2EUs-AB93
tch_20200715-172006_5,38386801-cb0f-11ea-af23-0242ac110002,std_1595307682765_305,7dUh-wDdz
tch_20200713-160744_97,36a6a42a-cb0f-11ea-af23-0242ac110002,std_1595307680115_297,nZ2o-EPhd
tch_20200715-172006_4,35490fe8-cb0f-11ea-89f8-0242ac110002,std_1595307677832_304,HuP3-y7b4
tch_20200715-172006_12,3a7e39a5-cb0f-11ea-96b3-0242ac110002,std_1595307686555_312,qHC9-oB2F
tch_20200715-172006_6,39293034-cb0f-11ea-96b3-0242ac110002,std_1595307684335_306,zZsb-3DZ6
tch_20200715-172006_19,39db692b-cb0f-11ea-acee-0242ac110002,std_1595307685172_319,JF89-W8X6
tch_20200715-172006_1,3e131ff1-cb0f-11ea-af23-0242ac110002,std_1595307692575_301,z4oL-ZVLi
tch_20200713-160744_99,3b3b9636-cb0f-11ea-acee-0242ac110002,std_1595307687811_299,GAxb-9m2s
tch_20200713-160744_98,3bc3b1de-cb0f-11ea-96b3-0242ac110002,std_1595307688726_298,8XJj-7ege
tch_20200715-172006_13,3cee280b-cb0f-11ea-96b3-0242ac110002,std_1595307690682_313,3u7J-K8Q8
tch_20200715-172006_21,3ea48ada-cb0f-11ea-89f8-0242ac110002,std_1595307693196_321,Tydv-23V4
tch_20200715-172006_20,3c4034a5-cb0f-11ea-acee-0242ac110002,std_1595307689183_320,4a3N-894f
tch_20200715-172006_7,3da283c7-cb0f-11ea-acee-0242ac110002,std_1595307691838_307,NzVm-wsHq
tch_20200715-172006_2,3fa09dfc-cb0f-11ea-96b3-0242ac110002,std_1595307695205_302,6X9s-9dso
