student,classcode
perf__std_1003_20181130-144416_00151,636a-Q9B7
perf__std_1003_20181130-144416_00152,jER3-feUa
perf__std_1003_20181130-144416_00153,Y7fX-8Vi6
perf__std_1003_20181130-144416_00154,NThB-KTdV
perf__std_1003_20181130-144416_00155,BU34-KjFJ
perf__std_1003_20181130-144416_00156,hLe3-8chC
perf__std_1003_20181130-144416_00157,93R4-7gef
perf__std_1003_20181130-144416_00158,A8DA-6A42
perf__std_1003_20181130-144416_00159,M2df-hcPb
perf__std_1003_20181130-144416_00160,QdgM-2i4g
perf__std_1003_20181130-144416_00161,Vc4i-Ag6C
perf__std_1003_20181130-144416_00162,KbDj-U4DW
perf__std_1003_20181130-144416_00163,VYhZ-T3Lg
perf__std_1003_20181130-144416_00164,4abW-g8i7
perf__std_1003_20181130-144416_00165,6gLT-3H2J
perf__std_1003_20181130-144416_00166,237i-aAQ8
perf__std_1003_20181130-144416_00167,9eYg-cjLf
perf__std_1003_20181130-144416_00168,TVcL-NCj3
perf__std_1003_20181130-144416_00169,cWa7-4MBb
perf__std_1003_20181130-144416_00170,iF8N-LK9Z
perf__std_1003_20181130-144416_00171,fbfe-dGAF
perf__std_1003_20181130-144416_00172,ebch-3Tc2
perf__std_1003_20181130-144416_00173,H8Wa-2cjg
perf__std_1003_20181130-144416_00174,E9Dj-b7Xj
perf__std_1003_20181130-144416_00175,6P9U-27h9
perf__std_1003_20181130-144416_00176,6Aj7-29AM
perf__std_1003_20181130-144416_00177,d3F2-if28
perf__std_1003_20181130-144416_00178,c2ZV-gch4
perf__std_1003_20181130-144416_00179,2Vc3-Y76N
perf__std_1003_20181130-144416_00180,jFU9-W7dD
perf__std_1003_20181130-144416_00181,7M43-dMX7
perf__std_1003_20181130-144416_00182,7fJ2-RYDc
perf__std_1003_20181130-144416_00183,fN7D-8H43
perf__std_1003_20181130-144416_00184,bjc6-U9cM
perf__std_1003_20181130-144416_00185,DJBg-3cY8
perf__std_1003_20181130-144416_00186,2DdC-bcb7
perf__std_1003_20181130-144416_00187,hidc-bg4g
perf__std_1003_20181130-144416_00188,PcTF-ghfT
perf__std_1003_20181130-144416_00189,2i7G-UC8c
perf__std_1003_20181130-144416_00190,Dibh-E483
perf__std_1003_20181130-144416_00191,8YDX-eD3h
perf__std_1003_20181130-144416_00192,gZhj-Fd8C
perf__std_1003_20181130-144416_00193,Zcie-Fb4g
perf__std_1003_20181130-144416_00194,7fB3-ebhb
perf__std_1003_20181130-144416_00195,dCBA-2h4d
perf__std_1003_20181130-144416_00196,2iDa-74Zj
perf__std_1003_20181130-144416_00197,BRa9-j3hi
perf__std_1003_20181130-144416_00198,4c49-hGLd
perf__std_1003_20181130-144416_00199,K78G-6cf9
perf__std_1003_20181130-144416_00200,4hCR-gQb4
perf__std_1003_20181130-144416_00201,3A9M-Bh9c
perf__std_1003_20181130-144416_00202,M2fg-7h9J
perf__std_1003_20181130-144416_00203,7iEX-3i7a
perf__std_1003_20181130-144416_00204,7MVa-daKi
perf__std_1003_20181130-144416_00205,UDNC-jMQD
perf__std_1003_20181130-144416_00206,TgR2-fP38
perf__std_1003_20181130-144416_00207,e63A-6cRe
perf__std_1003_20181130-144416_00208,a8gc-9dbR
perf__std_1003_20181130-144416_00209,8gji-gc4U
perf__std_1003_20181130-144416_00210,dcjN-hMJa
perf__std_1003_20181130-144416_00211,7K9d-C9aW
perf__std_1003_20181130-144416_00212,d689-cXa8
perf__std_1003_20181130-144416_00213,38Qd-3N4C
perf__std_1003_20181130-144416_00214,6GBL-9Td3
perf__std_1003_20181130-144416_00215,gb2G-aMTW
perf__std_1003_20181130-144416_00216,6gX3-hVUg
perf__std_1003_20181130-144416_00217,faj8-Le9j
perf__std_1003_20181130-144416_00218,42AD-gXh8
perf__std_1003_20181130-144416_00219,9cgK-Dd9V
perf__std_1003_20181130-144416_00220,7A93-ad27
perf__std_1003_20181130-144416_00221,8Qh4-2NKe
perf__std_1003_20181130-144416_00222,dai8-hA38
perf__std_1003_20181130-144416_00223,AjdJ-j39W
perf__std_1003_20181130-144416_00224,i7d4-hjd3
perf__std_1003_20181130-144416_00225,M4cf-4QaH
perf__std_1003_20181130-144416_00226,Ac4c-iQG6
perf__std_1003_20181130-144416_00227,e73W-Zg9a
perf__std_1003_20181130-144416_00228,Nf3K-cfaD
perf__std_1003_20181130-144416_00229,X3QR-ac2V
perf__std_1003_20181130-144416_00230,gfej-3CjT
perf__std_1003_20181130-144416_00231,7Mdf-a7iD
perf__std_1003_20181130-144416_00232,h3i9-c3jV
perf__std_1003_20181130-144416_00233,6hNi-XeZK
perf__std_1003_20181130-144416_00234,c3ai-2feh
perf__std_1003_20181130-144416_00235,D4G6-Q9gj
perf__std_1003_20181130-144416_00236,d4Xf-b4jY
perf__std_1003_20181130-144416_00237,4AV3-WiTf
perf__std_1003_20181130-144416_00238,a8J6-fcM9
perf__std_1003_20181130-144416_00239,fBGe-hD9W
perf__std_1003_20181130-144416_00240,aQd6-RLd8
perf__std_1003_20181130-144416_00241,3efL-giaV
perf__std_1003_20181130-144416_00242,cVje-X8Mg
perf__std_1003_20181130-144416_00243,hdcf-7bcd
perf__std_1003_20181130-144416_00244,i4ea-ej29
perf__std_1003_20181130-144416_00245,W7jc-8b9f
perf__std_1003_20181130-144416_00246,7P8Y-8jL8
perf__std_1003_20181130-144416_00247,h4a3-eg46
perf__std_1003_20181130-144416_00248,f4g9-eBHb
perf__std_1003_20181130-144416_00249,iJdb-ahg6
perf__std_1003_20181130-144416_00250,X8W4-diG3
perf__std_1003_20181130-144416_00251,VhD4-2ij4
perf__std_1003_20181130-144416_00252,fhA7-839J
perf__std_1003_20181130-144416_00253,LZ2j-2NWg
perf__std_1003_20181130-144416_00254,fb3b-CUZ2
perf__std_1003_20181130-144416_00255,ad4i-4K46
perf__std_1003_20181130-144416_00256,MTG9-Jeba
perf__std_1003_20181130-144416_00257,Mca2-b4EX
perf__std_1003_20181130-144416_00258,dgJc-j4UY
perf__std_1003_20181130-144416_00259,RifG-Rgj9
perf__std_1003_20181130-144416_00260,4j9a-GedY
perf__std_1003_20181130-144416_00261,39Xh-UbhK
perf__std_1003_20181130-144416_00262,WCaM-h36e
perf__std_1003_20181130-144416_00263,2BFJ-7ch4
perf__std_1003_20181130-144416_00264,L28V-6hjW
perf__std_1003_20181130-144416_00265,9bdX-6MZg
perf__std_1003_20181130-144416_00266,VHDe-Na6d
perf__std_1003_20181130-144416_00267,2JfC-aE2d
perf__std_1003_20181130-144416_00268,7Mf4-h8aC
perf__std_1003_20181130-144416_00269,eRCc-e6fi
perf__std_1003_20181130-144416_00270,WAc8-DF2d
perf__std_1003_20181130-144416_00271,hjB3-8j7d
perf__std_1003_20181130-144416_00272,bfRj-6Zf2
perf__std_1003_20181130-144416_00273,4jif-6j7j
perf__std_1003_20181130-144416_00274,Eh7D-6V3K
perf__std_1003_20181130-144416_00275,chPR-giPX
perf__std_1003_20181130-144416_00276,fTbc-NCRW
perf__std_1003_20181130-144416_00277,BX49-79a6
perf__std_1003_20181130-144416_00278,YKgX-gEHe
perf__std_1003_20181130-144416_00279,eTbL-CP68
perf__std_1003_20181130-144416_00280,cA4Q-jdK4
perf__std_1003_20181130-144416_00281,7egf-ZgHe
perf__std_1003_20181130-144416_00282,7Fjc-4jde
perf__std_1003_20181130-144416_00283,ce24-78hg
perf__std_1003_20181130-144416_00284,hDUe-iU37
perf__std_1003_20181130-144416_00285,dRed-QiaM
perf__std_1003_20181130-144416_00286,HW76-ajFb
perf__std_1003_20181130-144416_00287,EKbK-7jAL
perf__std_1003_20181130-144416_00288,dUf8-3L6B
perf__std_1003_20181130-144416_00289,9JdP-d3c3
perf__std_1003_20181130-144416_00290,U2c2-MdGF
perf__std_1003_20181130-144416_00291,hBe9-U63j
perf__std_1003_20181130-144416_00292,c3ej-Bb67
perf__std_1003_20181130-144416_00293,Wbhc-jYjT
perf__std_1003_20181130-144416_00294,TjXd-6REi
perf__std_1003_20181130-144416_00295,N37T-2Z8i
perf__std_1003_20181130-144416_00296,3bea-fcHT
perf__std_1003_20181130-144416_00297,YTi4-Eh7i
perf__std_1003_20181130-144416_00298,M6Mf-4fiG
perf__std_1003_20181130-144416_00299,XQV8-e4Uh
perf__std_1003_20181130-144416_00300,TRFa-NaUV
perf__std_1003_20181130-144416_00301,72K8-K8eZ
perf__std_1003_20181130-144416_00302,agTX-Fh4N
perf__std_1003_20181130-144416_00303,MU9C-2h3T
perf__std_1003_20181130-144416_00304,a6Aa-GT82
perf__std_1003_20181130-144416_00305,jH4W-RN3N
perf__std_1003_20181130-144416_00306,aGhc-VK6h
perf__std_1003_20181130-144416_00307,chjc-KacF
perf__std_1003_20181130-144416_00308,39bW-e7bd
perf__std_1003_20181130-144416_00309,3jg3-7Z2h
perf__std_1003_20181130-144416_00310,aiWP-DKha
perf__std_1003_20181130-144416_00311,f46F-d3df
perf__std_1003_20181130-144416_00312,d4b6-7d79
perf__std_1003_20181130-144416_00313,W4E4-8DFa
perf__std_1003_20181130-144416_00314,C8j6-8fYe
perf__std_1003_20181130-144416_00315,i246-3f3j
perf__std_1003_20181130-144416_00316,gi9d-GQZE
perf__std_1003_20181130-144416_00317,j89N-2Z2h
perf__std_1003_20181130-144416_00318,76RZ-3K9A
perf__std_1003_20181130-144416_00319,4247-ZCh3
perf__std_1003_20181130-144416_00320,8a2i-RYfZ
perf__std_1003_20181130-144416_00321,f7K4-GTd9
perf__std_1003_20181130-144416_00322,fb6U-X946
perf__std_1003_20181130-144416_00323,4gXZ-6R4Y
perf__std_1003_20181130-144416_00324,d9d2-g6gi
perf__std_1003_20181130-144416_00325,KX4J-dPEB
perf__std_1003_20181130-144416_00326,BHN7-RQLY
perf__std_1003_20181130-144416_00327,dgji-Ga7P
perf__std_1003_20181130-144416_00328,9aYd-c42g
perf__std_1003_20181130-144416_00329,GbjV-T83j
perf__std_1003_20181130-144416_00330,Lb7f-ibPQ
perf__std_1003_20181130-144416_00331,7Bef-DbUf
perf__std_1003_20181130-144416_00332,F376-cf8j
perf__std_1003_20181130-144416_00333,2E83-gcGE
perf__std_1003_20181130-144416_00334,N3ei-hi3d
perf__std_1003_20181130-144416_00335,DKd3-b8jL
perf__std_1003_20181130-144416_00336,b7db-dgG9
perf__std_1003_20181130-144416_00337,MDPT-db6V
perf__std_1003_20181130-144416_00338,4LUL-fb3i
perf__std_1003_20181130-144416_00339,QjhA-CjCD
perf__std_1003_20181130-144416_00340,7b98-4cPi
perf__std_1003_20181130-144416_00341,a9a6-KdR8
perf__std_1003_20181130-144416_00342,9B6h-j3ib
perf__std_1003_20181130-144416_00343,f429-eaCV
perf__std_1003_20181130-144416_00344,Yd2E-jcAK
perf__std_1003_20181130-144416_00345,Y3T6-AfgM
perf__std_1003_20181130-144416_00346,heFY-GegU
perf__std_1003_20181130-144416_00347,UY4g-8Q7F
perf__std_1003_20181130-144416_00348,ZUTX-83Fg
perf__std_1003_20181130-144416_00349,6N8i-e37b
perf__std_1003_20181130-144416_00350,73ce-hjHD
perf__std_1003_20181130-144416_00351,636a-Q9B7
perf__std_1003_20181130-144416_00352,jER3-feUa
perf__std_1003_20181130-144416_00353,Y7fX-8Vi6
perf__std_1003_20181130-144416_00354,NThB-KTdV
perf__std_1003_20181130-144416_00355,BU34-KjFJ
perf__std_1003_20181130-144416_00356,hLe3-8chC
perf__std_1003_20181130-144416_00357,93R4-7gef
perf__std_1003_20181130-144416_00358,A8DA-6A42
perf__std_1003_20181130-144416_00359,M2df-hcPb
perf__std_1003_20181130-144416_00360,QdgM-2i4g
perf__std_1003_20181130-144416_00361,Vc4i-Ag6C
perf__std_1003_20181130-144416_00362,KbDj-U4DW
perf__std_1003_20181130-144416_00363,VYhZ-T3Lg
perf__std_1003_20181130-144416_00364,4abW-g8i7
perf__std_1003_20181130-144416_00365,6gLT-3H2J
perf__std_1003_20181130-144416_00366,237i-aAQ8
perf__std_1003_20181130-144416_00367,9eYg-cjLf
perf__std_1003_20181130-144416_00368,TVcL-NCj3
perf__std_1003_20181130-144416_00369,cWa7-4MBb
perf__std_1003_20181130-144416_00370,iF8N-LK9Z
perf__std_1003_20181130-144416_00371,fbfe-dGAF
perf__std_1003_20181130-144416_00372,ebch-3Tc2
perf__std_1003_20181130-144416_00373,H8Wa-2cjg
perf__std_1003_20181130-144416_00374,E9Dj-b7Xj
perf__std_1003_20181130-144416_00375,6P9U-27h9
perf__std_1003_20181130-144416_00376,6Aj7-29AM
perf__std_1003_20181130-144416_00377,d3F2-if28
perf__std_1003_20181130-144416_00378,c2ZV-gch4
perf__std_1003_20181130-144416_00379,2Vc3-Y76N
perf__std_1003_20181130-144416_00380,jFU9-W7dD
perf__std_1003_20181130-144416_00381,7M43-dMX7
perf__std_1003_20181130-144416_00382,7fJ2-RYDc
perf__std_1003_20181130-144416_00383,fN7D-8H43
perf__std_1003_20181130-144416_00384,bjc6-U9cM
perf__std_1003_20181130-144416_00385,DJBg-3cY8
perf__std_1003_20181130-144416_00386,2DdC-bcb7
perf__std_1003_20181130-144416_00387,hidc-bg4g
perf__std_1003_20181130-144416_00388,PcTF-ghfT
perf__std_1003_20181130-144416_00389,2i7G-UC8c
perf__std_1003_20181130-144416_00390,Dibh-E483
perf__std_1003_20181130-144416_00391,8YDX-eD3h
perf__std_1003_20181130-144416_00392,gZhj-Fd8C
perf__std_1003_20181130-144416_00393,Zcie-Fb4g
perf__std_1003_20181130-144416_00394,7fB3-ebhb
perf__std_1003_20181130-144416_00395,dCBA-2h4d
perf__std_1003_20181130-144416_00396,2iDa-74Zj
perf__std_1003_20181130-144416_00397,BRa9-j3hi
perf__std_1003_20181130-144416_00398,4c49-hGLd
perf__std_1003_20181130-144416_00399,K78G-6cf9
perf__std_1003_20181130-144416_00400,4hCR-gQb4
perf__std_1003_20181130-144416_00401,3A9M-Bh9c
perf__std_1003_20181130-144416_00402,M2fg-7h9J
perf__std_1003_20181130-144416_00403,7iEX-3i7a
perf__std_1003_20181130-144416_00404,7MVa-daKi
perf__std_1003_20181130-144416_00405,UDNC-jMQD
perf__std_1003_20181130-144416_00406,TgR2-fP38
perf__std_1003_20181130-144416_00407,e63A-6cRe
perf__std_1003_20181130-144416_00408,a8gc-9dbR
perf__std_1003_20181130-144416_00409,8gji-gc4U
perf__std_1003_20181130-144416_00410,dcjN-hMJa
perf__std_1003_20181130-144416_00411,7K9d-C9aW
perf__std_1003_20181130-144416_00412,d689-cXa8
perf__std_1003_20181130-144416_00413,38Qd-3N4C
perf__std_1003_20181130-144416_00414,6GBL-9Td3
perf__std_1003_20181130-144416_00415,gb2G-aMTW
perf__std_1003_20181130-144416_00416,6gX3-hVUg
perf__std_1003_20181130-144416_00417,faj8-Le9j
perf__std_1003_20181130-144416_00418,42AD-gXh8
perf__std_1003_20181130-144416_00419,9cgK-Dd9V
perf__std_1003_20181130-144416_00420,7A93-ad27
perf__std_1003_20181130-144416_00421,8Qh4-2NKe
perf__std_1003_20181130-144416_00422,dai8-hA38
perf__std_1003_20181130-144416_00423,AjdJ-j39W
perf__std_1003_20181130-144416_00424,i7d4-hjd3
perf__std_1003_20181130-144416_00425,M4cf-4QaH
perf__std_1003_20181130-144416_00426,Ac4c-iQG6
perf__std_1003_20181130-144416_00427,e73W-Zg9a
perf__std_1003_20181130-144416_00428,Nf3K-cfaD
perf__std_1003_20181130-144416_00429,X3QR-ac2V
perf__std_1003_20181130-144416_00430,gfej-3CjT
perf__std_1003_20181130-144416_00431,7Mdf-a7iD
perf__std_1003_20181130-144416_00432,h3i9-c3jV
perf__std_1003_20181130-144416_00433,6hNi-XeZK
perf__std_1003_20181130-144416_00434,c3ai-2feh
perf__std_1003_20181130-144416_00435,D4G6-Q9gj
perf__std_1003_20181130-144416_00436,d4Xf-b4jY
perf__std_1003_20181130-144416_00437,4AV3-WiTf
perf__std_1003_20181130-144416_00438,a8J6-fcM9
perf__std_1003_20181130-144416_00439,fBGe-hD9W
perf__std_1003_20181130-144416_00440,aQd6-RLd8
perf__std_1003_20181130-144416_00441,3efL-giaV
perf__std_1003_20181130-144416_00442,cVje-X8Mg
perf__std_1003_20181130-144416_00443,hdcf-7bcd
perf__std_1003_20181130-144416_00444,i4ea-ej29
perf__std_1003_20181130-144416_00445,W7jc-8b9f
perf__std_1003_20181130-144416_00446,7P8Y-8jL8
perf__std_1003_20181130-144416_00447,h4a3-eg46
perf__std_1003_20181130-144416_00448,f4g9-eBHb
perf__std_1003_20181130-144416_00449,iJdb-ahg6
perf__std_1003_20181130-144416_00450,X8W4-diG3
perf__std_1003_20181130-144416_00451,VhD4-2ij4
perf__std_1003_20181130-144416_00452,fhA7-839J
perf__std_1003_20181130-144416_00453,LZ2j-2NWg
perf__std_1003_20181130-144416_00454,fb3b-CUZ2
perf__std_1003_20181130-144416_00455,ad4i-4K46
perf__std_1003_20181130-144416_00456,MTG9-Jeba
perf__std_1003_20181130-144416_00457,Mca2-b4EX
perf__std_1003_20181130-144416_00458,dgJc-j4UY
perf__std_1003_20181130-144416_00459,RifG-Rgj9
perf__std_1003_20181130-144416_00460,4j9a-GedY
perf__std_1003_20181130-144416_00461,39Xh-UbhK
perf__std_1003_20181130-144416_00462,WCaM-h36e
perf__std_1003_20181130-144416_00463,2BFJ-7ch4
perf__std_1003_20181130-144416_00464,L28V-6hjW
perf__std_1003_20181130-144416_00465,9bdX-6MZg
perf__std_1003_20181130-144416_00466,VHDe-Na6d
perf__std_1003_20181130-144416_00467,2JfC-aE2d
perf__std_1003_20181130-144416_00468,7Mf4-h8aC
perf__std_1003_20181130-144416_00469,eRCc-e6fi
perf__std_1003_20181130-144416_00470,WAc8-DF2d
perf__std_1003_20181130-144416_00471,hjB3-8j7d
perf__std_1003_20181130-144416_00472,bfRj-6Zf2
perf__std_1003_20181130-144416_00473,4jif-6j7j
perf__std_1003_20181130-144416_00474,Eh7D-6V3K
perf__std_1003_20181130-144416_00475,chPR-giPX
perf__std_1003_20181130-144416_00476,fTbc-NCRW
perf__std_1003_20181130-144416_00477,BX49-79a6
perf__std_1003_20181130-144416_00478,YKgX-gEHe
perf__std_1003_20181130-144416_00479,eTbL-CP68
perf__std_1003_20181130-144416_00480,cA4Q-jdK4
perf__std_1003_20181130-144416_00481,7egf-ZgHe
perf__std_1003_20181130-144416_00482,7Fjc-4jde
perf__std_1003_20181130-144416_00483,ce24-78hg
perf__std_1003_20181130-144416_00484,hDUe-iU37
perf__std_1003_20181130-144416_00485,dRed-QiaM
perf__std_1003_20181130-144416_00486,HW76-ajFb
perf__std_1003_20181130-144416_00487,EKbK-7jAL
perf__std_1003_20181130-144416_00488,dUf8-3L6B
perf__std_1003_20181130-144416_00489,9JdP-d3c3
perf__std_1003_20181130-144416_00490,U2c2-MdGF
perf__std_1003_20181130-144416_00491,hBe9-U63j
perf__std_1003_20181130-144416_00492,c3ej-Bb67
perf__std_1003_20181130-144416_00493,Wbhc-jYjT
perf__std_1003_20181130-144416_00494,TjXd-6REi
perf__std_1003_20181130-144416_00495,N37T-2Z8i
perf__std_1003_20181130-144416_00496,3bea-fcHT
perf__std_1003_20181130-144416_00497,YTi4-Eh7i
perf__std_1003_20181130-144416_00498,M6Mf-4fiG
perf__std_1003_20181130-144416_00499,XQV8-e4Uh
perf__std_1003_20181130-144416_00500,TRFa-NaUV
perf__std_1003_20181130-144416_00501,72K8-K8eZ
perf__std_1003_20181130-144416_00502,agTX-Fh4N
perf__std_1003_20181130-144416_00503,MU9C-2h3T
perf__std_1003_20181130-144416_00504,a6Aa-GT82
perf__std_1003_20181130-144416_00505,jH4W-RN3N
perf__std_1003_20181130-144416_00506,aGhc-VK6h
perf__std_1003_20181130-144416_00507,chjc-KacF
perf__std_1003_20181130-144416_00508,39bW-e7bd
perf__std_1003_20181130-144416_00509,3jg3-7Z2h
perf__std_1003_20181130-144416_00510,aiWP-DKha
perf__std_1003_20181130-144416_00511,f46F-d3df
perf__std_1003_20181130-144416_00512,d4b6-7d79
perf__std_1003_20181130-144416_00513,W4E4-8DFa
perf__std_1003_20181130-144416_00514,C8j6-8fYe
perf__std_1003_20181130-144416_00515,i246-3f3j
perf__std_1003_20181130-144416_00516,gi9d-GQZE
