tch,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200715-213354_130,class_20200715-213354_130,b898-uYdt,b04b5925-187c-451e-bc81-27ce682d0ad6,3c1cd8f8-c928-4c79-9e04-77aae440ecc6,b46792ae-da8f-4734-ad7e-12d4ab2f7544,b07880b8-a71f-497f-817e-b142f219d067,f8cf81ef-2c60-49ce-8cc6-41edbcfd9b1c
tch_20200715-213354_135,class_20200715-213354_135,zrHo-VZUX,7c1eb576-ce20-4236-b9df-047bbd92e4ba,7860dad7-9f42-4e05-95ce-12e9da83c667,d6059671-695f-4e29-b8b3-8bfece58c105,146d8e8f-8023-488b-b596-febbbaaef62f,da149146-4426-445f-b0c1-d3c57e6ec886
tch_20200715-213354_127,class_20200715-213354_127,btXA-HmiR,3ef7c3ca-3cdf-4b4b-ba0c-36e69a0864f8,0ed68b11-c3d7-4306-8d6c-721b2236c012,a5d415cd-367d-47a4-9294-82617e984c4c,e5f0c54a-ebcf-4a4e-b454-5a9575a4a382,692649a8-db07-448f-b041-a01e6d2e2bbf
tch_20200715-213354_134,class_20200715-213354_134,LCac-Mnew,f18bf472-1a26-4bc2-8d63-487e9cfce205,66d55b75-fceb-4246-91d8-8949b1a8db98,73d235be-bac4-4fb5-9aa1-a32d11cfbea9,7e200a8d-c3af-4eb5-8ae0-861cd6f6044f,d8a5f11d-1d91-482d-b5a5-f15694f5c939
tch_20200715-213354_136,class_20200715-213354_136,qKfE-Y3wL,e9c36010-43e6-4f5c-9a5e-20af65d2d94b,df787df4-cafb-4b03-8735-764c56149f46,7b1af310-ce53-4c53-baec-34e0b3813aba,b76e4eed-a6c0-4b15-b008-4b43f43ca7f3,67550f60-7454-4b1f-8640-085d68dbd581
tch_20200715-213354_133,class_20200715-213354_133,74gB-38ve,abfc696b-f87e-4ed1-a6b8-f93a77a3d62a,0c626e74-265d-4ca2-a7ae-4b52c67bfdd9,6849f109-4a24-4b74-b80a-a689f266b407,f22457ef-9dc0-42fb-919c-0cd267a9370e,300d82ab-a6d5-471c-92d6-b15336985a77
tch_20200715-213354_141,class_20200715-213354_141,9vcx-6V9T,e8f621f6-c86f-4efd-8a43-7cf8f1eb9146,e051c623-65e8-4173-b118-51561b513930,b7de8f71-9307-4c54-b768-c8c0bc9de46e,9f91d0a4-65e5-4c7c-90e8-f6693fb38bad,09643983-bb05-4c4e-bc61-e61ce207aecf
tch_20200715-213354_137,class_20200715-213354_137,wpWg-3g36,3c0a05f9-d3ca-4e5b-8458-5dff3b7a1476,e38e497f-de92-4f3c-9dc0-238a5f5f2cc3,d593a89c-f76e-43cd-a0fd-87fc4de4a6da,5e9220e2-9c17-49db-9769-1b76a22d177b,715d8e24-8caf-44fe-b9f5-08e553396090
tch_20200715-213354_140,class_20200715-213354_140,j6GP-yoYK,b6598567-4563-44d0-8694-b8511a42b0a8,bba106d4-bbd1-473b-842a-48c57f2a899e,4e8e5a29-4802-4361-a5f6-c7ddd3b5de93,e52f1364-854b-4359-ada0-1a248786bd9c,07a42c28-f514-4a1e-beae-444e30926c9d
tch_20200715-213354_139,class_20200715-213354_139,26p9-gPnU,c96caa38-8f1e-4d9a-a203-f592a995cecc,d537cd3c-f0b3-46d1-b46f-8d0c178311e0,f96aa926-bcbc-4f42-baa4-85a62d97266d,72204e2b-a23e-45a3-be14-9924ac11e62b,93ff9397-57c9-4585-b202-33734826fa1d
tch_20200715-213354_142,class_20200715-213354_142,JBHk-27Us,b4d998e2-7f68-4509-a1f4-335f7240779d,d16e9226-cb34-4924-9106-304a1f352610,ca880f9d-b2f8-4235-9130-3776c7d63a81,a3ab170c-09b4-4f2a-bbc3-c1af28b3e16d,a8b2eab1-b38e-41b0-99d6-667c7d3387d4
tch_20200715-213354_138,class_20200715-213354_138,9Cfo-kAts,5241367e-3899-4690-9ebc-165239bf84f0,2f766c50-429b-4678-85f2-81446a5c52ac,50dfcc57-9947-4ff2-bcfe-7c1f70234734,bfaced4e-d418-4718-86df-c40072e2e91e,0c9042d8-415a-43c7-a8cd-f31a5a07f18f
tch_20200715-213354_143,class_20200715-213354_143,WvC8-CZ3n,cf74ab31-c182-4467-ba66-b666096e51aa,e559fad9-da49-4c41-9af1-9bd31a56cdbc,10ab6704-6453-480d-9fec-c1f1c054da40,4ae46204-6b15-4c69-bc8c-86f149b2fd77,424d7e0b-2fc7-4e5e-ae27-6d23ef1076fc
tch_20200715-213354_144,class_20200715-213354_144,hYv2-vaEu,0add2629-f50a-4c8a-abf5-c5b431a8fcc8,efe20c4d-3bf3-47c4-b9bf-2ae94be9ed8a,13f7fe6a-d405-44fa-8a81-3f6fa92d2016,718363bf-5976-453f-a800-0e621f2abf25,823a4c45-33c8-472a-97c1-598e2b58abd7
tch_20200715-213354_146,class_20200715-213354_146,Kzf6-ZbkG,55add966-9be9-4ef3-87b0-757be1494271,617e5c66-0ce5-4946-8f63-16ebc2917f73,38de8a1b-ab9c-42a3-bcb5-795072b31eea,a43b3add-c4fa-4e06-88a8-105ad146f8fa,1838bcba-bd25-4369-8efa-3034219042dd
tch_20200715-213354_145,class_20200715-213354_145,FBMA-f6yF,37afb659-daec-4e12-8009-04496e767835,f21c8957-3b77-4620-a5dd-3ebc14ca6d6c,5ca2daad-b569-4364-9c99-865228101185,37e529d1-cd2f-40fe-8577-080929b9414f,09299e91-ae61-4536-b65f-670598b88629
tch_20200715-213354_147,class_20200715-213354_147,pnBj-n7Rt,d144fe1b-f5be-4e86-9ab1-8a4787bcb4be,a22afa22-e8a4-4b42-a3ac-43ef7c96d1f6,97bb8ff7-f145-4a0c-94f3-16a309302c6b,736cf43a-2486-4dd9-bea8-31e9a30adb75,a731b276-0873-435b-9b1c-9277e9d2f4c4
tch_20200715-213354_148,class_20200715-213354_148,Tz34-p32L,6d2f5f99-beeb-47c4-a21c-96a184df33fe,530725bb-b210-45ed-87a0-4b1d2ba53dc0,6a4368fd-f305-4ea8-bdcc-c855d32de632,6d8a1816-6580-4a2a-b270-08e72432b6fc,a8ae9e23-f9fa-4d82-8b11-2015bf8c3ee6
tch_20200715-213354_151,class_20200715-213354_151,s9bx-KCXW,90f8914e-e3a9-4645-bd8b-1f3ab1e9a80d,2ee4e2c7-f343-4b26-9f9b-32ef75beef9b,1aede29e-2822-47a6-93c9-156154cbd32c,b3fc7f42-8dab-4d6e-a5fd-30e519402db8,36d39795-5ef0-4d3f-895a-b111d25243ea
tch_20200715-213354_152,class_20200715-213354_152,B23h-GXB4,b1323053-6e1f-4aee-9868-12527c9de827,6f2434b4-bb56-404c-9ca9-4247bbaf79a8,1f91916a-fde6-426b-ae1a-f9608b763d95,9c7aef51-6258-4ed4-914d-1ad9e8387908,454a6c08-51a8-43ec-b9ae-e5214fe47448
tch_20200715-213354_149,class_20200715-213354_149,2Pdh-CjMF,fe7af10b-2f21-42de-8737-9728572792aa,6835eebd-f6e5-48dc-a863-241eefc99ad0,75b0710c-8249-4928-a5c9-a871fa6760e7,6a3f5752-ef5b-4226-8035-be5a5fc4aff4,eb9fdef1-c562-4664-a635-b9db9a2a3bf1
tch_20200715-213354_150,class_20200715-213354_150,uC49-nkw4,600f3db1-9536-417b-8aa5-406328dfc6ea,553fd615-2730-4a34-be26-ac85dfa4e951,525c6b3f-ca36-4999-a914-be4a036b2346,e6bd42d1-3377-4215-a36f-059cc804f847,08d9c15c-05e3-4df3-b6ff-72a8eb8f2f68
tch_20200715-213354_153,class_20200715-213354_153,9e9Q-k3a7,c94201e3-3536-4845-8ac3-8d61b96493e2,495d8b6d-c221-466c-92fe-328d2f1a5fa6,c29ddcd5-f489-4e08-9844-e32b4fbc8b87,89560c42-2b71-4df1-99df-e8bc58e9aaa2,ae9ed03c-8633-4587-9f42-d81cf8138bab
tch_20200715-213354_157,class_20200715-213354_157,fgq9-aCc8,6a38017a-a4e8-4c48-aecb-840b6ab0a6b7,405dbfb9-0e9e-428c-810e-ee061d0c4292,7f2affc3-1bc4-4c4a-96cd-6b0f6e3aaea6,a9f6019c-6ecf-4cf8-9312-3e8dfa10e14c,89061052-bca8-4924-ac45-51f83ad9ac67
tch_20200715-213354_154,class_20200715-213354_154,Eusf-R43F,a51ca3db-5d12-4776-842b-417b7dfb694f,9d2fc299-5e25-4770-87ba-d4dae3c74719,22856fa9-6cd0-4a03-8602-c4b11be45c42,4b726039-4e28-472c-80d9-b0751170f427,32b54909-c536-4b4b-b0eb-4481ef39e4ab
tch_20200715-213354_155,class_20200715-213354_155,u8C2-R6P6,ead78ab7-4faf-4987-8d7b-5929c9564d10,3e392f23-1259-4814-ac03-2c4182c883e2,ab4e7750-54f6-4374-9500-8c60389b56ac,5600f3c6-a060-4133-bdae-90b695b9bd74,cd6256ca-e85e-4bb4-b5d5-9f7a45d69432
tch_20200715-213354_156,class_20200715-213354_156,nfLw-FGFm,9a9a238b-dcde-4f3f-9f4f-cc195be9b04f,6f5d7c94-3772-46bc-8015-2f7069dcefac,6a7bcae9-a768-48f1-b589-89faa07953cd,befff37a-932f-4a8d-a98c-cdec16aace6a,f6053673-ab99-4388-b81d-5f011892d6e3
tch_20200715-213354_161,class_20200715-213354_161,iWxr-v3MX,96c5e828-1c8f-4523-9773-10dc082a25bb,e3bd27ca-cf8c-404b-bbac-3115aa50e81c,4fb4c9c8-7334-4446-9738-47a96dd444f9,a4ad776c-9ff8-4e87-b220-6bc0b7565d93,4df6c1fb-fa46-4946-b66e-8a758c542173
tch_20200715-213354_160,class_20200715-213354_160,FVQ9-zPYG,5a283bdf-0fdd-40ae-9d96-27cc3251e765,11874c35-999c-4291-adf1-ab416a3308d0,0d590556-5ad1-43c9-bcc4-ed75b7bdb9a2,455186f5-716c-4b37-8175-eb9b56ef645a,7765a65a-6809-4ade-86b6-19718d122537
tch_20200715-213354_158,class_20200715-213354_158,VD3p-4Q4k,ab44eba2-103d-4c1b-bfe3-e5f699b68497,9fb63607-f954-49b8-83d1-f22f471cc95a,d30cd0cf-67e5-43d4-b876-d9ea4e5dc071,9901fcbf-e971-42b5-ac1b-19a9c7c3403c,9e8c094e-c79c-4966-9b6f-1f5be3ee34a2
tch_20200710-212608_546,class_20200710-212608_546,of4z-9pnD,52a78c58-c11f-4864-8141-b91046cae009,9e207c46-b465-4e1c-9383-603028dc33ee,eef0793a-11bb-4151-b94a-96e867177e33,1c6b7896-96c1-4fb3-9e8d-6018cabc5026,f674409f-b484-4835-b3b5-1dac1157c8c5
tch_20200710-212608_548,class_20200710-212608_548,t7n4-Y2E2,2158829d-7e9e-432a-b074-c7b27326dfa8,3b1c0046-a526-433c-bfe3-7b4c653c87c4,65a15566-f13b-4130-b514-9ca6260d92fa,f7ab046d-c6d6-4fc5-a6a8-2b1d65f74c2a,b9e13eec-f5a8-492a-b7bf-b5eabe68fc6f
tch_20200710-212608_543,class_20200710-212608_543,Kw4J-R8B4,29dbf7a6-5a39-4a53-89a1-405ab8374336,36a426cd-9ff4-4ea0-ac0b-a3a802adb5a6,1cf4fa87-4ee0-4e13-a7af-3e0c63eb14d1,f04929ac-1aac-4087-8eb3-ac7519505deb,cf85bb39-fb43-47b2-8ae9-7d116859c88a
tch_20200710-212608_540,class_20200710-212608_540,w7ZK-LvB7,3fa9c03e-3910-47e4-be68-38a2b3976fcb,3d551f26-73e3-48fc-ab91-3201519efc5d,a373a068-e3f2-4739-ac62-4e815a804a3c,62fd48e7-9a0d-41c1-a566-730f320303d1,34e1da9d-86a9-4986-a8a3-bd47813af6b4
tch_20200710-212608_547,class_20200710-212608_547,6CQt-4myZ,72575e9d-8fa0-4ab1-9baa-3f029cae2835,0ebcb531-9737-4968-a57b-0cb88d6cfc43,971c8a8b-d827-4c4e-bdde-03d11a2f82ba,cad2a5e1-212c-480b-857d-736fb2bcc228,c3a19cc0-0bac-48a6-8ff9-7131eaa3712b
tch_20200710-212608_542,class_20200710-212608_542,AKRt-XL2m,2066f203-5d08-407e-9c1a-fd70900d68ee,dc0d438d-e9cf-4eb8-b67b-5dec12cd361c,a50f567a-2393-4099-924e-24f5566160dd,2ffc268e-f120-4cbe-b6fa-fa2c2b45a52c,de5caf5b-1b80-4733-af4c-71f09c34fc23
tch_20200710-212608_549,class_20200710-212608_549,2R9b-xFHG,bd24a16a-550b-4ff1-bfcd-6eb1b9c037fa,5e01bf24-9cf6-44b7-98c1-122f8a5e274d,89873671-4a47-4c4b-92e9-ce578e17e3e9,fe728f55-dbaf-432b-b33e-62b075425a21,e160d5e5-234e-4d44-ad80-f05fa0fcfd1b
tch_20200710-212608_550,class_20200710-212608_550,LXzG-U4NP,d094a565-71c9-4b45-93e1-81ce9e916c19,881cd7a8-bd20-4351-b175-e6ec4fa09c9d,c0472b4e-f171-4b63-a434-2085c5067501,708964e9-e082-44ad-bb75-07c1a5c1bdec,a9502544-0dfc-4a96-a22d-5b5e6b64bf25
tch_20200710-212608_554,class_20200710-212608_554,jXHq-8Hy3,692377b7-446c-4f59-94c6-21fe798ae798,be063c36-de67-46b7-871e-0093b4e1073a,929f4d24-e7e2-452e-acf1-fb3330bded8c,9efce441-8144-4658-a1a0-2bf6015f9903,b6f9ef84-2ff0-40ad-9ec5-0a47566eed49
tch_20200710-212608_558,class_20200710-212608_558,7v7K-Wi73,7acbc63f-41cd-443c-bbff-83e3ee63eec2,e3733101-5f83-4655-bf5b-c9493f6e8fcb,bb5185ab-011a-4690-b4ff-1b8c04e904d9,9a88094a-e2f9-4264-843b-1cd7a3fec93b,00c13366-ad88-403a-b0f3-5530c73fc8b7
tch_20200710-212608_553,class_20200710-212608_553,26B4-s9pe,5028fc73-8f1d-4f00-a390-7e892dcbce11,45272877-767a-4e5a-bc60-1f6d6826df26,d321221f-e783-44e7-93fe-a3d963cfcef8,15664967-a20a-4a58-9f9b-c8c55faf9fd4,362e0c54-6510-48d4-ab15-01ce18da2678
tch_20200710-212608_552,class_20200710-212608_552,fGRi-m8A4,d91575dd-e483-4026-8b80-91a1d93001dc,cbf26792-d7ad-43e9-8ca3-0a25eea95221,4755ba54-dc96-422e-88d9-d41d95534af9,e93cd743-dcb1-4a93-8a4c-27d8370806bf,f3585e27-d55f-4e5f-a515-694913410250
tch_20200710-212608_555,class_20200710-212608_555,F6yP-mrab,e33dd31e-ac0d-4f7b-a828-d27ee70bd670,c1d6dfb9-efeb-49d4-afc9-036fe7dfc25b,1e27feee-89dc-40db-9078-c7bc51f2a6c5,1cb6ff0d-c287-45b9-93aa-43edb61d03dc,6d6c6187-5d72-4997-bafc-f2329424ae5a
tch_20200710-212608_551,class_20200710-212608_551,QJp4-og2u,64a59dba-3a62-4654-b362-43e23568b099,ab825144-310e-4329-86ff-2ad1a98106d4,2e75befa-3dde-47a7-9d13-edb6565ed97a,d5c17c2a-ff60-43dd-980b-ca5ae331e861,ef0657d5-d8b0-41df-879d-2601ace04d01
tch_20200710-212608_556,class_20200710-212608_556,MVcW-m283,da8e4c96-9c12-41b8-89a9-fac20c489825,58bd2777-2dc7-4532-8a8d-a1e2ff5f9e5e,d7247e95-7fe3-44cc-9ece-9086cb16afb4,d587ab49-527d-4621-ac58-d5d1f836b3bd,32203bee-a789-4632-8c95-ca24adf90485
tch_20200710-212608_557,class_20200710-212608_557,iUCk-4W8e,48ed9c76-6c79-4d5e-bf13-e5ce24e5a911,a9cbcc98-d6ae-477d-ae14-9c87887684de,81879d0a-ad10-47d8-8b94-28af85e5c6a6,5a07b034-354a-4c3a-8e1c-fd95c977b45b,740759d6-e59f-4352-a7e0-ad2d23c1dd3f
tch_20200710-212608_559,class_20200710-212608_559,WD6C-3s73,13806f0d-a539-47b7-9081-621e3bd06a0a,0b8436fc-e12d-4aae-ad5c-70e7e359d414,5969daef-bdcc-4571-bdfd-47305ea4ae62,851c9bf4-2cbd-4048-bb26-33bac597bdc1,874487ff-e233-48bf-9c00-d95bed8b7937
tch_20200710-212608_560,class_20200710-212608_560,C96a-9Ah4,2104cdbb-2f41-48c5-8bc1-76f54037fbee,59248630-8414-417d-9534-897afdf90b12,280d79be-e686-4688-ab86-59287fe8af40,302ac55d-d4d0-441f-bcb4-5aa6f42c41a4,4f521361-9e7a-4940-9217-50f3b0881cba
tch_20200710-212608_563,class_20200710-212608_563,PD4E-VAf8,6832fd8e-7d47-4ccd-a8fc-f4c2bf273d54,945be229-4de6-42f9-8cae-383807a0bbd3,ecf68873-c443-4387-be11-5e7a8b5e8de9,3319f582-c34c-47b2-89f3-b7f66ff0cbe5,f2107c66-62b2-4ec6-94b5-2b0286844c12
tch_20200710-212608_561,class_20200710-212608_561,W4Vo-Tmug,837508a8-fa6b-44e0-81b1-b127b6c0f8ab,92a36511-a4c4-4b6a-9c60-960ba77822f5,03dd77fe-07e6-4830-942f-f0ec57bf8b3b,7073cdda-334c-4c2b-8437-aff4e032cbdf,80414a0a-71db-42cb-b9e1-e7cba8d2581a
tch_20200710-212608_564,class_20200710-212608_564,t36R-2o3T,1efad67d-ab80-4965-8065-d45e76735997,daa9cfd9-c7f5-4629-9460-0fd90e9aebb9,839a572e-b9b7-43ba-9992-99c746389dce,6afcc42e-7c36-4159-ab26-48d489d293aa,25d33c61-0551-452d-92b6-7f4e970145f5
tch_20200710-212608_566,class_20200710-212608_566,T9wd-w8Me,17b20dd1-8002-4ccd-99b9-256f29f8a2ff,0783ab01-9c37-49f1-bbe9-c84ae2a2b593,041624ea-e3e4-4895-83fb-5dd718c0cde7,e17acfcb-03bc-464b-b8ab-a16e421433f4,3030d600-00f8-4a66-937d-b2182f5cf00c
tch_20200710-212608_562,class_20200710-212608_562,PT4Y-uN9g,ac5d833a-ca66-457e-8c6d-49c592c8e086,5e7ab647-374c-4418-b0ba-c8bbb5ad39c9,419a994f-2722-4e25-92ee-9125eba976dc,09b7320e-3688-4ef7-b317-b98395026c28,63721bfe-2a73-466e-867d-0aac2ece5a60
tch_20200710-212608_565,class_20200710-212608_565,cQv2-REqW,0b1f7e73-ce3f-43d5-83d0-166b9cf32a1f,3ccdbe18-6603-44da-a34b-7450c01631e0,941d2c04-2144-421a-8945-ec4420f9bcec,4b19c6c1-d936-4b63-914b-e08a207e557a,4a57d522-3e98-4302-a0b2-98881b0ccd81
tch_20200710-212608_570,class_20200710-212608_570,4U7i-m4Cb,6816d93f-66b7-47d0-8bb6-14d209b095e2,3ff716ff-9b63-4173-aa73-c47afa8e3dbc,c3664a6a-94aa-4053-baf0-3683cc9ac350,581bcc68-f512-4c81-b09f-ddbe6dae845a,f34c73db-8441-49c0-afa3-8aeb37825419
tch_20200710-212608_571,class_20200710-212608_571,W4ZV-9sB8,7443c221-5392-48ac-bf02-465a9a345a6a,eba0c47e-97de-4ad2-821b-656f2d52b4ee,d7b8c166-c51a-4180-b106-eb509eab0f56,74cb9bdb-5cc4-4496-baa9-c5c7724313f7,6537d88f-d05a-4aa4-ae17-9571309d6333
tch_20200710-212608_567,class_20200710-212608_567,pwaD-ou2J,a9256b92-d85c-4948-a635-8b6c0759d7f1,340f3fa6-bdf6-4a47-b559-af3940177ee0,4259be70-793e-4743-8416-5c0040b7046b,ec5d8c93-b913-486e-ab0a-2f08fe5b16a7,57fdadef-66f5-4f39-a845-0844471d59f8
tch_20200710-212608_568,class_20200710-212608_568,32ob-8aR6,cbe226ab-74d8-4bb0-8794-827fadea7921,9a3fbeb4-0c0b-453b-9a48-097466eaea3b,f2fc1964-9710-4ff5-860e-9917867edc85,e1fdf7e7-8c7b-4f75-a319-ee411a2dd51f,a7ea6427-c715-4eac-9555-7ef5dd8b7b29
tch_20200710-212608_574,class_20200710-212608_574,43oD-UwML,853a6daa-6e60-4d4a-91ca-96e00db68c5c,a3d448a4-7092-4e7f-9a37-365c87f432be,3ce17a29-88fa-4401-b99d-2dffbb017b98,ef19fb53-5f23-4b8f-b73c-2a6809a28c7c,2f7ab621-d664-42d6-b049-7969da501604
tch_20200710-212608_575,class_20200710-212608_575,2wCd-fR4L,6231983f-fc85-45f4-a79f-3a7f0adc1d8d,19695996-61a0-43c3-be2a-c6fe9fe397c4,04efc89f-0506-4bc0-97a0-af5aa6621a2f,72dd536f-9fff-4670-85d9-52a500a70d93,f232afae-ef64-4894-919e-029c78fb0f43
tch_20200710-212608_569,class_20200710-212608_569,k386-7zCM,bc25d2e0-7bee-4740-a2eb-84edb73e5b4a,79faa225-7b4f-4c0c-acd7-d9f1c55fe16f,7361d924-34e2-4046-806f-740341b968cc,b5a53e3b-0be3-4cfd-a76a-52a36f861743,0d3612ae-b440-48f2-8243-abf18beed9dc
tch_20200710-212608_572,class_20200710-212608_572,NxRE-zJgk,db3b3296-a87a-4743-814f-72236badf37f,2f59e46d-3eed-4d41-9c9d-db048d165e04,ad1a6876-92cd-471a-b48b-6b8b33bb4b3e,223c5721-3e58-4050-aa91-bcbc9ac20421,7df1b27b-f570-41b5-9f52-2039568e01ad
tch_20200710-212608_576,class_20200710-212608_576,yXmZ-Wuk7,33753f5d-d531-4f1d-b4fb-c7a113ae72f2,48ea1dc4-8da8-46ff-803a-000e97f0a992,427c9c95-a590-4af0-b8d7-113b68768ce6,67ffdfd4-02df-4b43-80ae-8478122deb0b,014e21c9-b863-46a1-90ba-1d10353c8210
tch_20200710-212608_573,class_20200710-212608_573,8f3d-27i2,2bec6fa5-d5ad-467d-b2ef-0defd98bfd4f,c6121cb4-06c6-4591-a132-9b9c34342fa6,6be1b82d-1029-40d6-98bb-6c1cae379d01,68573d9c-bcf1-4da5-9f6c-5c01128c5593,be7f1311-be90-423d-b84e-dd170cb20665
tch_20200710-212608_577,class_20200710-212608_577,37F4-87L6,538c9eff-5c33-4ea5-a7e7-caecca63e8d5,bd72bc6a-d6cc-4347-a29a-5b8ad4601541,d9329475-502b-44e6-9863-fe71c07702b8,6f951d32-5546-40eb-9a44-dd13396588d7,2d2e82ef-3567-49b8-9bc8-c7e701445e73
tch_20200710-212608_578,class_20200710-212608_578,8Gac-k684,4937a986-6165-4052-adc4-4863aeb92332,4e2c38a9-7c4d-42f7-a672-b96410b9535e,b9a02967-b171-4816-9ab5-d972c46efdcd,8fd12c1b-8816-4944-9ae4-aff97b4cb9ef,4eb2268c-ca2b-4c8d-a240-f3daf43c2b42
tch_20200710-212608_579,class_20200710-212608_579,KgPh-QDmv,2c20d742-f5fc-4c90-840a-7999fba2887e,681d9649-3995-48f1-b4c9-c07f4367708c,03bc9644-08fe-44d2-a1d9-679722c9777e,339e00c8-09f8-4444-9e38-d7e8b2d77632,f0d7eb67-3389-49c9-a78d-e595d6f62e88
tch_20200710-212608_580,class_20200710-212608_580,78sn-kLM7,b6e65143-7d72-4ec9-b076-9f489e870b77,44dc003f-bc2e-489e-9aed-2907e775e0df,99bd1b5f-b3b8-4ed8-8f4a-eff9b1bfc3c4,37250a76-3560-48f8-8b18-00c48104968e,f1d3cb98-ae35-49ac-9766-8658ebca641d
tch_20200710-212608_581,class_20200710-212608_581,7yL3-iUbE,08417848-db00-4541-bc6e-617d67cca309,030056eb-9cf2-4dd3-8c39-ccadca732731,94678db5-2bfd-4c45-bb5c-99447b5e7f51,0d6ad32c-4879-4306-b311-623b4d64661e,a8f5505d-011b-4a1b-8a33-d14bfeec812b
tch_20200710-212608_582,class_20200710-212608_582,b93a-zZn3,09c2f3ff-0f16-4280-a3da-c1ed514be094,9d414a12-ebe6-47c4-a72f-d971ad297243,3bb3dc82-b04f-41a4-ba06-fd9250a738df,eadb7504-e4eb-4a34-a88e-5ac17e189c52,7fb78dc9-1b20-435f-b43d-b71feade3f6d
tch_20200710-212608_584,class_20200710-212608_584,qTsL-7Nv4,a9b17362-c790-4f61-89cd-a62995887c95,8d51fa29-7e84-4091-bf1a-e62c109f7a9d,7dd0e3dc-d7f5-48ab-bb80-074e87330fac,dcd33673-daf1-47d9-a99b-c19ea838fba8,5f09010d-a640-46a1-bda2-d800b975c507
tch_20200710-212608_586,class_20200710-212608_586,Qi4m-X9Ay,0b17221d-e132-44cf-b55d-0f94bb995462,a14e8396-f33e-477a-bd63-f7d97fa9c4f9,cbd29be2-77aa-4ed0-83aa-3a76947fa708,6ed3ba1e-6ea3-43ab-b303-3aaf66a10afd,ba59c91c-0c70-459e-b19e-4009bd8f61e7
