studentextuserid,classcode
std_1590129223664_1721,W734-tpM4
std_1590129231708_1725,RBn8-eE43
std_1590129235728_1727,Nyg7-N9g2
std_1590129237741_1728,hg2f-D6p6
std_1590129239746_1729,A6q4-83w9
std_1590129241758_1730,7KJ2-B84q
std_1590129243769_1731,8of6-piD9
std_1590129245779_1732,Z4Xu-w3AY
std_1590129249806_1734,9H8m-PK92
std_1590129253827_1736,2QCf-t8Ts
std_1590129259859_1739,4t7v-YzZu
std_1590129263878_1741,M87i-PBR6
std_1590129265887_1742,npKi-X47b
std_1590129269908_1744,EGiH-X9G7
std_1590129273929_1746,TDB8-UjMt
std_1590129275939_1747,8D4Q-A2h7
std_1590129279959_1749,Wgd6-Kkvk
std_1590129281969_1750,uCHp-tNXW
std_1590129283982_1751,Q8o7-mTen
std_1590129285988_1752,hvLh-Lk96
std_1590129287997_1753,d4uT-jW23
std_1590129292018_1755,83sN-AJbD
std_1590129294026_1756,Wa6f-mzcH
std_1590129296043_1757,289K-34rL
std_1590129298053_1758,o8E4-U67w
std_1590129300064_1759,EcUd-mh4u
std_1590129302080_1760,NQ6M-bMFo
std_1590129322236_1770,u6V4-Uj48
std_1590129324588_1771,78k6-o9uC
std_1590129328631_1773,84fs-W7yE
std_1590129330641_1774,iVFG-ZqnD
std_1590129336693_1777,Wuo7-BEC7
std_1590129340716_1779,E689-Knae
std_1590129342727_1780,Lz89-UWCy
std_1590129346750_1782,d8Df-hW2T
std_1590129348763_1783,MvJ6-yv6Q
std_1590129350776_1784,62Q7-8p3V
std_1590129352789_1785,cvHp-a7qH
std_1590129358838_1788,um8P-UD83
std_1590129360850_1789,fuio-Br82
std_1590129362863_1790,o464-LiuE
std_1590129366881_1792,737g-vWne
std_1590129370912_1794,U9sU-P2fk
