studentextuserid,classcode
std_1590567170905_544,TLNb-K6bH
std_1590567171917_545,4w37-mah8
std_1590567172925_546,qk6b-gm4H
std_1590567173935_547,4oNJ-q8hw
std_1590567174943_548,bk9N-B3PZ
std_1590567175951_549,62W4-H2dw
std_1590567176959_550,XP89-8EXA
std_1590567177967_551,3ZYM-TKhz
std_1590567178975_552,W279-trxh
std_1590567179986_553,7x7r-iu2i
std_1590567180994_554,4bXN-76T6
std_1590567182001_555,eBZy-NW4X
std_1590567183009_556,yChr-BDPx
std_1590567184017_557,8P4f-nPwf
std_1590567185026_558,QTcB-H8PT
std_1590567186034_559,jtCh-Wnab
std_1590567187041_560,9D4C-W427
std_1590567188050_561,2Rt6-8pPn
std_1590567189058_562,B3Mp-WJiz
std_1590567190065_563,RK2E-dtFs
std_1590567191073_564,msZ6-Gdak
std_1590567192081_565,Ehmv-Y3xb
std_1590567193089_566,tdU6-8yr8
std_1590567194097_567,3Gc2-XgT7
std_1590567195105_568,DbCa-B8vy
std_1590567196114_569,j49g-pKx9
std_1590567197124_570,Xyvt-XF3x
std_1590567198134_571,2U9Q-3inY
std_1590567199142_572,ETC9-3p9b
std_1590567200152_573,MBEm-zhFp
std_1590567201161_574,2Pk9-4Woa
std_1590567202169_575,R9yi-2zmH
std_1590567203178_576,9vJz-thJP
std_1590567204187_577,cmsv-pU9L
std_1590567205194_578,p98N-tG3L
std_1590567206203_579,VmzJ-72h6
std_1590567207211_580,KQmP-JYw6
std_1590567208218_581,9AB4-NbRD
std_1590567209225_582,wPXJ-tmxj
std_1590567210233_583,yv73-xJzm
std_1590567211241_584,fm8K-BA27
std_1590567212249_585,238p-2EPV
std_1590567213257_586,Nc3x-VBV4
std_1590567214265_587,FWCx-vP28
std_1590567215273_588,w74B-8bp3
std_1590567216281_589,2aQi-U7Dk
std_1590567217290_590,Yc28-62Du
std_1590567218298_591,xU8H-QTZo
std_1590567219305_592,G4Nv-axR7
std_1590567220313_593,n97m-jFgW
std_1590567221320_594,YTh9-8UYb
std_1590567222328_595,3ULW-9k7k
std_1590567223337_596,BjAQ-j3fA
std_1590567224345_597,2T92-t2No
std_1590567225352_598,yEWn-W4wE
std_1590567226364_599,G3f4-m2Uh
std_1590567227373_600,HufJ-bQZ8
std_1590567228382_601,d8Wk-HcD8
std_1590567229391_602,Yerj-94uY
std_1590567230400_603,hEqh-Mrc7
std_1590567231409_604,Q8bN-genD
std_1590567232420_605,7G7H-3dsd
std_1590567233428_606,9ZWB-Hm9V
std_1590567234439_607,Wk23-J9Jk
std_1590567235449_608,3d68-6UX4
std_1590567236457_609,9ZC9-4T7X
std_1590567237465_610,Rr2B-k2v8
std_1590567238474_611,3ARV-axB9
std_1590567239482_612,h9P6-9mrx
std_1590567240492_613,j2Ld-t42M
std_1590567241500_614,V7EH-9TJn
std_1590567242510_615,8FeF-gQjK
std_1590567243518_616,2dnL-UWQg
std_1590567244526_617,C4ex-MB7E
std_1590567245535_618,yrFT-8EsA
std_1590567246543_619,iJ3w-76Rt
std_1590567247553_620,fH8p-bo2C
std_1590567248561_621,Rm2y-9rdY
std_1590567249570_622,w98X-JziZ
std_1590129372913_1795,6Q7L-y7Ti
std_1590129378948_1798,Yye3-sUpD
std_1590129384987_1801,Wfav-WE63
std_1590129386999_1802,2hXe-pPDT
std_1590129389000_1803,H3jM-wLWa
std_1590129391017_1804,wvuX-2piu
std_1590129393040_1805,7Hc3-ft3b
std_1590129395031_1806,Tb9K-n3h3
std_1590129397047_1807,NskR-gV2e
std_1590129399064_1808,4yc3-NrDf
std_1590129401078_1809,ydZ2-6aup
std_1590129403087_1810,gfsv-WMYD
std_1590129405100_1811,48tc-V78P
std_1590129407113_1812,RYCo-c8h9
std_1590129409124_1813,gK7R-n9Y8
std_1590129413146_1815,3m37-T86k
std_1590129417170_1817,96dq-m6oc
std_1590129419182_1818,L39e-ih6R
std_1590129421193_1819,R2sc-iAFH
std_1590129425217_1821,7P7T-7Vr2
std_1590129427234_1822,ysaR-w74w
std_1590129429229_1823,6m6f-Ydfq
std_1590129431259_1824,W9q4-WF3j
std_1590129433264_1825,8i69-F38r
std_1590129435274_1826,vQ82-q84V
std_1590129437287_1827,3B7m-k7fx
std_1590129439297_1828,J4Lo-4Ue2
std_1590129443318_1830,Mjhb-2dtx
std_1590129445420_1831,2p7y-P4Lw
std_1590129447428_1832,V6b2-w7hC
std_1590129449434_1833,Hxna-4MrB
std_1590129451442_1834,u9C2-hK4o
std_1590129453453_1835,eU68-Y4m9
std_1590129455462_1836,24oT-eWn6
std_1590129457478_1837,P2X6-L9Fc
std_1590129463508_1840,V923-MJ8j
std_1590129465519_1841,V3zK-d7U8
std_1590129467530_1842,3726-Uut9
std_1590129469541_1843,rCaD-jDCy
std_1590129471552_1844,TBfu-rg3H
std_1590129473561_1845,683X-zwJE
std_1590129475570_1846,qmjn-MBmT
std_1590129477582_1847,i3zL-dKfm
std_1590129479592_1848,84i9-ivNn
std_1590129481603_1849,afA2-m98a
std_1590129483613_1850,Um8t-s7Y7
std_1590129485624_1851,F8CN-8k4z
std_1590129487636_1852,a7U4-8Jwf
std_1590129489650_1853,34DA-7dRp
std_1590129491660_1854,2YsH-L3Ci
