tchextid,stduuid,stdextid,groupid
tch_20240114-210426_8,cacbf87f-9ab2-4226-a94d-84bead7e3d5b,std_1705247013470_8,6f78b6f4-517f-4275-ac32-96c87f22e01c
tch_20240114-210426_6,17337ce2-c08a-4dc3-a548-0aa3184a4fe5,std_1705247091604_6,8a066da5-244b-4100-9c72-257f8e49ded7
tch_20240114-210426_4,e21b009a-d58a-4da1-9258-f87814932275,std_1705247147593_4,d9ca5f73-e9a6-4d5d-a118-fbf5bd7096bc
tch_20240114-210426_5,780ea2fd-3afc-4cd2-ae0c-fcd954c156b2,std_1705247201382_5,4665882f-cf27-4df7-95b9-3b4fbbf8b942
tch_20240114-210426_1,d95798ce-7e5e-4504-8edb-b661023841a9,std_1705247251477_1,95657825-aa7c-4ad5-9ed8-d5aa7bc12f0e
tch_20240114-210426_3,ffeb9962-8d2d-4bd2-ac57-f50771437d9d,std_1705247232355_3,2e794211-6928-4526-a21c-a10f7143051f
tch_20240114-210426_2,05676937-9bcf-4146-9248-a88e3ef23a6d,std_1705247233280_2,db262dee-5888-455f-9bdc-144fdd103683
tch_20240114-210426_7,589897a4-9a15-4f95-8b44-3f0f8cb4536f,std_1705247161610_7,81a66ea8-6772-4b41-97a8-d806409f771b
tch_20240114-210426_8,e12c31c8-1d81-4a07-b19c-f693bf3fd36e,std_1705247039922_8,6f78b6f4-517f-4275-ac32-96c87f22e01c
tch_20240114-210426_4,8e8e8d1e-8d80-486d-bd53-f9cd785751c8,std_1705247173412_4,d9ca5f73-e9a6-4d5d-a118-fbf5bd7096bc
tch_20240114-210426_1,f97ceeba-942e-4312-b620-62a3afeca916,std_1705247278610_1,95657825-aa7c-4ad5-9ed8-d5aa7bc12f0e
tch_20240114-210426_3,f16b4969-2d67-4826-947e-5741918bf4b6,std_1705247260941_3,2e794211-6928-4526-a21c-a10f7143051f
tch_20240114-210426_2,1b8ce57c-e4fb-49d3-a6d4-d17d16207699,std_1705247260742_2,db262dee-5888-455f-9bdc-144fdd103683
tch_20240114-210426_7,82a6b0e5-3f87-4c31-aa27-735185999daf,std_1705247187379_7,81a66ea8-6772-4b41-97a8-d806409f771b
tch_20240114-210426_8,26e9450b-886b-4491-b618-cb688b03c3f4,std_1705247067521_8,6f78b6f4-517f-4275-ac32-96c87f22e01c
tch_20240114-210426_4,4f960672-ebce-432b-91ca-7909e4d0022c,std_1705247197905_4,d9ca5f73-e9a6-4d5d-a118-fbf5bd7096bc
tch_20240114-210426_3,d9c8053a-065b-4a83-898d-ebcfc2c3018b,std_1705247288037_3,2e794211-6928-4526-a21c-a10f7143051f
tch_20240114-210426_2,182416d4-9a40-4497-98e3-45330c8454e2,std_1705247285859_2,db262dee-5888-455f-9bdc-144fdd103683
tch_20240114-210426_1,e23074e5-848b-455b-8407-aea7eeb4a59e,std_1705247305849_1,95657825-aa7c-4ad5-9ed8-d5aa7bc12f0e
tch_20240114-210426_7,e60621e0-40c6-45b1-a4ba-9237f666f3c5,std_1705247213171_7,81a66ea8-6772-4b41-97a8-d806409f771b
tch_20240114-210426_8,3cdb9442-c268-47e6-aa78-0077552bd3eb,std_1705247094476_8,6f78b6f4-517f-4275-ac32-96c87f22e01c
tch_20240114-210426_2,0fcec391-e5ef-4b3e-b6f7-ab3bd8d37cf3,std_1705247310148_2,db262dee-5888-455f-9bdc-144fdd103683
tch_20240114-210426_3,d15f5fda-e03e-46d0-a1d0-c01cd93ae9cd,std_1705247312792_3,2e794211-6928-4526-a21c-a10f7143051f
tch_20240114-210426_5,893ebf01-d61d-4cd9-a8ce-25a682dd394e,std_1705247253997_5,819d33d5-ea9d-4832-b1af-15938da34f55
tch_20240114-210426_6,7ccc30a3-5b2a-4f05-9c6e-91eb9c1cd159,std_1705247144955_6,d8465f21-a48f-4881-9a29-37d8a1f6c95b
tch_20240114-210426_5,bad4a954-b009-4bde-8bae-622e304e398f,std_1705247278174_5,819d33d5-ea9d-4832-b1af-15938da34f55
tch_20240114-210426_6,5e7b5f29-8aa7-4b15-afea-40adcab3b87f,std_1705247168120_6,d8465f21-a48f-4881-9a29-37d8a1f6c95b
tch_20240114-210426_4,32107c85-2b97-4205-a9ee-a6f213e50be1,std_1705247256172_4,a56eb9f2-af4d-45ec-9940-6bb659693ae1
tch_20240114-210426_1,48076ee3-401b-40af-be17-940df21df38a,std_1705247363334_1,12bed8a5-a506-44e3-a1e1-c405550485fa
tch_20240114-210426_7,c11323d6-b04d-4f4a-a2e2-0ba500a00499,std_1705247265050_7,b03dbda0-cab8-4c07-b7f6-cc917c52432c
tch_20240114-210426_9,5bb467c3-1ffd-4fc5-8d6e-384759c7a21e,std_1705247044065_9,d7aad36a-e225-49af-87fc-f3ae09631af5
tch_20240114-210426_10,8fb51f59-6c49-423f-ba2e-e941fe1476ad,std_1705247049723_10,9b5785b2-c26e-4ec9-b715-82acaa841d78
tch_20240114-210426_6,ca1dcbd0-c88c-450e-a909-210e377dfa2f,std_1705247198033_6,d8465f21-a48f-4881-9a29-37d8a1f6c95b
tch_20240114-210426_5,f104c9e8-5e25-4e42-860a-cee3642ab23e,std_1705247309168_5,819d33d5-ea9d-4832-b1af-15938da34f55
tch_20240114-210426_4,a603fce2-006c-4d7d-838c-608ce9a777b7,std_1705247281069_4,a56eb9f2-af4d-45ec-9940-6bb659693ae1
tch_20240114-210426_2,c9e8e64c-974c-4ca5-ad85-bdc2364b3170,std_1705247368751_2,d736c3c6-cf8c-4813-b937-56ac18e7449c
tch_20240114-210426_1,2c26e37f-0435-4c9e-81e1-d1a89f331ded,std_1705247388400_1,12bed8a5-a506-44e3-a1e1-c405550485fa
tch_20240114-210426_3,8595a7b2-bdcb-4376-889f-253c91b7994e,std_1705247367807_3,c1d1eaf2-541a-4823-8ee5-dc860db223e7
tch_20240114-210426_7,2f2f12a4-3287-4406-a826-39024d828965,std_1705247291001_7,b03dbda0-cab8-4c07-b7f6-cc917c52432c
tch_20240114-210426_9,60f52453-22da-45de-9053-c9db88d5acf4,std_1705247073556_9,d7aad36a-e225-49af-87fc-f3ae09631af5
tch_20240114-210426_8,e6567e59-1f74-43bd-a1a9-2d612bb03611,std_1705247151540_8,d20ff71b-104a-4ba7-8f02-7a0953149dc8
tch_20240114-210426_10,a16eb1cd-dabb-4ffd-ad9c-034e1cffaccd,std_1705247076904_10,9b5785b2-c26e-4ec9-b715-82acaa841d78
tch_20240114-210426_5,8547840c-036e-4c69-abfe-0778878265eb,std_1705247338633_5,819d33d5-ea9d-4832-b1af-15938da34f55
tch_20240114-210426_6,d487d32f-d547-4148-b941-cd749795ad11,std_1705247223632_6,d8465f21-a48f-4881-9a29-37d8a1f6c95b
tch_20240114-210426_4,9260bc62-9e24-4c33-9bec-b5fd47305d42,std_1705247310539_4,a56eb9f2-af4d-45ec-9940-6bb659693ae1
tch_20240114-210426_2,5a2ab6f0-c028-490b-896d-f932c4c6b056,std_1705247395016_2,d736c3c6-cf8c-4813-b937-56ac18e7449c
tch_20240114-210426_1,c3592a5e-6f29-48b7-a0d6-b4f0141a4176,std_1705247416978_1,12bed8a5-a506-44e3-a1e1-c405550485fa
tch_20240114-210426_7,eb1c3456-e339-40ba-86b2-78b2aa0da517,std_1705247318272_7,b03dbda0-cab8-4c07-b7f6-cc917c52432c
tch_20240114-210426_3,8a409673-3577-4560-b09a-5122a590d2fd,std_1705247394043_3,c1d1eaf2-541a-4823-8ee5-dc860db223e7
tch_20240114-210426_9,2094fcae-b847-48f2-ab97-0722c50995f3,std_1705247102769_9,d7aad36a-e225-49af-87fc-f3ae09631af5
tch_20240114-210426_12,c002afc3-dc52-4c65-bcbb-c2daf42e743f,std_1705247051671_12,8cb09b33-349a-41c9-bf69-075e3a6a99e0
tch_20240114-210426_8,d094d26b-d425-47b8-a03e-89d446ad39cc,std_1705247177405_8,d20ff71b-104a-4ba7-8f02-7a0953149dc8
tch_20240114-210426_4,265e45b2-b692-42f2-ad06-d62cbad0a7da,std_1705247336634_4,a56eb9f2-af4d-45ec-9940-6bb659693ae1
tch_20240114-210426_13,af9d7a95-e932-4b42-bd7c-2f4a62ee93ea,std_1705247060212_13,d776af58-4a7d-4c5a-82a2-4a6fa38065b0
tch_20240114-210426_10,226b7346-7fb1-4c9b-b963-0230aac632f2,std_1705247103501_10,9b5785b2-c26e-4ec9-b715-82acaa841d78
tch_20240114-210426_2,b99a160b-b692-4c57-8177-65c89a5168b7,std_1705247421046_2,d736c3c6-cf8c-4813-b937-56ac18e7449c
tch_20240114-210426_1,43337f06-33ca-4e07-bc33-d7592c512f3c,std_1705247443661_1,12bed8a5-a506-44e3-a1e1-c405550485fa
tch_20240114-210426_11,f459bf8b-165a-420b-8e6c-b352b6200d42,std_1705247047533_11,70782d1f-cbda-4f41-a357-cb8fcb8055a2
tch_20240114-210426_7,b6eadd36-0e86-4c72-aa81-4043cbeedc96,std_1705247342455_7,b03dbda0-cab8-4c07-b7f6-cc917c52432c
tch_20240114-210426_3,078dda1a-af06-4c5e-8a61-2b9d68035615,std_1705247420353_3,c1d1eaf2-541a-4823-8ee5-dc860db223e7
tch_20240114-210426_12,a65d451c-b03a-4f5b-93d0-42e603773ab8,std_1705247077223_12,8cb09b33-349a-41c9-bf69-075e3a6a99e0
tch_20240114-210426_9,185213f3-f573-4b5f-90fc-68129ac984fc,std_1705247127265_9,d7aad36a-e225-49af-87fc-f3ae09631af5
tch_20240114-210426_13,2cbd744b-83fb-4936-9080-f03efcc8600e,std_1705247086534_13,d776af58-4a7d-4c5a-82a2-4a6fa38065b0
tch_20240114-210426_8,551622db-6db7-4a89-bcfd-06df5c79a70b,std_1705247204177_8,d20ff71b-104a-4ba7-8f02-7a0953149dc8
tch_20240114-210426_10,aa85ddb9-f316-46f5-891c-b4b20ae5e6ea,std_1705247131266_10,9b5785b2-c26e-4ec9-b715-82acaa841d78
tch_20240114-210426_2,2ad83db9-8aa9-4cb6-a8f5-10b0b5b976bd,std_1705247447553_2,d736c3c6-cf8c-4813-b937-56ac18e7449c
tch_20240114-210426_11,ac0fd5e1-adc3-4c61-8b9f-15c8c0c569e3,std_1705247076072_11,70782d1f-cbda-4f41-a357-cb8fcb8055a2
tch_20240114-210426_3,0f02e896-972d-4136-b9cf-5844ecb7a41f,std_1705247446013_3,c1d1eaf2-541a-4823-8ee5-dc860db223e7
tch_20240114-210426_12,07e45cad-3856-4db6-87a2-e0e67fc2d981,std_1705247105334_12,8cb09b33-349a-41c9-bf69-075e3a6a99e0
tch_20240114-210426_8,66f754f7-3157-473b-9e8e-e16140532121,std_1705247233225_8,d20ff71b-104a-4ba7-8f02-7a0953149dc8
tch_20240114-210426_13,0f714e4b-f5e2-4062-8448-b930dce23fa7,std_1705247112192_13,d776af58-4a7d-4c5a-82a2-4a6fa38065b0
tch_20240114-210426_11,d6743ac4-16ea-42e0-8a2f-26b9d5bc8625,std_1705247102765_11,70782d1f-cbda-4f41-a357-cb8fcb8055a2
tch_20240114-210426_12,a83d2623-1713-4ca5-9dbe-321d717e1798,std_1705247134208_12,8cb09b33-349a-41c9-bf69-075e3a6a99e0
tch_20240114-210426_13,7d0dddaa-904e-4c22-beca-6b8e3972b1e1,std_1705247138634_13,d776af58-4a7d-4c5a-82a2-4a6fa38065b0
tch_20240114-210426_11,b1ab6dfd-aba0-4e33-b0d3-339393d280cd,std_1705247133166_11,70782d1f-cbda-4f41-a357-cb8fcb8055a2
tch_20240114-210426_6,007cf425-e7b6-478f-a927-7cf1da0156a7,std_1705247275820_6,ad41be73-f005-497b-bcd8-8b024ae75914
tch_20240114-210426_5,16c44478-fd1d-427b-ab80-61c56123f19e,std_1705247387358_5,15a2d27d-d183-4460-b486-bd45c60d66a1
tch_20240114-210426_4,4f720492-bf8d-4308-ab46-e7b4836a68bb,std_1705247397280_4,cb364e3d-d9bd-4d10-b44b-dc79fc789330
tch_20240114-210426_6,41b5a5d6-a2ca-4a9d-b8bb-e4ee6dcf43b4,std_1705247300477_6,ad41be73-f005-497b-bcd8-8b024ae75914
tch_20240114-210426_5,afe69e14-c306-4030-ba6f-3fec64596005,std_1705247413391_5,15a2d27d-d183-4460-b486-bd45c60d66a1
tch_20240114-210426_4,54130e73-c279-4d91-b7d3-436aa137e396,std_1705247421468_4,cb364e3d-d9bd-4d10-b44b-dc79fc789330
tch_20240114-210426_7,21cd1145-bbb5-4e95-a7f4-057103fd450a,std_1705247398467_7,8def40a4-1519-4db8-a794-b41e94a127c2
tch_20240114-210426_6,996b6e8f-e4da-401c-abde-15ea4c431a01,std_1705247328722_6,ad41be73-f005-497b-bcd8-8b024ae75914
tch_20240114-210426_9,db34e27e-b55e-4b0b-b18d-e9c5ab1d8050,std_1705247180826_9,a20611ec-474f-4819-88b3-4104f6f3ee07
tch_20240114-210426_5,0ed9d2da-f313-4b33-ad9f-61074fe1c39f,std_1705247437589_5,15a2d27d-d183-4460-b486-bd45c60d66a1
tch_20240114-210426_4,b2a55583-5e92-4b94-9859-22e98c9af707,std_1705247446055_4,cb364e3d-d9bd-4d10-b44b-dc79fc789330
tch_20240114-210426_6,94500645-477c-4719-aba2-8a5f56c5aee8,std_1705247355936_6,ad41be73-f005-497b-bcd8-8b024ae75914
tch_20240114-210426_7,8c54389b-41f5-40d9-a14c-a07a0c288a37,std_1705247423561_7,8def40a4-1519-4db8-a794-b41e94a127c2
tch_20240114-210426_10,7bb9ff01-2789-4bab-96ac-e39ecb3ec91c,std_1705247183332_10,6e4611da-12eb-411f-9f51-dcb3bee8b34e
tch_20240114-210426_9,273fd4ab-d7ae-4b6b-b762-b80f742c2dd7,std_1705247209471_9,a20611ec-474f-4819-88b3-4104f6f3ee07
tch_20240114-210426_5,6dadb2b0-7d90-41c0-8fca-9e68c968a913,std_1705247463786_5,15a2d27d-d183-4460-b486-bd45c60d66a1
tch_20240114-210426_8,63ea72d9-f96a-47b6-8a83-571e1f8ffd20,std_1705247283512_8,d4a3330c-744a-44a4-9c49-7933955eea0b
tch_20240114-210426_4,9c1f51ef-6b19-4be6-8c3e-cdb7f0ba0969,std_1705247472945_4,cb364e3d-d9bd-4d10-b44b-dc79fc789330
tch_20240114-210426_7,b5384489-8467-4fd8-b2ae-33881f6e3af8,std_1705247449305_7,8def40a4-1519-4db8-a794-b41e94a127c2
tch_20240114-210426_10,012b3755-6b4a-4a01-a4d5-95bf36546a72,std_1705247214076_10,6e4611da-12eb-411f-9f51-dcb3bee8b34e
tch_20240114-210426_9,fb3e615a-1baf-4a42-9f04-e50796c14a2e,std_1705247238281_9,a20611ec-474f-4819-88b3-4104f6f3ee07
tch_20240114-210426_12,d935c5ca-6ba5-4003-b0e1-2b20fbc42a8e,std_1705247185723_12,98d76962-5407-4c04-897b-5c35b4f18401
tch_20240114-210426_8,83267a97-93bd-4aee-8fc5-fa9faf2b054b,std_1705247309582_8,d4a3330c-744a-44a4-9c49-7933955eea0b
tch_20240114-210426_7,98d1635b-52a0-4597-8174-44e1d7ef3cd9,std_1705247478306_7,8def40a4-1519-4db8-a794-b41e94a127c2
tch_20240114-210426_13,1b0af5b4-5443-4083-b5e6-35ba07265e73,std_1705247198435_13,f7c497e5-017d-4dda-aedb-25e54154de29
tch_20240114-210426_10,f18643bb-006b-4a9a-9402-5457e6f0abe3,std_1705247242442_10,6e4611da-12eb-411f-9f51-dcb3bee8b34e
tch_20240114-210426_11,2a50f3ca-d432-429a-a5af-a7f7beec0495,std_1705247185298_11,2eb06555-9dd5-4657-a955-d71ba688490c
tch_20240114-210426_14,cc4c68b0-4e1c-4d48-972d-a59706df10ed,std_1705247085578_14,2e4b1d03-8fbe-4e53-816e-0c10ca8a22f8
tch_20240114-210426_9,6d02c7a6-3922-4ba0-ae36-e10b130abd88,std_1705247260654_9,a20611ec-474f-4819-88b3-4104f6f3ee07
tch_20240114-210426_12,89889fbb-6bcb-4744-a569-fce949e92fd7,std_1705247211884_12,98d76962-5407-4c04-897b-5c35b4f18401
tch_20240114-210426_8,592f46c1-33b5-431f-88a0-d465a4e3a981,std_1705247333622_8,d4a3330c-744a-44a4-9c49-7933955eea0b
tch_20240114-210426_13,6678c5d3-913b-4845-a1aa-209153f7ecc2,std_1705247223115_13,f7c497e5-017d-4dda-aedb-25e54154de29
tch_20240114-210426_10,2af02c5d-e99e-47ee-9e0c-e319d069ac91,std_1705247266885_10,6e4611da-12eb-411f-9f51-dcb3bee8b34e
tch_20240114-210426_11,0ac1082a-39d0-494a-9aa5-b9ef98a64810,std_1705247213710_11,2eb06555-9dd5-4657-a955-d71ba688490c
tch_20240114-210426_14,2c274224-6b19-4100-adca-c00df76ec57b,std_1705247108387_14,2e4b1d03-8fbe-4e53-816e-0c10ca8a22f8
tch_20240114-210426_12,e02ff305-2f9b-4239-a342-60934fe62a75,std_1705247236196_12,98d76962-5407-4c04-897b-5c35b4f18401
tch_20240114-210426_8,b2c3a75c-3c2c-46c5-916a-32ed82a02037,std_1705247362748_8,d4a3330c-744a-44a4-9c49-7933955eea0b
tch_20240114-210426_13,d26189af-5968-4a56-a143-a9611c94d634,std_1705247246992_13,f7c497e5-017d-4dda-aedb-25e54154de29
tch_20240114-210426_11,b1994bdc-5ecb-4bc9-982c-76efe4908065,std_1705247243269_11,2eb06555-9dd5-4657-a955-d71ba688490c
tch_20240114-210426_14,df183785-3284-4d17-91ee-9c10890b3c35,std_1705247139886_14,2e4b1d03-8fbe-4e53-816e-0c10ca8a22f8
tch_20240114-210426_12,1b6ceaaa-01ee-42a3-8ab6-d640d02b59aa,std_1705247265739_12,98d76962-5407-4c04-897b-5c35b4f18401
tch_20240114-210426_13,25640964-2c79-407f-abc3-a295f143c950,std_1705247276030_13,f7c497e5-017d-4dda-aedb-25e54154de29
tch_20240114-210426_11,7bafe967-579c-4759-8e12-441e3779129d,std_1705247270808_11,2eb06555-9dd5-4657-a955-d71ba688490c
tch_20240114-210426_6,2325b910-47c8-4cad-a307-cde14df8b8b6,std_1705247410346_6,b59af005-2de1-487e-bfcf-234c641dc1e5
tch_20240114-210426_14,e9086f6d-0b97-4772-a7ab-7a6a4ee24cd3,std_1705247165633_14,2e4b1d03-8fbe-4e53-816e-0c10ca8a22f8
tch_20240114-210426_6,f170681c-7a30-4d1e-ad5a-f583c06d27b4,std_1705247438848_6,b59af005-2de1-487e-bfcf-234c641dc1e5
tch_20240114-210426_16,1baaa8de-5905-4ec5-b807-bc52bd942b58,std_1705247088272_16,795b278c-0a44-49ab-816d-1e6dd2a3fa3b
tch_20240114-210426_6,820e10da-feac-46c5-878d-7f710321a6ba,std_1705247469133_6,b59af005-2de1-487e-bfcf-234c641dc1e5
tch_20240114-210426_10,f3972a2c-05da-49d1-b77c-9980d3448675,std_1705247321703_10,a9c050aa-521d-47ec-ba94-ea71e3ed1f1c
tch_20240114-210426_9,177753be-b5f2-4ab4-8a80-e32f3ae0c105,std_1705247314853_9,8c3c0348-978e-4de4-9ac0-64bf48f37755
tch_20240114-210426_15,9eac1fc7-c032-4a45-bb45-98df9a59f3e7,std_1705247095281_15,054ce8d7-a242-4ca3-a3ea-58403ff4f77e
tch_20240114-210426_16,ef515fde-55d2-4501-b64b-b17f305c39c8,std_1705247115672_16,795b278c-0a44-49ab-816d-1e6dd2a3fa3b
tch_20240114-210426_6,846d7635-52cd-435a-960c-eff92df58e60,std_1705247495931_6,b59af005-2de1-487e-bfcf-234c641dc1e5
tch_20240114-210426_9,a327afce-bae9-4795-83c6-c59e677bdaf2,std_1705247342794_9,8c3c0348-978e-4de4-9ac0-64bf48f37755
tch_20240114-210426_10,e300287d-30bf-4173-be20-f6abde28e7d9,std_1705247348042_10,a9c050aa-521d-47ec-ba94-ea71e3ed1f1c
tch_20240114-210426_15,5503a302-bb05-4d21-a0ae-7fa5c3f6b45c,std_1705247122799_15,054ce8d7-a242-4ca3-a3ea-58403ff4f77e
tch_20240114-210426_16,275cb353-3c88-4296-bbff-be25defc8ec2,std_1705247143913_16,795b278c-0a44-49ab-816d-1e6dd2a3fa3b
tch_20240114-210426_8,2663d788-8913-42b8-a768-192202219be9,std_1705247415774_8,3c7ce111-9471-430f-9f2a-bf4fb2f730dc
tch_20240114-210426_12,3917ba31-10ef-4bce-94f4-c8d5c279cfb4,std_1705247319885_12,a38a82ea-5080-41b6-8529-88cd83ebc9eb
tch_20240114-210426_17,ee8389d3-df6d-4749-930f-ab09073dbc88,std_1705247103746_17,7f0365ef-5030-4af1-916a-44455cedeace
tch_20240114-210426_9,6fdda965-479e-4f5c-9cf2-03f6b199fc31,std_1705247369417_9,8c3c0348-978e-4de4-9ac0-64bf48f37755
tch_20240114-210426_10,4250b3d7-422c-4753-849b-92581b1b91df,std_1705247375467_10,a9c050aa-521d-47ec-ba94-ea71e3ed1f1c
tch_20240114-210426_14,06d9fdf8-8e95-4a6a-8ad4-e51f982cd099,std_1705247219013_14,cccdebbf-75f5-41ba-b3c7-b2aa5093a382
tch_20240114-210426_15,9eb3c047-6093-454e-9edf-4a4a0e58a703,std_1705247149645_15,054ce8d7-a242-4ca3-a3ea-58403ff4f77e
tch_20240114-210426_11,9cb04d4a-b41d-4f6f-bff7-034bd377ee18,std_1705247325309_11,ceb19c02-17c0-449f-8d13-274b2c11a8eb
tch_20240114-210426_8,bd1325e4-b5fb-46a0-b969-a0b8acd5e9a7,std_1705247445972_8,3c7ce111-9471-430f-9f2a-bf4fb2f730dc
tch_20240114-210426_16,4354ece3-1939-4bb6-b752-54408af3bc57,std_1705247170847_16,795b278c-0a44-49ab-816d-1e6dd2a3fa3b
tch_20240114-210426_13,e3bcd38a-f44c-4a10-ada2-fafd86971d09,std_1705247330677_13,a434b995-5919-4fa2-b21a-ea847e9b1f75
tch_20240114-210426_12,6bc8b444-7446-48ae-81ae-9b02b980544c,std_1705247344082_12,a38a82ea-5080-41b6-8529-88cd83ebc9eb
tch_20240114-210426_10,cda047ba-d53c-430e-99f2-4ba74d6240af,std_1705247400957_10,a9c050aa-521d-47ec-ba94-ea71e3ed1f1c
tch_20240114-210426_17,801efd0a-4bee-4785-9762-b78f39159e04,std_1705247134937_17,7f0365ef-5030-4af1-916a-44455cedeace
tch_20240114-210426_9,61a69604-85a4-45fc-aee1-baaf667dece6,std_1705247394547_9,8c3c0348-978e-4de4-9ac0-64bf48f37755
tch_20240114-210426_14,583583a5-6844-40ef-bdea-9f1e4074e6cb,std_1705247245007_14,cccdebbf-75f5-41ba-b3c7-b2aa5093a382
tch_20240114-210426_15,268576ce-3550-4364-8432-056e7c719fe0,std_1705247179562_15,054ce8d7-a242-4ca3-a3ea-58403ff4f77e
tch_20240114-210426_11,49aabdc7-b251-40f3-bd44-e337f7756b62,std_1705247350839_11,ceb19c02-17c0-449f-8d13-274b2c11a8eb
tch_20240114-210426_8,31e79517-c22b-4844-914b-32ed523e1239,std_1705247477659_8,3c7ce111-9471-430f-9f2a-bf4fb2f730dc
tch_20240114-210426_13,11eac908-8c71-4147-84c6-7a8251f4a55f,std_1705247356641_13,a434b995-5919-4fa2-b21a-ea847e9b1f75
tch_20240114-210426_12,68a4e8f4-535f-4611-8f7f-4fa3811cbbb7,std_1705247368573_12,a38a82ea-5080-41b6-8529-88cd83ebc9eb
tch_20240114-210426_17,66380d93-cc42-40e9-8547-f3a6e343a391,std_1705247163663_17,7f0365ef-5030-4af1-916a-44455cedeace
tch_20240114-210426_14,c2e43bf3-d922-4b7e-bbbd-41b43590efc7,std_1705247270809_14,cccdebbf-75f5-41ba-b3c7-b2aa5093a382
tch_20240114-210426_11,5ef6f776-cc0d-45a8-b2e6-2b6e8956cbc8,std_1705247378015_11,ceb19c02-17c0-449f-8d13-274b2c11a8eb
tch_20240114-210426_12,f9858d9a-fc78-4c4d-85dc-eecabaeda04e,std_1705247394279_12,a38a82ea-5080-41b6-8529-88cd83ebc9eb
tch_20240114-210426_8,9f865ab1-3704-46d7-b574-add68af0ebe7,std_1705247504823_8,3c7ce111-9471-430f-9f2a-bf4fb2f730dc
tch_20240114-210426_13,5fdfc694-8a91-4e06-83a3-5ee3cd9a69aa,std_1705247380630_13,a434b995-5919-4fa2-b21a-ea847e9b1f75
tch_20240114-210426_17,a3c7d2ab-aca4-4477-a957-9f7b3ad7dd74,std_1705247191003_17,7f0365ef-5030-4af1-916a-44455cedeace
tch_20240114-210426_14,766e9672-8167-481c-b2a6-6595f00e00de,std_1705247300386_14,cccdebbf-75f5-41ba-b3c7-b2aa5093a382
