studentextuserjid,classcode,classid,invitationid,tch
s42_1594913933380_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,e097e244-bd96-47e8-8a0c-8d70f0515f0a,t42_20200716-205339_48
s42_1594913936540_44,XWu7-jYzy,e5b18d2e-c779-11ea-acee-0242ac110002,e6d83e75-dc87-4556-8c4b-6aef8a85d23a,t42_20200716-205339_44
s42_1594913934163_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,b07447e7-51c7-4a64-9141-5c84feb1513e,t42_20200716-205339_52
s42_1594913936401_41,ZTme-VXo4,cd691e55-c779-11ea-89f8-0242ac110002,4150e0f2-a323-4941-bca3-af3c0a8db151,t42_20200716-205339_41
s42_1594913937998_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,9aecf017-78f1-40e3-9889-99a20a9868c1,t42_20200716-205339_45
s42_1594913941896_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,925610d8-155c-4619-9cf3-1707e2845e29,t42_20200716-205339_50
s42_1594913936936_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,ea695b18-9c24-463e-805a-3a067c7c8521,t42_20200716-205339_47
s42_1594913942106_42,jz8M-YfK4,d51254fb-c779-11ea-89f8-0242ac110002,b18cd800-07a7-47ba-bd34-23bc4f6f5519,t42_20200716-205339_42
s42_1594913938398_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,546723fe-bae8-4963-ad32-2ffa97489a8a,t42_20200716-205339_58
s42_1594913940140_43,i9oL-XZ7A,e140028b-c779-11ea-89f8-0242ac110002,7b1a9041-79cf-4fdc-abc1-94593fd69e45,t42_20200716-205339_43
s42_1594913948443_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,3c164284-1b8b-4f14-bfcf-dd64836608c5,t42_20200716-205339_53
s42_1594913945368_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,20162d97-a773-4f8f-89cc-befceba16fbe,t42_20200716-205339_46
s42_1594913946182_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,02f8ec81-aa95-486e-a70c-b97156f527c2,t42_20200716-205339_57
s42_1594913948637_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,8e7886d1-f4be-4e80-b428-29f6ef16965c,t42_20200716-205339_49
s42_1594913946775_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,396b5f64-9bab-4b66-a6f5-c671be348bd2,t42_20200716-205339_54
s42_1594913951780_44,XWu7-jYzy,e5b18d2e-c779-11ea-acee-0242ac110002,f900b355-4202-4fe9-81a4-c0300ef31083,t42_20200716-205339_44
s42_1594913947259_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,d2097a33-74ea-4561-a96f-8f1e8f212eb9,t42_20200716-205339_51
s42_1594913950048_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,fd341d74-2fae-42af-a8da-809f7fe75adb,t42_20200716-205339_48
s42_1594913948734_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,6e03b2e3-0646-4f0c-a8f9-3407071bcaf3,t42_20200716-205339_55
s42_1594913946792_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,9ca91626-8e5b-4dca-805c-294fa02e5485,t42_20200716-205339_56
s42_1594913947071_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,4829d7b2-68b1-4991-98f8-e73168252e72,t42_20200716-205339_59
s42_1594913954300_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,4fd94267-1611-46b9-9408-22c67e1c3ae9,t42_20200716-205339_47
s42_1594913953060_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,d12f0105-09cf-4398-b8bb-648545ea2db2,t42_20200716-205339_45
s42_1594913957909_43,i9oL-XZ7A,e140028b-c779-11ea-89f8-0242ac110002,c78fd2bf-1373-48b5-bc7c-7b32618b935f,t42_20200716-205339_43
s42_1594913951916_41,ZTme-VXo4,cd691e55-c779-11ea-89f8-0242ac110002,eb312c96-f0fb-4b71-82c3-f96ec0859556,t42_20200716-205339_41
s42_1594913951901_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,56324098-0675-4c8a-93ab-4ea795d3be1d,t42_20200716-205339_52
s42_1594913960637_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,feee61ba-55db-4164-86af-3b11ad89fe3e,t42_20200716-205339_46
s42_1594913953600_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,720676dd-b939-4cad-85cf-37418ce5e307,t42_20200716-205339_50
s42_1594913964205_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,b7d5d8ab-2194-4c48-b6be-75596ef121fb,t42_20200716-205339_55
s42_1594913964455_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,ceb68e17-b7fb-4ad1-b7a7-710570a7099f,t42_20200716-205339_56
s42_1594913961437_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,320fb343-d20c-4634-9ccc-9f4d4098a9c7,t42_20200716-205339_57
s42_1594913963192_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,56c7d876-6f3c-4cb4-adf5-45aaebe81a26,t42_20200716-205339_51
s42_1594913961827_44,XWu7-jYzy,e5b18d2e-c779-11ea-acee-0242ac110002,3b364d0f-eaa9-40d5-bd70-b0de44872abf,t42_20200716-205339_44
s42_1594913968581_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,98e00c98-7ba0-4a6f-882e-cefe1a136b59,t42_20200716-205339_45
s42_1594913968596_43,i9oL-XZ7A,e140028b-c779-11ea-89f8-0242ac110002,10620c74-3765-474d-845c-2a5e0dc5ae98,t42_20200716-205339_43
s42_1594913964008_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,e95e252e-09c6-4fe0-adf9-538cb3af5b8f,t42_20200716-205339_48
s42_1594913969311_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,513daa83-1b7d-4fb0-b80d-7e7a20ad2889,t42_20200716-205339_52
s42_1594913966041_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,f4039151-accd-4261-ad70-8b3aee217f60,t42_20200716-205339_47
s42_1594913973880_42,jz8M-YfK4,d51254fb-c779-11ea-89f8-0242ac110002,1cbfd4ef-d5f1-4ad3-92a1-98cada9528e8,t42_20200716-205339_42
s42_1594913973880_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,c6025158-6171-401c-9169-67e5044b0b1e,t42_20200716-205339_53
s42_1594913971909_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,d4488f3e-6257-4a06-a64f-916951b12042,t42_20200716-205339_58
s42_1594913970815_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,ae33f8af-bf7f-41c8-b729-5d939f2682b6,t42_20200716-205339_46
s42_1594913973247_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,3fdae155-4bf0-4217-8e63-cf8c17605005,t42_20200716-205339_49
s42_1594913971116_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,0eee293e-10ac-478b-b602-8f645eba0041,t42_20200716-205339_50
s42_1594913976725_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,bbe2f14a-7f17-4b35-8445-4402aeebb10d,t42_20200716-205339_59
s42_1594913978847_44,XWu7-jYzy,e5b18d2e-c779-11ea-acee-0242ac110002,24c1de45-8407-4ade-abaa-03a7cd0a3f8b,t42_20200716-205339_44
s42_1594913975357_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,006748d5-71e9-4bb7-a061-58fd8124f532,t42_20200716-205339_54
s42_1594913980018_43,i9oL-XZ7A,e140028b-c779-11ea-89f8-0242ac110002,d583a2ab-0a11-4418-a927-c651dc9f7aad,t42_20200716-205339_43
s42_1594913978669_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,48e80ba2-558c-4124-bad2-300f7dbc2545,t42_20200716-205339_57
s42_1594913978312_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,82e94821-c08f-4570-8cb3-8a2ebc94e19b,t42_20200716-205339_56
s42_1594913983035_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,5fe6e7c5-5bfe-4527-8bfd-84a5473b9383,t42_20200716-205339_47
s42_1594913977065_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,88886ad6-5867-4410-9d61-d253b9d6fb34,t42_20200716-205339_55
s42_1594913979862_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,d63702d7-38e4-43ca-a912-28ceff603cf9,t42_20200716-205339_45
s42_1594913978770_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,192fda12-e094-4a5c-9619-6ab8b1399fbc,t42_20200716-205339_51
s42_1594913982830_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,db3f658c-0375-4181-a145-9e81d9710ca9,t42_20200716-205339_52
s42_1594913981654_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,a60a5cb8-e166-4054-b8fe-466c48db368c,t42_20200716-205339_48
s42_1594913981403_61,64B8-EL34,7fe987c1-c77a-11ea-acee-0242ac110002,9412500c-3702-40a0-9b84-139c5bea9470,t42_20200716-205339_61
s42_1594913982142_60,P6kG-EXov,7c4a1a4b-c77a-11ea-89f8-0242ac110002,dadb8208-63f9-42f6-9361-81d79e9297d4,t42_20200716-205339_60
s42_1594913989211_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,8a1974c7-7f24-48f4-9e6f-5904dcedb3a6,t42_20200716-205339_59
s42_1594913987599_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,cad4ec4e-c2df-4503-ac92-f7b9bb64e3f7,t42_20200716-205339_58
s42_1594913988647_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,62509e25-a5b3-4773-acfb-7713f10a0529,t42_20200716-205339_49
s42_1594913986856_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,a77caf5e-104a-4e1b-9c00-7dc264299944,t42_20200716-205339_53
s42_1594913991999_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,1f6a252d-662c-4c78-ae91-38b5fce518e1,t42_20200716-205339_54
s42_1594913987836_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,d47bdfd6-c025-41e6-a1f1-65bc94e01580,t42_20200716-205339_46
s42_1594913993247_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,98fb4863-3e69-4fcf-8c3c-c2705c018cae,t42_20200716-205339_57
s42_1594913988685_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,25a791e8-9069-46ca-811b-3f3808f483e4,t42_20200716-205339_50
s42_1594913994990_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,35a1e6d1-6069-41ab-ad1d-db1a4d236810,t42_20200716-205339_55
s42_1594913994440_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,2e01b83e-cda3-497d-a32f-4c7837377ee0,t42_20200716-205339_56
s42_1594913994845_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,bdc9757a-bf8d-4219-891f-17839e16444e,t42_20200716-205339_47
s42_1594914001169_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,c2dfd036-48f7-498d-b148-93ee1cf052a5,t42_20200716-205339_49
s42_1594914000815_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,aac925c7-19a1-430f-917d-9bfdf2907dcc,t42_20200716-205339_59
s42_1594913995927_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,50645f1d-9d25-40c9-b6d7-074d296e6d0f,t42_20200716-205339_45
s42_1594913999770_60,P6kG-EXov,7c4a1a4b-c77a-11ea-89f8-0242ac110002,38f4f18b-8577-4c10-8d56-fae13ca025fe,t42_20200716-205339_60
s42_1594913996337_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,ba5bcffc-cd38-4d85-b591-6c108deb48f1,t42_20200716-205339_51
s42_1594913998310_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,a188e8ca-2fcc-498c-817e-cd28de1e9331,t42_20200716-205339_52
s42_1594914004014_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,40a70169-ef22-4094-9e3a-ff95f1171316,t42_20200716-205339_54
s42_1594913999338_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,383233d6-4aea-4217-bcab-937d13c36cbe,t42_20200716-205339_48
s42_1594914004255_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,55c02c0b-707e-480f-a1f9-60a24c2a45b3,t42_20200716-205339_46
s42_1594913999734_61,64B8-EL34,7fe987c1-c77a-11ea-acee-0242ac110002,53faeba5-d7f4-4a02-bd19-fb411860949b,t42_20200716-205339_61
s42_1594914005470_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,5289dff1-f0b5-4a78-aa45-2c4e7cb105b3,t42_20200716-205339_55
s42_1594914004651_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,87aa0b6e-5471-4875-9004-ad5245aac4a9,t42_20200716-205339_50
s42_1594914002056_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,1a3fe6e8-3a39-442f-8667-5e5bb327e9ab,t42_20200716-205339_53
s42_1594914001101_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,e68c44dc-9d01-4c4e-b8e4-545842205c6b,t42_20200716-205339_58
s42_1594914009048_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,73d97fe6-3f19-4724-8964-e75618fe771e,t42_20200716-205339_47
s42_1594914004388_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,4c75bfef-ec2c-40cd-99df-70b1d6a52fa7,t42_20200716-205339_57
s42_1594914007988_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,80d7a4f4-1d07-4a5e-8918-79f0be65f2ff,t42_20200716-205339_56
s42_1594914010680_63,Nu7T-9Uok,92a75a8a-c77a-11ea-96b3-0242ac110002,f3ea1de5-9957-4141-a0eb-3f0b6d312c77,t42_20200716-205339_63
s42_1594914012205_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,2494d735-e303-4972-aa90-94e3051d075a,t42_20200716-205339_49
s42_1594914012260_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,0fd7cdc7-0f40-436e-a22b-23449546aa17,t42_20200716-205339_59
s42_1594914008370_62,9MN2-9R38,8f5967eb-c77a-11ea-acee-0242ac110002,6d4c1634-aba2-4e47-8eaa-915cca8748d5,t42_20200716-205339_62
s42_1594914017365_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,6365ec15-fc9a-49a4-abdd-3426d7591a57,t42_20200716-205339_55
s42_1594914012739_45,G3D7-47WQ,f0b18faf-c779-11ea-af23-0242ac110002,90490731-7140-4b02-9e6e-2f75a7c22fc0,t42_20200716-205339_45
s42_1594914016611_61,64B8-EL34,7fe987c1-c77a-11ea-acee-0242ac110002,36c772f2-cf23-4238-b16f-6f0df4dfb9d7,t42_20200716-205339_61
s42_1594914018566_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,37ef13a8-be38-48da-9a8b-e7a6119f72e9,t42_20200716-205339_50
s42_1594914019410_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,2408ddd4-1d6f-40bc-bcd4-d0c03c0aa267,t42_20200716-205339_57
s42_1594914014428_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,4f24d5a0-839d-44ae-bf35-d7bcc5c0b9bb,t42_20200716-205339_54
s42_1594914019385_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,e268d0ed-3e02-45d5-be74-de44d9cd8c2d,t42_20200716-205339_47
s42_1594914016294_46,74ua-mH7b,f5db9580-c779-11ea-af23-0242ac110002,018035dc-f15c-42b6-857c-04924d34f1e3,t42_20200716-205339_46
s42_1594914022720_63,Nu7T-9Uok,92a75a8a-c77a-11ea-96b3-0242ac110002,a8d5717b-183a-4099-a8fc-87ecef7be229,t42_20200716-205339_63
s42_1594914018834_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,9ea0077a-967b-4ad5-85ca-fd3a1674de21,t42_20200716-205339_58
s42_1594914025280_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,3e2e086d-98d5-4671-b3be-340b362281bf,t42_20200716-205339_59
s42_1594914028455_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,c8058c78-a73c-4c2d-a9d8-eed5c53b69f0,t42_20200716-205339_55
s42_1594914022159_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,4d17d857-0b40-4ddb-aa98-5f43c58ae5ba,t42_20200716-205339_56
s42_1594914029483_60,P6kG-EXov,7c4a1a4b-c77a-11ea-89f8-0242ac110002,edb943cb-a078-4655-a3f4-5f43bf598ef3,t42_20200716-205339_60
s42_1594914031394_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,4991c0b6-9d9f-4d3f-bfea-d1f52be0d46a,t42_20200716-205339_57
s42_1594914024565_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,0a8add76-ef0a-4b9e-8195-23db8fe14102,t42_20200716-205339_49
s42_1594914026364_62,9MN2-9R38,8f5967eb-c77a-11ea-acee-0242ac110002,d76e4205-e0f3-4713-bdf0-e36d72054254,t42_20200716-205339_62
s42_1594914033037_47,vG8X-dq7o,053e07aa-c77a-11ea-acee-0242ac110002,ab58c189-46a0-43d3-80ab-3cd4be65ea78,t42_20200716-205339_47
s42_1594914031556_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,71a7ec51-ccbc-4c6d-a63d-810f679f3a2b,t42_20200716-205339_54
s42_1594914029483_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,9cd051e2-a018-4347-8824-7b66b06be121,t42_20200716-205339_53
s42_1594914029034_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,f4720d84-f3ac-460d-9aef-053a3f78a50e,t42_20200716-205339_51
s42_1594914031145_61,64B8-EL34,7fe987c1-c77a-11ea-acee-0242ac110002,4dac5a58-14ee-4581-a85a-aeda67356cbc,t42_20200716-205339_61
s42_1594914029822_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,7770b96c-e4c3-4a17-a150-adc36f4785dc,t42_20200716-205339_52
s42_1594914030644_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,0cbdc234-efea-41cd-b509-71503832f334,t42_20200716-205339_48
s42_1594914031162_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,fef107ab-9c29-40eb-9e9f-35d598c209c0,t42_20200716-205339_50
s42_1594914034448_58,2oe4-ho9F,66e6f1b6-c77a-11ea-96b3-0242ac110002,48063a27-e005-47e0-932a-103a06ba9c38,t42_20200716-205339_58
s42_1594914034367_63,Nu7T-9Uok,92a75a8a-c77a-11ea-96b3-0242ac110002,ad8bd5af-c654-40b4-b9c7-ca7a4a03419d,t42_20200716-205339_63
s42_1594914037206_64,d7WC-bDGy,a0c369f1-c77a-11ea-acee-0242ac110002,13c61f46-8ed8-4f32-a189-adaf35d69b94,t42_20200716-205339_64
s42_1594914040564_60,P6kG-EXov,7c4a1a4b-c77a-11ea-89f8-0242ac110002,42b127bd-2b15-4462-9c7e-662fea54c96e,t42_20200716-205339_60
s42_1594914039689_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,1ed23367-f6e7-4bf9-9a48-7d8d251ddd0c,t42_20200716-205339_56
s42_1594914038294_59,6WyK-w2ey,6eacfe3d-c77a-11ea-96b3-0242ac110002,302cad40-e3c4-4b2d-b082-9b13af173d31,t42_20200716-205339_59
s42_1594914039647_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,6f3e16d4-7a39-48c0-97b6-3612323e3453,t42_20200716-205339_55
s42_1594914047500_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,ee1e632d-205b-464a-9ce0-2cd6d01be4d5,t42_20200716-205339_50
s42_1594914041984_57,7fLo-7y39,5b4a39e2-c77a-11ea-acee-0242ac110002,59917cd9-4304-4c04-a150-05eb251061db,t42_20200716-205339_57
s42_1594914042071_49,vmt7-6Hz8,147e7288-c77a-11ea-89f8-0242ac110002,8576d281-6d4b-406b-83c9-5f063ded657a,t42_20200716-205339_49
s42_1594914044758_51,dVhe-ET8i,29977307-c77a-11ea-acee-0242ac110002,a3ceabda-c33a-4e36-ac11-3d84c8e97cb9,t42_20200716-205339_51
s42_1594914046557_65,83h8-WiDa,a6681d2a-c77a-11ea-acee-0242ac110002,76033796-fb5f-457e-aac7-29aa47e26888,t42_20200716-205339_65
s42_1594914043909_54,NpJT-sGfi,44580c62-c77a-11ea-96b3-0242ac110002,4b64e52d-adf2-4c92-b21a-161747f649c7,t42_20200716-205339_54
s42_1594914045499_61,64B8-EL34,7fe987c1-c77a-11ea-acee-0242ac110002,a9724e25-2143-4a6c-9ebb-625db0f08c23,t42_20200716-205339_61
s42_1594914042734_62,9MN2-9R38,8f5967eb-c77a-11ea-acee-0242ac110002,70d799b2-1cef-44a1-a33b-44c27a9f8791,t42_20200716-205339_62
s42_1594914044505_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,8b6f271a-6b6c-4c55-91f8-5de7740804b5,t42_20200716-205339_53
s42_1594914046437_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,6a7d33e6-ad33-4009-a382-658aa3e6f343,t42_20200716-205339_52
s42_1594914050855_64,d7WC-bDGy,a0c369f1-c77a-11ea-acee-0242ac110002,3a856ff5-6b72-4c95-8660-942050a63ff9,t42_20200716-205339_64
s42_1594914051167_60,P6kG-EXov,7c4a1a4b-c77a-11ea-89f8-0242ac110002,bc181706-2901-46d6-8c66-7ecc0d6844de,t42_20200716-205339_60
s42_1594914047375_48,Y3Xy-4dbL,0d342564-c77a-11ea-af23-0242ac110002,9866aef1-da77-490b-998c-f4347b58c311,t42_20200716-205339_48
s42_1594914057730_50,oVDp-XEx4,202821e6-c77a-11ea-89f8-0242ac110002,9c026562-d1e7-41df-a701-fc7ffe69c2a7,t42_20200716-205339_50
s42_1594914059548_65,83h8-WiDa,a6681d2a-c77a-11ea-acee-0242ac110002,341eef6a-bb56-4c1a-8d60-8fde05578a8d,t42_20200716-205339_65
s42_1594914054140_55,CjXG-nLW6,4a375822-c77a-11ea-af23-0242ac110002,7ea4d93e-2710-429b-af45-e77fd524e366,t42_20200716-205339_55
s42_1594914060333_62,9MN2-9R38,8f5967eb-c77a-11ea-acee-0242ac110002,cb9ebce4-2fab-4d8e-b06a-477a4fa4e36f,t42_20200716-205339_62
s42_1594914061443_64,d7WC-bDGy,a0c369f1-c77a-11ea-acee-0242ac110002,2e4cc171-534e-47b3-8d3c-fec128ef088a,t42_20200716-205339_64
s42_1594914060690_52,Du6a-6kiD,33b356ce-c77a-11ea-af23-0242ac110002,8752d9cf-5e5e-416f-a9a1-e5c2f8d59b68,t42_20200716-205339_52
s42_1594914063250_56,9Ywt-nj3D,556262b9-c77a-11ea-89f8-0242ac110002,ff10d7ec-7067-48c5-9de8-2b37421e5c3d,t42_20200716-205339_56
s42_1594914060433_53,7FRL-nr2a,3c6e9913-c77a-11ea-96b3-0242ac110002,ed54193e-df6f-4473-89fb-1d625b01506a,t42_20200716-205339_53
