studentextuserid,classcode
std_1588936890758_1410,9kWb-G3GE
std_1588936893272_1411,VK3d-iDpy
std_1588936895772_1412,89Ap-67Lm
std_1588936898288_1413,rcMg-oGn7
std_1588936900804_1414,uXy3-7FLZ
std_1588936903335_1415,p742-azBR
std_1588936905850_1416,Ejdu-3VXH
std_1588936908366_1417,yxBp-2JuX
std_1588936910888_1418,7U9G-6Yv3
std_1588936913508_1419,RV9R-etXb
std_1588936918537_1421,e3i2-YyR2
std_1588936921053_1422,aZ68-Byxk
std_1588936923569_1423,Z2Zk-689v
std_1588936926084_1424,TPL6-R7dP
std_1588936928600_1425,HnUH-oMZP
std_1588936931115_1426,7XpH-72cr
std_1588936933656_1427,9g6a-eQ6E
std_1588936936147_1428,c72f-QEG4
std_1588936938662_1429,NMAf-dPBw
std_1588936941178_1430,8XGr-y4D9
std_1588936943708_1431,Xrey-CkaD
std_1588936946208_1432,9Yba-M26g
std_1588936948726_1433,Y2E7-Bqi2
std_1588936951240_1434,8GP6-7TBW
std_1588936953768_1435,XkE9-82Co
std_1588936956318_1436,6f2g-Xgeg
std_1588936958834_1437,uz7e-U4zj
std_1588936961350_1438,prd9-476g
std_1588936963881_1439,NoV3-9QW8
std_1588936966408_1440,Q8J4-Tn4X
std_1588936968910_1441,yEam-pTrR
std_1588936971426_1442,9jB9-63yC
std_1588936973940_1443,7gtn-KUfy
std_1588936976458_1444,EbvE-BurR
std_1588936981484_1446,D29v-ZJ2Y
std_1588936984000_1447,Kcfx-kM9A
std_1588936986514_1448,Xn42-9yN3
std_1588936989030_1449,b6Yq-7smp
std_1588936991545_1450,KFaK-zaoQ
std_1588936994061_1451,dLcf-XdAm
std_1588936996574_1452,8VTW-r6JL
std_1588936999089_1453,72Ap-FHab
std_1588937001604_1454,F32e-u4mU
std_1588937004119_1455,ba23-vV76
std_1588937006635_1456,Tj2G-ojZ4
std_1588937009150_1457,dvCP-cMo8
std_1588937011664_1458,mGgE-7p9K
std_1588937014180_1459,bWDe-CNAE
std_1588937016701_1460,9gu6-ULzC
std_1588937019215_1461,kHuk-qLRC
std_1588937021738_1462,4Vxy-2ubr
std_1588937024256_1463,L7J3-8TKV
std_1588937026771_1464,7xhU-u2dE
std_1588937029287_1465,3ALu-i9DF
std_1588937031802_1466,zD8z-Yz82
std_1588937034319_1467,624R-Bty7
std_1588937036841_1468,9Y3e-qEp7
std_1588937039361_1469,wp4B-K7N2
std_1588937041877_1470,F8vT-8u3E
std_1588937044398_1471,bG9p-w32N
std_1588937046915_1472,rZx9-wWUs
std_1588937049430_1473,edxP-9xjM
std_1588937051946_1474,9r76-974Q
std_1588937054463_1475,ro8y-34Ux
std_1588937056978_1476,qA9d-Y39c
std_1588937059492_1477,9g4e-dUE7
std_1588937062013_1478,rsWV-3zhM
std_1588937064527_1479,f94t-2C8d
std_1588937067042_1480,YR6F-HEu9
std_1588937069556_1481,L743-246p
std_1588937072072_1482,4a84-M82L
std_1588937074585_1483,vPZn-8GTL
std_1588937077101_1484,v7s7-43qy
std_1588937079614_1485,xJoJ-oE9w
std_1588937082130_1486,9cgA-mqA9
std_1588937084646_1487,2ABj-b83Z
std_1588937087161_1488,p872-8CrV
std_1588937092191_1490,9kWb-G3GE
std_1588937094708_1491,VK3d-iDpy
std_1588937097222_1492,89Ap-67Lm
std_1588937099738_1493,rcMg-oGn7
std_1588937102254_1494,uXy3-7FLZ
std_1588937104765_1495,p742-azBR
std_1588937107282_1496,Ejdu-3VXH
std_1588937109797_1497,yxBp-2JuX
std_1588937112314_1498,7U9G-6Yv3
std_1588937114833_1499,RV9R-etXb
std_1588937117349_1500,C2Af-3iJx
std_1588937119865_1501,e3i2-YyR2
std_1588937122380_1502,aZ68-Byxk
std_1588937124908_1503,Z2Zk-689v
std_1588937127412_1504,TPL6-R7dP
std_1588937129927_1505,HnUH-oMZP
std_1588937132443_1506,7XpH-72cr
std_1588937134959_1507,9g6a-eQ6E
std_1588937137474_1508,c72f-QEG4
std_1588937139992_1509,NMAf-dPBw
std_1588937142506_1510,8XGr-y4D9
std_1588937145022_1511,Xrey-CkaD
std_1588937147536_1512,9Yba-M26g
std_1588937150051_1513,Y2E7-Bqi2
std_1588937152567_1514,8GP6-7TBW
std_1588937155083_1515,XkE9-82Co
std_1588937157619_1516,6f2g-Xgeg
std_1588937160114_1517,uz7e-U4zj
std_1588937162630_1518,prd9-476g
std_1588937165131_1519,NoV3-9QW8
std_1588937167661_1520,Q8J4-Tn4X
std_1588937170177_1521,yEam-pTrR
std_1588937172693_1522,9jB9-63yC
std_1588937175209_1523,7gtn-KUfy
std_1588937177724_1524,EbvE-BurR
std_1588937180240_1525,GT48-6t2H
std_1588937182756_1526,D29v-ZJ2Y
std_1588937185271_1527,Kcfx-kM9A
std_1588937187786_1528,Xn42-9yN3
std_1588937190302_1529,b6Yq-7smp
std_1588937192818_1530,KFaK-zaoQ
std_1588937195334_1531,dLcf-XdAm
std_1588937197849_1532,8VTW-r6JL
std_1588937200365_1533,72Ap-FHab
std_1588937202880_1534,F32e-u4mU
std_1588937205395_1535,ba23-vV76
std_1588937207912_1536,Tj2G-ojZ4
std_1588937210427_1537,dvCP-cMo8
std_1588937212943_1538,mGgE-7p9K
std_1588937215459_1539,bWDe-CNAE
std_1588937217973_1540,9gu6-ULzC
std_1588937220491_1541,kHuk-qLRC
std_1588937223006_1542,4Vxy-2ubr
std_1588937225520_1543,L7J3-8TKV
std_1588937228036_1544,7xhU-u2dE
std_1588937230553_1545,3ALu-i9DF
std_1588937233068_1546,zD8z-Yz82
std_1588937235584_1547,624R-Bty7
std_1588937238098_1548,9Y3e-qEp7
std_1588937240614_1549,wp4B-K7N2
std_1588937243129_1550,F8vT-8u3E
std_1588937245646_1551,bG9p-w32N
std_1588937248161_1552,rZx9-wWUs
std_1588937250677_1553,edxP-9xjM
std_1588937253196_1554,9r76-974Q
std_1588937255740_1555,ro8y-34Ux
std_1588937258255_1556,qA9d-Y39c
std_1588937260771_1557,9g4e-dUE7
std_1588937263287_1558,rsWV-3zhM
std_1588937265802_1559,f94t-2C8d
std_1588937268318_1560,YR6F-HEu9
std_1588937270833_1561,L743-246p
std_1588937273349_1562,4a84-M82L
std_1588937275865_1563,vPZn-8GTL
std_1588937278383_1564,v7s7-43qy
std_1588937280899_1565,xJoJ-oE9w
std_1588937283414_1566,9cgA-mqA9
std_1588937285927_1567,2ABj-b83Z
std_1588937288442_1568,p872-8CrV
std_1588937293540_1570,9kWb-G3GE
std_1588937295979_1571,VK3d-iDpy
std_1588937298497_1572,89Ap-67Lm
std_1588937301010_1573,rcMg-oGn7
std_1588937303526_1574,uXy3-7FLZ
std_1588937306041_1575,p742-azBR
std_1588937308556_1576,Ejdu-3VXH
std_1588937311073_1577,yxBp-2JuX
std_1588937313589_1578,7U9G-6Yv3
std_1588937316120_1579,RV9R-etXb
std_1588937318643_1580,C2Af-3iJx
std_1588937321157_1581,e3i2-YyR2
std_1588937323674_1582,aZ68-Byxk
std_1588937326204_1583,Z2Zk-689v
std_1588937328763_1584,TPL6-R7dP
std_1588937331291_1585,HnUH-oMZP
std_1588937333811_1586,7XpH-72cr
std_1588937336326_1587,9g6a-eQ6E
std_1588937338842_1588,c72f-QEG4
std_1588937341367_1589,NMAf-dPBw
std_1588937343873_1590,8XGr-y4D9
std_1588937346397_1591,Xrey-CkaD
std_1588937348915_1592,9Yba-M26g
std_1588937351419_1593,Y2E7-Bqi2
std_1588937353935_1594,8GP6-7TBW
std_1588937356466_1595,XkE9-82Co
std_1588937359000_1596,6f2g-Xgeg
std_1588937361497_1597,uz7e-U4zj
std_1588937364016_1598,prd9-476g
std_1588937366528_1599,NoV3-9QW8
std_1588937369045_1600,Q8J4-Tn4X
std_1588933344664_1,yEam-pTrR
std_1588933347185_2,9jB9-63yC
std_1588933349689_3,7gtn-KUfy
std_1588933352197_4,EbvE-BurR
std_1588933354711_5,GT48-6t2H
std_1588933357217_6,D29v-ZJ2Y
std_1588933359724_7,Kcfx-kM9A
std_1588933362237_8,Xn42-9yN3
std_1588933364744_9,b6Yq-7smp
std_1588933367253_10,KFaK-zaoQ
std_1588933369765_11,dLcf-XdAm
std_1588933372272_12,8VTW-r6JL
std_1588933374781_13,72Ap-FHab
std_1588933377293_14,F32e-u4mU
std_1588933379801_15,ba23-vV76
std_1588933382309_16,Tj2G-ojZ4
std_1588933384817_17,dvCP-cMo8
std_1588933387324_18,mGgE-7p9K
std_1588933389845_19,bWDe-CNAE
std_1588933392345_20,9gu6-ULzC
std_1588933394853_21,kHuk-qLRC
std_1588933397362_22,4Vxy-2ubr
std_1588933399874_23,L7J3-8TKV
std_1588933402381_24,7xhU-u2dE
std_1588933404891_25,3ALu-i9DF
std_1588933407397_26,zD8z-Yz82
std_1588933409905_27,624R-Bty7
std_1588933412416_28,9Y3e-qEp7
std_1588933414921_29,wp4B-K7N2
std_1588933417429_30,F8vT-8u3E
std_1588933419937_31,bG9p-w32N
std_1588933422445_32,rZx9-wWUs
std_1588933424952_33,edxP-9xjM
std_1588933427462_34,9r76-974Q
std_1588933429973_35,ro8y-34Ux
std_1588933432481_36,qA9d-Y39c
std_1588933434989_37,9g4e-dUE7
std_1588933437497_38,rsWV-3zhM
std_1588933440004_39,f94t-2C8d
std_1588933442513_40,YR6F-HEu9
std_1588933445025_41,L743-246p
std_1588933447533_42,4a84-M82L
std_1588933450040_43,vPZn-8GTL
std_1588933452550_44,v7s7-43qy
std_1588933455061_45,xJoJ-oE9w
std_1588933457570_46,9cgA-mqA9
std_1588933460077_47,2ABj-b83Z
std_1588933462585_48,p872-8CrV
std_1588933465093_49,fr6H-dpmq
std_1588933467601_50,9kWb-G3GE
std_1588933470109_51,VK3d-iDpy
std_1588933472621_52,89Ap-67Lm
std_1588933475141_53,rcMg-oGn7
std_1588933477637_54,uXy3-7FLZ
std_1588933482653_56,Ejdu-3VXH
std_1588933485161_57,yxBp-2JuX
std_1588933487670_58,7U9G-6Yv3
std_1588933490182_59,RV9R-etXb
std_1588933495197_61,e3i2-YyR2
std_1588933497705_62,aZ68-Byxk
std_1588933500214_63,Z2Zk-689v
std_1588933502720_64,TPL6-R7dP
std_1588933505230_65,HnUH-oMZP
std_1588933507737_66,7XpH-72cr
std_1588933510245_67,9g6a-eQ6E
std_1588933512762_68,c72f-QEG4
std_1588933515268_69,NMAf-dPBw
std_1588933517773_70,8XGr-y4D9
std_1588933520280_71,Xrey-CkaD
std_1588933522789_72,9Yba-M26g
std_1588933525302_73,Y2E7-Bqi2
std_1588933527809_74,8GP6-7TBW
std_1588933530316_75,XkE9-82Co
std_1588933532830_76,6f2g-Xgeg
std_1588933535337_77,uz7e-U4zj
std_1588933537845_78,prd9-476g
std_1588933540357_79,NoV3-9QW8
std_1588933542865_80,Q8J4-Tn4X
std_1588933545381_81,yEam-pTrR
std_1588933547889_82,9jB9-63yC
std_1588933550402_83,7gtn-KUfy
std_1588933552909_84,EbvE-BurR
std_1588933555428_85,GT48-6t2H
std_1588933557925_86,D29v-ZJ2Y
std_1588933560433_87,Kcfx-kM9A
std_1588933562943_88,Xn42-9yN3
std_1588933565453_89,b6Yq-7smp
std_1588933567964_90,KFaK-zaoQ
std_1588933570476_91,dLcf-XdAm
std_1588933572999_92,8VTW-r6JL
std_1588933575520_93,72Ap-FHab
std_1588933578035_94,F32e-u4mU
std_1588933580552_95,ba23-vV76
std_1588933583068_96,Tj2G-ojZ4
std_1588933585580_97,dvCP-cMo8
std_1588933588095_98,mGgE-7p9K
std_1588933590611_99,bWDe-CNAE
std_1588933593128_100,9gu6-ULzC
std_1588933595644_101,kHuk-qLRC
std_1588933600676_103,L7J3-8TKV
std_1589170490027_337,C2s4-2wq6
std_1589170492032_338,qskY-dv4K
std_1589170494036_339,ZNB4-P4E7
std_1589170496041_340,42zh-R8ic
std_1589170498045_341,h82k-eZuM
std_1589170500051_342,GqQ3-xgxv
std_1589170502054_343,g4pT-g4rA
std_1589170504060_344,Pm3b-KCpG
std_1589170506064_345,4aFj-X2Bd
std_1589170508068_346,HfiU-FkU9
std_1589170510073_347,E4mo-Vxhs
std_1589170512077_348,Z628-G4Tx
std_1589170514082_349,bARd-gRsR
std_1589170516088_350,o7pC-ry6v
std_1589170518092_351,KpHe-3496
std_1589170520096_352,Z3VB-s3dk
std_1589170522100_353,2PTY-KTH7
std_1589170524106_354,X6X2-i3be
std_1589170526110_355,YtKw-YTdQ
std_1589170528114_356,NH4n-WXJP
std_1589170530119_357,Dd3u-W2Nh
std_1589170532123_358,Qq8W-t3Y2
std_1589170534128_359,UNTW-kAE3
std_1589170536132_360,3gsb-BNFf
std_1589170538137_361,ej9h-NR7A
std_1589170540142_362,PF9e-98Xs
std_1589170542147_363,JAas-k72F
std_1589170544153_364,bC2v-enR3
std_1589170546156_365,k67P-n4ey
std_1589170548163_366,8B7D-jUFJ
std_1589170550221_367,96np-QwhM
std_1589170552226_368,2e4u-4tK9
std_1589170554231_369,xidD-m6U3
std_1589170556236_370,uVfx-rQ24
std_1589170558241_371,Vbno-sfHv
std_1589170560245_372,qN7N-w364
std_1589170562250_373,Pcg9-MQjr
std_1589170564253_374,7Z3w-J9nC
std_1589170566258_375,e2xi-ZdJs
std_1589170568262_376,NAyG-h3iw
std_1589170570267_377,U32C-6onR
std_1589170572273_378,xB78-mV4m
std_1589170574276_379,j3NH-N972
std_1589170576282_380,mktK-b2ex
std_1589170578285_381,RH9T-d3xg
std_1589170580285_382,fL67-zaUv
std_1589170582286_383,NFGX-jXBy
std_1589170584302_384,yu2t-8CyA
std_1589170586302_385,k9DX-Ho62
std_1589170588302_386,68hu-F7tc
std_1589170590302_387,C86V-79K2
std_1589170592316_388,2p3i-y8yt
std_1589170594316_389,JYg9-3U9n
std_1589170596316_390,4xuz-k9An
std_1589170598333_391,P3hq-iG93
std_1589170600333_392,64YH-e34m
std_1589170602332_393,GP2Q-k4Wn
std_1589170604333_394,oW7j-C3j9
std_1589170606349_395,Cv2t-7cXK
std_1589170608348_396,uL79-pJA4
std_1589170610348_397,fYCY-DeQJ
std_1589170612364_398,rWzn-4Lzr
std_1589170614363_399,q9M7-foYn
std_1589170616363_400,FAy9-gv2B
std_1589170618396_401,Z3Hx-pZTF
std_1589170620395_402,mDG6-FM7R
std_1589170622394_403,7Tc4-vxG2
std_1589170624410_404,8AoR-x7ks
std_1589170626411_405,nT8Q-YdBb
std_1589170628411_406,8F3Z-iy2J
std_1589170630411_407,aZFh-PtJM
std_1589170632426_408,bk7R-mHTc
std_1589170634427_409,KnZh-KZT8
std_1589170636442_410,XLaB-7p4x
std_1589170638442_411,3JeN-KjbC
std_1589170640442_412,yEHg-A829
std_1589170642442_413,AF2X-H6tu
std_1589170644458_414,3vYh-ntA2
std_1589170646457_415,J8D7-J9Gh
std_1589170648457_416,siT2-Ws9E
std_1589170650474_417,YHT7-4Beh
std_1589170652473_418,fu2e-Vu6f
std_1589170654488_419,Po7r-umnL
std_1589170656505_420,uNP6-dp6m
std_1589170660505_422,Qc2N-kFGQ
std_1589170662519_423,ZgsT-9vgU
std_1589170664519_424,YzVH-L9u8
std_1589170666519_425,tXAh-sbU3
std_1589170670535_427,JCbu-4DxJ
std_1589170672536_428,TH8Q-TWe7
std_1589170674536_429,CRtc-9eVq
std_1589170676552_430,nYtX-9iR6
std_1589170678552_431,Vy8V-43x8
std_1589170680552_432,Q7mB-m7ur
std_1589170682566_433,2t72-84Gb
std_1589170684567_434,Es7i-mpUy
std_1589170686566_435,8J94-Np4E
std_1589170688582_436,Mo73-gzme
std_1589170690583_437,8WH9-H8wE
std_1589170694582_439,LbrL-JmwR
std_1589170696613_440,6k48-62tX
std_1589170698597_441,m468-spQL
std_1589170700598_442,6sRB-fT7W
std_1589170702614_443,oD76-JwtT
std_1589170704613_444,e6Q8-H6B3
std_1589170706613_445,v7F8-irhV
std_1589170708613_446,AbGf-TA3E
std_1589170710629_447,7hQd-4uFL
std_1589170712630_448,6m62-6p9D
std_1589170714629_449,u9xo-672g
std_1589170716645_450,46mV-p4Fp
std_1589170720645_452,8Q4o-zJ9U
std_1589170722661_453,Ah4d-46NY
std_1589170724660_454,i6ye-hP63
std_1589170726661_455,Tay9-Lg9D
std_1589170728660_456,Tn2P-omq6
std_1589170730676_457,r4ef-NiDY
std_1589170732677_458,74bw-nxF4
std_1589170734676_459,4G23-UV27
std_1589170736691_460,msFb-zD7G
std_1589170738692_461,Arnq-xN6q
std_1589170740692_462,2qH3-6X67
std_1589170742707_463,8EAK-Csnc
std_1589170744708_464,kuHQ-kzMN
std_1589170746707_465,q6i4-Q3t3
std_1589170748727_466,XCYv-itw9
std_1589170750735_467,hu4U-ETt6
std_1589170752739_468,e4h3-LmUa
std_1589170756750_470,jVT8-AwEF
std_1589170758755_471,C8GY-A4iU
std_1589170760760_472,oz8s-UJV9
std_1589170762765_473,YbzE-vjA7
std_1589170764769_474,FHg3-kx7q
std_1589170766774_475,8ot9-8coj
std_1589170768780_476,xs6d-AHtE
std_1589170770795_477,636s-F8U2
std_1589170772800_478,i8PC-gRgU
std_1589170774804_479,38fF-hCpM
std_1589170776808_480,Z8Gh-8hbZ
std_1589170778813_481,Z2ZR-wgGv
std_1589170780817_482,GEJy-ZEZG
std_1589170782823_483,2czp-eN4r
std_1589170784827_484,Ct79-t7c4
std_1589170786832_485,JZC4-g386
