tchextid,studentuuid,stdextid,groupid
tch_20200707-221253_5,110a8c99-c072-11ea-bcda-0242ac110002,std_1594140672562_5,d2b9ecf7-bd7b-40d2-a75c-588bf203f0bf
tch_20200707-221253_6,46183e9f-c072-11ea-bcda-0242ac110002,std_1594140761585_6,5c2e865a-9851-4eb1-bb75-0730a96c0f45
tch_20200707-221253_3,e9827679-c071-11ea-840b-0242ac110002,std_1594140606237_3,276283ba-790c-408c-a162-f6f601c49c44
tch_20200707-221253_6,3a349327-c072-11ea-94cc-0242ac110002,std_1594140741636_6,5c2e865a-9851-4eb1-bb75-0730a96c0f45
tch_20200707-221253_1,8ee5bf40-c071-11ea-840b-0242ac110002,std_1594140454184_1,d25fbaaf-a192-416c-bc12-606b51f2ab78
tch_20200707-221253_3,dc6056fe-c071-11ea-94cc-0242ac110002,std_1594140584196_3,276283ba-790c-408c-a162-f6f601c49c44
tch_20200707-221253_6,2bba361a-c072-11ea-bcda-0242ac110002,std_1594140717328_6,5c2e865a-9851-4eb1-bb75-0730a96c0f45
tch_20200707-221253_1,81f18d36-c071-11ea-94cc-0242ac110002,std_1594140432405_1,d25fbaaf-a192-416c-bc12-606b51f2ab78
tch_20200707-221253_2,99ee2568-c071-11ea-94cc-0242ac110002,std_1594140472722_2,78a546ed-e649-4d54-be70-876664e999f2
tch_20200707-221253_3,ce99e1d1-c071-11ea-94cc-0242ac110002,std_1594140561110_3,276283ba-790c-408c-a162-f6f601c49c44
tch_20200707-221253_7,51030aa4-c072-11ea-94cc-0242ac110002,std_1594140779867_7,6976bffa-615f-4506-a325-1cf4dd503ec5
tch_20200707-221253_6,1ea891e8-c072-11ea-840b-0242ac110002,std_1594140695396_6,5c2e865a-9851-4eb1-bb75-0730a96c0f45
tch_20200707-221253_4,f15f8d3a-c071-11ea-840b-0242ac110002,std_1594140619438_4,a80c7ed9-e1d2-4748-aedc-758dc98247ba
tch_20200707-221253_1,748a2808-c071-11ea-bcda-0242ac110002,std_1594140410000_1,d25fbaaf-a192-416c-bc12-606b51f2ab78
tch_20200707-221253_2,8e250707-c071-11ea-840b-0242ac110002,std_1594140452911_2,78a546ed-e649-4d54-be70-876664e999f2
tch_20200707-221253_3,c25f6313-c071-11ea-840b-0242ac110002,std_1594140540572_3,276283ba-790c-408c-a162-f6f601c49c44
tch_20200707-221253_5,f64c3bfc-c071-11ea-bcda-0242ac110002,std_1594140627686_5,06a2197e-ac84-422b-b8df-9995bdcbb797
tch_20200707-221253_7,4314e969-c072-11ea-bcda-0242ac110002,std_1594140756247_7,6976bffa-615f-4506-a325-1cf4dd503ec5
tch_20200707-221253_4,e2107cca-c071-11ea-840b-0242ac110002,std_1594140593734_4,a80c7ed9-e1d2-4748-aedc-758dc98247ba
tch_20200707-221253_1,673d9d66-c071-11ea-840b-0242ac110002,std_1594140387625_1,d25fbaaf-a192-416c-bc12-606b51f2ab78
tch_20200707-221253_2,7edbe977-c071-11ea-bcda-0242ac110002,std_1594140427253_2,78a546ed-e649-4d54-be70-876664e999f2
tch_20200707-221253_5,e9493d35-c071-11ea-840b-0242ac110002,std_1594140605881_5,06a2197e-ac84-422b-b8df-9995bdcbb797
tch_20200707-221253_8,5956d977-c072-11ea-94cc-0242ac110002,std_1594140793853_8,26ef0134-29bc-4b58-b38e-4202b7bc549f
tch_20200707-221253_7,32a7e56e-c072-11ea-94cc-0242ac110002,std_1594140728935_7,6976bffa-615f-4506-a325-1cf4dd503ec5
tch_20200707-221253_4,d3e92222-c071-11ea-840b-0242ac110002,std_1594140570001_4,a80c7ed9-e1d2-4748-aedc-758dc98247ba
tch_20200707-221253_2,7065f94d-c071-11ea-94cc-0242ac110002,std_1594140402985_2,78a546ed-e649-4d54-be70-876664e999f2
tch_20200707-221253_5,dccf1ed2-c071-11ea-840b-0242ac110002,std_1594140584914_5,06a2197e-ac84-422b-b8df-9995bdcbb797
tch_20200707-221253_8,4b538213-c072-11ea-bcda-0242ac110002,std_1594140770345_8,26ef0134-29bc-4b58-b38e-4202b7bc549f
tch_20200707-221253_7,24a725ba-c072-11ea-840b-0242ac110002,std_1594140705468_7,6976bffa-615f-4506-a325-1cf4dd503ec5
tch_20200707-221253_4,c742ea4f-c071-11ea-bcda-0242ac110002,std_1594140548762_4,a80c7ed9-e1d2-4748-aedc-758dc98247ba
tch_20200707-221253_5,ce34904f-c071-11ea-94cc-0242ac110002,std_1594140560431_5,06a2197e-ac84-422b-b8df-9995bdcbb797
tch_20200707-221253_6,018c7bb3-c072-11ea-840b-0242ac110002,std_1594140646563_6,3937c161-bcfe-454c-9746-f7ec4845f005
tch_20200707-221253_8,3d047b19-c072-11ea-840b-0242ac110002,std_1594140746351_8,26ef0134-29bc-4b58-b38e-4202b7bc549f
tch_20200707-221253_3,a6f431a6-c071-11ea-94cc-0242ac110002,std_1594140494564_3,6e717da2-32e9-4ad3-ae11-3caf9d5c889d
tch_20200707-221253_8,2f442069-c072-11ea-840b-0242ac110002,std_1594140723287_8,26ef0134-29bc-4b58-b38e-4202b7bc549f
tch_20200707-221253_1,4cdcaefa-c071-11ea-94cc-0242ac110002,std_1594140343335_1,4647536d-7f48-42e5-bd5f-aa20d9b57a2f
tch_20200707-221253_6,f449b534-c071-11ea-94cc-0242ac110002,std_1594140624336_6,3937c161-bcfe-454c-9746-f7ec4845f005
tch_20200707-221253_10,64b7c09a-c072-11ea-94cc-0242ac110002,std_1594140812970_10,32d4b29e-1bf3-4fe7-ad08-0f641dfcf625
tch_20200707-221253_9,64db26a0-c072-11ea-bcda-0242ac110002,std_1594140813197_9,492163f8-f61e-49cf-8928-235c6ef7f0cd
tch_20200707-221253_3,98becd64-c071-11ea-840b-0242ac110002,std_1594140470724_3,6e717da2-32e9-4ad3-ae11-3caf9d5c889d
tch_20200707-221253_11,67d5c8f6-c072-11ea-94cc-0242ac110002,std_1594140818189_11,61fb0ccc-c4b8-4d7d-8fa8-d3ec4b5b5190
tch_20200707-221253_1,3fe3c311-c071-11ea-bcda-0242ac110002,std_1594140321648_1,4647536d-7f48-42e5-bd5f-aa20d9b57a2f
tch_20200707-221253_10,56f32022-c072-11ea-bcda-0242ac110002,std_1594140789563_10,32d4b29e-1bf3-4fe7-ad08-0f641dfcf625
tch_20200707-221253_9,5750a95f-c072-11ea-840b-0242ac110002,std_1594140790454_9,492163f8-f61e-49cf-8928-235c6ef7f0cd
tch_20200707-221253_6,e767ace4-c071-11ea-94cc-0242ac110002,std_1594140602707_6,3937c161-bcfe-454c-9746-f7ec4845f005
tch_20200707-221253_2,542fafdb-c071-11ea-840b-0242ac110002,std_1594140355720_2,354ff1c8-9fab-4759-a61b-3b5dba3e419a
tch_20200707-221253_3,8b2fe2d5-c071-11ea-840b-0242ac110002,std_1594140447976_3,6e717da2-32e9-4ad3-ae11-3caf9d5c889d
tch_20200707-221253_11,5b2a8816-c072-11ea-94cc-0242ac110002,std_1594140796892_11,61fb0ccc-c4b8-4d7d-8fa8-d3ec4b5b5190
tch_20200707-221253_1,334aaa7c-c071-11ea-bcda-0242ac110002,std_1594140300473_1,4647536d-7f48-42e5-bd5f-aa20d9b57a2f
tch_20200707-221253_9,47e2c4fe-c072-11ea-840b-0242ac110002,std_1594140764592_9,492163f8-f61e-49cf-8928-235c6ef7f0cd
tch_20200707-221253_10,4725b6a2-c072-11ea-94cc-0242ac110002,std_1594140763325_10,32d4b29e-1bf3-4fe7-ad08-0f641dfcf625
tch_20200707-221253_4,ab464d98-c071-11ea-840b-0242ac110002,std_1594140501832_4,ad56ebd4-ac1f-497d-bf79-bd543d6eefc3
tch_20200707-221253_6,da126fda-c071-11ea-840b-0242ac110002,std_1594140580318_6,3937c161-bcfe-454c-9746-f7ec4845f005
tch_20200707-221253_2,47c8ca1b-c071-11ea-bcda-0242ac110002,std_1594140334887_2,354ff1c8-9fab-4759-a61b-3b5dba3e419a
tch_20200707-221253_7,089cf440-c072-11ea-94cc-0242ac110002,std_1594140658432_7,5e22c391-92ce-4feb-9c4c-8245ee4f6cea
tch_20200707-221253_3,7e49e212-c071-11ea-840b-0242ac110002,std_1594140426360_3,6e717da2-32e9-4ad3-ae11-3caf9d5c889d
tch_20200707-221253_5,b463111c-c071-11ea-94cc-0242ac110002,std_1594140517101_5,0f66b8ed-c987-4ebb-a789-09aea876ebfc
tch_20200707-221253_11,4d7d1915-c072-11ea-94cc-0242ac110002,std_1594140773920_11,61fb0ccc-c4b8-4d7d-8fa8-d3ec4b5b5190
tch_20200707-221253_4,9c8c9e09-c071-11ea-840b-0242ac110002,std_1594140477109_4,ad56ebd4-ac1f-497d-bf79-bd543d6eefc3
tch_20200707-221253_1,2601c8b2-c071-11ea-840b-0242ac110002,std_1594140278157_1,4647536d-7f48-42e5-bd5f-aa20d9b57a2f
tch_20200707-221253_9,3778ce4c-c072-11ea-bcda-0242ac110002,std_1594140737060_9,492163f8-f61e-49cf-8928-235c6ef7f0cd
tch_20200707-221253_10,38f311ca-c072-11ea-94cc-0242ac110002,std_1594140739482_10,32d4b29e-1bf3-4fe7-ad08-0f641dfcf625
tch_20200707-221253_2,39a4a44f-c071-11ea-840b-0242ac110002,std_1594140311174_2,354ff1c8-9fab-4759-a61b-3b5dba3e419a
tch_20200707-221253_7,fc0e62f4-c071-11ea-840b-0242ac110002,std_1594140637341_7,5e22c391-92ce-4feb-9c4c-8245ee4f6cea
tch_20200707-221253_5,a77436b7-c071-11ea-840b-0242ac110002,std_1594140495420_5,0f66b8ed-c987-4ebb-a789-09aea876ebfc
tch_20200707-221253_8,14eaac59-c072-11ea-bcda-0242ac110002,std_1594140679072_8,7b92f276-9fd9-4773-b3b8-7316a8419104
tch_20200707-221253_11,407733d4-c072-11ea-840b-0242ac110002,std_1594140752104_11,61fb0ccc-c4b8-4d7d-8fa8-d3ec4b5b5190
tch_20200707-221253_4,8e93f4ee-c071-11ea-bcda-0242ac110002,std_1594140453649_4,ad56ebd4-ac1f-497d-bf79-bd543d6eefc3
tch_20200707-221253_2,2db33cc4-c071-11ea-840b-0242ac110002,std_1594140291144_2,354ff1c8-9fab-4759-a61b-3b5dba3e419a
tch_20200707-221253_7,eeda423f-c071-11ea-94cc-0242ac110002,std_1594140615211_7,5e22c391-92ce-4feb-9c4c-8245ee4f6cea
tch_20200707-221253_5,9bc30d1a-c071-11ea-94cc-0242ac110002,std_1594140475772_5,0f66b8ed-c987-4ebb-a789-09aea876ebfc
tch_20200707-221253_8,085a45ce-c072-11ea-bcda-0242ac110002,std_1594140657993_8,7b92f276-9fd9-4773-b3b8-7316a8419104
tch_20200707-221253_4,80ec2b40-c071-11ea-bcda-0242ac110002,std_1594140430768_4,ad56ebd4-ac1f-497d-bf79-bd543d6eefc3
tch_20200707-221253_12,79914649-c072-11ea-840b-0242ac110002,std_1594140847938_12,9fdb8aa0-7eb3-4fd0-9e01-7f8d1b340897
tch_20200707-221253_5,8e3b2760-c071-11ea-840b-0242ac110002,std_1594140453081_5,0f66b8ed-c987-4ebb-a789-09aea876ebfc
tch_20200707-221253_7,e09e27c6-c071-11ea-840b-0242ac110002,std_1594140591332_7,5e22c391-92ce-4feb-9c4c-8245ee4f6cea
tch_20200707-221253_8,fbed4674-c071-11ea-bcda-0242ac110002,std_1594140637147_8,7b92f276-9fd9-4773-b3b8-7316a8419104
tch_20200707-221253_6,bf5d204c-c071-11ea-840b-0242ac110002,std_1594140535491_6,f0da4fde-8d78-460e-8d8c-e3cbd5953dc1
tch_20200707-221253_12,6a4b0ed3-c072-11ea-bcda-0242ac110002,std_1594140822313_12,9fdb8aa0-7eb3-4fd0-9e01-7f8d1b340897
tch_20200707-221253_3,6611a047-c071-11ea-94cc-0242ac110002,std_1594140385705_3,659f031a-35dd-458d-b92b-36fefd4bf4da
tch_20200707-221253_9,1c64bc52-c072-11ea-bcda-0242ac110002,std_1594140691612_9,1d908536-cc76-4f6e-aaa9-d93d645f62b1
tch_20200707-221253_10,1ee99319-c072-11ea-840b-0242ac110002,std_1594140695851_10,a1454dde-be4b-4ccc-9603-46f6b299f3c3
tch_20200707-221253_8,ecd7bbe4-c071-11ea-840b-0242ac110002,std_1594140611825_8,7b92f276-9fd9-4773-b3b8-7316a8419104
tch_20200707-221253_6,b432d930-c071-11ea-840b-0242ac110002,std_1594140516766_6,f0da4fde-8d78-460e-8d8c-e3cbd5953dc1
tch_20200707-221253_12,5c2d7901-c072-11ea-94cc-0242ac110002,std_1594140798602_12,9fdb8aa0-7eb3-4fd0-9e01-7f8d1b340897
tch_20200707-221253_11,26fc127b-c072-11ea-bcda-0242ac110002,std_1594140709398_11,a8ef7c93-5c37-4c17-8e59-f140fca5ee0b
tch_20200707-221253_3,56d0994f-c071-11ea-94cc-0242ac110002,std_1594140360110_3,659f031a-35dd-458d-b92b-36fefd4bf4da
tch_20200707-221253_9,1017a13a-c072-11ea-94cc-0242ac110002,std_1594140670971_9,1d908536-cc76-4f6e-aaa9-d93d645f62b1
tch_20200707-221253_10,12bc8269-c072-11ea-840b-0242ac110002,std_1594140675371_10,a1454dde-be4b-4ccc-9603-46f6b299f3c3
tch_20200707-221253_6,a54e9777-c071-11ea-840b-0242ac110002,std_1594140491811_6,f0da4fde-8d78-460e-8d8c-e3cbd5953dc1
tch_20200707-221253_12,4e7386ac-c072-11ea-840b-0242ac110002,std_1594140775606_12,9fdb8aa0-7eb3-4fd0-9e01-7f8d1b340897
tch_20200707-221253_11,1a67b490-c072-11ea-94cc-0242ac110002,std_1594140688281_11,a8ef7c93-5c37-4c17-8e59-f140fca5ee0b
tch_20200707-221253_3,48398cbc-c071-11ea-bcda-0242ac110002,std_1594140335644_3,659f031a-35dd-458d-b92b-36fefd4bf4da
tch_20200707-221253_4,63b58874-c071-11ea-94cc-0242ac110002,std_1594140381696_4,cae4dfef-b866-4484-919d-c39f02e21b55
tch_20200707-221253_9,00f0b109-c072-11ea-840b-0242ac110002,std_1594140645495_9,1d908536-cc76-4f6e-aaa9-d93d645f62b1
tch_20200707-221253_13,865fc7d4-c072-11ea-840b-0242ac110002,std_1594140869398_13,117a3db5-b770-4bd3-8d33-04c8534a67ed
tch_20200707-221253_10,05676bc4-c072-11ea-840b-0242ac110002,std_1594140653057_10,a1454dde-be4b-4ccc-9603-46f6b299f3c3
tch_20200707-221253_6,96d2dbb7-c071-11ea-bcda-0242ac110002,std_1594140467500_6,f0da4fde-8d78-460e-8d8c-e3cbd5953dc1
tch_20200707-221253_5,7153676e-c071-11ea-840b-0242ac110002,std_1594140404557_5,461ee208-ef70-4b7a-be06-2d15e8d5a596
tch_20200707-221253_11,0c94e27e-c072-11ea-bcda-0242ac110002,std_1594140665101_11,a8ef7c93-5c37-4c17-8e59-f140fca5ee0b
tch_20200707-221253_3,3b05baa8-c071-11ea-94cc-0242ac110002,std_1594140313467_3,659f031a-35dd-458d-b92b-36fefd4bf4da
tch_20200707-221253_7,c57f6849-c071-11ea-94cc-0242ac110002,std_1594140545813_7,5793040c-64d7-4f9b-9375-209a3603da90
tch_20200707-221253_4,53b01f02-c071-11ea-840b-0242ac110002,std_1594140354858_4,cae4dfef-b866-4484-919d-c39f02e21b55
tch_20200707-221253_9,f308d0cf-c071-11ea-840b-0242ac110002,std_1594140622189_9,1d908536-cc76-4f6e-aaa9-d93d645f62b1
tch_20200707-221253_13,78eb42f9-c072-11ea-94cc-0242ac110002,std_1594140846830_13,117a3db5-b770-4bd3-8d33-04c8534a67ed
tch_20200707-221253_10,f844fe68-c071-11ea-94cc-0242ac110002,std_1594140631005_10,a1454dde-be4b-4ccc-9603-46f6b299f3c3
tch_20200707-221253_14,8c74060a-c072-11ea-840b-0242ac110002,std_1594140879620_14,9bf96bc9-0724-400e-8069-10186d948b47
tch_20200707-221253_11,fff86e39-c071-11ea-bcda-0242ac110002,std_1594140643945_11,a8ef7c93-5c37-4c17-8e59-f140fca5ee0b
tch_20200707-221253_5,659b864e-c071-11ea-840b-0242ac110002,std_1594140384932_5,461ee208-ef70-4b7a-be06-2d15e8d5a596
tch_20200707-221253_8,d2fec1d7-c071-11ea-94cc-0242ac110002,std_1594140568465_8,9e327560-91e0-4779-9055-ac87513c9762
tch_20200707-221253_7,b7b12a8c-c071-11ea-840b-0242ac110002,std_1594140522648_7,5793040c-64d7-4f9b-9375-209a3603da90
tch_20200707-221253_4,48f451ec-c071-11ea-840b-0242ac110002,std_1594140336863_4,cae4dfef-b866-4484-919d-c39f02e21b55
tch_20200707-221253_13,6adaf32c-c072-11ea-94cc-0242ac110002,std_1594140823250_13,117a3db5-b770-4bd3-8d33-04c8534a67ed
tch_20200707-221253_14,7d29613b-c072-11ea-bcda-0242ac110002,std_1594140853999_14,9bf96bc9-0724-400e-8069-10186d948b47
tch_20200707-221253_5,57ef768d-c071-11ea-840b-0242ac110002,std_1594140361981_5,461ee208-ef70-4b7a-be06-2d15e8d5a596
tch_20200707-221253_8,c58c129a-c071-11ea-bcda-0242ac110002,std_1594140545813_8,9e327560-91e0-4779-9055-ac87513c9762
tch_20200707-221253_4,3d94f0be-c071-11ea-bcda-0242ac110002,std_1594140317767_4,cae4dfef-b866-4484-919d-c39f02e21b55
tch_20200707-221253_7,ac4805a9-c071-11ea-840b-0242ac110002,std_1594140503486_7,5793040c-64d7-4f9b-9375-209a3603da90
tch_20200707-221253_13,5d697b30-c072-11ea-94cc-0242ac110002,std_1594140800700_13,117a3db5-b770-4bd3-8d33-04c8534a67ed
tch_20200707-221253_14,70eff4b1-c072-11ea-bcda-0242ac110002,std_1594140833420_14,9bf96bc9-0724-400e-8069-10186d948b47
tch_20200707-221253_12,2fbef620-c072-11ea-bcda-0242ac110002,std_1594140724085_12,2bbafb72-551c-4e35-9a02-8d55b5d1ad9c
tch_20200707-221253_8,b9294b01-c071-11ea-bcda-0242ac110002,std_1594140525114_8,9e327560-91e0-4779-9055-ac87513c9762
tch_20200707-221253_5,49139904-c071-11ea-840b-0242ac110002,std_1594140337081_5,461ee208-ef70-4b7a-be06-2d15e8d5a596
tch_20200707-221253_6,7b67f85a-c071-11ea-840b-0242ac110002,std_1594140421512_6,c0c856e2-99a3-45ec-859f-a025aa53e9e4
tch_20200707-221253_7,9e2da3d9-c071-11ea-840b-0242ac110002,std_1594140479842_7,5793040c-64d7-4f9b-9375-209a3603da90
tch_20200707-221253_15,9589764a-c072-11ea-bcda-0242ac110002,std_1594140894838_15,fe739c66-b336-46c7-854a-e2c72021742c
tch_20200707-221253_14,61dd9e0e-c072-11ea-bcda-0242ac110002,std_1594140808174_14,9bf96bc9-0724-400e-8069-10186d948b47
tch_20200707-221253_12,24d90b77-c072-11ea-bcda-0242ac110002,std_1594140705807_12,2bbafb72-551c-4e35-9a02-8d55b5d1ad9c
tch_20200707-221253_8,ab4d7951-c071-11ea-bcda-0242ac110002,std_1594140501869_8,9e327560-91e0-4779-9055-ac87513c9762
tch_20200707-221253_6,6bd01da5-c071-11ea-94cc-0242ac110002,std_1594140395325_6,c0c856e2-99a3-45ec-859f-a025aa53e9e4
tch_20200707-221253_9,d99b918e-c071-11ea-94cc-0242ac110002,std_1594140579436_9,b9d3b489-b986-4f68-970d-b70eed89f881
tch_20200707-221253_10,dd2a36e6-c071-11ea-bcda-0242ac110002,std_1594140585519_10,22d4a1a1-4c5a-423f-bfe8-c60366918608
tch_20200707-221253_15,894449dc-c072-11ea-840b-0242ac110002,std_1594140874279_15,fe739c66-b336-46c7-854a-e2c72021742c
tch_20200707-221253_11,e7335655-c071-11ea-bcda-0242ac110002,std_1594140602361_11,70264a85-6dc0-493c-9141-ab00e28ef7c5
tch_20200707-221253_12,18dbbd3e-c072-11ea-94cc-0242ac110002,std_1594140685689_12,2bbafb72-551c-4e35-9a02-8d55b5d1ad9c
tch_20200707-221253_6,5faf4239-c071-11ea-840b-0242ac110002,std_1594140374990_6,c0c856e2-99a3-45ec-859f-a025aa53e9e4
tch_20200707-221253_9,cb065a4b-c071-11ea-840b-0242ac110002,std_1594140555074_9,b9d3b489-b986-4f68-970d-b70eed89f881
tch_20200707-221253_10,d1c160b8-c071-11ea-840b-0242ac110002,std_1594140566372_10,22d4a1a1-4c5a-423f-bfe8-c60366918608
tch_20200707-221253_15,7bdf7cdf-c072-11ea-840b-0242ac110002,std_1594140851819_15,fe739c66-b336-46c7-854a-e2c72021742c
tch_20200707-221253_16,9ee3b87d-c072-11ea-840b-0242ac110002,std_1594140910546_16,071595d4-f726-4476-8c9f-4c4402cb7076
tch_20200707-221253_11,da897449-c071-11ea-840b-0242ac110002,std_1594140581129_11,70264a85-6dc0-493c-9141-ab00e28ef7c5
tch_20200707-221253_13,3f144860-c072-11ea-94cc-0242ac110002,std_1594140749809_13,9f98cd7f-6636-4cf6-977a-4cc176ba004c
tch_20200707-221253_12,0b7800a2-c072-11ea-94cc-0242ac110002,std_1594140663215_12,2bbafb72-551c-4e35-9a02-8d55b5d1ad9c
tch_20200707-221253_6,52f4be03-c071-11ea-bcda-0242ac110002,std_1594140353633_6,c0c856e2-99a3-45ec-859f-a025aa53e9e4
tch_20200707-221253_9,bccd9b1c-c071-11ea-94cc-0242ac110002,std_1594140531228_9,b9d3b489-b986-4f68-970d-b70eed89f881
tch_20200707-221253_10,c3ea48ac-c071-11ea-94cc-0242ac110002,std_1594140543153_10,22d4a1a1-4c5a-423f-bfe8-c60366918608
tch_20200707-221253_15,6fb52b1e-c072-11ea-94cc-0242ac110002,std_1594140831394_15,fe739c66-b336-46c7-854a-e2c72021742c
tch_20200707-221253_16,908fa91b-c072-11ea-94cc-0242ac110002,std_1594140886509_16,071595d4-f726-4476-8c9f-4c4402cb7076
tch_20200707-221253_11,cdd72e00-c071-11ea-840b-0242ac110002,std_1594140559816_11,70264a85-6dc0-493c-9141-ab00e28ef7c5
tch_20200707-221253_13,30e155c5-c072-11ea-94cc-0242ac110002,std_1594140725998_13,9f98cd7f-6636-4cf6-977a-4cc176ba004c
tch_20200707-221253_7,8500545b-c071-11ea-94cc-0242ac110002,std_1594140437578_7,29891c64-a32e-47a6-95d3-c98173d3c7b7
tch_20200707-221253_9,ae1b8db3-c071-11ea-94cc-0242ac110002,std_1594140506578_9,b9d3b489-b986-4f68-970d-b70eed89f881
tch_20200707-221253_10,b4fe1896-c071-11ea-94cc-0242ac110002,std_1594140518116_10,22d4a1a1-4c5a-423f-bfe8-c60366918608
tch_20200707-221253_16,8334c6e0-c072-11ea-bcda-0242ac110002,std_1594140864127_16,071595d4-f726-4476-8c9f-4c4402cb7076
tch_20200707-221253_11,bf05fee8-c071-11ea-94cc-0242ac110002,std_1594140534961_11,70264a85-6dc0-493c-9141-ab00e28ef7c5
tch_20200707-221253_13,223c4084-c072-11ea-bcda-0242ac110002,std_1594140701428_13,9f98cd7f-6636-4cf6-977a-4cc176ba004c
tch_20200707-221253_14,481372a0-c072-11ea-840b-0242ac110002,std_1594140764896_14,3a58eb26-1e7c-41ee-a9d7-a0431c8e24ad
tch_20200707-221253_7,76aa4926-c071-11ea-94cc-0242ac110002,std_1594140413517_7,29891c64-a32e-47a6-95d3-c98173d3c7b7
tch_20200707-221253_8,8cd073c8-c071-11ea-94cc-0242ac110002,std_1594140450678_8,c4653f63-952f-4def-bab4-b0563fffd3b6
tch_20200707-221253_16,7398cde5-c072-11ea-94cc-0242ac110002,std_1594140837910_16,071595d4-f726-4476-8c9f-4c4402cb7076
tch_20200707-221253_13,157ab7ed-c072-11ea-840b-0242ac110002,std_1594140680007_13,9f98cd7f-6636-4cf6-977a-4cc176ba004c
tch_20200707-221253_14,3a812bfb-c072-11ea-94cc-0242ac110002,std_1594140742135_14,3a58eb26-1e7c-41ee-a9d7-a0431c8e24ad
tch_20200707-221253_7,6b092466-c071-11ea-840b-0242ac110002,std_1594140394032_7,29891c64-a32e-47a6-95d3-c98173d3c7b7
