studentextuserjid,classcode,classid,invitationid,tch
s42_1594913561575_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,2e014801-b86e-4d42-890a-24aec0e8f522,t42_20200716-205339_27
s42_1594913555703_15,K242-vmPA,e2930415-c778-11ea-af23-0242ac110002,7ef0ca9e-d14a-43d6-8d8d-1f012f914d18,t42_20200716-205339_15
s42_1594913562985_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,75d3ead0-c8ed-4283-bd84-f9d675078602,t42_20200716-205339_21
s42_1594913557385_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,53cd928d-8651-4b41-a776-df4dbf41a0e9,t42_20200716-205339_32
s42_1594913563356_17,yF4c-W7Rp,f755a782-c778-11ea-acee-0242ac110002,ead67ee4-1c74-48f3-8bef-47b7b39bd4c6,t42_20200716-205339_17
s42_1594913559200_19,VPYf-CEv9,03d0d7cf-c779-11ea-89f8-0242ac110002,e68dbeed-4494-4555-aa42-debfbb7afe28,t42_20200716-205339_19
s42_1594913558045_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,92f3d6a8-f027-4f98-b787-0f13e33e758b,t42_20200716-205339_28
s42_1594913558997_16,vp6Q-DP7R,e9e519c4-c778-11ea-acee-0242ac110002,a09e9c4c-f5d6-45ba-92c8-39115318ea49,t42_20200716-205339_16
s42_1594913563532_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,6c24aad6-c1ad-4f07-b142-eb9687892d51,t42_20200716-205339_33
s42_1594913560321_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,cc62c823-4dc7-444e-b9de-cc9bcfdc4a57,t42_20200716-205339_30
s42_1594913560939_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,f6a41649-0b97-4bf4-a0e9-60608cfdab04,t42_20200716-205339_26
s42_1594913562788_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,7e2a4c87-7b19-46d9-9997-474d9c624393,t42_20200716-205339_31
s42_1594913566716_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,00904fd2-c61e-418c-9bd2-2ef08a20c68b,t42_20200716-205339_22
s42_1594913562949_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,228a2585-5df2-4bf9-b3cf-1f845e128106,t42_20200716-205339_23
s42_1594913564626_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,3e9ab0da-fdb9-45d3-a52a-f01cf4f21157,t42_20200716-205339_29
s42_1594913565448_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,fff5b22a-590a-4a50-861f-afe0c540de3a,t42_20200716-205339_20
s42_1594913570686_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,ad7d69c3-6ab0-41e5-b53c-fe59768fa0e6,t42_20200716-205339_24
s42_1594913569265_18,m2hr-HPkf,fc2f1b90-c778-11ea-acee-0242ac110002,7d2ab3ab-72fd-4f87-b9c2-6ff982f671ec,t42_20200716-205339_18
s42_1594913573308_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,4d3d3946-4d21-4d78-b79b-c63e99284571,t42_20200716-205339_32
s42_1594913572651_15,K242-vmPA,e2930415-c778-11ea-af23-0242ac110002,d105c620-fab2-4347-b531-ece4bc5ba551,t42_20200716-205339_15
s42_1594913567383_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,ee92b214-cc9b-4943-811b-0ea43b5535d2,t42_20200716-205339_25
s42_1594913575320_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,2dffaded-12a7-4307-b485-953ba5423813,t42_20200716-205339_28
s42_1594913575443_16,vp6Q-DP7R,e9e519c4-c778-11ea-acee-0242ac110002,98dacafb-51f1-4782-975a-902c48168806,t42_20200716-205339_16
s42_1594913573583_17,yF4c-W7Rp,f755a782-c778-11ea-acee-0242ac110002,f806ecf7-eb15-4838-b20b-932c5199c40d,t42_20200716-205339_17
s42_1594913572166_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,2d9d0360-4bcf-4d11-b36f-68d9ffe73edb,t42_20200716-205339_27
s42_1594913577676_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,4b9d68fc-1a9c-45ed-bfc1-b8f20c70c32e,t42_20200716-205339_22
s42_1594913573223_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,bd15247d-c764-4b00-95e7-52f518a6da6b,t42_20200716-205339_21
s42_1594913576290_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,b30d1f42-17ab-4161-af47-2b0bcd743e49,t42_20200716-205339_30
s42_1594913574779_19,VPYf-CEv9,03d0d7cf-c779-11ea-89f8-0242ac110002,a367153b-0446-465d-b012-4dea7b3403b0,t42_20200716-205339_19
s42_1594913579690_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,d86665aa-fc8f-46b0-ae83-ef8c68a70abe,t42_20200716-205339_23
s42_1594913575550_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,de755524-a9cc-461f-9619-5a5f46899555,t42_20200716-205339_33
s42_1594913580318_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,a91ece44-e93b-44b0-b38e-1f6352b47ab3,t42_20200716-205339_20
s42_1594913577128_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,59350705-b8ac-46ee-80c8-f876f0cb5a1f,t42_20200716-205339_26
s42_1594913580300_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,23a9439e-0544-4b94-b307-313ead060640,t42_20200716-205339_29
s42_1594913577219_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,e2b260a2-faad-4771-b5de-6f10670d0375,t42_20200716-205339_31
s42_1594913578830_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,c5329dd7-c249-49a7-82d6-c313fed10ca7,t42_20200716-205339_34
s42_1594913581620_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,67b9c52d-1980-4660-987a-63e554dbc3ee,t42_20200716-205339_24
s42_1594913585577_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,2fcb33d8-cf36-4e25-8db6-acd71fc1c262,t42_20200716-205339_25
s42_1594913582000_18,m2hr-HPkf,fc2f1b90-c778-11ea-acee-0242ac110002,dd9c93c3-2780-4ea2-af62-a05baa55dbd2,t42_20200716-205339_18
s42_1594913588294_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,e272c56f-b7ea-4e5c-b5fb-01f7596bbbe4,t42_20200716-205339_30
s42_1594913584613_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,7aec5732-5cac-443f-a32b-d473a63b38cf,t42_20200716-205339_32
s42_1594913588180_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,e39e1829-419a-4de4-a58c-625b9f39ab11,t42_20200716-205339_22
s42_1594913587206_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,0db6a470-a9d7-4da5-8ca3-628cac18b175,t42_20200716-205339_27
s42_1594913590006_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,1910b422-d054-4c3b-8df9-10abe9d362a0,t42_20200716-205339_23
s42_1594913589229_19,VPYf-CEv9,03d0d7cf-c779-11ea-89f8-0242ac110002,87e59876-a3de-4638-ab4b-efac2b7fafb4,t42_20200716-205339_19
s42_1594913591856_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,dc85b2e0-c6c1-44ca-bea3-6b74f0ecf060,t42_20200716-205339_20
s42_1594913586206_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,09794c8f-4cb0-4697-a03b-6a94e29ec525,t42_20200716-205339_28
s42_1594913586889_17,yF4c-W7Rp,f755a782-c778-11ea-acee-0242ac110002,d1fc4139-10db-46b3-901b-94c54177f461,t42_20200716-205339_17
s42_1594913591769_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,78c32d6d-fb52-4a21-b29b-03778e1b3d5a,t42_20200716-205339_33
s42_1594913588182_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,13d80996-9cca-4f20-82ef-e90a067de0d2,t42_20200716-205339_21
s42_1594913595091_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,f5e5c230-8250-4304-98ac-fc514d29eb2d,t42_20200716-205339_34
s42_1594913592010_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,7b9f8d26-2c19-49f2-ba11-4d2d71477014,t42_20200716-205339_26
s42_1594913595996_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,6f3a9c53-a6f4-4c5d-91da-fcd101332c9c,t42_20200716-205339_24
s42_1594913594736_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,4ad7f117-4c4b-4f08-ba2c-84179adc78d0,t42_20200716-205339_29
s42_1594913594846_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,eedffd7a-9de5-4163-8bbd-a12603e8c962,t42_20200716-205339_31
s42_1594913596518_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,d150cb37-6daf-4067-89e5-d94eb8739eca,t42_20200716-205339_25
s42_1594913598378_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,e5a8251d-6cdf-4dea-8e6c-c2196de260ea,t42_20200716-205339_30
s42_1594913599462_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,a032a8eb-0f6b-4153-bdd7-238580a42f2d,t42_20200716-205339_22
s42_1594913600442_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,856a09f4-65a4-4d6f-af78-64d04baf1513,t42_20200716-205339_23
s42_1594913596348_35,YQX4-rJ93,9912aeb8-c779-11ea-89f8-0242ac110002,3505c0f3-6fd8-4f0d-9bcd-dd76e63680b5,t42_20200716-205339_35
s42_1594913602340_19,VPYf-CEv9,03d0d7cf-c779-11ea-89f8-0242ac110002,57d9a0a0-920f-41e0-8209-489165edca25,t42_20200716-205339_19
s42_1594913597672_18,m2hr-HPkf,fc2f1b90-c778-11ea-acee-0242ac110002,74800c71-8d90-4cd8-aa4a-638a5212779a,t42_20200716-205339_18
s42_1594913600252_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,0647fa5d-485f-4c9b-abcc-d10579d30426,t42_20200716-205339_27
s42_1594913603402_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,27ea6d13-aacc-4374-af1c-5b391ce7a869,t42_20200716-205339_28
s42_1594913604156_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,62b92ce6-e3c0-4062-bcc6-3220238b79e7,t42_20200716-205339_33
s42_1594913599158_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,0100c10c-0b31-4e3a-96a4-fc79cbeeba01,t42_20200716-205339_32
s42_1594913607349_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,182065ed-8483-4504-8c5b-363e4233862b,t42_20200716-205339_24
s42_1594913605770_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,2742ce6d-42f2-4aff-9482-14bf5a166a59,t42_20200716-205339_21
s42_1594913602382_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,8af130c4-456a-4b3a-9d67-dce169e59b96,t42_20200716-205339_20
s42_1594913608034_36,n9tH-BDum,a0d364e9-c779-11ea-af23-0242ac110002,98a4b754-543c-419b-bfac-540fd986a21a,t42_20200716-205339_36
s42_1594913606307_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,f7a54ca7-976f-4bd8-b170-d1904e2cd578,t42_20200716-205339_34
s42_1594913609102_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,b5404915-9fa3-4785-840b-1428468a7634,t42_20200716-205339_29
s42_1594913609783_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,9df6ba1a-c5f3-4b5f-b7a4-34c6f1286af1,t42_20200716-205339_31
s42_1594913607114_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,4a8a27c1-5f5d-41ff-a23f-dc4fc4c8683d,t42_20200716-205339_26
s42_1594913611817_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,b74ae167-cd17-4a3b-97d4-ab1222f71f28,t42_20200716-205339_23
s42_1594913610323_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,ce84b800-e647-432c-8f12-dc49817f6119,t42_20200716-205339_25
s42_1594913610419_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,0b1b36c8-79bb-4247-9e38-394bab9e5401,t42_20200716-205339_30
s42_1594913612198_35,YQX4-rJ93,9912aeb8-c779-11ea-89f8-0242ac110002,e038c442-2845-4fa3-9d42-58e4d23eb052,t42_20200716-205339_35
s42_1594913614544_19,VPYf-CEv9,03d0d7cf-c779-11ea-89f8-0242ac110002,e6ee1a5b-3434-4b87-9900-b3e40478b39e,t42_20200716-205339_19
s42_1594913611499_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,d377cb85-511d-4499-ab17-6eb89e0053d8,t42_20200716-205339_22
s42_1594913616769_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,08f94a85-5134-4230-a70f-9b9943992f81,t42_20200716-205339_32
s42_1594913617563_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,93dfaa4d-c905-4351-bb48-f07adaad7b9d,t42_20200716-205339_24
s42_1594913615976_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,2347bcc0-f152-4c60-9b1f-42ca452480c8,t42_20200716-205339_28
s42_1594913615724_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,8f397cb7-e530-4789-8586-15792f414c9f,t42_20200716-205339_27
s42_1594913619830_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,cd0e20ac-ca68-41d2-b4af-07f98cae62fe,t42_20200716-205339_20
s42_1594913616603_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,cf76a110-4e42-4153-8776-ef816ec130a3,t42_20200716-205339_33
s42_1594913617697_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,9cfdc5ec-9f2f-413f-be06-9120cf7d523f,t42_20200716-205339_21
s42_1594913620777_36,n9tH-BDum,a0d364e9-c779-11ea-af23-0242ac110002,a11f7071-7c80-4a66-ac01-c4d971b28c63,t42_20200716-205339_36
s42_1594913621756_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,41155348-1b4f-46c9-89ce-ab8f8f273a89,t42_20200716-205339_34
s42_1594913624457_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,017a16ae-7795-42c7-98ee-55c5d252b37d,t42_20200716-205339_29
s42_1594913621028_37,bT36-nZ98,ac3053e1-c779-11ea-af23-0242ac110002,01f2eb1b-33ba-49c7-a215-4baebdb0ebca,t42_20200716-205339_37
s42_1594913625285_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,92b5b980-7d72-4d39-8b2c-0374f0378787,t42_20200716-205339_25
s42_1594913629287_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,8ea0a065-7eff-4dc7-b05b-a6f4ff4806ac,t42_20200716-205339_28
s42_1594913627248_35,YQX4-rJ93,9912aeb8-c779-11ea-89f8-0242ac110002,5b3d2427-d381-4868-9ab9-bc6043b4e705,t42_20200716-205339_35
s42_1594913624494_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,7280c466-2194-424a-902e-c81b8ee3f629,t42_20200716-205339_26
s42_1594913628142_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,7d837023-8018-4e0f-b2fc-b97df58788c5,t42_20200716-205339_24
s42_1594913627047_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,79f3a07e-65cc-431a-b370-9f9927b5651e,t42_20200716-205339_30
s42_1594913624460_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,827d1867-d62b-410d-9995-dff15bd49d21,t42_20200716-205339_31
s42_1594913632127_20,243k-7eoB,13499179-c779-11ea-89f8-0242ac110002,da681e0d-85c1-4084-b1e5-b31a1a359204,t42_20200716-205339_20
s42_1594913625284_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,093a3502-a8f0-40a6-989b-8970b1517959,t42_20200716-205339_23
s42_1594913630447_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,83fe22e0-c65b-4c62-a138-66d2e4b0e7be,t42_20200716-205339_27
s42_1594913627804_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,bb6ef03e-03c0-4c5f-b612-9ff5ef9cf8b1,t42_20200716-205339_22
s42_1594913627883_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,d1787adb-c92c-45da-8524-ec9674457894,t42_20200716-205339_32
s42_1594913635170_36,n9tH-BDum,a0d364e9-c779-11ea-af23-0242ac110002,26956d57-28d2-4b64-afa1-fac55f954e9e,t42_20200716-205339_36
s42_1594913633010_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,4d7e19d9-7899-43c0-a7ac-e4d4e8c1b2d5,t42_20200716-205339_21
s42_1594913632406_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,89ca62c5-44eb-4129-bf2d-3694bb704f6f,t42_20200716-205339_33
s42_1594913636148_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,aeea3a43-1868-4c6d-8b2e-6243446d7209,t42_20200716-205339_29
s42_1594913636532_37,bT36-nZ98,ac3053e1-c779-11ea-af23-0242ac110002,21bebd10-fc25-46fd-8c41-64b17935dc6b,t42_20200716-205339_37
s42_1594913641027_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,862cdfc6-edaf-4230-99b1-4965fb67ce08,t42_20200716-205339_26
s42_1594913635499_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,894a051e-1154-4513-aa25-34231e2981e3,t42_20200716-205339_34
s42_1594913641362_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,70a3e5ae-58f4-4c92-b17d-07b6bc1889c6,t42_20200716-205339_30
s42_1594913639963_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,57bc932c-c9e6-4cc8-b292-a7cf8d061f20,t42_20200716-205339_28
s42_1594913640729_35,YQX4-rJ93,9912aeb8-c779-11ea-89f8-0242ac110002,4725efaf-4636-474a-b9f9-50496cb1e1ef,t42_20200716-205339_35
s42_1594913638397_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,ad798f41-4956-464a-b619-e74fa15b4bbd,t42_20200716-205339_25
s42_1594913641152_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,e5b24419-e940-4ce5-854c-52a87c9d1ea5,t42_20200716-205339_24
s42_1594913644505_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,4102192b-b531-4993-8052-2be829c08a3c,t42_20200716-205339_22
s42_1594913641918_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,1d5beead-3d3d-427b-aa01-af6d5abf8bdd,t42_20200716-205339_31
s42_1594913639535_38,PtDZ-KCd7,b62094de-c779-11ea-acee-0242ac110002,f528241c-4c53-4fe0-9be3-c21c70be22e6,t42_20200716-205339_38
s42_1594913645451_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,0af09da1-ed0a-483f-8bdd-34f8ec0807ff,t42_20200716-205339_32
s42_1594913647978_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,d328e2ff-b74c-4985-ad29-26f707eefe3b,t42_20200716-205339_21
s42_1594913644031_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,86b8292f-9d75-4f6b-8dcd-d898fad3cd1e,t42_20200716-205339_27
s42_1594913642485_23,a87A-9xF2,2e60622b-c779-11ea-89f8-0242ac110002,89922810-c68a-46f5-b261-bbdfefa2a792,t42_20200716-205339_23
s42_1594913647510_36,n9tH-BDum,a0d364e9-c779-11ea-af23-0242ac110002,f21b3482-694f-4af6-a6c7-1ee14a25d176,t42_20200716-205339_36
s42_1594913651175_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,a87f94bf-dd40-4d36-a7fa-df4c2c81ce89,t42_20200716-205339_29
s42_1594913650215_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,4d56f460-d004-4fa4-a2c3-a6ebbfead4a8,t42_20200716-205339_33
s42_1594913652478_26,mjM3-vRBw,4a86cd7e-c779-11ea-89f8-0242ac110002,98b9f637-b488-48e6-a5a8-44a8ca0c75e0,t42_20200716-205339_26
s42_1594913652812_28,G6Kb-MvCk,56d26348-c779-11ea-af23-0242ac110002,e0c41576-1d2b-4d2d-8dc9-6e6bf1eca04f,t42_20200716-205339_28
s42_1594913652622_30,s3oq-CnMV,6bc90e8d-c779-11ea-96b3-0242ac110002,81af7483-4707-44cc-ba95-69660f3526f9,t42_20200716-205339_30
s42_1594913656170_31,8FMe-wNLn,779ed6e8-c779-11ea-96b3-0242ac110002,e3a3a0c9-ace8-4dd6-98dc-f524a93af21b,t42_20200716-205339_31
s42_1594913654117_25,Z6YK-V9z2,395c6ce2-c779-11ea-af23-0242ac110002,bd5cc6be-3a69-4121-8b6e-114719868192,t42_20200716-205339_25
s42_1594913656168_22,WZVM-UJBE,1f348fec-c779-11ea-af23-0242ac110002,b7d3876c-8af0-484b-8e01-ccaac7911083,t42_20200716-205339_22
s42_1594913652581_34,PeHf-3Z6q,8f5c43b8-c779-11ea-af23-0242ac110002,55aff430-d1ee-4fd7-a9c5-af91bbc0e234,t42_20200716-205339_34
s42_1594913652827_35,YQX4-rJ93,9912aeb8-c779-11ea-89f8-0242ac110002,f3f24c92-57cf-4809-bb1c-69292fa811b7,t42_20200716-205339_35
s42_1594913651820_39,2328-Y26z,bc7314bb-c779-11ea-96b3-0242ac110002,9babd068-1435-47ab-ab4c-5de795a55817,t42_20200716-205339_39
s42_1594913652302_37,bT36-nZ98,ac3053e1-c779-11ea-af23-0242ac110002,473613ca-470b-4ed2-a502-f83487a1068d,t42_20200716-205339_37
s42_1594913655824_24,Kz86-qA6U,35cfc342-c779-11ea-89f8-0242ac110002,eb7b3e35-2171-4219-ae3d-da8ebc28987a,t42_20200716-205339_24
s42_1594913659341_21,cJK3-rzoQ,1e02a03e-c779-11ea-89f8-0242ac110002,746424a5-9f31-469d-9711-dde4103a375b,t42_20200716-205339_21
s42_1594913656933_38,PtDZ-KCd7,b62094de-c779-11ea-acee-0242ac110002,52f30701-3852-4e59-8516-5fc997a69ce7,t42_20200716-205339_38
s42_1594913659499_27,76uN-bFpr,50f25414-c779-11ea-96b3-0242ac110002,a0e2ceb4-4974-4064-b5f5-52b7a9edf40d,t42_20200716-205339_27
s42_1594913657329_32,c8Mv-8Rgs,7a4f9f7a-c779-11ea-af23-0242ac110002,0ddff4fe-a24e-47a2-9737-692e65f332bf,t42_20200716-205339_32
s42_1594913663917_33,QTQ6-N2Th,88a07a4e-c779-11ea-89f8-0242ac110002,5bb184ba-9e98-4b50-a898-61fe564ebdf5,t42_20200716-205339_33
s42_1594913663700_29,UjR2-WRx4,61804de7-c779-11ea-89f8-0242ac110002,8fe6ca47-038a-4907-9eec-38b24b05a03f,t42_20200716-205339_29
