std_extuserid,classcode,classid,invitationid,tch
s41_1594111530950_92,hdx2-B9pK,5eda089d-c02d-11ea-840b-0242ac110002,c349c953-2fa4-4710-82da-5d1b5121be18,t241_20200707-135401_92
s41_1594111534474_97,zbjs-Qpth,7e115e11-c02d-11ea-840b-0242ac110002,dd1d263f-c87b-45d7-84f3-55cc351a4fa4,t241_20200707-135401_97
s41_1594111533095_94,QRTB-393f,6b57aa17-c02d-11ea-840b-0242ac110002,be0fd22e-48b2-417d-87d6-6dbc87ec258c,t241_20200707-135401_94
s41_1594111536557_98,y7wN-R42G,8366b97c-c02d-11ea-94cc-0242ac110002,af3785d6-e74e-4734-9b19-15e5fcddadaf,t241_20200707-135401_98
s41_1594111541272_95,f4R3-9R8U,704431ca-c02d-11ea-94cc-0242ac110002,8fc3e617-5dc6-4c95-adfa-35ca1081cf7b,t241_20200707-135401_95
s41_1594111545070_99,HJUy-FpNJ,88f6fa7a-c02d-11ea-94cc-0242ac110002,1c35ed7a-58b8-46c5-9fd8-d5b509a6720d,t241_20200707-135401_99
s41_1594111546544_100,uDYe-7tUZ,8f41d8fd-c02d-11ea-840b-0242ac110002,dda88066-158a-4481-bf7a-895c24ba73a3,t241_20200707-135401_100
s41_1594111546144_96,T4BU-BDkC,7789c3d9-c02d-11ea-840b-0242ac110002,29b91dfe-4a29-4efc-a366-b188af4ec0da,t241_20200707-135401_96
s41_1594111547938_97,zbjs-Qpth,7e115e11-c02d-11ea-840b-0242ac110002,415409c1-566a-4a83-8244-f565d35d53b6,t241_20200707-135401_97
s41_1594111550622_98,y7wN-R42G,8366b97c-c02d-11ea-94cc-0242ac110002,26fd4267-b619-4f87-bf6b-a3757414bff7,t241_20200707-135401_98
s41_1594111558270_99,HJUy-FpNJ,88f6fa7a-c02d-11ea-94cc-0242ac110002,cadcc8b6-9bca-4e3b-a5de-7e9df12b6768,t241_20200707-135401_99
s41_1594111560041_100,uDYe-7tUZ,8f41d8fd-c02d-11ea-840b-0242ac110002,a3551551-e558-4cdb-8df2-4f4202dc797f,t241_20200707-135401_100
s41_1594111562052_96,T4BU-BDkC,7789c3d9-c02d-11ea-840b-0242ac110002,e7a5587a-c450-41eb-a9e2-8dcab1846f0f,t241_20200707-135401_96
s41_1594111564392_97,zbjs-Qpth,7e115e11-c02d-11ea-840b-0242ac110002,b3e5f142-f2b8-4f45-82b0-f9729dee7179,t241_20200707-135401_97
s41_1594111565925_98,y7wN-R42G,8366b97c-c02d-11ea-94cc-0242ac110002,82dad913-79c7-4408-b083-8ad3371b4e74,t241_20200707-135401_98
s41_1594111572798_99,HJUy-FpNJ,88f6fa7a-c02d-11ea-94cc-0242ac110002,a3c97f12-bcef-48d9-a402-3e01d53daab1,t241_20200707-135401_99
s41_1594111574486_100,uDYe-7tUZ,8f41d8fd-c02d-11ea-840b-0242ac110002,4b489230-4994-45c8-8de0-a0bfb0142777,t241_20200707-135401_100
s41_1594111579622_97,zbjs-Qpth,7e115e11-c02d-11ea-840b-0242ac110002,611cc5d2-2357-4c34-9f3b-a2f9faf8466d,t241_20200707-135401_97
s41_1594111582748_98,y7wN-R42G,8366b97c-c02d-11ea-94cc-0242ac110002,c3a10d30-0b0f-47f2-8732-22e4bcf02760,t241_20200707-135401_98
s41_1594111587432_100,uDYe-7tUZ,8f41d8fd-c02d-11ea-840b-0242ac110002,e2344f64-7248-492c-8591-bad7a8af4a9c,t241_20200707-135401_100
s41_1594111587302_99,HJUy-FpNJ,88f6fa7a-c02d-11ea-94cc-0242ac110002,0dc4e6ce-ce61-4362-b1c3-c37e485f7ac4,t241_20200707-135401_99
s41_1594111596753_97,zbjs-Qpth,7e115e11-c02d-11ea-840b-0242ac110002,95a5f2fa-c636-4df5-b06c-ac285940b04d,t241_20200707-135401_97
s41_1594111602347_100,uDYe-7tUZ,8f41d8fd-c02d-11ea-840b-0242ac110002,87e2107e-9843-4166-b6e7-d287123428e8,t241_20200707-135401_100
s41_1594111603111_99,HJUy-FpNJ,88f6fa7a-c02d-11ea-94cc-0242ac110002,6127b661-b53e-405c-a204-486fa2b02dbb,t241_20200707-135401_99
s41_1594822084857_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,b9a8f79c-3e27-47d6-8619-d1671698b8f2,t241_20200715-191504_44
s41_1594822089281_36,9KYd-4jRE,e3abfdd3-c6a3-11ea-96b3-0242ac110002,90b4db65-2f12-4e82-9eef-1262e9e90848,t241_20200715-191504_36
s41_1594822088049_37,ynPM-jU83,f5f71136-c6a3-11ea-96b3-0242ac110002,42cebe19-6190-4b84-b0b3-760ad51e0958,t241_20200715-191504_37
s41_1594822087624_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,33f03276-567e-4a85-9fbd-764eb747ad93,t241_20200715-191504_42
s41_1594822086626_35,U72y-9Dmn,d099ca80-c6a3-11ea-acee-0242ac110002,95542aca-d02f-46c9-ae24-ea4fae9f3ecd,t241_20200715-191504_35
s41_1594822092088_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,848c4ab0-faf9-49e9-ae88-b3c15806681f,t241_20200715-191504_41
s41_1594822090176_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,27234bb5-2d28-4848-a57b-c44f0195da96,t241_20200715-191504_43
s41_1594822099242_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,e82d0660-58e6-49b6-afc1-0f8ea6928f9b,t241_20200715-191504_39
s41_1594822099485_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,aab05933-b455-4b0f-86f2-a841eefe5718,t241_20200715-191504_40
s41_1594822098120_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,aa0e902c-88d1-4931-9f1c-b2984cb6447e,t241_20200715-191504_38
s41_1594822105030_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,2e080120-eb87-4fdf-a042-29ae0f2539c6,t241_20200715-191504_42
s41_1594822102615_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,e4022758-2d29-4831-ab05-e11810345cec,t241_20200715-191504_44
s41_1594822103631_36,9KYd-4jRE,e3abfdd3-c6a3-11ea-96b3-0242ac110002,357485c6-1897-433e-9a58-3432f0ec0bb7,t241_20200715-191504_36
s41_1594822099403_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,5db839ab-221a-44f5-b748-2a637d536e20,t241_20200715-191504_45
s41_1594822104067_37,ynPM-jU83,f5f71136-c6a3-11ea-96b3-0242ac110002,51cd2058-e425-4cb8-b837-63a43aa35b99,t241_20200715-191504_37
s41_1594822107653_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,f1c12c78-af3f-40d8-8b28-8880228fd185,t241_20200715-191504_43
s41_1594822107378_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,94e5a317-5780-4cc3-8acc-d18340ce5429,t241_20200715-191504_41
s41_1594822118134_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,70ac0486-3c39-4709-8265-f97da54aeb39,t241_20200715-191504_38
s41_1594822123945_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,6e82ffd1-9e37-4a43-b501-800691b46177,t241_20200715-191504_43
s41_1594822120068_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,484e7ed8-e38c-49c2-b70d-d254ce4489e5,t241_20200715-191504_45
s41_1594822129947_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,beddd01c-6442-4728-9f4c-5ae2e7b42ca3,t241_20200715-191504_41
s41_1594822132205_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,080add73-bcf9-43ca-a300-a0579526f3b2,t241_20200715-191504_39
s41_1594822133877_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,386d7b81-4b65-4b33-87d8-2c1c48966f81,t241_20200715-191504_44
s41_1594822134533_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,c9003318-413e-47ff-a3fd-2d794990fd78,t241_20200715-191504_40
s41_1594822133875_37,ynPM-jU83,f5f71136-c6a3-11ea-96b3-0242ac110002,06db057f-5a79-45a7-ad6d-62a177777ae9,t241_20200715-191504_37
s41_1594822133874_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,078ae20f-1c61-40d6-b70b-ddd3e0770814,t241_20200715-191504_42
s41_1594822134557_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,c8b76a82-4641-4bcc-9425-263e02cffa48,t241_20200715-191504_46
s41_1594822136472_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,332bfe21-9cb3-41c5-b642-5dc73dc37254,t241_20200715-191504_43
s41_1594822135098_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,b7f2af96-b0f6-4921-b46c-c89c613f830c,t241_20200715-191504_38
s41_1594822137198_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,6c82c26d-0bdf-4b33-aa95-be1636f4e655,t241_20200715-191504_45
s41_1594822145140_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,d4575c9e-ac12-4bd8-80d5-f7009ae16852,t241_20200715-191504_41
s41_1594822149321_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,934502e9-35a2-4b4d-bf10-160f2e23593a,t241_20200715-191504_40
s41_1594822147006_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,4fb2a650-082a-419c-bd22-2fbf915d8af4,t241_20200715-191504_39
s41_1594822150141_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,5edf24e6-663a-4618-808c-49ff715e0cf8,t241_20200715-191504_42
s41_1594822150091_37,ynPM-jU83,f5f71136-c6a3-11ea-96b3-0242ac110002,dba4cbc0-6840-48b1-ab51-f3746c952bcf,t241_20200715-191504_37
s41_1594822152137_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,c0d8242f-63ed-42a9-8c1c-c3c833a49abf,t241_20200715-191504_43
s41_1594822149017_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,23afc33b-dfce-4480-a734-a5a82968a1e5,t241_20200715-191504_44
s41_1594822152196_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,0ba54fd6-7af0-492a-b208-218fe8b6350d,t241_20200715-191504_38
s41_1594822152153_47,RwZg-vuAy,ab057883-c6a4-11ea-96b3-0242ac110002,9996ebc8-fb40-411a-8033-f0c784388f79,t241_20200715-191504_47
s41_1594822151617_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,73767401-71aa-4174-b741-71276d9a9e80,t241_20200715-191504_46
s41_1594822155713_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,b5dcad79-5a28-44e8-b267-e356c7edf3e2,t241_20200715-191504_45
s41_1594822160411_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,f9860e6e-a8cf-4d40-86a1-09e18deb9176,t241_20200715-191504_41
s41_1594822162390_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,53f124bb-a45d-4e21-950f-aa1118f4d8d0,t241_20200715-191504_39
s41_1594822162360_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,1cb8e0a1-bb04-4a02-9afb-8a1e16ed02dd,t241_20200715-191504_40
s41_1594822164341_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,e6b037f9-659a-4f1c-9176-e13dbbc4aa74,t241_20200715-191504_42
s41_1594822167214_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,33eee111-0fc3-457a-9b90-7cda6e8550bd,t241_20200715-191504_44
s41_1594822166941_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,551f546b-5f81-4171-be6d-06f2382e8739,t241_20200715-191504_43
s41_1594822169853_47,RwZg-vuAy,ab057883-c6a4-11ea-96b3-0242ac110002,21303717-0a88-486c-9059-30d7e65c9c75,t241_20200715-191504_47
s41_1594822171277_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,fb352a96-1c68-485a-92f0-5e8d4f572904,t241_20200715-191504_46
s41_1594822169337_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,d3da4deb-a470-4ef4-a7ee-61da86d6b3be,t241_20200715-191504_38
s41_1594822172612_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,39356544-95a2-45a6-8c7d-710ae2035f00,t241_20200715-191504_45
s41_1594822173521_48,7qLT-K3mt,bac4146e-c6a4-11ea-acee-0242ac110002,5654b030-552a-4b76-a389-f84dba7c9acd,t241_20200715-191504_48
s41_1594822175201_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,cf22332b-85a7-4a4a-8f58-df895d0a2633,t241_20200715-191504_41
s41_1594822177018_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,f77f3f8e-22a7-4ce5-904d-52d0dd33839a,t241_20200715-191504_40
s41_1594822176221_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,4db5713a-d80d-4666-9b42-3734feadab37,t241_20200715-191504_39
s41_1594822179669_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,ec36737f-94be-4d04-9144-d149b2137150,t241_20200715-191504_42
s41_1594822182181_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,bd64ca95-373f-4d65-a3d9-05b4fd3535c2,t241_20200715-191504_43
s41_1594822182151_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,6a7d9658-71e1-4035-b87f-2f95ca9ad97d,t241_20200715-191504_44
s41_1594822185222_47,RwZg-vuAy,ab057883-c6a4-11ea-96b3-0242ac110002,7352e7d9-fd87-4296-b0f4-ceaea285b864,t241_20200715-191504_47
s41_1594822185678_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,afd99c91-2708-42e4-8ce2-ef04bc52fd9b,t241_20200715-191504_46
s41_1594822185722_38,xVEP-Jrav,06183f76-c6a4-11ea-96b3-0242ac110002,ee71f637-072c-4bbd-9d22-af5f368137b5,t241_20200715-191504_38
s41_1594822186824_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,c65d5212-8411-477b-84b5-b6ab95876f63,t241_20200715-191504_45
s41_1594822191142_48,7qLT-K3mt,bac4146e-c6a4-11ea-acee-0242ac110002,e66bb207-fdc1-4470-b174-9e09d164e384,t241_20200715-191504_48
s41_1594822196057_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,c6d8fa6b-debd-4c75-9dde-376e93a16d94,t241_20200715-191504_43
s41_1594822193241_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,1c3487e1-c9e4-43e4-96d1-4f68e45e4ab7,t241_20200715-191504_40
s41_1594822195274_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,2a33ff62-9715-406a-9c76-cc7d1c0c8b25,t241_20200715-191504_42
s41_1594822194836_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,46caac30-6df3-4821-a0bc-5267aef6f3fa,t241_20200715-191504_39
s41_1594822192520_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,281d23ad-2f53-42a3-96fe-faf9c96f4c4d,t241_20200715-191504_41
s41_1594822197640_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,5b651ce1-a96b-440a-8225-96f1fb2cf48b,t241_20200715-191504_44
s41_1594822199983_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,2bc4d5da-51a6-4359-8e3a-8d78ec45e548,t241_20200715-191504_46
s41_1594822199566_47,RwZg-vuAy,ab057883-c6a4-11ea-96b3-0242ac110002,45cffa44-823b-4266-a364-d3cb6481f286,t241_20200715-191504_47
s41_1594822204676_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,e6355653-d27c-4b36-8edb-101b43c97edc,t241_20200715-191504_45
s41_1594822206713_48,7qLT-K3mt,bac4146e-c6a4-11ea-acee-0242ac110002,b19c9478-985c-4930-9736-1ef18a3bf8cb,t241_20200715-191504_48
s41_1594822207855_49,PLry-ef4w,cd4cf3a1-c6a4-11ea-acee-0242ac110002,91b74a42-0619-4f89-a332-140655369c02,t241_20200715-191504_49
s41_1594822209698_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,b7123bd6-ae7e-4644-a6d4-a013873c00ce,t241_20200715-191504_43
s41_1594822211254_39,34k8-V4nu,19d30f2a-c6a4-11ea-af23-0242ac110002,3339e33f-9a66-4229-8ff4-d04ce59e9ceb,t241_20200715-191504_39
s41_1594822209984_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,85c2cdaf-6a09-4fb5-a1df-e709ea71c29e,t241_20200715-191504_40
s41_1594822210282_42,4F9r-Y4aJ,4e6242d8-c6a4-11ea-89f8-0242ac110002,33bf8f4d-0118-4be8-8041-77e1201407fe,t241_20200715-191504_42
s41_1594822212997_44,4U8T-HM63,71f96fb1-c6a4-11ea-acee-0242ac110002,ff428965-0301-42c3-93e5-9fb86475f48e,t241_20200715-191504_44
s41_1594822211848_41,EJe4-MoGT,3c305d30-c6a4-11ea-96b3-0242ac110002,e83cc4f8-bce5-44bd-b597-e72d722c4f2e,t241_20200715-191504_41
s41_1594822215351_47,RwZg-vuAy,ab057883-c6a4-11ea-96b3-0242ac110002,3bfb6670-5fe3-4118-a1ec-0008166d2b29,t241_20200715-191504_47
s41_1594822214758_46,Lbrd-WiJX,96dddccb-c6a4-11ea-89f8-0242ac110002,4664c8d2-2403-4246-ac05-5c83736d1177,t241_20200715-191504_46
s41_1594822220222_45,Cp2T-7Zyv,83ee4d2d-c6a4-11ea-96b3-0242ac110002,c0f8fccf-3dc6-4300-9357-bda08fce3ad3,t241_20200715-191504_45
s41_1594822223462_43,6NBe-F368,62f9ddd2-c6a4-11ea-acee-0242ac110002,bc744e00-181b-4088-940a-3af5e6a36b58,t241_20200715-191504_43
s41_1594822223363_49,PLry-ef4w,cd4cf3a1-c6a4-11ea-acee-0242ac110002,18cbc045-c3d8-4581-93fe-652b695dd98e,t241_20200715-191504_49
s41_1594822221045_48,7qLT-K3mt,bac4146e-c6a4-11ea-acee-0242ac110002,8bcc1ecb-b104-4fa7-a067-627ade86caab,t241_20200715-191504_48
s41_1594822226002_40,wVt6-n6N6,2a90088c-c6a4-11ea-89f8-0242ac110002,fda88a17-ad43-4345-b0d9-fd9e0b1fc87e,t241_20200715-191504_40
