stdextid,groupid,tchextid
std_1705254114788_32,2d78e431-8d62-472d-82dc-a2dba08906b9,tch_20240114-225417_32
std_1705254229492_29,c8cc0690-6218-4b67-b928-c1489b5c4343,tch_20240114-225417_29
std_1705253904359_38,5992f3ea-a594-4d07-a6e1-bd36fe0cfccc,tch_20240114-225417_38
std_1705254221271_31,34aecb79-ed71-46ec-9d6a-253453c2adc6,tch_20240114-225417_31
std_1705254225085_30,8b32a6b1-78cb-4126-bdcb-6349ec93e687,tch_20240114-225417_30
std_1705254009459_37,930ab5af-b1f0-48e3-8437-e7aeb6b686c3,tch_20240114-225417_37
std_1705254016565_36,fd823656-d121-4b48-825d-94e3c4780c0e,tch_20240114-225417_36
std_1705254242644_35,811cc945-908a-4870-ba00-b3a29c6efc59,tch_20240114-225417_35
std_1705254131239_34,7760b564-ba10-45c3-86f9-00d814737efa,tch_20240114-225417_34
std_1705254241028_33,0b7978fa-9dbc-40ec-bee5-6c6b55188c60,tch_20240114-225417_33
std_1705254035257_40,0d8c7362-1bdd-494d-bce9-ce6f531f8117,tch_20240114-225417_40
std_1705254031041_39,687625fe-0aab-4955-a3e0-1d28476fbbab,tch_20240114-225417_39
std_1705253933711_41,cc9030b8-097c-483e-b1ea-cf7b452f1da6,tch_20240114-225417_41
std_1705254249202_32,346beab1-ae5e-49bd-8161-780a99370c89,tch_20240114-225417_32
std_1705254040316_38,bc15dec3-ffed-4e53-915f-7623987b175f,tch_20240114-225417_38
std_1705254145513_37,d9ca7541-cd3a-4bba-b738-5c45225daa05,tch_20240114-225417_37
std_1705254158517_36,7cce8505-5332-41d2-8f67-36cbff2c49ec,tch_20240114-225417_36
std_1705254266426_34,14b46009-77cb-4e4b-80d0-6c2184624714,tch_20240114-225417_34
std_1705254165633_39,4f0a8506-6c0d-4d4e-ab00-60d5c97acd91,tch_20240114-225417_39
std_1705254170670_40,94e8dd9c-2b5a-4c15-8c6a-1030e5adcf0a,tch_20240114-225417_40
std_1705254063460_41,b05eadda-ad17-4829-8c76-d0fe202ce162,tch_20240114-225417_41
std_1705254172908_38,c8563e73-0ea8-4881-a53b-26bd6219dd75,tch_20240114-225417_38
std_1705253968262_46,607fa135-e023-41eb-a49b-3b7e011451ac,tch_20240114-225417_46
std_1705254283787_37,4ed7e8a8-faeb-49ce-bea2-46561bc821c8,tch_20240114-225417_37
std_1705253950580_43,3f51d546-4544-49a1-80ca-aec68eee6fc5,tch_20240114-225417_43
std_1705253956907_42,1343aef5-4a4a-4213-a6df-b09528daba6e,tch_20240114-225417_42
std_1705254284243_36,71c58770-7248-436b-8316-958e95c2e707,tch_20240114-225417_36
std_1705253949142_44,409c730f-7af9-438f-89e0-47f22da10244,tch_20240114-225417_44
std_1705253971305_45,28dbcdb4-f5cc-4d07-b8f8-aa7f0bfc1a90,tch_20240114-225417_45
std_1705254198071_41,946c00c0-0966-49b9-ac13-aee02119c6da,tch_20240114-225417_41
std_1705254302185_39,3b0e080a-e9e7-4242-8b0d-88e47bbd1777,tch_20240114-225417_39
std_1705254301229_40,6accdfdb-9c06-420f-bb53-0f4d720b2329,tch_20240114-225417_40
std_1705254306112_38,0a6e5bdd-538d-467b-933c-4898539742c5,tch_20240114-225417_38
std_1705254100901_46,4d7ad870-7707-4c5a-a9a8-13d426c6e4fb,tch_20240114-225417_46
std_1705254088076_43,422501cb-aeb7-4fe9-8677-d4d07d3d710b,tch_20240114-225417_43
std_1705254096478_42,9ab5ac79-bd50-4f1d-92cf-7e52c0f212c1,tch_20240114-225417_42
std_1705254085311_44,a48aa79f-ff05-467b-bae9-ab9765c43e38,tch_20240114-225417_44
std_1705254109362_45,7fae2e94-626c-48d4-b7bc-c6165b6e25b6,tch_20240114-225417_45
std_1705253996550_47,04f2b0d7-1c13-42a0-aa86-e75463edda82,tch_20240114-225417_47
std_1705254020792_50,0005914a-f743-4ece-a9e5-65cd5eaa5282,tch_20240114-225417_50
std_1705254333547_41,efe45949-680c-4253-b028-20b16ae3ce83,tch_20240114-225417_41
std_1705254016606_48,58178a75-9db9-4394-b975-9b052b443cc1,tch_20240114-225417_48
std_1705254227550_43,bc2a8201-9aa6-4a24-9204-5c2a488e05e8,tch_20240114-225417_43
std_1705254006987_49,0c100f18-eee9-4f65-8318-24ffa8f6acad,tch_20240114-225417_49
std_1705254236130_46,46895a0a-77ab-42fe-a5c4-9d3ab3f747e0,tch_20240114-225417_46
std_1705254233735_42,71d98338-96dd-4e8e-a12a-688af81daffb,tch_20240114-225417_42
std_1705254228359_44,31e34816-12b2-424a-b5f1-9fb172df488c,tch_20240114-225417_44
std_1705254240858_45,a4d525a1-de31-4b4b-a75b-20376f10c8ca,tch_20240114-225417_45
std_1705254030857_51,3d5292c1-b635-4369-82dc-d6e93595becf,tch_20240114-225417_51
std_1705254138193_47,5de0d18f-7817-4ad5-b769-b9e82f2dc98b,tch_20240114-225417_47
std_1705254143842_50,4f0d4eaf-f58b-4890-83c8-c0afece62662,tch_20240114-225417_50
std_1705254028782_53,d708db3f-4641-4bc1-931c-360ebb41610c,tch_20240114-225417_53
std_1705254028060_52,69d9cf9c-0dcd-48e9-80ff-3aaae46ab5f5,tch_20240114-225417_52
std_1705254364140_43,c068838e-78a6-4616-92bb-9dc69a4a8296,tch_20240114-225417_43
std_1705254146523_48,674ff42c-8786-4c73-89de-5d41a92ab2cc,tch_20240114-225417_48
std_1705254140554_49,cf00b5ca-8920-431f-ac4d-a6227fa877b2,tch_20240114-225417_49
std_1705254364724_46,6331788b-fb4a-494e-ba17-1d4fc3d3b1ff,tch_20240114-225417_46
std_1705254364800_44,bd7e723e-7d47-46a0-a5c2-65094ff07b60,tch_20240114-225417_44
std_1705254364875_42,2b694305-709f-4a12-ac3c-4e33cf9a9c47,tch_20240114-225417_42
std_1705254264079_47,cbf39c80-cd4c-46be-bf09-844dd9235b53,tch_20240114-225417_47
std_1705254277722_50,7350c182-f68e-4cba-8241-b9567a6a01a6,tch_20240114-225417_50
std_1705254161435_51,535fe074-77eb-4445-99d8-d844d5924499,tch_20240114-225417_51
std_1705254372019_45,8e1c584e-9e03-438b-823f-63623989adf1,tch_20240114-225417_45
std_1705254160068_53,fccb2f81-f4ae-4a19-a7af-2a5a41006e48,tch_20240114-225417_53
std_1705254168899_52,497a0049-815a-4a5e-9d73-07d4800e8cf5,tch_20240114-225417_52
std_1705254278994_48,6b3d6207-3ecd-4cf0-9634-309881d1b03c,tch_20240114-225417_48
std_1705254279636_49,93bc7061-4bdf-4f94-93e1-505c4b7aa8f4,tch_20240114-225417_49
std_1705254081228_55,46dd6eef-cea3-49ee-bb8b-9b2195d5894e,tch_20240114-225417_55
std_1705254401060_47,4d821d6e-b23e-458f-bab4-78b569089632,tch_20240114-225417_47
std_1705254291830_51,540e16a5-278f-4526-923b-14249173109f,tch_20240114-225417_51
std_1705254403799_50,6ca4d4b4-a8b7-4bc5-b4ae-c20faa097eb6,tch_20240114-225417_50
std_1705254082360_56,bbcb5fbe-4da2-49a6-b72d-c572795117b4,tch_20240114-225417_56
std_1705254296276_53,462ed148-11f7-4537-96d6-a1a16310a99f,tch_20240114-225417_53
std_1705254075172_54,127eaf8b-4dbd-4441-9309-32ce19bbea87,tch_20240114-225417_54
std_1705254414658_48,0ecec76a-e45e-4046-a887-329e9433c21f,tch_20240114-225417_48
std_1705254090349_58,e702a2b8-ff17-462d-809c-51072d22f834,tch_20240114-225417_58
std_1705254304121_52,f46523a6-a651-4c9c-a0dc-e94594ba8bdb,tch_20240114-225417_52
std_1705254099417_57,fa961cff-363e-41f1-a64e-8070c27965e4,tch_20240114-225417_57
std_1705254208817_55,09c2b5ca-b749-4531-8197-7d3203dc0c52,tch_20240114-225417_55
std_1705254419683_49,0cf4ec92-b54d-46aa-827d-76e25a5613e5,tch_20240114-225417_49
std_1705254426829_51,fd2ea42d-a234-402e-9c31-f83f812edaeb,tch_20240114-225417_51
std_1705254122610_60,a637e0ca-a2d0-4543-92bc-c35dc3db8f94,tch_20240114-225417_60
std_1705254211361_56,0e46309c-9101-4ade-888c-7a9e2586c4ef,tch_20240114-225417_56
std_1705254442032_53,84f06031-bdc0-4b6e-b21d-630fdb58d5db,tch_20240114-225417_53
std_1705254114059_59,26b95450-162b-414f-a77b-01cfa6e7214e,tch_20240114-225417_59
std_1705254231486_58,404a5282-cc26-434f-b196-90bd73991eb6,tch_20240114-225417_58
std_1705254218890_54,68f8b43c-a46b-4208-9c0a-82109d9dea57,tch_20240114-225417_54
std_1705254439423_52,67380fcb-c280-43a1-8c32-9a7562dbfe18,tch_20240114-225417_52
std_1705254235133_57,ea039ace-ff1d-413e-ad82-b67816597286,tch_20240114-225417_57
std_1705254341650_55,5220fc07-0125-43e9-a24d-41dcc6e74e65,tch_20240114-225417_55
std_1705254142413_61,9a719a7a-fa1f-46c9-8f2e-d7a047362566,tch_20240114-225417_61
std_1705254137185_63,9499d7b9-59c6-4a32-987e-82e6dfdfecdf,tch_20240114-225417_63
std_1705254145859_62,fd195b99-8853-43de-aad6-85e3924fdd9b,tch_20240114-225417_62
std_1705254251349_60,99403529-a832-4f66-b63d-e6db6a51006d,tch_20240114-225417_60
std_1705254153662_64,1e8713ce-e370-410e-a3b8-f38523439ce4,tch_20240114-225417_64
std_1705254351322_56,90529108-a96c-4762-bcb2-8617cd9b8f91,tch_20240114-225417_56
std_1705254253143_59,99534a62-8dfd-4be7-be08-325db6a99b45,tch_20240114-225417_59
std_1705254364029_54,e7d2feed-5835-4034-8d36-b2f7b891a0fe,tch_20240114-225417_54
std_1705254364945_58,6cf1b73b-b29f-4071-9eae-11527a02b2a1,tch_20240114-225417_58
std_1705254158796_65,85f42b5c-89c9-46fa-bc0e-1fc85df888ec,tch_20240114-225417_65
std_1705254366938_57,66547409-73bf-448c-8a14-df8fb872e2ed,tch_20240114-225417_57
std_1705254474974_55,be177663-e689-49bb-8f9a-db123f11defd,tch_20240114-225417_55
std_1705254268675_61,01065fbd-0962-43a9-920a-257b1e7ea270,tch_20240114-225417_61
std_1705254270792_63,ba72de86-6aed-423b-8741-dafccab1427b,tch_20240114-225417_63
std_1705254265432_62,0b5d297b-d2bb-4a9c-aca5-d81b1a7ad5da,tch_20240114-225417_62
std_1705254487461_56,f001572b-29ae-4d9e-ab0b-1a42fe2ea16e,tch_20240114-225417_56
std_1705254283380_64,e04467b1-d99d-497d-ae52-f748cc7897f8,tch_20240114-225417_64
std_1705254380587_60,f07789d0-1d6d-40cd-ba7e-065e868d86bf,tch_20240114-225417_60
std_1705254388640_59,065e65d6-977d-4b71-9644-ed305b0f7514,tch_20240114-225417_59
std_1705254293006_65,6af2993d-952f-4ee2-9e96-85429f563420,tch_20240114-225417_65
std_1705254500152_54,52e62516-6da9-4268-a7f7-b0a172d51967,tch_20240114-225417_54
std_1705254500286_58,eeb7f317-f69d-44d7-9563-1dec609338c7,tch_20240114-225417_58
std_1705254501095_57,c0669325-fa03-4bf7-8376-7b311f49db2c,tch_20240114-225417_57
std_1705254405665_63,6c73188d-1cda-4734-af27-0bbe219449ec,tch_20240114-225417_63
std_1705254178942_67,3867d228-75e4-437d-a0ec-1a82ca654ac3,tch_20240114-225417_67
std_1705254403951_61,cd283dad-a162-4e2b-b94b-c821af5412de,tch_20240114-225417_61
std_1705254396901_62,13682475-78c3-4169-b3a8-92f2ac60fd52,tch_20240114-225417_62
std_1705254183458_66,d2373542-c592-4eb6-b483-6eb4f709cca5,tch_20240114-225417_66
std_1705254413224_64,922dcbcd-cf1d-4a65-a4e2-863e8fd95131,tch_20240114-225417_64
std_1705254513099_60,cf330e10-60bb-4eed-a40e-44b33d4dc4ec,tch_20240114-225417_60
std_1705254218374_70,55ebdc8a-eed5-472c-9d05-34948313aa84,tch_20240114-225417_70
std_1705254423045_65,01aca4d1-2e1e-4c05-8091-4f836eb390c0,tch_20240114-225417_65
std_1705254522283_59,60f463a7-2264-4eeb-aef4-c20b10be964c,tch_20240114-225417_59
std_1705254533627_63,df6daf3d-a609-4617-8380-14cd6172ef38,tch_20240114-225417_63
std_1705254313210_67,a270712c-e244-4ba2-9f1e-bae7113cc9fa,tch_20240114-225417_67
std_1705254209220_68,eff7e37c-1e4c-42cd-bc86-b6da39b10732,tch_20240114-225417_68
std_1705254529875_61,b0f4538c-9575-44d2-9895-7f59be7d4c20,tch_20240114-225417_61
std_1705254533148_62,81610d42-0b4d-4f3e-8047-b536d5f930e8,tch_20240114-225417_62
std_1705254315659_66,e0185c29-e143-4ea9-8ae5-6e5ad989048d,tch_20240114-225417_66
std_1705254213916_69,ce6318ec-7d0a-43f6-aad5-15a29d580c84,tch_20240114-225417_69
std_1705254545298_64,454ed24c-29db-4977-8e53-9254f94ea142,tch_20240114-225417_64
std_1705254349243_70,c418ec9a-19ee-4bc5-b64b-a8f3dc35a472,tch_20240114-225417_70
std_1705254553404_65,e5b9d031-7f60-45fa-aec3-4ccf1abcbc76,tch_20240114-225417_65
std_1705254227889_72,b14edee3-b6f2-401d-8c1e-2d87131da9c0,tch_20240114-225417_72
std_1705254235875_71,b7b74d92-65ed-40f0-a4d7-25c0eeb7eae6,tch_20240114-225417_71
std_1705254451270_67,81b5c75b-0723-40ad-aafa-fbff74308ed6,tch_20240114-225417_67
std_1705254335437_68,16c167bc-9c1f-48d7-addc-fd755c156fc6,tch_20240114-225417_68
std_1705254345295_69,60e1b77d-f1f6-4d5e-ba6d-120167188df7,tch_20240114-225417_69
std_1705254454927_66,12e141d9-6a76-49fa-bcac-56a91563c266,tch_20240114-225417_66
std_1705254472298_70,69a63bea-7e43-4a31-a83b-edba284fafbd,tch_20240114-225417_70
std_1705254249559_73,523b3191-4d58-4a46-be71-3ec96a6cbbd4,tch_20240114-225417_73
std_1705254371747_71,a1bb4da4-9fd8-4099-9b73-ea9246e27b40,tch_20240114-225417_71
std_1705254360101_72,b369bb3f-7347-4d77-ba97-142fd4ba2ac3,tch_20240114-225417_72
std_1705254586356_67,ed6c1b09-5a45-4a98-a513-5ff9337c3cb7,tch_20240114-225417_67
std_1705254251348_74,bf9940b9-dd24-4a38-9b92-2425103ee5c9,tch_20240114-225417_74
std_1705254473356_68,8874c9e1-f68f-4ffa-bf5e-faa1c083dac9,tch_20240114-225417_68
std_1705254262697_75,53084e19-1228-4784-a972-872489153349,tch_20240114-225417_75
std_1705254286319_77,d8782709-6e24-40fe-a655-d6dfdbca8284,tch_20240114-225417_77
std_1705254478250_69,7ed1e793-de1e-488e-93b2-1f836e54b7ef,tch_20240114-225417_69
std_1705254589234_66,636eb7c8-d40e-4568-81a7-8f1cb93b97bf,tch_20240114-225417_66
std_1705254276379_76,abec294a-d668-4612-97ba-eb1cec5be6ee,tch_20240114-225417_76
std_1705254600134_70,3ae6e7cb-5dbd-4f26-8436-b99c23458082,tch_20240114-225417_70
std_1705254507184_71,36ce244b-8450-4645-976c-8ae6fe989802,tch_20240114-225417_71
std_1705254385843_73,87678e67-ed53-4bc0-a2a3-814cca2d2bcd,tch_20240114-225417_73
std_1705254502932_72,e8dfe412-d216-46b5-9c5d-f12c4b157d3b,tch_20240114-225417_72
std_1705254301856_79,e1878331-57ac-4f1b-bee3-fc87b8c95e18,tch_20240114-225417_79
std_1705254387037_74,64c0a421-cdcd-464c-bc90-3983166ae599,tch_20240114-225417_74
std_1705254611330_68,706fafa2-ff0b-4b04-aa9b-0abb18675e76,tch_20240114-225417_68
std_1705254618449_69,30d35cff-6696-4d05-89a4-32a2bf504688,tch_20240114-225417_69
std_1705254398853_75,fce8a0e4-3e89-47be-91a7-f4a33b0df086,tch_20240114-225417_75
std_1705254416509_77,0047717d-a868-4000-8f02-ab1fa10c56bd,tch_20240114-225417_77
std_1705254407927_76,62c8a248-bc79-449f-b8ef-a17c90ca6969,tch_20240114-225417_76
std_1705254635692_71,eee4e96b-9d19-4eef-9e0d-e5288dcc7215,tch_20240114-225417_71
std_1705254520024_73,c6ebe76d-3cd9-4e1d-8553-e582cc1d873e,tch_20240114-225417_73
std_1705254424983_79,64c7930b-bc43-4aba-9908-04bd0c67ee95,tch_20240114-225417_79
std_1705254632604_72,2c80922d-d9eb-4ff0-86f7-5730febd2dbc,tch_20240114-225417_72
std_1705254314455_78,b2b870ad-a7dd-4c49-acbe-b7b389cdae5e,tch_20240114-225417_78
std_1705254521781_74,8a183d27-a74b-401d-a209-df888f0b7fc4,tch_20240114-225417_74
std_1705254533601_75,066520a0-14b5-48ec-84fb-57319feb2ec8,tch_20240114-225417_75
std_1705254546014_77,31798853-ef7f-41f0-a969-d20081d46af9,tch_20240114-225417_77
std_1705254317342_80,a030eed2-6047-40a1-afe9-4260a97cd2b0,tch_20240114-225417_80
std_1705254547550_76,39d7391f-40ff-40a4-9cdc-a3363f00657b,tch_20240114-225417_76
std_1705254657805_73,82565e16-9d02-430a-9c58-14050f241d4d,tch_20240114-225417_73
std_1705254556457_79,2a96fe3c-0199-46ec-b696-59e74060f231,tch_20240114-225417_79
std_1705254345707_83,6b1e158c-dd8a-4624-a68e-739232bb7e04,tch_20240114-225417_83
std_1705254443072_78,c5791e0c-cd8a-41a3-8ec1-40e5de5e40eb,tch_20240114-225417_78
std_1705254343098_82,c932f683-2de0-44cf-ac3d-a80db9c3a271,tch_20240114-225417_82
std_1705254663427_74,73709764-91c7-48d8-bdd7-4e1e49a649c7,tch_20240114-225417_74
std_1705254675312_75,ac2a1c75-526d-4092-902e-0dfdd9da5ac4,tch_20240114-225417_75
std_1705254343767_81,51e04a2f-97d5-40c3-9785-a0d8b18121ab,tch_20240114-225417_81
std_1705254676822_77,7aca4e38-8370-4fea-93ff-0794ca40f531,tch_20240114-225417_77
std_1705254462681_80,8e913ba2-cf15-408c-9cfd-308abfb363c3,tch_20240114-225417_80
std_1705254356566_84,7c9e2f66-592c-42a8-bd2b-649fff91eaee,tch_20240114-225417_84
std_1705254680485_76,01a113c7-e00c-4625-816c-dac8bbf8291a,tch_20240114-225417_76
std_1705254485892_82,74c7bc72-7adb-44f6-a32d-87ab78c249c2,tch_20240114-225417_82
std_1705254474984_83,8bd680d4-0b91-4971-acad-bc3712e8873a,tch_20240114-225417_83
std_1705254358124_85,3a9d36a2-67b4-4202-9916-edadcdf49178,tch_20240114-225417_85
std_1705254580821_78,4666c6fb-f12a-4c92-a373-5b8255d1e36f,tch_20240114-225417_78
std_1705254690103_79,383b1063-5a6e-430f-8283-d7d0dbb71f7a,tch_20240114-225417_79
std_1705254605305_80,8acafbff-afc4-4dc6-85cd-93aa3c95f223,tch_20240114-225417_80
std_1705254484353_81,79e1a388-4847-49f2-97e7-d21eb23981ef,tch_20240114-225417_81
std_1705254493459_84,ec704a9c-7d4d-411e-a3f7-b20a118416b6,tch_20240114-225417_84
std_1705254386628_87,3f2263a4-9e20-4eea-adfc-d5fdd9cdf8bd,tch_20240114-225417_87
std_1705254381612_86,7a946bce-af69-4d00-bf44-3126bb68e435,tch_20240114-225417_86
std_1705254619401_82,ab7f3f32-e05a-43bc-b752-5d8a91c0b7a5,tch_20240114-225417_82
std_1705254486998_85,a106bb9e-5f29-472f-a170-0ce0126c3c2b,tch_20240114-225417_85
std_1705254612606_83,479bfa95-3e29-485e-a643-669f2ce76663,tch_20240114-225417_83
std_1705254712559_78,adffa82d-6928-43a8-ba39-800e132808bf,tch_20240114-225417_78
std_1705254403950_89,6db3fdb9-949d-4499-802d-a80f825980c6,tch_20240114-225417_89
std_1705254732758_80,35e71c16-c27b-4a93-ad89-4ddb5ab686e9,tch_20240114-225417_80
std_1705254407841_90,fe627823-24dd-43fd-92cf-61a87fa5767f,tch_20240114-225417_90
std_1705254620063_81,0addde48-7953-4648-8746-14cd5a5b92c3,tch_20240114-225417_81
std_1705254521026_87,1e6edc4f-380f-4154-b662-28b9121d8996,tch_20240114-225417_87
std_1705254632161_84,bb64ac03-11e8-43d9-9226-c267b63d32bc,tch_20240114-225417_84
std_1705254519464_86,a66527ff-db7f-421a-bd2d-15d5dbfd5ba7,tch_20240114-225417_86
std_1705254405323_88,1079a178-d893-465b-a961-cbcbc76fb0ac,tch_20240114-225417_88
std_1705254629384_85,acf8825a-88dc-4a5d-897c-9ba0c8b373ce,tch_20240114-225417_85
std_1705254746277_82,695a4c31-233a-435c-bfc2-3be9de1e9f92,tch_20240114-225417_82
std_1705254742399_83,1bc2ffed-d8bf-4ea9-b6b5-c7e5e6420fd2,tch_20240114-225417_83
std_1705254544861_89,51476bbe-dd13-405c-8920-4c15f8708a6c,tch_20240114-225417_89
std_1705254439762_93,3cffc03e-d40b-4732-befa-1ed8baea397a,tch_20240114-225417_93
std_1705254538176_90,5d2a94ed-8284-4818-8942-b22b94f4ad03,tch_20240114-225417_90
std_1705254441740_92,6edfb7f5-0361-4eb5-a890-e47adcdb280f,tch_20240114-225417_92
std_1705254757084_81,916861d5-06bc-4920-a382-639cf2d8342f,tch_20240114-225417_81
std_1705254759348_84,dde732c1-1a51-4984-8d10-3258982ca237,tch_20240114-225417_84
std_1705254652500_86,c74fbbd0-3ab6-42e8-a070-31b3a87c0b50,tch_20240114-225417_86
std_1705254654706_87,17886350-1a4e-4559-9df5-28da68a892ef,tch_20240114-225417_87
std_1705254542009_88,086592a0-e951-4a52-a600-b39889113bcf,tch_20240114-225417_88
std_1705254767270_85,c8d0bf1c-9c4a-4fd5-bb58-dde6d9c3839a,tch_20240114-225417_85
std_1705254674700_89,c73b350d-f992-493c-b688-bfba23fc723b,tch_20240114-225417_89
std_1705254441635_91,3063f0b7-b869-4ad8-9289-c898b7555e13,tch_20240114-225417_91
std_1705254563916_93,b90ff7f0-009f-4283-8b3c-445ae4d71b50,tch_20240114-225417_93
std_1705254672710_90,685943f9-9ff9-4437-b8ad-091c35f72d6b,tch_20240114-225417_90
std_1705254792994_86,4a718d58-b8ac-4caa-bd14-ebdf4fc2b0cd,tch_20240114-225417_86
std_1705254578010_92,826b4bb7-cb03-455d-9537-f84581ad36d1,tch_20240114-225417_92
std_1705254467648_94,744f7883-a710-4ed4-a068-3c37511fdfb2,tch_20240114-225417_94
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
