tchextid,studuuid,stdextid,classtitle,classcode,ag1,ag2,ag3,ag4,ag5,groupid
tch_20200625-194535_76,0eb0773b-b6f5-11ea-840b-0242ac110002,std_1593097436837_76,class_20200625-194535_76,DQ87-E9xT,eba312c5-49e6-4e2b-a14c-c9448e2a1bc4,fda47448-cf8b-4481-80d6-5ead788f9e35,b9229868-e76d-44df-a715-292a1f1a97ad,b47d3159-c1dc-43e3-88b7-a2f0bbf215d8,968c9831-b83e-4bde-866d-8816fbd59866,7a130a2d-0088-4883-aa3f-3f4cba73c823
tch_20200625-194535_78,0d4045d1-b6f5-11ea-840b-0242ac110002,std_1593097434415_78,class_20200625-194535_78,8ENF-dPDT,6bfd9613-f350-47e4-abc0-5420de13c125,497da2c7-9d46-43cc-9856-ab923b51501f,4f1a528b-2924-4222-b6a1-d4ef326288a2,d646298a-cce3-462f-a3d4-40f5daea198c,a2310766-5ee4-4d98-a2be-e24573dc668b,9fa5528f-0fca-4816-b339-0240fc80b3b4
tch_20200625-194535_75,0ef82e6e-b6f5-11ea-94cc-0242ac110002,std_1593097437295_75,class_20200625-194535_75,W6vB-XWEj,f5c69a17-095c-4b8f-91c7-f74f40e4de07,10198fe7-5f18-4c47-a9e2-4b35703108be,6a54f5a0-8007-4822-8fd6-b78526635236,98a5f81e-8110-4362-a528-69066c0b2726,fec4e614-af0b-480c-b6b3-1c7cdc5b97c2,a20dea13-b428-4d7b-8d5e-001d6ff08451
tch_20200625-194535_77,0e383a36-b6f5-11ea-840b-0242ac110002,std_1593097436049_77,class_20200625-194535_77,XT8y-k28G,8263b0aa-04b9-49ae-9f33-94edc0c580be,a9c385d8-3b4a-4188-8c50-c81f91cba64c,1b343db5-0ad2-4135-95bb-138a2036617e,7239aaf1-b5e2-46e6-9a34-4005bfb7bffa,7fd7699d-a8ac-48bd-b855-1b99b2112d70,4c856b8f-872c-4da6-83cb-a1fbe136e7eb
tch_20200625-194535_73,10ee59e9-b6f5-11ea-94cc-0242ac110002,std_1593097440586_73,class_20200625-194535_73,6YmP-M3vi,f12173df-4a0e-43e7-aab9-cc2133086ad2,b94849c9-bcc9-4934-9d29-acafadfc5d68,d7157db9-94b9-4fa8-b633-8dbc608a3731,4eccbf03-a63b-49b8-a690-08d766f20bd3,f3e50b1e-3728-4778-a43c-f7ec8accecda,bfdfa907-6c6c-4e24-a403-57cda6c7bbbd
tch_20200625-194535_71,1152c026-b6f5-11ea-94cc-0242ac110002,std_1593097441208_71,class_20200625-194535_71,7yvJ-nh68,e137ea27-11e3-4e9a-ba99-73bae0037e6a,ed1dfc0f-1360-4bdd-83e7-8280c7e7b5a7,6a63627b-a87a-42f6-86f3-7016d7439b70,5c275705-4aea-4320-a9b7-b9dc39ba6aec,55670596-f513-4bc7-a355-e3b20cf15332,ce9bc0ed-38d3-4a46-9c40-d425699e26c9
tch_20200625-194535_63,12793f3b-b6f5-11ea-840b-0242ac110002,std_1593097443185_63,class_20200625-194535_63,6fRJ-o28L,1e3d8669-0f29-4915-bdde-797ce4a7b229,c523349c-cc52-4079-bdae-83ed449df1f6,13279ee3-5d05-449d-a0ab-f82dabc96f18,9c7e2136-42f9-4032-80a9-cdbc5ecb4937,ed6d79e1-dd34-4200-874c-4a9ea4192fc9,d0f17c91-0281-4f77-86cd-d4007ff2d39a
tch_20200625-194535_69,1499fca0-b6f5-11ea-94cc-0242ac110002,std_1593097446749_69,class_20200625-194535_69,fcDY-Mu76,3339371b-846d-4120-b765-8124908edd74,b4e7e7f4-a416-4404-bed8-8904e15c3d73,f3dab385-165e-4e6e-a958-659d80259c0b,aee474b1-0d07-4438-b5ed-4f12096c6359,3077aca4-c2f7-4ed9-8c24-a89479c7f343,cc8a883d-e60a-4a67-86b8-1d6092b1bc42
tch_20200625-194535_62,156dee3a-b6f5-11ea-840b-0242ac110002,std_1593097448127_62,class_20200625-194535_62,2mv8-oTzZ,da8736d5-32fa-4ee8-ac37-a0586adf63a5,c8c69917-8ca6-4546-82ee-c57b3af2011c,a8aa1c4d-1aa4-4fe4-8bd2-48e17ce7947f,8a11e28b-a106-4139-8a8e-35289b86a393,b96512ed-a58c-4ee7-85e8-338262e2a53e,1a61321a-d122-440b-9e60-a78037bbb8ea
tch_20200625-194535_65,1807d341-b6f5-11ea-840b-0242ac110002,std_1593097452465_65,class_20200625-194535_65,HmPC-q24D,8cc1934b-d41d-4ded-b20a-8a9e9d34dcaa,74594202-01e1-499e-b361-7cb548827a71,d9d1d472-946d-49b3-9264-fe72bdfeb740,a48cc719-8096-4332-bccc-5b961234059b,0f303a8c-08f8-47f6-bb90-ad20d6bf826f,5bd3a880-6d99-4bdc-8132-b052e6b1783f
tch_20200625-194535_67,18998bc6-b6f5-11ea-94cc-0242ac110002,std_1593097453437_67,class_20200625-194535_67,4vmy-3DmJ,cb49e527-8caa-4a1d-9ed2-5452318090c0,0cce75ee-d865-4ed3-a275-0855a47b170d,b3de635a-83d4-4f11-a5e2-9ad24389483b,b032c09c-a87c-43f6-9d49-1c517ceac352,75880a0c-bf4c-4809-a529-7444b00b9ebf,881f8050-9aa5-4e08-ac4a-f30a29584776
tch_20200625-194535_72,1c6adf58-b6f5-11ea-840b-0242ac110002,std_1593097459857_72,class_20200625-194535_72,MfzH-PtJi,dec38604-a6d9-4b8b-a4bd-fe5804826879,8e129925-16e6-42f3-b614-941868dee372,f71bdf00-9544-422b-904f-3588bc00edb0,674d6a63-e7b8-4b76-abc1-311bb3243f92,961ffc44-8db8-4bb4-bd8f-8a1f1612449b,3ee6c907-2139-4ca1-b9b4-ac6ec6960345
tch_20200625-194535_68,1c3c2d72-b6f5-11ea-94cc-0242ac110002,std_1593097459553_68,class_20200625-194535_68,H6Xb-A3Du,a7f1524b-b3e2-45d9-99ea-9b045e15e3ad,57c22531-dee5-4979-adcc-d8aa71e5a768,353bf61f-d7a6-4dc8-a2b8-00dcd547d78f,13942a40-10fb-4dc0-9a20-013db764a536,1e964d7a-2513-4c52-aec0-5c482ec3be44,99af2771-db7f-41ec-a555-8d91ab29abda
tch_20200625-194535_64,1e816308-b6f5-11ea-94cc-0242ac110002,std_1593097463343_64,class_20200625-194535_64,v9uh-7ZQp,5c4a2859-9a5a-4cbb-88f9-53c612a2e379,b40291f6-872d-4797-b66e-915537b1e67a,597791c5-d892-4891-9707-1fc8ef6ee87b,b646a88d-7915-4262-a891-a714af66fb32,3ab34979-03e7-46c4-b1dc-2292f151727b,1139ef14-a2b1-43e0-a0ba-a4fdb366bd54
tch_20200625-194535_73,1fdcfb3b-b6f5-11ea-94cc-0242ac110002,std_1593097465640_73,class_20200625-194535_73,6YmP-M3vi,f12173df-4a0e-43e7-aab9-cc2133086ad2,b94849c9-bcc9-4934-9d29-acafadfc5d68,d7157db9-94b9-4fa8-b633-8dbc608a3731,4eccbf03-a63b-49b8-a690-08d766f20bd3,f3e50b1e-3728-4778-a43c-f7ec8accecda,bfdfa907-6c6c-4e24-a403-57cda6c7bbbd
tch_20200625-194535_76,1eaf503f-b6f5-11ea-840b-0242ac110002,std_1593097463657_76,class_20200625-194535_76,DQ87-E9xT,eba312c5-49e6-4e2b-a14c-c9448e2a1bc4,fda47448-cf8b-4481-80d6-5ead788f9e35,b9229868-e76d-44df-a715-292a1f1a97ad,b47d3159-c1dc-43e3-88b7-a2f0bbf215d8,968c9831-b83e-4bde-866d-8816fbd59866,7a130a2d-0088-4883-aa3f-3f4cba73c823
tch_20200625-194535_78,1ed353be-b6f5-11ea-94cc-0242ac110002,std_1593097463870_78,class_20200625-194535_78,8ENF-dPDT,6bfd9613-f350-47e4-abc0-5420de13c125,497da2c7-9d46-43cc-9856-ab923b51501f,4f1a528b-2924-4222-b6a1-d4ef326288a2,d646298a-cce3-462f-a3d4-40f5daea198c,a2310766-5ee4-4d98-a2be-e24573dc668b,9fa5528f-0fca-4816-b339-0240fc80b3b4
tch_20200625-194535_77,1fd72f3d-b6f5-11ea-840b-0242ac110002,std_1593097465598_77,class_20200625-194535_77,XT8y-k28G,8263b0aa-04b9-49ae-9f33-94edc0c580be,a9c385d8-3b4a-4188-8c50-c81f91cba64c,1b343db5-0ad2-4135-95bb-138a2036617e,7239aaf1-b5e2-46e6-9a34-4005bfb7bffa,7fd7699d-a8ac-48bd-b855-1b99b2112d70,4c856b8f-872c-4da6-83cb-a1fbe136e7eb
tch_20200625-194535_79,225bb6da-b6f5-11ea-94cc-0242ac110002,std_1593097469808_79,class_20200625-194535_79,hNGF-9Gq8,4c00da93-1f18-4fdd-ba19-ff0da1d42886,9960b0ae-71db-42cd-9de6-bb80b44f71a6,3dc7f289-48e7-40a4-9d51-371846e93d90,c7a37bfe-f767-4a1d-bf1c-ada42724b034,789b9add-2010-4097-9ce2-b37e18d92598,e82efb0f-95c3-41bd-82f1-78562d04a949
tch_20200625-194535_70,25b40952-b6f5-11ea-840b-0242ac110002,std_1593097475444_70,class_20200625-194535_70,ckKj-493J,29aa8981-6235-4d79-8bdc-68a67f0c8b58,f9859e16-603a-476a-b013-f5226e7ea91c,8e8c5576-b0b6-4172-a807-f418f988d60d,df92428c-b6ca-4c8c-89d6-724c87d61100,2b0daf74-c8ed-4f85-8362-f8cb270e4fe3,df209422-1b99-42a4-9fa0-25af37645d91
tch_20200625-194535_66,23985576-b6f5-11ea-94cc-0242ac110002,std_1593097471870_66,class_20200625-194535_66,eUi9-jw3e,7ae96f84-38b8-419c-8521-751d31fd4950,a5dd01ce-f3b8-4b31-aad6-b3f515917b6f,e41d29ce-e7f6-43c7-8eb1-47147e4bdf08,448dd6c0-9ca6-43ab-80c6-b4a2de6013bd,faa132ef-8493-4b04-b8e2-aeafbe32b995,3faf75fa-a911-4b4a-9f19-21eb3ae2b4ed
tch_20200625-194535_74,24f722b7-b6f5-11ea-840b-0242ac110002,std_1593097474194_74,class_20200625-194535_74,FfA4-7fa2,d8efbd87-1208-46a2-bb9e-dd919cc52abc,e9f0e6d9-ec33-4848-935f-4e56cdd53b37,4cf8beff-1bd8-44cf-9f83-bef8fe562ae3,efd0f122-8034-4579-a697-170ee2b813c4,67899cdb-364f-4ae2-8520-703b49cd7b8e,aa01a30e-f127-4c35-a756-b718df40b647
tch_20200625-194535_69,25ac8f18-b6f5-11ea-840b-0242ac110002,std_1593097475389_69,class_20200625-194535_69,fcDY-Mu76,3339371b-846d-4120-b765-8124908edd74,b4e7e7f4-a416-4404-bed8-8904e15c3d73,f3dab385-165e-4e6e-a958-659d80259c0b,aee474b1-0d07-4438-b5ed-4f12096c6359,3077aca4-c2f7-4ed9-8c24-a89479c7f343,cc8a883d-e60a-4a67-86b8-1d6092b1bc42
tch_20200625-194535_65,26a17730-b6f5-11ea-94cc-0242ac110002,std_1593097476981_65,class_20200625-194535_65,HmPC-q24D,8cc1934b-d41d-4ded-b20a-8a9e9d34dcaa,74594202-01e1-499e-b361-7cb548827a71,d9d1d472-946d-49b3-9264-fe72bdfeb740,a48cc719-8096-4332-bccc-5b961234059b,0f303a8c-08f8-47f6-bb90-ad20d6bf826f,5bd3a880-6d99-4bdc-8132-b052e6b1783f
tch_20200625-194535_64,2d020011-b6f5-11ea-840b-0242ac110002,std_1593097487688_64,class_20200625-194535_64,v9uh-7ZQp,5c4a2859-9a5a-4cbb-88f9-53c612a2e379,b40291f6-872d-4797-b66e-915537b1e67a,597791c5-d892-4891-9707-1fc8ef6ee87b,b646a88d-7915-4262-a891-a714af66fb32,3ab34979-03e7-46c4-b1dc-2292f151727b,1139ef14-a2b1-43e0-a0ba-a4fdb366bd54
tch_20200625-194535_72,2ae2a366-b6f5-11ea-840b-0242ac110002,std_1593097484128_72,class_20200625-194535_72,MfzH-PtJi,dec38604-a6d9-4b8b-a4bd-fe5804826879,8e129925-16e6-42f3-b614-941868dee372,f71bdf00-9544-422b-904f-3588bc00edb0,674d6a63-e7b8-4b76-abc1-311bb3243f92,961ffc44-8db8-4bb4-bd8f-8a1f1612449b,3ee6c907-2139-4ca1-b9b4-ac6ec6960345
tch_20200625-194535_73,2df7d27b-b6f5-11ea-94cc-0242ac110002,std_1593097489302_73,class_20200625-194535_73,6YmP-M3vi,f12173df-4a0e-43e7-aab9-cc2133086ad2,b94849c9-bcc9-4934-9d29-acafadfc5d68,d7157db9-94b9-4fa8-b633-8dbc608a3731,4eccbf03-a63b-49b8-a690-08d766f20bd3,f3e50b1e-3728-4778-a43c-f7ec8accecda,bfdfa907-6c6c-4e24-a403-57cda6c7bbbd
tch_20200625-194535_68,2bd3b96b-b6f5-11ea-94cc-0242ac110002,std_1593097485697_68,class_20200625-194535_68,H6Xb-A3Du,a7f1524b-b3e2-45d9-99ea-9b045e15e3ad,57c22531-dee5-4979-adcc-d8aa71e5a768,353bf61f-d7a6-4dc8-a2b8-00dcd547d78f,13942a40-10fb-4dc0-9a20-013db764a536,1e964d7a-2513-4c52-aec0-5c482ec3be44,99af2771-db7f-41ec-a555-8d91ab29abda
tch_20200625-194535_78,2fc788fa-b6f5-11ea-840b-0242ac110002,std_1593097492299_78,class_20200625-194535_78,8ENF-dPDT,6bfd9613-f350-47e4-abc0-5420de13c125,497da2c7-9d46-43cc-9856-ab923b51501f,4f1a528b-2924-4222-b6a1-d4ef326288a2,d646298a-cce3-462f-a3d4-40f5daea198c,a2310766-5ee4-4d98-a2be-e24573dc668b,9fa5528f-0fca-4816-b339-0240fc80b3b4
tch_20200625-194535_75,30351847-b6f5-11ea-94cc-0242ac110002,std_1593097493051_75,class_20200625-194535_75,W6vB-XWEj,f5c69a17-095c-4b8f-91c7-f74f40e4de07,10198fe7-5f18-4c47-a9e2-4b35703108be,6a54f5a0-8007-4822-8fd6-b78526635236,98a5f81e-8110-4362-a528-69066c0b2726,fec4e614-af0b-480c-b6b3-1c7cdc5b97c2,a1cae925-fdef-4504-9bc0-8797574dfe8d
