stdextid,grpid,tchextid
std_1593157307654_59,386af06c-4ae8-4965-b594-b7558a260716,tch_20200626-122441_59
std_1593156689317_56,1cd6e084-0470-4894-a9ab-73dabbc5e527,tch_20200626-122441_56
std_1593157669784_62,685e0bc3-3e8f-455b-a75b-7ad47d80606b,tch_20200626-122441_62
std_1593156843422_60,69d29c88-229d-4e85-a6e6-6804440bdfa8,tch_20200626-122441_60
std_1593157416808_61,d8360a5e-7027-42a9-aeda-c0b823a78fde,tch_20200626-122441_61
std_1593157002531_58,533ecaf8-66d9-411b-8964-5b55c9ffc05f,tch_20200626-122441_58
std_1593157387513_63,e9a68fb8-0f01-4232-8bae-7a56b9ccf516,tch_20200626-122441_63
std_1593156759062_57,b072daef-67c2-4dd9-8bcc-e8af3654599a,tch_20200626-122441_57
std_1593157061655_59,3d9fc9dd-c2df-4705-8f82-182c7905d700,tch_20200626-122441_59
std_1593157400152_62,33fb07c8-c545-4e34-9cd8-74a5b6b88237,tch_20200626-122441_62
std_1593157690170_64,d8eb5451-dcfa-4261-be39-fa9868ceb9c2,tch_20200626-122441_64
std_1593157146150_61,c0b9cef3-b95a-488d-80a1-32f966b16da4,tch_20200626-122441_61
std_1593157153933_63,305e6069-80b5-4d9c-a6c5-c889f54627ec,tch_20200626-122441_63
std_1593156777926_58,92fb8d43-05d5-49b0-94b5-f2678dda7d0c,tch_20200626-122441_58
std_1593156806888_59,8da4bba0-0bbb-4497-9a6a-0848d3e57ac0,tch_20200626-122441_59
std_1593157146532_62,0c636cdf-b907-4982-88e1-107b3e088e34,tch_20200626-122441_62
std_1593157424604_64,a83f8790-412c-4bcc-827b-9a6bec4529ac,tch_20200626-122441_64
std_1593156869752_61,daa84a16-3e36-4131-a7b7-e1a1d287119a,tch_20200626-122441_61
std_1593156927479_63,71d42969-76eb-4967-9a4e-29baf5507a96,tch_20200626-122441_63
std_1593157750611_65,3e89a400-0db4-4084-ae09-14e4f50ffaab,tch_20200626-122441_65
std_1593156895386_62,b6c8bf72-68cf-4ed6-acc5-77f79ad0f5c3,tch_20200626-122441_62
std_1593157151936_64,c336c834-555c-45dc-bb91-e06e3a3350fc,tch_20200626-122441_64
std_1593157768401_68,2e6a9512-632e-40bf-b702-bc98d4a7fa4e,tch_20200626-122441_68
std_1593157473946_65,9f1db176-b676-4d0f-86d5-35471bb166cf,tch_20200626-122441_65
std_1593157778083_67,eb33dc93-bad2-46e3-980e-abc35477d61b,tch_20200626-122441_67
std_1593156933861_64,cacb8ba6-fb69-4728-88f8-51fa2dd35d7b,tch_20200626-122441_64
std_1593157539708_68,f24cbcd5-1ae7-4028-8f0f-e671dc7faef7,tch_20200626-122441_68
std_1593157216796_65,e289578e-e12e-44cd-b1a2-dc11965b14a9,tch_20200626-122441_65
std_1593157552396_67,1fbd966b-457f-4f35-b363-e60d5f608b55,tch_20200626-122441_67
std_1593157782605_66,fa659def-f5c9-4d5b-a7d1-8ce6be3a8610,tch_20200626-122441_66
std_1593157864588_69,d0d56d93-9a8f-4892-9f50-3c4a60855f5c,tch_20200626-122441_69
std_1593157299433_68,277b0fea-efd6-4a35-ab52-a8bff0afea23,tch_20200626-122441_68
std_1593156976914_65,bb67729e-28a9-4134-bd5a-f9228dc07251,tch_20200626-122441_65
std_1593157503026_66,cf80f8c5-5817-4893-b1c7-58b95a28c10a,tch_20200626-122441_66
std_1593157301738_67,7f3cf3c7-64e0-4a6a-8097-3c1af78b22c6,tch_20200626-122441_67
std_1593157636404_69,23663608-5dd5-45b1-9340-9f73c331050b,tch_20200626-122441_69
std_1593157063142_68,1f2b8013-390f-4b4b-b051-d92e258f05d6,tch_20200626-122441_68
std_1593157909967_70,4ee328b9-bcc9-47e8-abc6-c4cd6a624e4c,tch_20200626-122441_70
std_1593157272380_66,4af504fb-3a99-4cb0-8f06-30a08a62498f,tch_20200626-122441_66
std_1593157931805_71,3bffda13-4fc2-4535-81af-61ce560dcb17,tch_20200626-122441_71
std_1593157046700_67,b778ed3f-c71c-4b3d-a24b-eea3bf257387,tch_20200626-122441_67
std_1593157387221_69,a2dc26fb-d303-424b-ac9a-bee950227b2e,tch_20200626-122441_69
std_1593157667975_70,b4b29e50-3e13-4d86-b8dc-d32cb5b5263d,tch_20200626-122441_70
std_1593157018404_66,3a4ddf22-6c85-4d1f-8d52-929bde6bf475,tch_20200626-122441_66
std_1593157661274_71,b0c7f439-392c-45eb-8443-86f81395764d,tch_20200626-122441_71
std_1593157948799_72,1fcc3773-c016-4a51-aa6a-10311be6a85b,tch_20200626-122441_72
std_1593157118866_69,0a3a58ce-140f-40d1-9d7e-f0397489ad7d,tch_20200626-122441_69
std_1593157946076_73,3578a4af-4de4-471a-83e4-0c040bc723b3,tch_20200626-122441_73
std_1593157395544_70,3ae50404-d371-41f3-b53f-3bef2e14b87c,tch_20200626-122441_70
std_1593157417579_71,6ed26784-621f-49b2-a718-2692bb661e01,tch_20200626-122441_71
std_1593157674759_72,5819e27c-1cfd-4ac3-8ad5-7bc93c6c9566,tch_20200626-122441_72
std_1593157117453_70,501dcd12-6a0b-406a-99fc-41fff1f5499e,tch_20200626-122441_70
std_1593157708203_73,10a640f5-6885-4cee-83f0-cdae40d03a5a,tch_20200626-122441_73
std_1593157151065_71,64d3a588-3e84-44bf-8a69-9b9e7b02fe0f,tch_20200626-122441_71
std_1593158052738_74,be00c8e8-6d1e-4394-a755-efcff0219166,tch_20200626-122441_74
std_1593157441519_72,42fca436-d529-4493-a25a-1041740a7fd8,tch_20200626-122441_72
std_1593157457491_73,e6efcc89-ebeb-475a-ab08-0f30eca47103,tch_20200626-122441_73
std_1593157768685_74,1ef7e9b6-5aa6-405c-a7d3-a4c53f081dab,tch_20200626-122441_74
std_1593157193903_72,b3566245-b5c6-4cad-b681-c8441573af24,tch_20200626-122441_72
std_1593157196856_73,1c942eef-f4f1-4524-a78a-0dd8821b3827,tch_20200626-122441_73
std_1593157514343_74,89a0dd6b-1f58-4771-b179-0284eaefb690,tch_20200626-122441_74
std_1593158114466_75,09c51380-c015-4cce-a5f1-9f9dfd8e16e3,tch_20200626-122441_75
std_1593157259329_74,b8747974-d4a2-4740-aac9-4fc3aa8a6695,tch_20200626-122441_74
std_1593157864224_75,a467342b-b8a9-439f-ad5b-57c307257d9a,tch_20200626-122441_75
std_1593158119316_76,4389cea6-b250-4483-8437-32494e17c3aa,tch_20200626-122441_76
std_1593158184012_81,121a2d47-1a41-4da1-8076-7ea99b1cac1a,tch_20200626-122441_81
std_1593158164729_77,1fbfc1c8-3a69-457c-8808-90ac89adf6ad,tch_20200626-122441_77
std_1593157575612_75,5d702c9b-5c11-4b54-a86f-bd376e6250c7,tch_20200626-122441_75
std_1593157856442_76,2d5150df-8e7b-4f30-8b81-5a454ab66591,tch_20200626-122441_76
std_1593157922832_81,731f0656-a897-4b6c-beca-2536b919d48d,tch_20200626-122441_81
std_1593158196672_78,adab9e08-c5c3-49d0-8ff8-1be50e4858b9,tch_20200626-122441_78
std_1593158177301_79,77e51035-7901-403e-833d-091720161065,tch_20200626-122441_79
std_1593157903368_77,41cca93b-d690-4efc-b87b-d8a78f432d62,tch_20200626-122441_77
std_1593157270489_75,d85e5db3-3309-4052-b21f-ed1efe1f0239,tch_20200626-122441_75
std_1593157571780_76,78b61dcd-162d-4c1a-8033-38df1af57a09,tch_20200626-122441_76
std_1593157690551_81,ea118eed-772a-4b80-a64d-1668483b53e9,tch_20200626-122441_81
std_1593157930716_78,69e11461-c1a5-4a93-b592-0cde12e7f978,tch_20200626-122441_78
std_1593157619484_77,570b9314-00c0-4139-a22e-9a0bc76d75f2,tch_20200626-122441_77
std_1593158240893_82,92a41ff7-6bc0-4537-927a-24aece8b02a4,tch_20200626-122441_82
std_1593157879924_79,51c20d6d-70d9-44a4-adb4-e46cd5a97464,tch_20200626-122441_79
std_1593158205677_80,4c3287f5-5098-40c3-979c-179d3e6a8e8e,tch_20200626-122441_80
std_1593157444103_81,74b96985-3086-46ef-816d-8d4ffd878603,tch_20200626-122441_81
std_1593157313277_76,928428e8-2981-46e9-aab4-ec01a9380b56,tch_20200626-122441_76
std_1593157657718_78,59552b4c-74d7-410c-bf72-23c594486b24,tch_20200626-122441_78
std_1593157352885_77,065d5e56-e2f6-492b-8904-76e159263cb5,tch_20200626-122441_77
std_1593157985922_82,3c71bd14-aa09-4bcc-a34d-585c99d3fb75,tch_20200626-122441_82
std_1593157921038_80,9c7e5e55-0875-4dec-913f-fc8fb261758f,tch_20200626-122441_80
std_1593157648691_79,5dc0f687-cdc9-4717-a280-d22aadbd54fe,tch_20200626-122441_79
std_1593157387549_78,b7ed7193-1e38-4839-9c52-42b46c290992,tch_20200626-122441_78
std_1593158300880_84,2a4822f7-30ba-4c63-b6eb-a397c2bed2b3,tch_20200626-122441_84
std_1593157753720_82,830f4563-f9c5-42f8-9eab-e31783f7c203,tch_20200626-122441_82
std_1593157411463_79,f125e926-1c32-459d-aa8c-d9d795d0d9b9,tch_20200626-122441_79
std_1593157679672_80,7604c7d5-2277-4397-88a4-dcb774b9a94d,tch_20200626-122441_80
std_1593158321390_83,91f5ef36-d09f-48c0-b3c2-cd8b46282893,tch_20200626-122441_83
std_1593158032199_84,e405b512-6ca3-4bd4-b16f-d8cc18418126,tch_20200626-122441_84
std_1593158061881_83,74282e4c-3df1-4345-9fc8-a1e884a84b1b,tch_20200626-122441_83
std_1593157411652_80,50397af3-9fec-4a65-9ccd-5b556067369c,tch_20200626-122441_80
std_1593157478260_82,acef28a4-99fc-4cca-86b8-6c6d1ece8929,tch_20200626-122441_82
std_1593158392570_87,fda91f3c-c346-41ef-968a-dd0c341f4a88,tch_20200626-122441_87
std_1593157801133_84,1533be13-7df5-4051-9141-a647ce4ec86f,tch_20200626-122441_84
std_1593157790230_83,6a03e8dc-292a-4b46-ad4d-219e7d4f2dfa,tch_20200626-122441_83
std_1593158379191_85,c82dfa4b-59c6-477e-a3e1-993a4298a69b,tch_20200626-122441_85
std_1593158398881_86,006c2894-6391-4ff2-bda3-037410007846,tch_20200626-122441_86
std_1593158137327_87,d197e95e-1c2d-4c4b-af62-1e27d342ffe9,tch_20200626-122441_87
std_1593157534421_84,98ed4161-75f4-43b9-981f-c22432caaf19,tch_20200626-122441_84
std_1593157528579_83,9ef4da69-7345-434b-928a-e1cf5947432b,tch_20200626-122441_83
std_1593158122866_85,ccff4949-14e1-449f-9b40-7ebe29d590cd,tch_20200626-122441_85
std_1593158460765_89,007baf6a-b90d-4318-bdcf-d6940811a613,tch_20200626-122441_89
std_1593157871648_87,6b59085a-5690-4cba-9de2-ab3b01879f03,tch_20200626-122441_87
std_1593158152061_86,32b4464d-63ba-49e7-b18b-6cee28211fff,tch_20200626-122441_86
std_1593158445974_90,1c0d6f75-8ad5-4e32-b114-4dd9e15d786b,tch_20200626-122441_90
std_1593157853851_85,24e4f1d3-8343-43d3-b5c6-fe465e88a6f8,tch_20200626-122441_85
std_1593158186640_89,35fffb37-729d-487d-9a63-65b9aac4bd55,tch_20200626-122441_89
std_1593157631549_87,7179e2cb-4d91-4adf-9f8f-82922f6a62e2,tch_20200626-122441_87
std_1593157871543_86,7fbf26a5-80bf-4f93-8233-263a13a1e18e,tch_20200626-122441_86
std_1593158215305_90,a944d0b5-638d-4e54-a152-7f428b1a0e6c,tch_20200626-122441_90
std_1593157557802_85,3c39273d-fba1-4abd-9d22-22e6fe3327c5,tch_20200626-122441_85
std_1593157923614_89,09b645da-829f-49f7-9270-4eb26f156a50,tch_20200626-122441_89
std_1593157600411_86,2411f53c-3bc7-4f60-b636-f29b1d12114b,tch_20200626-122441_86
std_1593158483208_88,842b0464-db2b-4a76-bee2-de86cf98a473,tch_20200626-122441_88
std_1593157961726_90,9c8bdf58-d99d-4a73-a9e0-b22242be3956,tch_20200626-122441_90
std_1593158543791_91,d7d5f86a-1e61-4b4e-9242-c6d6a2ef66c5,tch_20200626-122441_91
std_1593157701709_89,6d44b585-3eb8-43c2-981f-72106c4b00af,tch_20200626-122441_89
std_1593158583926_94,a150c3b8-c705-4c2d-b5de-d5ae3dcdf729,tch_20200626-122441_94
std_1593158221462_88,c3fc8d53-1bac-4ec9-bc0d-d71f2e13c9d5,tch_20200626-122441_88
std_1593158570009_92,fd3d21b9-b493-40a0-a63d-48a7a8a1f945,tch_20200626-122441_92
std_1593157712454_90,5178a0e8-e468-49cf-be33-76f1d9612d42,tch_20200626-122441_90
std_1593158576257_93,413ff230-50f2-4ef3-9952-3b2e6185be7d,tch_20200626-122441_93
std_1593158288138_91,2c5adcc7-7363-4c8e-9853-a3174bbd67e1,tch_20200626-122441_91
std_1593158305331_92,037cc6dd-c0f3-4fc9-b3f9-d96c1cb430ad,tch_20200626-122441_92
std_1593158313895_94,d7e93da5-1240-423a-bea9-5d0bee543503,tch_20200626-122441_94
std_1593157950358_88,ed42a4b4-4235-4394-8cfc-c8afb0c58070,tch_20200626-122441_88
std_1593158319219_93,6d20c1b2-0619-434e-9b66-06f01aafa32a,tch_20200626-122441_93
std_1593158015939_91,cd9cfce1-3ffe-4461-bd97-a50b27885810,tch_20200626-122441_91
std_1593158036746_92,d0b71e5f-b9ae-4bea-a1b7-69bedb2f60d3,tch_20200626-122441_92
std_1593158076748_94,04b8e000-c4b4-469a-8d39-9c365e3946cc,tch_20200626-122441_94
std_1593157666957_88,d74f3f0c-91af-45a8-9513-5a9cdd8bfa37,tch_20200626-122441_88
std_1593158076187_93,b7bd1bd5-9e8a-443e-94b0-e3ea390677d4,tch_20200626-122441_93
std_1593157736398_91,4b2d8214-f192-405f-826f-49b51d05858f,tch_20200626-122441_91
std_1593157778823_92,29c0851c-0265-4be7-a7d3-faba967c2fab,tch_20200626-122441_92
std_1593157838873_94,81de6d65-5e13-400f-9649-f5c6786dc03d,tch_20200626-122441_94
std_1593157820563_93,d367a25d-513c-4736-b4e3-843f01e9b176,tch_20200626-122441_93
std_1593158685484_97,92d6abe8-f590-4f09-af4b-656a0e0d8b28,tch_20200626-122441_97
std_1593158698752_96,fb806307-0133-45f0-b667-e7b4470558ab,tch_20200626-122441_96
std_1593158680788_95,ee7c8d06-810f-4486-81f8-c8724b117dd1,tch_20200626-122441_95
std_1593158435365_95,879c23e5-098f-471d-94f0-0024faf67594,tch_20200626-122441_95
std_1593158446631_97,3535904b-e3ff-4b55-9e79-f865ea31b221,tch_20200626-122441_97
std_1593158440502_96,4d71fba0-b5cf-4e18-aaf5-b8586c47508b,tch_20200626-122441_96
std_1593158197371_97,e6c38ed8-92f9-4510-bfb9-03cb9579de0b,tch_20200626-122441_97
std_1593158180290_95,d76bce5a-6573-4cc6-acc9-52491497602c,tch_20200626-122441_95
std_1593158211503_96,89ad3f75-f401-4274-8cbf-9be70b03d472,tch_20200626-122441_96
std_1593158777731_99,783b676f-d65d-4045-ae2e-a03879cb2a4c,tch_20200626-122441_99
std_1593157879665_95,a42407f9-2e0a-462a-8358-f0c02652cc71,tch_20200626-122441_95
std_1593157938157_97,f60fb502-5734-4c89-851f-c548962ee578,tch_20200626-122441_97
std_1593157904739_96,b8fca768-2c35-4139-8b4b-3faa1afa17bd,tch_20200626-122441_96
std_1593158486556_99,40d634e2-5787-459a-a81f-a0b2fbf791e9,tch_20200626-122441_99
std_1593158808646_98,c220af14-a8cc-4104-bea4-e7d4a6fa9c27,tch_20200626-122441_98
std_1593158218858_99,bae9c680-7475-48d2-9266-d6578d12dc98,tch_20200626-122441_99
std_1593158528463_98,37be5a37-49b9-4e6a-a7d2-90bc9e0f6078,tch_20200626-122441_98
std_1593158862554_100,00b0c063-03d3-4000-a2ae-9e46ced9f192,tch_20200626-122441_100
std_1593157985606_99,40612c81-96b3-43a8-983b-a51fe5b671f0,tch_20200626-122441_99
std_1593158228960_98,4c39233a-0266-476b-9943-1b97fb441297,tch_20200626-122441_98
std_1593158571942_100,3443a408-652e-4722-8716-bbdb8a8ed338,tch_20200626-122441_100
std_1593157971020_98,df886f1b-a5ed-4abb-9454-e0f779747157,tch_20200626-122441_98
std_1593158313921_100,c5d296dd-051f-425e-9c39-342569f8edd4,tch_20200626-122441_100
std_1593158046129_100,ae94222d-77d9-444c-a9d6-cd72d6e6bc86,tch_20200626-122441_100
std_1593361863175_1,d71fd823-a255-41c1-bc18-d17bde3fc6ae,tch_20200628-214431_1
std_1593361890387_2,c1506890-14ec-4b0b-863c-112f8e8f3ec3,tch_20200628-214431_2
std_1593361729422_1,3875a1b2-97ec-45f9-8f6e-82b355091904,tch_20200628-214431_1
std_1593361911048_3,06cdc919-f92a-4d27-84ec-898d87bf53e4,tch_20200628-214431_3
std_1593361928794_4,14a3a2b3-1592-4a8d-8b8d-a4f5b5718fdf,tch_20200628-214431_4
std_1593361750822_2,a07cacf4-f314-4371-a398-db3f7f234262,tch_20200628-214431_2
std_1593361586795_1,6f270348-e329-4edf-8b91-bce29c16eb99,tch_20200628-214431_1
std_1593361958469_5,65cff69d-5aa6-4e90-a715-db8a7906cf5f,tch_20200628-214431_5
std_1593361790239_3,03cff3ee-12ad-431e-ac25-ea9c8184b1e0,tch_20200628-214431_3
std_1593361802239_4,fd0291b5-8594-4fe8-baf1-f56784367322,tch_20200628-214431_4
std_1593361448194_1,8a6fc903-e549-479e-8bb1-68d22b664e46,tch_20200628-214431_1
std_1593361616729_2,50688a34-6746-4e53-a5d7-805bb2ce6455,tch_20200628-214431_2
std_1593361984417_6,fc9b0a2e-d846-483a-be9e-ebf608199ff8,tch_20200628-214431_6
std_1593361832878_5,6f2b6f11-ee45-4c86-b446-05911daac2b5,tch_20200628-214431_5
std_1593361657707_3,c6eef9ed-6b3f-4919-8ec0-64dc31403b84,tch_20200628-214431_3
std_1593361676043_4,1b67f66a-0e73-4153-97fd-912843b2a975,tch_20200628-214431_4
std_1593361478015_2,f7094815-94e6-4ec8-964a-4bcd2ca7eb79,tch_20200628-214431_2
std_1593362012895_7,7301625b-f836-4aa4-9769-daeb0f6547cb,tch_20200628-214431_7
std_1593361851213_6,8daf25ad-348e-431b-8e73-5f8b2bc3a6a9,tch_20200628-214431_6
std_1593361694477_5,354c8852-22b5-4be0-870a-b349dfb48882,tch_20200628-214431_5
std_1593361522372_3,f9cd1162-3a7e-4712-b55d-02e9fdcebefc,tch_20200628-214431_3
std_1593361546611_4,1b75730f-1c3f-466a-b8cf-842d92811edb,tch_20200628-214431_4
std_1593361881839_7,84c61ad9-0ecd-4a24-9960-3a13c9b4c079,tch_20200628-214431_7
std_1593361714840_6,35487708-b1b5-41fe-9ef9-57c6d6863ffb,tch_20200628-214431_6
std_1593362062206_8,c1ff33cd-bb6a-4659-9fb4-d3b2a75d026d,tch_20200628-214431_8
std_1593361565138_5,8fcede17-e132-45fc-9bf0-7c8627306fd3,tch_20200628-214431_5
std_1593362081220_9,257419ef-ad0f-4074-82a1-faca69d7cd7d,tch_20200628-214431_9
std_1593361753652_7,84f87621-ebf2-44a4-bc4f-a1f2b560db45,tch_20200628-214431_7
std_1593361582989_6,fd6c4dd6-29a3-4679-bcab-abc3ed030712,tch_20200628-214431_6
std_1593361934403_8,e7dac4b8-dd7a-4e26-bc3b-31ab3ce0e4da,tch_20200628-214431_8
std_1593362110343_10,4493919d-3a89-4f20-aaba-9b7c14a8607d,tch_20200628-214431_10
std_1593361940565_9,805b60dc-cb64-4cb4-b4d9-6b717915c25b,tch_20200628-214431_9
std_1593361628504_7,adaa71d6-83ab-4acf-ac90-1c3a02130206,tch_20200628-214431_7
std_1593361797847_8,91731663-1954-413e-bbe7-22b3b8a9634d,tch_20200628-214431_8
std_1593361979024_10,ca93e25d-3ed2-4b33-b179-d8b021e128a2,tch_20200628-214431_10
std_1593361809284_9,80dc1637-48f9-436e-a2d0-07cc46fef66f,tch_20200628-214431_9
std_1593362166867_12,a2621598-c217-4374-b459-45a86aaf3650,tch_20200628-214431_12
std_1593362169965_11,f8f786e5-5a64-460e-ac9c-668c8f832a71,tch_20200628-214431_11
std_1593361668961_8,f8fa3cca-9a5e-4bea-85e1-3c7dc8a2d7f8,tch_20200628-214431_8
std_1593361845393_10,1f3cf10d-8cf9-464d-b1f8-745b8add526e,tch_20200628-214431_10
std_1593361675618_9,dd33aa33-a65f-4be6-8748-1468b27e62e8,tch_20200628-214431_9
std_1593362034488_12,929e4ac2-faf5-4eb6-b613-bbaaa389e3fa,tch_20200628-214431_12
std_1593362031840_11,093e36ff-2316-4071-a5a8-9fff2a0a6750,tch_20200628-214431_11
std_1593362213578_13,f75b5562-5b07-4f5c-a3b4-b147b432497f,tch_20200628-214431_13
std_1593361713008_10,5e6349dd-9312-4b2a-b444-ec642cd83e5c,tch_20200628-214431_10
std_1593361907241_12,c36a3433-8137-4347-8b69-49c4eea214f8,tch_20200628-214431_12
std_1593362236255_14,2d66addd-7479-4463-ab65-44ffd5112d91,tch_20200628-214431_14
std_1593362241157_15,30409136-28e7-45da-9ac2-f95977bba37a,tch_20200628-214431_15
std_1593362083700_13,36ca511c-cbba-4783-a4b0-9a5e302f5154,tch_20200628-214431_13
std_1593361890245_11,2caaed3d-f218-4d6f-978c-03fb3e2863c1,tch_20200628-214431_11
std_1593361771701_12,669c0369-c768-4791-939c-256194ffe9b6,tch_20200628-214431_12
std_1593362100773_14,e23d093b-ebc2-4816-b1f2-4a8572b38995,tch_20200628-214431_14
std_1593361752454_11,c1b1a98a-55f1-48b7-8503-211c716af8da,tch_20200628-214431_11
std_1593361946734_13,679f906d-1348-4d66-98c8-1337a18c8e3d,tch_20200628-214431_13
std_1593362109902_15,c94c7c6e-815d-4f08-8ab3-3ef8a4d1cdcd,tch_20200628-214431_15
std_1593362289978_16,f10ffba2-1b1b-4778-a788-9e538f26f42f,tch_20200628-214431_16
std_1593361963053_14,7c49b017-6d89-4a24-9db4-f55b2e7a79b6,tch_20200628-214431_14
std_1593361982213_15,724b0bbf-c4a3-4d70-95c9-7226ce804885,tch_20200628-214431_15
std_1593361803616_13,bf4e7d7c-1642-45c4-ab90-508b336f198f,tch_20200628-214431_13
std_1593362161836_16,afa81c2b-3c2d-443e-8040-b962bfa89521,tch_20200628-214431_16
std_1593362345883_18,547edc04-c336-4422-abc7-2060b7ed0a71,tch_20200628-214431_18
std_1593362347423_17,8cee4d9a-bab1-4d21-bff1-a24a67391a6e,tch_20200628-214431_17
std_1593361821333_14,87f394b5-4090-4031-9b82-fc9f8dd173f2,tch_20200628-214431_14
std_1593361845404_15,81028cbd-7857-4553-b440-7455b2b7b050,tch_20200628-214431_15
std_1593362366022_19,88298bfb-3d1f-4457-bebe-d1430061d026,tch_20200628-214431_19
std_1593362033526_16,8c2a9961-0fcf-4530-8381-4831886a6ae1,tch_20200628-214431_16
std_1593362212363_18,384895e6-2ac2-4ee0-8897-753b9d544eb7,tch_20200628-214431_18
std_1593362216377_17,f930b01d-cab5-4088-926c-19315b2748d4,tch_20200628-214431_17
std_1593362233545_19,64be0e6f-f24d-4e5a-b1a7-dfafdf02ebb9,tch_20200628-214431_19
std_1593362395243_20,66592966-8612-40cf-9317-371a40ad67a1,tch_20200628-214431_20
std_1593361902491_16,86080d23-b614-4790-8324-0956ddc89b74,tch_20200628-214431_16
std_1593362082048_18,6c54c819-4192-4446-9c66-0b5d7334f0c0,tch_20200628-214431_18
std_1593362075951_17,4bfa0602-1b49-4d3f-ad0f-01d993c4c9e5,tch_20200628-214431_17
std_1593362273674_20,2af0cc15-abe7-4893-a301-c8666c871d23,tch_20200628-214431_20
std_1593362091585_19,083c6d04-8eea-4f46-b1e6-2bace4aa8fb2,tch_20200628-214431_19
std_1593362451304_21,d3731c2b-74e6-42e0-b3ea-a4c3f6c0a713,tch_20200628-214431_21
std_1593361951723_18,6d4d86e7-ad17-4a60-beb8-33456a623744,tch_20200628-214431_18
std_1593361942770_17,12d6ae79-745a-49df-b6a8-1829d4688e17,tch_20200628-214431_17
std_1593362143164_20,3956083a-62bf-405f-a952-e9b6615f2eba,tch_20200628-214431_20
std_1593361960673_19,81392b1c-7edf-42dd-9c8b-88e31a901f85,tch_20200628-214431_19
std_1593362490861_22,a1252860-fd07-412e-9a54-9cdfa1260ad0,tch_20200628-214431_22
std_1593362312649_21,9aa1da9c-8113-42db-b010-e1883acad5ac,tch_20200628-214431_21
std_1593362015100_20,f0a6b794-b1b2-45e0-abb0-37f3f8f26c8f,tch_20200628-214431_20
