teacherextuserid,classcode,classid,invitationid,tch
t145_1594828367492_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,8238bded-ec39-4672-8f07-c18f806b1671,t245_20200715-210618_31
t145_1594828367839_23,DMGy-HLoB,8288c073-c6b2-11ea-af23-0242ac110002,78f202b4-c421-4e09-9553-7885b6782473,t245_20200715-210618_23
t145_1594828369314_25,97rU-797J,a4b31797-c6b2-11ea-96b3-0242ac110002,f7067391-186b-4fb2-a64e-9da7088f3193,t245_20200715-210618_25
t145_1594828366151_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,c695e9da-c89f-4ce5-b9a9-735cdd2bd1c9,t245_20200715-210618_28
t145_1594828370235_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,810c9094-85e2-496e-8829-8db3face7ebb,t245_20200715-210618_32
t145_1594828371267_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,bca7ade9-8527-416f-9e54-f3dc6d1da657,t245_20200715-210618_30
t145_1594828371266_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,eed906d0-4881-4ae9-a12b-7aaec4a4244b,t245_20200715-210618_27
t145_1594828369584_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,32e91a35-1fcd-427c-aad2-86ca24f513e6,t245_20200715-210618_29
t145_1594828375526_24,gMy3-27AR,933a2105-c6b2-11ea-96b3-0242ac110002,38d07547-04aa-49a2-ba69-5db59e1a4e76,t245_20200715-210618_24
t145_1594828377929_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,1f6cd9c9-5ddc-413a-a679-64a6001d5bab,t245_20200715-210618_31
t145_1594828375245_26,Dkad-Kh2p,ba6e9975-c6b2-11ea-89f8-0242ac110002,6ff2eaee-befe-44ea-840d-f6976a94e541,t245_20200715-210618_26
t145_1594828384749_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,4c01e9b2-bdf2-4ffa-ab26-c994ac7797e5,t245_20200715-210618_30
t145_1594828379477_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,dcf9abe8-955d-44e0-986f-6a5c57580175,t245_20200715-210618_33
t145_1594828381643_25,97rU-797J,a4b31797-c6b2-11ea-96b3-0242ac110002,63bf3f69-d8d3-4256-957d-b918044b16b1,t245_20200715-210618_25
t145_1594828386613_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,c956020c-e646-4637-ad4d-e2fc34336722,t245_20200715-210618_27
t145_1594828386727_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,44be8a16-a65e-472e-a398-4dbb8a7fdd6f,t245_20200715-210618_29
t145_1594828381912_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,c0ab99e1-40ac-4a84-a9bf-90c8ccdb4c0d,t245_20200715-210618_28
t145_1594828381936_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,041dddb6-1751-426f-8454-2b03909f4769,t245_20200715-210618_32
t145_1594828391523_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,9d20789a-7d3a-45a7-a1df-6522f4cb2ddb,t245_20200715-210618_31
t145_1594828393033_26,Dkad-Kh2p,ba6e9975-c6b2-11ea-89f8-0242ac110002,730382b1-8525-491c-916b-7384462e9727,t245_20200715-210618_26
t145_1594828396703_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,94e21893-98e6-407d-8852-7db1a614b759,t245_20200715-210618_27
t145_1594828395206_30,ibEx-723h,01a2bfd1-c6b3-11ea-89f8-0242ac110002,3307062d-1cee-4eb1-9c8f-1844a1bef029,t245_20200715-210618_30
t145_1594828395291_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,cf0317e1-a4c3-4aec-b3c1-4658dabb5d9c,t245_20200715-210618_33
t145_1594828397429_29,TbrF-nRrU,ee9916c1-c6b2-11ea-acee-0242ac110002,d50be785-d417-4fba-acb0-e96a740baaf4,t245_20200715-210618_29
t145_1594828404125_26,Dkad-Kh2p,ba6e9975-c6b2-11ea-89f8-0242ac110002,a06d77c6-8299-4d00-bcc8-ad2640455bd8,t245_20200715-210618_26
t145_1594828401990_31,bsYZ-2Mgn,11d85fe5-c6b3-11ea-af23-0242ac110002,8c10b59c-38e9-42bb-9844-d024c48134bf,t245_20200715-210618_31
t145_1594828397481_28,o6oy-9F9Q,dcfba991-c6b2-11ea-89f8-0242ac110002,62ae2bbc-c002-4f7b-ae85-3dc7a2a11946,t245_20200715-210618_28
t145_1594828399872_32,W2R8-uX29,21aa0e75-c6b3-11ea-acee-0242ac110002,d362cc9b-5e7e-4f5c-af24-852d33bb84f6,t245_20200715-210618_32
t145_1594828408139_27,34XL-p4p7,ca0e3af8-c6b2-11ea-89f8-0242ac110002,bf22b05c-ef9b-4425-839e-64ac68de7a40,t245_20200715-210618_27
t145_1594828411039_33,utzJ-86rg,36332abe-c6b3-11ea-96b3-0242ac110002,c5469e84-ee5a-46fc-afac-7faa8e07dfeb,t245_20200715-210618_33
t145_1594828414394_26,Dkad-Kh2p,ba6e9975-c6b2-11ea-89f8-0242ac110002,3ffb08d5-27ce-4358-a125-220172cf09d0,t245_20200715-210618_26
t145_1594828407433_34,3xs4-FvsE,458d3968-c6b3-11ea-acee-0242ac110002,2569b70c-0142-4189-848a-94c8a207d455,t245_20200715-210618_34
