extuserid,groupid,tchextuserid
std_1592932155248_157,32fe5568-c016-4dd3-b9b4-70c61d346495,tch_20200623-215505_157
std_1592932014737_158,58cd3e15-9db1-4118-89e6-6deb736e5079,tch_20200623-215505_158
std_1592931867327_154,96d6f166-0da8-4bbf-84a6-2910e4fcc323,tch_20200623-215505_154
std_1592931723907_155,0f441c30-d851-4b2e-b277-7c1669270c04,tch_20200623-215505_155
std_1592932158371_160,142bd757-799d-408b-b6db-850854decd12,tch_20200623-215505_160
std_1592932021035_157,7d0c1505-2bb5-499d-9326-d2b87e15af14,tch_20200623-215505_157
std_1592931890098_158,ab3abe71-f397-4f4d-935e-11c82a66efbc,tch_20200623-215505_158
std_1592931743428_154,4d4c8d8e-258a-4380-b010-22c5eb48a797,tch_20200623-215505_154
std_1592932169391_159,f2372a4c-a7ae-4f87-b2f9-ec1e8528b948,tch_20200623-215505_159
std_1592932031581_160,bc85fd4d-33a6-43a9-9335-41ab40268941,tch_20200623-215505_160
std_1592931881450_157,97186ae2-985b-4e8e-ad98-cba5892cc7d9,tch_20200623-215505_157
std_1592932175966_161,6bc3ec08-5d95-4e7c-9cef-96fd17d25aec,tch_20200623-215505_161
std_1592931753996_158,549f9ee0-a59d-4fa4-838f-8362e8575d38,tch_20200623-215505_158
std_1592932040634_159,a39bd0b2-6636-4d26-b540-764548296395,tch_20200623-215505_159
std_1592931896875_160,a040c471-9c26-4db6-b02b-1f306a5a2d13,tch_20200623-215505_160
std_1592931757717_157,0ed692dc-f0a3-48d8-9bca-c3d13b0e7f8c,tch_20200623-215505_157
std_1592932174672_162,ea35daab-ace3-4fd0-bc8b-610150cb727d,tch_20200623-215505_162
std_1592932032990_161,4bf7ae02-d60d-4f67-8f28-4797ae8eb36f,tch_20200623-215505_161
std_1592931902685_159,d8cf6e9e-4131-4df0-98aa-bc811e347e8c,tch_20200623-215505_159
std_1592931772476_160,4884ea5f-a1d2-44bb-b35f-04cb07b1e4df,tch_20200623-215505_160
std_1592932180357_163,70cb210c-9bb0-4e3f-9d69-86644b13f103,tch_20200623-215505_163
std_1592932053978_162,c1ae641b-9702-4634-859c-94dfd4848b54,tch_20200623-215505_162
std_1592931908402_161,26925562-0eaa-4ac4-a325-661c4cf6befe,tch_20200623-215505_161
std_1592931764775_159,9a1a33b5-78ed-49ec-8ee9-7dee5938a781,tch_20200623-215505_159
std_1592932207119_164,af43d053-885f-4378-8fd7-7c2a511e62e7,tch_20200623-215505_164
std_1592932051847_163,9107caf2-667a-423c-9111-38a66c9f2b68,tch_20200623-215505_163
std_1592931914365_162,c5113f4c-0228-4899-948e-25ef4db929f5,tch_20200623-215505_162
std_1592932212911_165,e4622eff-7e5c-4039-80c9-4e19ba99c507,tch_20200623-215505_165
std_1592931778233_161,fd25559e-4722-4666-b5e2-1c7020bf2545,tch_20200623-215505_161
std_1592932072896_164,46199628-f5fb-4988-8cc4-b13aefe934d3,tch_20200623-215505_164
std_1592931921830_163,33a6b9b2-a31b-48f1-aafb-64f0b0b2a488,tch_20200623-215505_163
std_1592931788630_162,35638ff6-733e-4f50-bf25-532495e11632,tch_20200623-215505_162
std_1592932231940_166,7a5493e0-f3e1-40a2-8b50-4c18163dcd7d,tch_20200623-215505_166
std_1592932086076_165,01b8de18-e61c-44c9-8362-ac82c4a27e0a,tch_20200623-215505_165
std_1592931943124_164,740444be-edd6-4ea9-b33a-c646e3a7a87a,tch_20200623-215505_164
std_1592932253239_168,e93d04db-869c-49e2-b2c8-91ea7448939f,tch_20200623-215505_168
std_1592931793694_163,553aa9ed-ac1e-474e-85dc-59c19725a58f,tch_20200623-215505_163
std_1592932099057_166,0846897d-1e6a-43b1-abb7-4bdf91644d1d,tch_20200623-215505_166
std_1592931952626_165,f3153583-20eb-4299-854d-6b5ebcc0a4d1,tch_20200623-215505_165
std_1592932258850_167,72792ebc-e011-45a6-b3f5-5f8b1cf8de0e,tch_20200623-215505_167
std_1592931816750_164,ad37121a-4221-4843-a4a2-88966dda6182,tch_20200623-215505_164
std_1592932124437_168,4a82d5b1-422b-41c5-9d77-68f6ab71efea,tch_20200623-215505_168
std_1592931968410_166,5338e5e5-0418-4399-921f-0d32989cc730,tch_20200623-215505_166
std_1592932265970_169,94e09f96-5d12-49be-a899-ddef812a1856,tch_20200623-215505_169
std_1592932132288_167,b54f3433-ba40-4094-ab73-20cc28d8316b,tch_20200623-215505_167
std_1592931815710_165,541334d4-f5fd-442f-8385-d18a64c38d5c,tch_20200623-215505_165
std_1592931994656_168,af458990-2065-4b5f-bc3d-ee4a014bdc7c,tch_20200623-215505_168
std_1592931839127_166,5d271ddd-b21b-4008-99ad-874c2d04de81,tch_20200623-215505_166
std_1592932279597_170,ca530af9-105f-41bd-97b9-898876b43754,tch_20200623-215505_170
std_1592932131692_169,73a1cb3a-a391-468c-bc05-81e070c027e6,tch_20200623-215505_169
std_1592931989515_167,d7e3a6a2-dd75-41fb-b32d-b6a951793de6,tch_20200623-215505_167
std_1592931863770_168,de3bc93a-fff2-4cc5-a04a-51860c7ff4cf,tch_20200623-215505_168
std_1592932143867_170,cd893f23-3b74-44b7-80d8-3ba813a69019,tch_20200623-215505_170
std_1592931996916_169,7da23993-0630-45a4-93a6-a7834c51fe75,tch_20200623-215505_169
std_1592931859674_167,7ab708de-c45f-4a20-843e-a93c04c41ce7,tch_20200623-215505_167
std_1592932011772_170,db31e96d-5767-4db3-81ff-93c27e9c606d,tch_20200623-215505_170
std_1592931869870_169,b5375337-d287-405d-a788-8512ca3f4f06,tch_20200623-215505_169
std_1592931882106_170,3d44f11b-97d2-48a7-90ea-b93482eaedf6,tch_20200623-215505_170
std_1592931563988_100,8a5d0162-52d1-40c6-97b8-9d355d6d0c97,tch_20200623-215505_100
std_1592931589286_101,d9543043-59e9-49d9-bf1f-3ff8fef15d77,tch_20200623-215505_101
std_1592931426677_100,88c35fa8-41a3-421d-bee3-530b897cf5ab,tch_20200623-215505_100
std_1592931584126_103,674fb744-dc60-4f6b-8563-f40d8de959ab,tch_20200623-215505_103
std_1592931457837_101,a40b56c2-2a2a-4658-a722-8a779b08210d,tch_20200623-215505_101
std_1592931301203_100,e28bfab7-dee0-4e35-b4c5-71a03c7a2050,tch_20200623-215505_100
std_1592931584190_104,0b5a4ad8-9d5b-4530-a1cc-d94e1f3345a8,tch_20200623-215505_104
std_1592931452701_103,af1ebf87-c7c7-4174-8354-1b01069ec288,tch_20200623-215505_103
std_1592931323108_101,992404dc-9817-45b6-a718-ac73223338be,tch_20200623-215505_101
std_1592931171265_100,49ce4777-dd58-4568-859b-45d1e03b7422,tch_20200623-215505_100
std_1592931584773_102,f882e16c-3315-476b-8e01-d16e3e60fe9a,tch_20200623-215505_102
std_1592931457011_104,0b5a379e-1fcf-41f8-a176-e3e299208211,tch_20200623-215505_104
std_1592931315614_103,ac3a773f-0956-47f2-aefa-10010604e5e6,tch_20200623-215505_103
std_1592931188331_101,56f8932f-25c2-4a1f-bcee-9906644b69b5,tch_20200623-215505_101
std_1592931614576_106,77019e2c-1a57-49a1-bcf3-f53e1c8c7d02,tch_20200623-215505_106
std_1592931457176_102,b7f15885-ce55-437a-82b4-5f0a23f7cf3d,tch_20200623-215505_102
std_1592931318974_104,0d16b9fe-0321-40be-a9de-b137ff459edd,tch_20200623-215505_104
std_1592931192338_103,791b3c5d-e33f-41a5-b4a6-c9d3ad835f1d,tch_20200623-215505_103
std_1592931633577_105,3c31e414-83a3-48a2-8ecd-4bff2e046bc3,tch_20200623-215505_105
std_1592931489033_106,265725db-0cfc-4163-beea-a94c4f85e3ea,tch_20200623-215505_106
std_1592931327564_102,011520fe-6523-4b27-9a66-11a52ce0f43b,tch_20200623-215505_102
std_1592931193374_104,d151dbe4-81f2-4932-9809-4ee939378d89,tch_20200623-215505_104
std_1592931637559_107,c0aee90d-72ed-4f0a-a6aa-9156788f823e,tch_20200623-215505_107
std_1592931500042_105,8f08c46a-dde0-48b3-bd3f-976369f5ec65,tch_20200623-215505_105
std_1592931354655_106,e7ce4c9a-7463-4ce5-9b65-a14fe7b5f44f,tch_20200623-215505_106
std_1592931197736_102,3035b216-8888-4f49-b215-cc041038f221,tch_20200623-215505_102
std_1592931652740_108,e344c448-800d-4bfe-8a47-28f418890146,tch_20200623-215505_108
std_1592931507656_107,e806e936-43f7-4335-a834-eb0c475aecd2,tch_20200623-215505_107
std_1592931368280_105,7493abc5-6822-4fed-ac56-74a7a62877ce,tch_20200623-215505_105
std_1592931662292_109,75035b9a-4b03-41e7-97fc-7cd362afc2f1,tch_20200623-215505_109
std_1592931222420_106,ba230e36-f8d7-4999-8efb-3e92cafedde1,tch_20200623-215505_106
std_1592931530483_108,d0eacd39-df6b-4de6-8296-ecb12e743dbc,tch_20200623-215505_108
std_1592931238740_105,ba8d5ba5-82e5-4dc1-ab3c-76c83d18e8bc,tch_20200623-215505_105
std_1592931379811_107,7c480eed-d933-4fa4-a4b6-7bd4309c2bd0,tch_20200623-215505_107
std_1592931671435_113,a7934c78-3cac-4ee4-828f-c3621afa4e9d,tch_20200623-215505_113
std_1592931534728_109,7b032f64-f042-43fc-8193-b195545c2400,tch_20200623-215505_109
std_1592931399019_108,87bea0c1-f782-4dc1-be4c-691d0d2688fe,tch_20200623-215505_108
std_1592931675201_111,9c754eab-fe63-4185-b947-cf05f152a3ae,tch_20200623-215505_111
std_1592931242003_107,4341fb63-afa8-4622-bcc7-cca1ef8652c6,tch_20200623-215505_107
std_1592931541830_113,26738402-3827-4aac-a6e0-f601b73db5cc,tch_20200623-215505_113
std_1592931406641_109,e10effa0-4363-4cb5-9a51-5bea1d567086,tch_20200623-215505_109
std_1592931680390_110,323960d9-09bd-48d1-b6ee-3653f883954f,tch_20200623-215505_110
std_1592931266354_108,17e04659-288b-40af-b891-90e4d4e563a4,tch_20200623-215505_108
std_1592931543444_111,2bcf2abc-ebea-4acd-aa06-41009bbde3d2,tch_20200623-215505_111
std_1592931412298_113,495f1454-2f25-4ef7-9b5b-27f485bb4daf,tch_20200623-215505_113
std_1592931695523_114,ebdae383-40c9-4f59-90b1-5305f2287c8b,tch_20200623-215505_114
std_1592931273784_109,eeb23c97-b085-4a29-aeec-dd421cfba3ad,tch_20200623-215505_109
std_1592931539892_110,14e93c20-02b9-4aa8-b736-54e0b329df27,tch_20200623-215505_110
std_1592931286969_113,c2e3d8c3-686a-4cf2-ba12-b9501c382679,tch_20200623-215505_113
std_1592931414100_111,83e0025a-b922-4c94-800a-5db555b9df2a,tch_20200623-215505_111
std_1592931701436_112,861e8f2d-3b64-4f1b-b040-eb75a3ef4130,tch_20200623-215505_112
std_1592931565385_114,212e80a7-0236-4e21-afbc-21ada5a85628,tch_20200623-215505_114
std_1592931412388_110,71ae6c65-a86f-4a55-9fe2-ea04cd8da040,tch_20200623-215505_110
std_1592931282291_111,209256ce-3687-47a1-8a1d-5624948ee720,tch_20200623-215505_111
std_1592931715621_115,fe753357-4de7-4bd8-b287-65f41002e1b4,tch_20200623-215505_115
std_1592931568664_112,488e332b-70b5-4a76-812b-817427750fcd,tch_20200623-215505_112
std_1592931436173_114,3be4ec34-e7f8-42fc-bbb0-8470b646258e,tch_20200623-215505_114
std_1592931274646_110,b33b421a-ee73-45c1-8b3b-ea0ddb6efc86,tch_20200623-215505_110
std_1592931737350_119,e9f1e91f-b149-4a44-8607-737ff3e7c22e,tch_20200623-215505_119
std_1592931584968_115,b21cd3ec-1ffc-4105-a2f4-03cbb3250d3b,tch_20200623-215505_115
std_1592931439912_112,0b6e26c1-ccd8-4003-8861-622e4ab06a2f,tch_20200623-215505_112
std_1592931305591_114,7199b004-4d2c-4600-9065-0e21862763f9,tch_20200623-215505_114
std_1592931748365_118,bb52fe8c-f3d3-4654-ad0c-4272c119fdcb,tch_20200623-215505_118
std_1592931616793_119,dcd99f9d-747b-436f-af47-39c458965014,tch_20200623-215505_119
std_1592931449709_115,223205ce-e0a5-4905-8e06-0e2cb1ab50ad,tch_20200623-215505_115
std_1592931318860_112,4b5e29cb-6029-421c-a53a-35a17c00e61a,tch_20200623-215505_112
std_1592931750133_116,26b6625b-cd77-4f97-9f5d-2f8cce6a0f0f,tch_20200623-215505_116
std_1592931613732_118,ee544631-6f82-4622-843a-fb73adebee27,tch_20200623-215505_118
std_1592931479210_119,ca67f1c8-8a67-4846-8dbe-b848a136c80f,tch_20200623-215505_119
std_1592931316942_115,1193fc4f-e9b2-4ff5-a2f8-1a99a3abac3d,tch_20200623-215505_115
std_1592931765473_117,b4f977d4-f167-4d90-b1f9-31786e7b81c3,tch_20200623-215505_117
std_1592931610393_116,8146dc4c-95f6-4a6e-af83-29d47c3dc681,tch_20200623-215505_116
std_1592931482368_118,90b8daca-e5ca-4ba2-88df-15fcc2748bdd,tch_20200623-215505_118
std_1592931776854_120,821e69ce-52e4-407e-b93f-d80b0fcc1cd9,tch_20200623-215505_120
std_1592931354796_119,1ca21de7-6101-4ff4-a249-43c477b4f653,tch_20200623-215505_119
std_1592931629442_117,809d2be4-8180-4f74-81f8-8ee37a2bd312,tch_20200623-215505_117
std_1592931475149_116,8a6aa808-4176-417a-8af7-a9e62533a891,tch_20200623-215505_116
std_1592931785554_124,fd9d36e3-3f83-4555-93f7-7450058bb300,tch_20200623-215505_124
std_1592931356457_118,f66a0418-95b5-4ca2-a0fe-a51c31262bb0,tch_20200623-215505_118
std_1592931644322_120,1c892b52-ae65-47ba-9cb8-1d9479acc864,tch_20200623-215505_120
std_1592931335745_116,49316ca9-7879-436c-8550-643fa3ade23a,tch_20200623-215505_116
std_1592931495273_117,99c3ae5d-7b89-4dda-9225-0b44993040e3,tch_20200623-215505_117
std_1592931795264_122,83ae2f14-19c3-413f-a3e1-bddf0df2ebb0,tch_20200623-215505_122
std_1592931658969_124,305f6f03-1a74-4a01-a83f-a1d5178bcc19,tch_20200623-215505_124
std_1592931512609_120,09a650cf-8c6a-4f1e-87c5-4128958ba3c4,tch_20200623-215505_120
std_1592931800555_125,a4b0ae88-bb12-4be7-9deb-49609205865c,tch_20200623-215505_125
std_1592931362847_117,ba6e69e8-760e-45d0-a846-d709b39faeba,tch_20200623-215505_117
std_1592931660125_122,b0f3daa8-1514-4250-962f-014e5eaa6978,tch_20200623-215505_122
std_1592931531911_124,36f51081-6e13-4f45-8043-f92038ec97cb,tch_20200623-215505_124
std_1592931382938_120,4a46b00e-0d24-48c8-ac05-bf2157189cf1,tch_20200623-215505_120
std_1592931809842_121,e714b8b4-ddbf-41d5-aff2-4f18780378f8,tch_20200623-215505_121
std_1592931666243_125,1b5ce317-3ee8-41ad-a530-fa9275607d65,tch_20200623-215505_125
std_1592931525141_122,213c5dba-5f9d-4eaf-b4a6-c19d114baf45,tch_20200623-215505_122
std_1592931400079_124,d6a96354-4aba-420b-ad69-6559e3a2fc8b,tch_20200623-215505_124
std_1592931812701_123,38dd71d1-e396-4a2e-b7ed-4436ee5745a7,tch_20200623-215505_123
std_1592931670581_121,2a344033-2297-432c-ae2e-09f1e0620d42,tch_20200623-215505_121
std_1592931536224_125,9aa3f48d-75c5-4604-a78b-3db0700eed90,tch_20200623-215505_125
std_1592931395684_122,aaee925a-65f3-4dfe-8ff9-06176b2229e0,tch_20200623-215505_122
std_1592931834917_126,255d93aa-ba92-4343-8a30-48e7f2287663,tch_20200623-215505_126
std_1592931683694_123,29e3d4a5-c809-4a99-823b-64e10aa2111c,tch_20200623-215505_123
std_1592931534523_121,bbb4ec38-ca9b-4706-887e-ce9505ab68b2,tch_20200623-215505_121
std_1592931844604_128,af1835c2-f1c4-427b-895d-05a2bf45b77c,tch_20200623-215505_128
std_1592931415632_125,8bfca831-f585-4e39-9468-2720871b01b1,tch_20200623-215505_125
std_1592931707725_126,73a7ac0b-03a8-4604-993f-014dfc3b2fe7,tch_20200623-215505_126
std_1592931545413_123,fd9b632f-e483-48b9-9b00-d50f024b5bed,tch_20200623-215505_123
std_1592931402656_121,791e8880-3631-49c8-be92-8d31c51e9596,tch_20200623-215505_121
std_1592931852244_127,36d95e8e-1a5e-4167-bbbe-7fe295246830,tch_20200623-215505_127
std_1592931713809_128,b2919a98-258d-4670-9dfe-979d9f446ae2,tch_20200623-215505_128
std_1592931582350_126,d8a951a2-85d1-46eb-a55a-eef289b20005,tch_20200623-215505_126
std_1592931412514_123,d2c08cd9-27d3-440f-9513-74d556546fac,tch_20200623-215505_123
std_1592931859364_131,307cd0e6-be61-46bb-9eb9-b7fce77544d7,tch_20200623-215505_131
std_1592931719954_127,62679379-d3dc-4600-b142-d665ef6a1fe3,tch_20200623-215505_127
std_1592931585106_128,44d1929b-4295-443b-a918-75106b878fcf,tch_20200623-215505_128
std_1592931449324_126,61f47a76-2f9e-411f-ae1d-c013ba88dab7,tch_20200623-215505_126
std_1592931858342_129,276d3ca0-7592-4993-87a1-2196cc4cf2f4,tch_20200623-215505_129
std_1592931734144_131,7dd8ae32-3220-4013-96b4-04daf1211b7f,tch_20200623-215505_131
std_1592931596357_127,61c4a175-c94d-4c20-907e-e3d842358fe8,tch_20200623-215505_127
std_1592931455926_128,f54b8fc9-ca6d-45ec-bb90-4158056b2ed9,tch_20200623-215505_128
std_1592931729918_129,09464350-e580-4bf7-a704-0aa1253e9128,tch_20200623-215505_129
std_1592931604879_131,7f73d046-0f77-4451-96e6-3be5fc551d22,tch_20200623-215505_131
std_1592931460338_127,63d21e0e-4788-4067-aa6a-c5b06f411d0e,tch_20200623-215505_127
std_1592931593401_129,4498e63b-2af4-4559-ac87-d22ac65cdec9,tch_20200623-215505_129
std_1592931481141_131,53838779-6128-4772-b87d-392061883d62,tch_20200623-215505_131
std_1592931461814_129,ca87b685-2fb5-414a-83ef-fb57bced2d58,tch_20200623-215505_129
std_1592930781051_20,94e3c749-04c7-4434-9403-c7b02949bc52,tch_20200623-215505_20
