std_extuserid,classcode,classid,invitationid,tch
s41_1594820998934_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,e52bb2a9-60ea-4ab9-84f1-69ddf1598786,t241_20200715-191504_9
s41_1594821000828_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,7f0e74ab-2b67-4d35-979d-1c225daff4d5,t241_20200715-191504_8
s41_1594821004316_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,a0475e21-cbb1-487f-b89c-32ebdde298a2,t241_20200715-191504_4
s41_1594821004721_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,722b60b5-a449-4679-bb48-9fb37688988b,t241_20200715-191504_6
s41_1594821008240_1,YrmD-E8j3,6f01e1c9-c6a1-11ea-acee-0242ac110002,4e100cec-4088-4df7-8e08-99c53f2d4bf6,t241_20200715-191504_1
s41_1594821008534_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,c7378afb-2bf6-47a5-95c4-bfcccc74614d,t241_20200715-191504_5
s41_1594821010454_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,a7636ee7-b801-410b-b331-3ba5a4a970bf,t241_20200715-191504_7
s41_1594821013008_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,8316f507-a43f-4e21-9862-380225b56af6,t241_20200715-191504_3
s41_1594821013426_2,Rd9s-aKtA,7fd76bea-c6a1-11ea-acee-0242ac110002,b18ed879-c93d-4b85-a6d9-76174359a46c,t241_20200715-191504_2
s41_1594821017160_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,045289e6-313b-4d7b-a417-ceb70e5c1319,t241_20200715-191504_8
s41_1594821016771_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,e7fd6477-1666-44cc-8ac1-0a48a083920e,t241_20200715-191504_9
s41_1594821018089_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,8fbc5542-e9b0-49af-9b8d-d13dbe7a15c0,t241_20200715-191504_4
s41_1594821023496_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,e29428c7-dd7b-4639-86eb-abcf2258ab4e,t241_20200715-191504_5
s41_1594821021371_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,e63ad18e-85df-4dc5-862a-77361e2e6c2b,t241_20200715-191504_6
s41_1594821022451_1,YrmD-E8j3,6f01e1c9-c6a1-11ea-acee-0242ac110002,6bd90452-f276-4073-bdda-661a81d6f591,t241_20200715-191504_1
s41_1594821026466_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,6943553f-d35b-47fc-97ef-5e55419b194b,t241_20200715-191504_7
s41_1594821030020_2,Rd9s-aKtA,7fd76bea-c6a1-11ea-acee-0242ac110002,497bcf1b-9422-4833-95bc-e2463cef18a7,t241_20200715-191504_2
s41_1594821030127_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,c66af29a-e1ba-4b45-8ca1-02befe692a2b,t241_20200715-191504_10
s41_1594821027271_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,6643f134-c756-4c6f-9b74-16fcc84655f5,t241_20200715-191504_3
s41_1594821033134_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,04538354-68d4-4327-b45e-f77d8b7e8adf,t241_20200715-191504_9
s41_1594821034914_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,cd9bbb3f-26c7-428a-be1c-33c566724e7e,t241_20200715-191504_4
s41_1594821032691_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,dd4f8599-7d22-4e9f-a406-c217a7920553,t241_20200715-191504_8
s41_1594821037535_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,7d63cb06-449d-4be2-bc4f-c238662c99f3,t241_20200715-191504_6
s41_1594821039076_1,YrmD-E8j3,6f01e1c9-c6a1-11ea-acee-0242ac110002,9370f84f-47aa-4251-ba15-efb23a20716d,t241_20200715-191504_1
s41_1594821036339_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,861a9e95-a686-4763-af89-8bd3d697352b,t241_20200715-191504_5
s41_1594821044917_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,087bb9fa-b5fc-4252-9c3f-000d982fa48e,t241_20200715-191504_10
s41_1594821046712_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,ad422842-2f48-4779-aa89-b0ecee7f9d73,t241_20200715-191504_3
s41_1594821044392_2,Rd9s-aKtA,7fd76bea-c6a1-11ea-acee-0242ac110002,c07cfe17-747b-4821-8af1-17ec78fe1a2e,t241_20200715-191504_2
s41_1594821046949_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,c5edbc44-3fec-4609-a962-66933a255915,t241_20200715-191504_9
s41_1594821043231_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,d06475a9-7385-4383-b8e8-f73c31542606,t241_20200715-191504_7
s41_1594821049749_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,0cd3ae61-d68b-4807-a262-448ccbd93bd9,t241_20200715-191504_4
s41_1594821050033_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,1dcea7d8-844c-4541-8784-d74ffd041544,t241_20200715-191504_8
s41_1594821053113_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,9613548b-0bf1-4bc2-a11c-49e3911542c6,t241_20200715-191504_6
s41_1594821054283_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,46848612-e757-4928-81ee-423fb143402f,t241_20200715-191504_5
s41_1594821053238_1,YrmD-E8j3,6f01e1c9-c6a1-11ea-acee-0242ac110002,d3214d04-dfde-466b-886f-25d6163505c0,t241_20200715-191504_1
s41_1594821058077_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,1ea2cc5f-8199-4379-be66-87dda2e3de57,t241_20200715-191504_10
s41_1594821059934_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,46a31d97-d6e8-4c2c-95ae-0ec3e8260355,t241_20200715-191504_3
s41_1594821060572_2,Rd9s-aKtA,7fd76bea-c6a1-11ea-acee-0242ac110002,ef5779f8-f348-4817-a4f5-617a772cd5f5,t241_20200715-191504_2
s41_1594821062476_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,fd32076d-295f-4969-b21e-27c57ca9f12e,t241_20200715-191504_9
s41_1594821069645_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,70ba8a04-7ca6-4313-8a8c-751384ef3ae3,t241_20200715-191504_5
s41_1594821073622_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,e8e13499-583c-4169-abac-d0ee52800b9e,t241_20200715-191504_10
s41_1594821077435_11,Quqc-ngPU,21169126-c6a2-11ea-af23-0242ac110002,2db08127-22a3-42ba-a5af-8d2a5e10149a,t241_20200715-191504_11
s41_1594821074767_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,716ec247-4935-4d65-8466-b91397e98659,t241_20200715-191504_3
s41_1594821075877_2,Rd9s-aKtA,7fd76bea-c6a1-11ea-acee-0242ac110002,84e8dc11-76ec-49d2-b959-98db2ab6104d,t241_20200715-191504_2
s41_1594821076452_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,c4f3716b-887b-4ce4-920d-0dab6ae8df7b,t241_20200715-191504_9
s41_1594821077837_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,aca3e918-dd96-4294-b94c-8ec40e7bf527,t241_20200715-191504_7
s41_1594821077837_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,b358240d-4001-4439-863e-a36e5af1d3de,t241_20200715-191504_8
s41_1594821079672_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,d6de816c-0414-4b32-8780-1c1cd115f532,t241_20200715-191504_6
s41_1594821083775_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,33e659c8-72b1-4c4c-9959-7e202ea1de96,t241_20200715-191504_5
s41_1594821087667_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,a4db8517-fa27-4076-8671-6ad58f340409,t241_20200715-191504_10
s41_1594821081046_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,497562b4-672b-4c8c-aedd-f69dadfe660e,t241_20200715-191504_4
s41_1594821091603_12,7X8Q-8th2,36573d39-c6a2-11ea-acee-0242ac110002,7d0132b5-3481-495a-8740-287fe82b0e49,t241_20200715-191504_12
s41_1594821091097_11,Quqc-ngPU,21169126-c6a2-11ea-af23-0242ac110002,341bc62f-76f3-477b-bb46-88cf33d85e15,t241_20200715-191504_11
s41_1594821093217_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,0e01d9dd-c4f8-4e06-8f23-221be44c5605,t241_20200715-191504_9
s41_1594821091246_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,f3ef19ce-9308-4e9d-97bf-490e47b0fe06,t241_20200715-191504_3
s41_1594821093648_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,e7e44634-5ec5-4d98-bf3b-29db438eb037,t241_20200715-191504_7
s41_1594821095708_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,858cb3e8-0285-4c17-bd05-e84bb5f9d43e,t241_20200715-191504_6
s41_1594821095276_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,26852d43-eb01-4c51-9744-ebdfab7d940e,t241_20200715-191504_8
s41_1594821099070_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,772a7b7e-3fa8-4e86-8c3d-aded84ebbab8,t241_20200715-191504_5
s41_1594821102013_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,86b16b83-76d2-4592-9d78-8b7976f8e90b,t241_20200715-191504_10
s41_1594821106318_12,7X8Q-8th2,36573d39-c6a2-11ea-acee-0242ac110002,75f17db2-4776-46eb-9a14-580c994582d0,t241_20200715-191504_12
s41_1594821106353_11,Quqc-ngPU,21169126-c6a2-11ea-af23-0242ac110002,03257f4f-d07a-44f2-a405-a8a60b2166b8,t241_20200715-191504_11
s41_1594821107849_3,LTKn-mAkD,914a6ee4-c6a1-11ea-af23-0242ac110002,d32f9c55-f2f0-49df-b053-25162907475a,t241_20200715-191504_3
s41_1594821106950_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,76abb337-e6be-4722-8a16-eb59e626febd,t241_20200715-191504_9
s41_1594821104781_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,f4151796-d90f-4a4c-b1b6-064e90658a71,t241_20200715-191504_4
s41_1594821109955_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,4aac1c0b-46fc-4480-8f84-161aa62baa52,t241_20200715-191504_7
s41_1594821112169_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,7d699456-4149-41f6-ace4-fcce5ada9b11,t241_20200715-191504_8
s41_1594821112994_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,40855031-34ca-426d-bb87-746e49934c0f,t241_20200715-191504_5
s41_1594821110480_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,7f7fa165-dc23-4af3-946b-0f5aae36c533,t241_20200715-191504_6
s41_1594821116574_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,cb75bab2-bf1a-489d-8578-d6ba810dda08,t241_20200715-191504_10
s41_1594821119971_11,Quqc-ngPU,21169126-c6a2-11ea-af23-0242ac110002,3da294ca-82cf-45bc-9b48-b266ebc2cb2a,t241_20200715-191504_11
s41_1594821119871_12,7X8Q-8th2,36573d39-c6a2-11ea-acee-0242ac110002,1dfc6692-92b5-4d5c-b87f-1d52e3382fcf,t241_20200715-191504_12
s41_1594821121398_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,06852af0-65ef-4975-93b6-edcf12fa5021,t241_20200715-191504_9
s41_1594821122825_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,36e5a8b7-b73c-430c-977a-96c9c60cb170,t241_20200715-191504_4
s41_1594821124115_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,b4eded5c-5667-4745-93d6-0dd232ba3111,t241_20200715-191504_7
s41_1594821126407_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,344500b0-1faa-4cc6-bb40-0928c82ef229,t241_20200715-191504_5
s41_1594821123635_13,4Fsc-dMRW,45d68677-c6a2-11ea-af23-0242ac110002,72287f04-0589-4d76-a75a-e53f7912d024,t241_20200715-191504_13
s41_1594821125963_8,med6-oZ8F,eb9d9a96-c6a1-11ea-96b3-0242ac110002,bebd2268-ae45-4694-bad2-fea23dc1c8c5,t241_20200715-191504_8
s41_1594821127454_6,QmLt-GK2w,c8699bed-c6a1-11ea-96b3-0242ac110002,32252de8-597b-4945-9b80-d543df49a0c5,t241_20200715-191504_6
s41_1594821131901_10,r9Un-kJnk,109edeae-c6a2-11ea-af23-0242ac110002,f1b4ed2e-7cba-45f4-bdde-4d0c15b771bc,t241_20200715-191504_10
s41_1594821134110_11,Quqc-ngPU,21169126-c6a2-11ea-af23-0242ac110002,0350db19-ad54-4041-b825-870e8f40e061,t241_20200715-191504_11
s41_1594821136146_12,7X8Q-8th2,36573d39-c6a2-11ea-acee-0242ac110002,207d61dd-6386-4ab9-aba2-597a2fb39028,t241_20200715-191504_12
s41_1594821136635_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,f3fdccf1-1d3f-462f-8a79-18f984d959c2,t241_20200715-191504_9
s41_1594821140112_13,4Fsc-dMRW,45d68677-c6a2-11ea-af23-0242ac110002,3286065e-bb05-415a-811c-fd065aa9eab2,t241_20200715-191504_13
s41_1594821138866_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,d6d2c70e-192b-4a21-a7ab-8a0b2e1a796a,t241_20200715-191504_4
s41_1594821140109_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,02d9fd4e-27c8-4ba5-ba68-0a6695f8d4be,t241_20200715-191504_5
s41_1594821139682_7,6uWg-qYnz,d9580572-c6a1-11ea-96b3-0242ac110002,2ab39877-a68c-414e-a5ba-ebe4e1a4d2a8,t241_20200715-191504_7
s41_1594821150421_9,8LVY-ixPW,fd6413fd-c6a1-11ea-af23-0242ac110002,e7d5d2e5-595c-4758-a34c-fd6a3fb326de,t241_20200715-191504_9
s41_1594821150063_12,7X8Q-8th2,36573d39-c6a2-11ea-acee-0242ac110002,62c7dd1d-8205-4605-8e7f-5c298379a30b,t241_20200715-191504_12
s41_1594821153435_13,4Fsc-dMRW,45d68677-c6a2-11ea-af23-0242ac110002,1faea582-fa87-4db7-9757-dac09bca63c7,t241_20200715-191504_13
s41_1594821154188_5,yP9p-2gw7,b5a07f37-c6a1-11ea-89f8-0242ac110002,00f78c45-5d65-4e6c-acf3-e9b3d1d0e444,t241_20200715-191504_5
s41_1594821154178_4,LYiV-9rQZ,a4d9257d-c6a1-11ea-89f8-0242ac110002,c659618c-c82a-4f6f-bc9e-0a278b3b4511,t241_20200715-191504_4
