teacherextuserid,classcode,classid,invitationid,tch
t145_1594827825183_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,83f2430a-7816-41fc-97ca-63f7f5de2e75,t245_20200715-210618_8
t145_1594827830198_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,b9b8264e-9a9c-4bc7-b888-eaac8e875a36,t245_20200715-210618_10
t145_1594827828602_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,efdab0f0-a095-435f-a738-f2ff887bdf57,t245_20200715-210618_14
t145_1594827834132_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,c5b2fc79-5eb2-42f0-afe5-f50dc6752aa3,t245_20200715-210618_9
t145_1594827832335_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,33243d1f-9000-4d53-96aa-67b38d33891c,t245_20200715-210618_11
t145_1594827833068_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,ecd92749-268c-4bba-a5f4-7e4268e5202d,t245_20200715-210618_12
t145_1594827837172_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,335fa957-209c-427a-9343-06ef4f1ff36a,t245_20200715-210618_15
t145_1594827835837_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,030f8942-9d93-4e24-b87d-77bb536cbaf0,t245_20200715-210618_13
t145_1594827839414_7,qAX9-ts76,63f67af5-c6b1-11ea-af23-0242ac110002,4e0452c1-97eb-48b5-b5e9-01fa0be1d397,t245_20200715-210618_7
t145_1594827839886_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,eff5dce9-32e2-4dd5-8c59-ce73963565c3,t245_20200715-210618_8
t145_1594827841497_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,4fbb2d36-bbe6-498f-b7a9-13ab0f3d9528,t245_20200715-210618_10
t145_1594827843338_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,59f2d409-6e5e-4274-bf9e-379d5f20927c,t245_20200715-210618_14
t145_1594827844887_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,740740f5-9b4a-4149-8a46-b44c6c808f13,t245_20200715-210618_11
t145_1594827846025_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,414f0780-e168-4b50-b8b8-f57524e85f6c,t245_20200715-210618_12
t145_1594827844692_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,492c0e97-717e-41fc-b133-d6330559cd1a,t245_20200715-210618_9
t145_1594827852433_7,qAX9-ts76,63f67af5-c6b1-11ea-af23-0242ac110002,9f1e812e-c04f-40bc-b428-31dad4a9815e,t245_20200715-210618_7
t145_1594827852584_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,6034997a-be3a-44e2-8be7-b081cf5737ae,t245_20200715-210618_8
t145_1594827851636_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,f4b2e4dd-cc89-43d8-b486-d5924747fcca,t245_20200715-210618_13
t145_1594827851093_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,9c426b36-0c4d-4ee4-8ec7-a84928327924,t245_20200715-210618_15
t145_1594827855282_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,6a2273e8-fd09-4db2-bed4-3d7c84ff36a0,t245_20200715-210618_10
t145_1594827855387_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,f709c471-94ea-4412-a280-267404c3790a,t245_20200715-210618_14
t145_1594827862634_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,20a1da9b-2878-406a-9482-41e19ff3ae62,t245_20200715-210618_9
t145_1594827861006_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,91077ce4-d0c9-4fee-9343-67ddfb44e1ec,t245_20200715-210618_16
t145_1594827858578_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,83e0cf7d-1ab0-4bb4-931d-bc79ebef75b9,t245_20200715-210618_11
t145_1594827862625_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,1a72e7cd-c95d-4e10-9f5e-4388e9bb0f03,t245_20200715-210618_12
t145_1594827868739_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,8b4032aa-dd07-41a5-bdd0-ce9f7e83261f,t245_20200715-210618_15
t145_1594827865666_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,d8597bf0-fd72-4114-b154-072af07e9483,t245_20200715-210618_13
t145_1594827864037_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,d81f3041-b5a0-4ba3-a0e1-2b88646e7ae1,t245_20200715-210618_8
t145_1594827871330_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,f52624e1-4499-48a3-b319-93847cce1555,t245_20200715-210618_14
t145_1594827874897_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,c1a9f05a-4720-497a-896b-7c235dd16ec7,t245_20200715-210618_12
t145_1594827868747_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,122fe7fc-d2ae-473f-ad81-b028707752e7,t245_20200715-210618_10
t145_1594827872983_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,ca82b700-d0a1-4cf7-8db1-7aa3162185a0,t245_20200715-210618_9
t145_1594827873702_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,85703ced-8d38-4c8d-b8e3-9d3722365717,t245_20200715-210618_16
t145_1594827874610_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,f3988cea-7c90-451b-831e-bb4299e437e5,t245_20200715-210618_11
t145_1594827880612_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,4ce7bb87-2fb8-4f12-9b6c-391623535b17,t245_20200715-210618_13
t145_1594827880005_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,c1045171-5b19-440c-a04d-a33a3a5b69d4,t245_20200715-210618_15
t145_1594827884310_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,7722e675-821a-4cd4-8d43-66fa7fec3b72,t245_20200715-210618_14
t145_1594827885405_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,8d7a3a12-9687-4789-8314-ed4e1aa069a8,t245_20200715-210618_12
t145_1594827880683_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,f9e8b4ed-7809-4485-a903-eddffe4773d9,t245_20200715-210618_8
t145_1594827885900_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,66258405-628f-4107-8438-bdaacb1f3e78,t245_20200715-210618_10
t145_1594827888330_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,4ad96bec-e981-4d26-be03-8ce97000717d,t245_20200715-210618_16
t145_1594827888514_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,e95f34e2-9bbf-419b-a93c-83ec2554fd60,t245_20200715-210618_11
t145_1594827887497_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,679cd403-d74e-48fd-bc16-01f11c2e7270,t245_20200715-210618_9
t145_1594827892080_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,393b1970-d432-4d42-abf5-6f65180e62ff,t245_20200715-210618_13
t145_1594827895722_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,5474b219-1a55-481b-82e8-69e93a403f80,t245_20200715-210618_15
t145_1594827896253_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,b4bb8dda-1e04-480e-aea0-f19066e0d566,t245_20200715-210618_12
t145_1594827898683_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,f92813cb-9249-4ebe-86d6-1561aaba46d3,t245_20200715-210618_10
t145_1594827897844_8,aEw4-7kaq,77bdf4e2-c6b1-11ea-96b3-0242ac110002,e5e664fb-bed3-48bb-87f3-86fab3bb78df,t245_20200715-210618_8
t145_1594827895912_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,bd0f7e85-7377-4135-8d6a-1243304e753d,t245_20200715-210618_14
t145_1594827901385_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,bab7a6de-bc1d-4e60-94c6-48bd623aac49,t245_20200715-210618_9
t145_1594827899069_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,583162c1-3af8-4473-b5aa-c90e27f290c5,t245_20200715-210618_16
t145_1594827899851_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,40984b4f-cf1e-4e21-8a20-b39a61947c5a,t245_20200715-210618_17
t145_1594827899541_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,1a8fc1c6-6d03-4e65-9d14-06455621a4e3,t245_20200715-210618_11
t145_1594827905513_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,202e8ce3-2c85-44c0-a2fd-030d9438a107,t245_20200715-210618_13
t145_1594827906302_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,e67864fd-e892-4535-98cf-990fdf642f2c,t245_20200715-210618_15
t145_1594827906864_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,2e315ae8-dc6a-4375-86bb-d47dda080674,t245_20200715-210618_12
t145_1594827911505_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,4f4a06de-c259-45de-9b02-8ea54484370a,t245_20200715-210618_14
t145_1594827911547_9,u6hd-6Gs8,8682a092-c6b1-11ea-af23-0242ac110002,713991f1-6a09-46d3-805d-ea64c30207a6,t245_20200715-210618_9
t145_1594827914647_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,4a1a7f52-727c-4110-a562-bdb352522740,t245_20200715-210618_17
t145_1594827909576_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,e4fa06eb-f53d-483c-b257-c9c4261425f7,t245_20200715-210618_10
t145_1594827919074_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,ad6eb990-29b0-4ec5-aeea-61245d924e89,t245_20200715-210618_13
t145_1594827914623_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,d28d16cb-f131-4ce1-962d-fbb80b9341a8,t245_20200715-210618_16
t145_1594827915572_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,ff8f8179-023d-40e8-b53a-883d6aa9ecff,t245_20200715-210618_11
t145_1594827920118_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,aed3c798-4295-4f55-9472-a29676214924,t245_20200715-210618_15
t145_1594827920556_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,26b31e8f-d680-45ca-aade-bf520e7b33e9,t245_20200715-210618_12
t145_1594827926800_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,a8fe2f32-1f5d-4bd9-8f37-e57794eede90,t245_20200715-210618_10
t145_1594827926402_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,c005d613-11ae-48ae-ae15-3a2624cf3177,t245_20200715-210618_18
t145_1594827925999_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,3fb1d201-bd83-4c55-9b17-efb0c1cd1d91,t245_20200715-210618_17
t145_1594827924304_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,f775a6f2-4cf7-43be-8bef-061448cfa9b7,t245_20200715-210618_14
t145_1594827932282_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,a7f4903e-b53a-42b3-becd-bb8f945ab95e,t245_20200715-210618_16
t145_1594827933117_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,ae48cfef-35f1-439e-bf73-694525b6cdfb,t245_20200715-210618_11
t145_1594827931259_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,1bf1fd94-0824-4176-abfe-0ac9914b8bd8,t245_20200715-210618_13
t145_1594827936714_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,1666b185-88e2-4598-b697-9ec4fa418a00,t245_20200715-210618_12
t145_1594827934038_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,2c770dcb-3f94-4476-9d7f-e0555c48c505,t245_20200715-210618_15
t145_1594827937949_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,880a0420-d832-48be-87d0-ecfb7ca0b359,t245_20200715-210618_10
t145_1594827940516_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,fb409d5f-62a7-493a-9165-a3bdcfd5d0bf,t245_20200715-210618_14
t145_1594827939086_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,56e94f74-cff5-4add-af3c-72dae90d1afb,t245_20200715-210618_18
t145_1594827943425_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,5594185a-b0c0-46da-84f8-36293781f131,t245_20200715-210618_16
t145_1594827940004_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,d2f30ef1-d130-49c9-959c-d9514e743b30,t245_20200715-210618_17
t145_1594827944386_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,51ee4dd6-449c-4bb1-ac86-2da23abe56fb,t245_20200715-210618_11
t145_1594827947798_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,15db664f-ba43-47af-8b50-2ee95a967cda,t245_20200715-210618_12
t145_1594827951111_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,173f70b2-f119-440c-96fd-a0da61ee5e67,t245_20200715-210618_14
t145_1594827947817_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,8d368f1c-30cd-46f4-95fd-e2301d2edef2,t245_20200715-210618_15
t145_1594827953988_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,1e74bcbf-eef5-4f5b-bf05-e40612da8595,t245_20200715-210618_16
t145_1594827946973_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,6def97a1-656d-4a89-87eb-25aa67139fa8,t245_20200715-210618_13
t145_1594827949244_10,GNh2-j8W8,9b26be71-c6b1-11ea-89f8-0242ac110002,88814223-f100-41c8-8c21-78c3d5bcd8cd,t245_20200715-210618_10
t145_1594827953028_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,23f1b389-5e28-4e8d-950a-1d6f02aeb850,t245_20200715-210618_18
t145_1594827954968_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,7e4bb38f-112c-4184-8f54-59fd20333cca,t245_20200715-210618_11
t145_1594827953991_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,064a0542-5aa2-4f0a-b2f8-40fde3bcd133,t245_20200715-210618_17
t145_1594827953273_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,5e92571a-e3e6-41ba-8fb6-de256ea846a2,t245_20200715-210618_19
t145_1594827958488_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,bd1191c7-9b85-43c5-a799-9ab0bc59795e,t245_20200715-210618_12
t145_1594827962956_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,750f77f9-ec2a-48ec-aeb5-6fcc9cd86252,t245_20200715-210618_14
t145_1594827968105_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,72258e6d-4477-4e55-9793-64dad89c5e76,t245_20200715-210618_11
t145_1594827967745_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,c9f846dd-6186-4d2b-b9cf-f0255d8f9403,t245_20200715-210618_18
t145_1594827970388_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,d1b89949-d92b-4a78-8a08-21db7a26e4ab,t245_20200715-210618_17
t145_1594827964243_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,e84b8a04-11d5-450d-9264-efcfe2fdec78,t245_20200715-210618_15
t145_1594827964869_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,5bf50848-fe11-413e-9d61-326fdcb881ec,t245_20200715-210618_16
t145_1594827965199_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,80845d78-6393-4645-8d70-bfbeda699a0b,t245_20200715-210618_13
t145_1594827971506_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,fe3830b0-9f66-4cf3-a79f-8bbda292b1bc,t245_20200715-210618_19
t145_1594827974148_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,3a81be98-c0dc-480f-8aaa-417b28b86a32,t245_20200715-210618_12
t145_1594827974533_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,32c2ed7a-8267-4055-95c0-96f0f9996244,t245_20200715-210618_14
t145_1594827978661_11,MDm3-oYDj,aa6afa51-c6b1-11ea-acee-0242ac110002,2ded9206-acf9-4954-8c1c-5492eae36ecd,t245_20200715-210618_11
t145_1594827980333_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,93738e05-d96c-4ff9-82e0-31a53eb9d769,t245_20200715-210618_18
t145_1594827981761_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,d6d3eeb7-eb15-40a2-99be-784dc769e1cd,t245_20200715-210618_15
t145_1594827981121_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,60945046-8ec6-4be0-916b-48be153313f1,t245_20200715-210618_17
t145_1594827982335_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,a43c36e3-31d1-4616-bd6d-fa16ec2caea8,t245_20200715-210618_16
t145_1594827982478_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,77b5b3bb-cabb-4db6-923b-38fe318391bb,t245_20200715-210618_13
t145_1594827986733_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,7a613057-59b7-47f9-97c8-ca96e678bcfb,t245_20200715-210618_19
t145_1594827988873_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,39c8b306-1322-4458-972f-8359a0277d9f,t245_20200715-210618_12
t145_1594827994069_20,2xce-H7oM,4ec1238a-c6b2-11ea-af23-0242ac110002,97b02f84-6c0b-4f17-9820-7ad0bc89355e,t245_20200715-210618_20
t145_1594827991698_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,9636700d-c51c-4e07-b850-3697948fb478,t245_20200715-210618_14
t145_1594827997905_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,959e6114-522b-4387-bc27-1a6485ff1fcf,t245_20200715-210618_17
t145_1594827995292_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,ff94ea79-54d8-492a-b9b8-53b901536bff,t245_20200715-210618_15
t145_1594827995173_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,cd71fd85-1b6a-4a5d-a2f7-eb614b51ad46,t245_20200715-210618_18
t145_1594827999522_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,741d30b6-3a7b-4685-b36a-063f3281ef2f,t245_20200715-210618_16
t145_1594828004287_12,zp2q-WGyR,bc417972-c6b1-11ea-acee-0242ac110002,ad140bc8-b4c5-4884-a465-20d7034ea780,t245_20200715-210618_12
t145_1594828000004_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,154f2c3b-551e-41ef-8b4d-d13e5243f3dc,t245_20200715-210618_13
t145_1594828002339_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,5ba70042-d45b-4f4a-bd32-f6b73a9d619d,t245_20200715-210618_19
t145_1594828008707_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,3796923b-2a43-429a-8cc1-1fff4919094d,t245_20200715-210618_17
t145_1594828006102_20,2xce-H7oM,4ec1238a-c6b2-11ea-af23-0242ac110002,a8a8485d-20d1-43d9-9eb4-2bc5aa9e560e,t245_20200715-210618_20
t145_1594828007117_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,6a545781-7296-4041-a045-957a1ec074ae,t245_20200715-210618_14
t145_1594828010605_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,fee482b3-8fb0-4e33-beed-233d49ccaf55,t245_20200715-210618_18
t145_1594828016132_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,18291645-e132-4708-913f-89ba81ad240c,t245_20200715-210618_13
t145_1594828011293_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,41c26941-9c22-469a-a9b4-8a2c7871889d,t245_20200715-210618_16
t145_1594828010283_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,3e2e7a68-ca1c-452c-870a-476e2fd5bc25,t245_20200715-210618_15
t145_1594828013930_21,mJ6n-Jw2B,5dff1dbc-c6b2-11ea-96b3-0242ac110002,92f263b8-1085-4307-aa4b-0a57081fa115,t245_20200715-210618_21
t145_1594828017664_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,bd194d62-de29-4ed9-a593-ca61d7d1674e,t245_20200715-210618_19
t145_1594828022111_14,rkq9-Vu93,e36501d1-c6b1-11ea-96b3-0242ac110002,f056d192-21a8-417e-a1d2-e741b200c6d2,t245_20200715-210618_14
t145_1594828021436_20,2xce-H7oM,4ec1238a-c6b2-11ea-af23-0242ac110002,70c19cf7-4446-48e6-9143-97bd2408cf7e,t245_20200715-210618_20
t145_1594828018706_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,0dc53bf6-94d7-44b0-9a73-b1285945a138,t245_20200715-210618_17
t145_1594828027057_13,u283-2scV,cea6a4da-c6b1-11ea-af23-0242ac110002,ecc54061-1723-4182-8d6a-c7cba3da8266,t245_20200715-210618_13
t145_1594828025271_18,zWTG-X6HK,26b55e82-c6b2-11ea-96b3-0242ac110002,7f1135cf-8f8a-44c3-bebb-b2b2bbd6f5ee,t245_20200715-210618_18
t145_1594828027678_16,bsBP-aYc2,03194eeb-c6b2-11ea-acee-0242ac110002,ae6a2f26-5abc-408c-b528-505fda0695f2,t245_20200715-210618_16
t145_1594828027737_15,ModC-N27Y,f2097b3b-c6b1-11ea-af23-0242ac110002,377ef573-55f4-48d4-9f9f-96adce922815,t245_20200715-210618_15
t145_1594828036301_17,vZpU-yc2Q,18ac8826-c6b2-11ea-89f8-0242ac110002,f15afdc3-b6be-4272-b5f1-3f4cc51eec4e,t245_20200715-210618_17
t145_1594828031926_21,mJ6n-Jw2B,5dff1dbc-c6b2-11ea-96b3-0242ac110002,f6ca275e-8d88-4250-8ca4-8411598c73b5,t245_20200715-210618_21
t145_1594828032232_19,ujxp-Hw2Q,38cd53b9-c6b2-11ea-af23-0242ac110002,9a66591f-42dd-4fc0-aff2-5f53ad93e6cc,t245_20200715-210618_19
