extuserid,studentuserid1,studentext,classcode
tch_20231113-132202_15,4822d9db-2db3-45c4-bf28-75f97123f897,std_1699951090407_13,v2Tn-i3TE
tch_20231113-132202_21,bd73691c-7329-4fae-9ea9-09227c518e78,std_1699951092946_16,9UQ2-YB8y
tch_20231113-132202_18,02a49849-1687-4f35-8560-9e95e0414226,std_1699951099790_4,rwZT-BN67
tch_20231113-132202_22,27c1d7d0-c97b-46bf-bd44-5384259d217e,std_1699951095883_6,h7hf-UXFP
tch_20231113-132202_9,1f1098f1-4f1f-4ea0-858c-c1a3fbc8a6f2,std_1699951103175_9,dhvQ-HG6W
tch_20231113-132202_11,39176582-5e25-48f4-a4a6-c15aab94b365,std_1699951100292_11,27oa-92B2
tch_20231113-132202_17,e84852c0-786a-43cf-8fac-5539d0e8da33,std_1699951102007_14,FGCk-9kt2
tch_20231113-132202_23,844987ff-d736-49d8-a059-f7c0a05fd1cd,std_1699951102939_17,8HoW-d2Pj
tch_20231113-132202_12,18c3b289-20fd-4e2f-ab39-1130c11d1823,std_1699951103658_1,39cr-Gz2g
tch_20231113-132202_14,8990a5b2-3d3d-41be-b1cd-7a4cdde0cf7b,std_1699951109880_2,6LDM-CtDw
tch_20231113-132202_25,5edf8da2-7f07-4691-b0ab-a456f79d9cf5,std_1699951112953_18,ecad-nNXJ
tch_20231113-132202_19,ea9a3705-e053-4d58-9332-7cf974a4495f,std_1699951111193_15,GWpe-2sX8
tch_20231113-132202_13,9ce71fa2-8ef1-41d2-a182-dfb8171bc02c,std_1699951110493_12,sGXe-dNwF
tch_20231113-132202_24,37109a88-08c0-4257-8ac2-77cedeb0597c,std_1699951112407_7,y474-p9kp
tch_20231113-132202_16,0e63e0e6-ce97-45db-93db-08c260c68800,std_1699951115215_3,NLsp-2RuV
tch_20231113-132202_20,338629f3-7c79-432e-aa4c-e7adf885be4f,std_1699951114801_5,L3wa-uR6C
tch_20231113-132202_26,d2055366-83e8-47d5-bf88-bb4ffa6050d6,std_1699951119725_8,dMXN-76Qb
tch_20231113-132202_10,414c3089-0dd6-45e0-af50-ff417231583e,std_1699951119878_10,Aa4u-eKGk
tch_20231113-132202_18,76b3e812-0eed-4e71-8794-97f3358bac28,std_1699951122794_4,rwZT-BN67
tch_20231113-132202_15,95c8dacf-6f72-459d-a884-966cf614bb63,std_1699951121391_13,v2Tn-i3TE
tch_20231113-132202_21,99dfa2cd-0ef1-4e84-ba62-87c8a771ab45,std_1699951121456_16,9UQ2-YB8y
tch_20231113-132202_27,e1a7637d-4629-4fc0-b08a-002b0d2dc7d4,std_1699951122947_19,raru-PYjF
tch_20231113-132202_22,a7030d03-016f-4812-9d70-3ee19eca2aae,std_1699951123276_6,h7hf-UXFP
tch_20231113-132202_28,7189e792-9cf3-46b8-97a2-5efe9cc4b768,std_1699951129289_9,7t76-8A2q
tch_20231113-132202_29,2d4752e0-e299-4091-ad50-38465b854307,std_1699951132956_20,29yF-hR8G
tch_20231113-132202_23,993b20db-0b02-4eab-ad33-81ee80d6d730,std_1699951131554_17,8HoW-d2Pj
tch_20231113-132202_11,ae8f37d8-5f31-4cbf-b5b6-23cca312c172,std_1699951129598_11,27oa-92B2
tch_20231113-132202_17,f91ceff9-e7f3-451a-a46f-4560400c51fd,std_1699951130105_14,FGCk-9kt2
tch_20231113-132202_12,1ad7d0fb-fdfc-4a3e-aa28-ff7c550f546a,std_1699951133840_1,39cr-Gz2g
tch_20231113-132202_25,b134bd64-8f53-414f-81b0-c76f138a8b85,std_1699951136708_18,ecad-nNXJ
tch_20231113-132202_14,ce682471-33f4-4c51-a0d5-4ec4fa5314bc,std_1699951135936_2,6LDM-CtDw
tch_20231113-132202_16,58814ba3-e877-42a9-89b9-c3c0cad0d07c,std_1699951139420_3,NLsp-2RuV
tch_20231113-132202_13,99c272e5-a020-4f00-96f7-8b42093c81e1,std_1699951138586_12,sGXe-dNwF
tch_20231113-132202_19,748e6ba9-74dd-49e5-a013-a7f6020d7e5b,std_1699951137651_15,GWpe-2sX8
tch_20231113-132202_24,c8e94feb-fef5-4218-9594-d11d058d5531,std_1699951138737_7,y474-p9kp
tch_20231113-132202_20,52ef1826-0d7b-4a90-975f-6e75cebbed13,std_1699951143359_5,L3wa-uR6C
tch_20231113-132202_30,d09359a0-0b65-410f-b0f8-bbe7776f3771,std_1699951142957_21,FaL4-e6F6
tch_20231113-132202_18,d59080e1-0a94-480b-bb58-18c169675415,std_1699951147242_4,rwZT-BN67
tch_20231113-132202_26,6a01bcec-f007-44c7-92ce-5003a56a92a3,std_1699951145842_8,dMXN-76Qb
tch_20231113-132202_15,dce63d08-6397-4032-89a1-6c4c122c825e,std_1699951148349_13,v2Tn-i3TE
tch_20231113-132202_31,6e3af409-6686-4969-9114-cadc86ee14fb,std_1699951145962_10,C78y-UNvM
tch_20231113-132202_21,b83ea787-5a8a-4b0a-964f-991b4a822a79,std_1699951148738_16,9UQ2-YB8y
tch_20231113-132202_27,1c4284e4-bb56-453e-828b-2642f4a08306,std_1699951150045_19,raru-PYjF
tch_20231113-132202_32,16e5acb7-403c-40b4-8fa8-d13a13dc3826,std_1699951152957_22,C3Ei-8f4C
tch_20231113-132202_28,db3000c1-1819-4e6e-9984-6407ac23530f,std_1699951153896_9,7t76-8A2q
tch_20231113-132202_22,b321398e-6163-4514-9d78-ed0c858bb855,std_1699951152030_6,h7hf-UXFP
tch_20231113-132202_29,0778fb89-adcd-4445-b8c7-a8189df1244e,std_1699951155900_20,29yF-hR8G
tch_20231113-132202_23,c5149963-2e17-4be4-a503-624aa88b22eb,std_1699951158160_17,8HoW-d2Pj
tch_20231113-132202_25,cefb4b7d-068d-4b8f-9808-c614bbfcfe3e,std_1699951161278_18,ecad-nNXJ
tch_20231113-132202_34,bfe48141-b22b-4ce5-9c64-637ab60ad455,std_1699951160753_1,m9KX-wB86
tch_20231113-132202_33,7820e74a-414c-4bc3-85f7-d4da9958a200,std_1699951158362_11,48Dp-7Yrx
tch_20231113-132202_35,f0cfd8da-0d66-4889-b197-f3ea72f23cf5,std_1699951162969_23,8424-P2J4
tch_20231113-132202_38,c3b1d061-1071-4b12-b3c7-987bb015fcb9,std_1699951165540_12,7Foh-jZQH
tch_20231113-132202_17,4b6b030d-61ba-4b93-bcab-4be70d343ab3,std_1699951160418_14,FGCk-9kt2
tch_20231113-132202_36,034ea7e6-75d7-479e-a8e7-41207bf58e79,std_1699951163930_2,37AF-zQk9
tch_20231113-132202_37,51a0bd5d-3644-4639-b475-14ea51765ca6,std_1699951163972_3,uxjn-iD49
tch_20231113-132202_24,2ff7c894-4ce9-47ad-86f1-99983e870eb1,std_1699951168246_7,y474-p9kp
tch_20231113-132202_19,8768cd53-a5c7-4889-aafc-acb70bca96da,std_1699951167053_15,GWpe-2sX8
tch_20231113-132202_20,050d92bd-de21-48c8-8c8e-d195e773b540,std_1699951170083_5,L3wa-uR6C
tch_20231113-132202_30,e45a848b-cb3e-40c0-a7b8-af09b33373bb,std_1699951170496_21,FaL4-e6F6
tch_20231113-132202_40,8b21b41d-72de-4615-80c7-5ffc82878ac4,std_1699951172963_24,69FJ-2zBY
tch_20231113-132202_26,e2bc3100-2914-4da1-80e3-c125e2858980,std_1699951173317_8,dMXN-76Qb
tch_20231113-132202_41,00ebffa5-ef55-441e-a55c-3d4fa484bff5,std_1699951173858_13,L943-qZv6
tch_20231113-132202_39,c9d8492f-dff4-4d99-9380-bfc159414bff,std_1699951172738_4,zb6Z-XE26
tch_20231113-132202_31,e6ec12da-1651-4f45-a56c-221a45c90adf,std_1699951175320_10,C78y-UNvM
tch_20231113-132202_32,f89a3821-e1de-4903-a067-afee10dee8e8,std_1699951179658_22,C3Ei-8f4C
tch_20231113-132202_21,02b010a6-2bee-413f-8c7f-69b46feb29a7,std_1699951177863_16,9UQ2-YB8y
tch_20231113-132202_27,2bcfc239-dfaa-4494-91c4-270a8ddcdcb0,std_1699951179046_19,raru-PYjF
tch_20231113-132202_22,ba395396-58be-4dcb-aed5-cc0b4541f7e2,std_1699951181630_6,h7hf-UXFP
tch_20231113-132202_28,dc89537b-9aa9-4a27-bd57-d7689ce3022b,std_1699951181169_9,7t76-8A2q
tch_20231113-132202_42,a49219e0-1b81-4b14-b309-cd0914cc2d10,std_1699951182982_25,KUvs-JfBz
tch_20231113-132202_29,64d2d80b-adac-4354-a261-d0fbd6f66f4f,std_1699951184165_20,29yF-hR8G
tch_20231113-132202_23,6750e783-a7ba-4942-ae69-f6ea188552f4,std_1699951186618_17,8HoW-d2Pj
tch_20231113-132202_35,e78a3038-deac-402d-811a-683cf7249de2,std_1699951190149_23,8424-P2J4
tch_20231113-132202_34,2cf77218-85cb-43bb-84f2-f232ef391832,std_1699951187619_1,m9KX-wB86
tch_20231113-132202_25,4da5fad7-cc16-4f2b-bfe7-9e21ddbf6b1c,std_1699951186960_18,ecad-nNXJ
tch_20231113-132202_43,fbab9b1c-e213-448c-a65d-f2fdd9d38fb4,std_1699951191171_14,4R4e-F2Ex
tch_20231113-132202_33,30ca47d2-6add-46a9-ace2-7482b58fecb5,std_1699951189528_11,48Dp-7Yrx
tch_20231113-132202_38,6eae4fc7-b47b-4c1b-b96e-f3c2eb27ac45,std_1699951190765_12,7Foh-jZQH
tch_20231113-132202_36,0913cdd1-8966-4f5e-bf4c-69367ef493a6,std_1699951192107_2,37AF-zQk9
tch_20231113-132202_24,5994cbd4-8c21-41b6-9e21-1dc4ebc635e3,std_1699951194608_7,y474-p9kp
tch_20231113-132202_46,4b7f5fcd-c017-4f80-92f7-e9852f45788f,std_1699951196320_5,P9As-2CVs
tch_20231113-132202_44,70db7467-fef1-4bd7-b60b-b37274ede922,std_1699951192988_26,b2dp-PRNp
tch_20231113-132202_37,0ca28fc6-7133-44df-8642-383998e82f6a,std_1699951192590_3,uxjn-iD49
tch_20231113-132202_30,7ba8280a-efe0-4fd8-890a-271cb33da06c,std_1699951197013_21,FaL4-e6F6
tch_20231113-132202_41,a7e03b1f-f95e-47bf-a73a-39cc68f2bff8,std_1699951199512_13,L943-qZv6
tch_20231113-132202_40,f7ed2b0e-8018-4f84-97ac-83ddee480c70,std_1699951197391_24,69FJ-2zBY
tch_20231113-132202_45,5bea6a26-a469-4f42-9c22-bfd1b52c8070,std_1699951194963_15,7gGU-k8cG
tch_20231113-132202_26,36b110b7-f313-4136-9ef9-82d3814813f0,std_1699951197683_8,dMXN-76Qb
tch_20231113-132202_39,4c27dd4e-dbb3-4460-a010-113641c14042,std_1699951203317_4,zb6Z-XE26
tch_20231113-132202_48,108912b5-cb7d-4905-95fa-06513a5719ef,std_1699951205899_16,Y6pe-iAvT
tch_20231113-132202_27,7fe8a0c0-73bc-43d8-b54f-54aa6979e728,std_1699951206811_19,raru-PYjF
tch_20231113-132202_31,8926ea95-a36f-4d69-90e7-43519c9ca967,std_1699951203737_10,C78y-UNvM
tch_20231113-132202_47,a0329cc3-c15f-4519-966e-976bff5838fe,std_1699951202977_27,s9AW-P2H6
tch_20231113-132202_49,45fb3a8e-b7eb-45c2-a2d0-b16dd4178c4a,std_1699951208290_6,kBKQ-7HF3
tch_20231113-132202_28,69b6c646-97dd-46aa-b90e-e972d4178d6c,std_1699951209114_9,7t76-8A2q
tch_20231113-132202_32,b8a68127-6318-4eae-b7d3-20e1ec028e2a,std_1699951205595_22,C3Ei-8f4C
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
