extuserid,classcode,category
std_8nW7-PeCa_1692339576944_25,8nW7-PeCa,3B10PE
std_6rvR-rk6V_1692340119586_24,6rvR-rk6V,3B10PE
std_Pw9h-ayE8_1693022075902_127,Pw9h-ayE8,3B10PE
std_7Wb3-DGx9_1692341463242_29,7Wb3-DGx9,3B10PE
std_PE8z-63J6_1692342112999_112,PE8z-63J6,3B10PE
std_3rfB-MQ37_1692986672171_25,3rfB-MQ37,3B10PE
std_7Wb3-DGx9_1692341702637_29,7Wb3-DGx9,3B10PE
std_gHfj-QY7s_1692986809953_23,gHfj-QY7s,3B10PE
std_7WT6-htjz_1692986941318_27,7WT6-htjz,3B10PE
std_7Kk7-V9BN_1692987023894_29,7Kk7-V9BN,3B10PE
std_89uc-pBV7_1693021725536_124,89uc-pBV7,3B10PE
std_VH3t-MQXD_1693017664786_27,VH3t-MQXD,3B10PE
std_cu7s-WtjY_1692341698727_109,cu7s-WtjY,3B10PE
std_Fknp-oNHZ_1692987211129_28,Fknp-oNHZ,3B10PE
std_3rfB-MQ37_1692986223717_25,3rfB-MQ37,3B10PE
std_bHPr-84e8_1692987513575_24,bHPr-84e8,3B10PE
std_3rfB-MQ37_1692987597666_25,3rfB-MQ37,3B10PE
std_Fknp-oNHZ_1692986138918_28,Fknp-oNHZ,3B10PE
std_d24Z-9486_1692340046564_54,d24Z-9486,3B10PE
std_2Txq-4K3U_1692341321178_26,2Txq-4K3U,3B10PE
std_Pw9h-ayE8_1693021727730_127,Pw9h-ayE8,3B10PE
std_8nW7-PeCa_1692339834718_25,8nW7-PeCa,3B10PE
std_x9Fs-fe2g_1692338746987_14,x9Fs-fe2g,3B10PE
std_cu7s-WtjY_1692342179270_109,cu7s-WtjY,3B10PE
std_7WT6-htjz_1692987491213_27,7WT6-htjz,3B10PE
std_6rvR-rk6V_1692341504131_24,6rvR-rk6V,3B10PE
std_8nW7-PeCa_1692339084456_25,8nW7-PeCa,3B10PE
std_iorQ-67if_1692340301916_66,iorQ-67if,3B10PE
std_cd2X-w8qA_1693021257097_125,cd2X-w8qA,3B10PE
std_VHN3-7Y4Q_1692340505764_68,VHN3-7Y4Q,3B10PE
std_x3X4-fv34_1692342600159_94,x3X4-fv34,3B10PE
std_7WT6-htjz_1692986308442_27,7WT6-htjz,3B10PE
std_2kV9-E92B_1692986634142_30,2kV9-E92B,3B10PE
std_oiNy-tM8G_1693021145182_130,oiNy-tM8G,3B10PE
std_2Fpk-JuvP_1693016891910_26,2Fpk-JuvP,3B10PE
std_n2ZH-wQeM_1692342444826_102,n2ZH-wQeM,3B10PE
std_7Kk7-V9BN_1692986609694_29,7Kk7-V9BN,3B10PE
std_WMcH-2HcA_1692986969267_22,WMcH-2HcA,3B10PE
std_f393-eLNb_1692341277413_32,f393-eLNb,3B10PE
std_2Fpk-JuvP_1693017216218_26,2Fpk-JuvP,3B10PE
std_QrDk-3Zg2_1693020979380_122,QrDk-3Zg2,3B10PE
std_rD2i-2u8p_1692340110585_28,rD2i-2u8p,3B10PE
std_QrDk-3Zg2_1693021988448_122,QrDk-3Zg2,3B10PE
std_2Fpk-JuvP_1693017771907_26,2Fpk-JuvP,3B10PE
std_cd2X-w8qA_1693020940220_125,cd2X-w8qA,3B10PE
std_2Txq-4K3U_1692341123339_26,2Txq-4K3U,3B10PE
std_2B3i-mf38_1692340887574_65,2B3i-mf38,3B10PE
std_urkD-wgeQ_1693018117472_25,urkD-wgeQ,3B10PE
std_cu7s-WtjY_1692342389824_109,cu7s-WtjY,3B10PE
std_nWDy-c9h4_1692340010688_45,nWDy-c9h4,3B10PE
std_HF7V-Z6dV_1693018008974_28,HF7V-Z6dV,3B10PE
std_HF7V-Z6dV_1693017700983_28,HF7V-Z6dV,3B10PE
std_oiNy-tM8G_1693021097202_130,oiNy-tM8G,3B10PE
std_GMC6-v3M7_1693021772090_128,GMC6-v3M7,3B10PE
std_GMC6-v3M7_1693021167255_128,GMC6-v3M7,3B10PE
std_3HR3-zT43_1692342973213_106,3HR3-zT43,3B10PE
std_3HR3-zT43_1692344239863_106,3HR3-zT43,3B10PE
std_HF7V-Z6dV_1693017208358_28,HF7V-Z6dV,3B10PE
std_2B3i-mf38_1692341509328_65,2B3i-mf38,3B10PE
std_7Kk7-V9BN_1692987155971_29,7Kk7-V9BN,3B10PE
std_urkD-wgeQ_1693016751314_25,urkD-wgeQ,3B10PE
std_mH6x-g8un_1693017707526_29,mH6x-g8un,3B10PE
std_x3X4-fv34_1692341865804_94,x3X4-fv34,3B10PE
std_n2ZH-wQeM_1692342913351_102,n2ZH-wQeM,3B10PE
std_z74k-wb2P_1692340698182_5,z74k-wb2P,3B10PE
std_nWDy-c9h4_1692340470789_45,nWDy-c9h4,3B10PE
std_GMC6-v3M7_1693021458153_128,GMC6-v3M7,3B10PE
std_VH3t-MQXD_1693018237486_27,VH3t-MQXD,3B10PE
std_HF7V-Z6dV_1693017764482_28,HF7V-Z6dV,3B10PE
std_cu7s-WtjY_1692341785150_109,cu7s-WtjY,3B10PE
std_kfna-h4N2_1693017201118_22,kfna-h4N2,3B10PE
std_8nW7-PeCa_1692341244910_25,8nW7-PeCa,3B10PE
std_Kp2H-4hbQ_1693018338598_30,Kp2H-4hbQ,3B10PE
std_4Hs9-w6dm_1692342268179_62,4Hs9-w6dm,3B10PE
std_bHPr-84e8_1692986548028_24,bHPr-84e8,3B10PE
std_3rfB-MQ37_1692986515077_25,3rfB-MQ37,3B10PE
std_6KTP-csuR_1692987279674_21,6KTP-csuR,3B10PE
std_kKV7-JCDT_1692342855922_85,kKV7-JCDT,3B10PE
std_d24Z-9486_1692341409670_54,d24Z-9486,3B10PE
std_R3pC-3Nur_1692340587846_72,R3pC-3Nur,3B10PE
std_7WT6-htjz_1692987745426_27,7WT6-htjz,3B10PE
std_PFzg-Ydgp_1692341041685_49,PFzg-Ydgp,3B10PE
std_Pw9h-ayE8_1693022247678_127,Pw9h-ayE8,3B10PE
std_7Wb3-DGx9_1692340117866_29,7Wb3-DGx9,3B10PE
std_76G3-VJz3_1692339473428_9,76G3-VJz3,3B10PE
std_4Hs9-w6dm_1692341145192_62,4Hs9-w6dm,3B10PE
std_kfna-h4N2_1693017606866_22,kfna-h4N2,3B10PE
std_Pw9h-ayE8_1693022279319_127,Pw9h-ayE8,3B10PE
std_iorQ-67if_1692340652605_66,iorQ-67if,3B10PE
std_bBXY-8i9m_1693017772909_24,bBXY-8i9m,3B10PE
std_VH3t-MQXD_1693017800931_27,VH3t-MQXD,3B10PE
std_2B3i-mf38_1692340547813_65,2B3i-mf38,3B10PE
std_2Txq-4K3U_1692339893617_26,2Txq-4K3U,3B10PE
std_76G3-VJz3_1692340336769_9,76G3-VJz3,3B10PE
std_x3X4-fv34_1692341491434_94,x3X4-fv34,3B10PE
std_bBXY-8i9m_1693017179465_24,bBXY-8i9m,3B10PE
std_bBXY-8i9m_1693017468585_24,bBXY-8i9m,3B10PE
std_bBXY-8i9m_1693018103140_24,bBXY-8i9m,3B10PE
std_RzR8-TBds_1692342620952_104,RzR8-TBds,3B10PE
std_Kp2H-4hbQ_1693017704456_30,Kp2H-4hbQ,3B10PE
std_nWDy-c9h4_1692342271187_45,nWDy-c9h4,3B10PE
std_x3X4-fv34_1692341521697_94,x3X4-fv34,3B10PE
std_2Txq-4K3U_1692340079168_26,2Txq-4K3U,3B10PE
std_QrDk-3Zg2_1693021271497_122,QrDk-3Zg2,3B10PE
std_7Wb3-DGx9_1692340888067_29,7Wb3-DGx9,3B10PE
std_8TZD-32t8_1692343832369_108,8TZD-32t8,3B10PE
std_BK8z-kMhw_1692341543719_105,BK8z-kMhw,3B10PE
std_d24Z-9486_1692342743210_54,d24Z-9486,3B10PE
std_7Wb3-DGx9_1692339679944_29,7Wb3-DGx9,3B10PE
std_nWDy-c9h4_1692340298848_45,nWDy-c9h4,3B10PE
std_2Fpk-JuvP_1693017201216_26,2Fpk-JuvP,3B10PE
std_Ydzx-EhRs_1693021529949_123,Ydzx-EhRs,3B10PE
std_2kV9-E92B_1692987784853_30,2kV9-E92B,3B10PE
std_x27p-6pK7_1693021378716_126,x27p-6pK7,3B10PE
std_2Txq-4K3U_1692340141411_26,2Txq-4K3U,3B10PE
std_oiNy-tM8G_1693022478733_130,oiNy-tM8G,3B10PE
std_kKV7-JCDT_1692342622481_85,kKV7-JCDT,3B10PE
std_cd2X-w8qA_1693021491358_125,cd2X-w8qA,3B10PE
std_2Fpk-JuvP_1693016706760_26,2Fpk-JuvP,3B10PE
std_xGvd-yGKM_1692342637925_69,xGvd-yGKM,3B10PE
std_7Kk7-V9BN_1692986224586_29,7Kk7-V9BN,3B10PE
std_cu7s-WtjY_1692343779898_109,cu7s-WtjY,3B10PE
std_7Kk7-V9BN_1692987295010_29,7Kk7-V9BN,3B10PE
std_cd2X-w8qA_1693022186893_125,cd2X-w8qA,3B10PE
std_uCuY-LQy3_1693021462449_129,uCuY-LQy3,3B10PE
std_rD2i-2u8p_1692341415937_28,rD2i-2u8p,3B10PE
std_HF7V-Z6dV_1693018325471_28,HF7V-Z6dV,3B10PE
std_Fknp-oNHZ_1692987247420_28,Fknp-oNHZ,3B10PE
std_d24Z-9486_1692340310161_54,d24Z-9486,3B10PE
std_kKV7-JCDT_1692343252643_85,kKV7-JCDT,3B10PE
std_Kp2H-4hbQ_1693018002208_30,Kp2H-4hbQ,3B10PE
std_urkD-wgeQ_1693017730759_25,urkD-wgeQ,3B10PE
std_xGvd-yGKM_1692342891793_69,xGvd-yGKM,3B10PE
std_6KTP-csuR_1692985944140_21,6KTP-csuR,3B10PE
std_Fknp-oNHZ_1692986412713_28,Fknp-oNHZ,3B10PE
std_dGT6-3fQ8_1693021977666_121,dGT6-3fQ8,3B10PE
std_bHPr-84e8_1692985965635_24,bHPr-84e8,3B10PE
std_VHN3-7Y4Q_1692340708517_68,VHN3-7Y4Q,3B10PE
std_iorQ-67if_1692342623002_66,iorQ-67if,3B10PE
std_76G3-VJz3_1692338666975_9,76G3-VJz3,3B10PE
std_n2ZH-wQeM_1692341575160_102,n2ZH-wQeM,3B10PE
std_GMC6-v3M7_1693021084314_128,GMC6-v3M7,3B10PE
std_bBXY-8i9m_1693016674510_24,bBXY-8i9m,3B10PE
std_mH6x-g8un_1693017341578_29,mH6x-g8un,3B10PE
std_8TZD-32t8_1692342643415_108,8TZD-32t8,3B10PE
std_cu7s-WtjY_1692343722565_109,cu7s-WtjY,3B10PE
std_iorQ-67if_1692342653104_66,iorQ-67if,3B10PE
std_nWDy-c9h4_1692341060405_45,nWDy-c9h4,3B10PE
std_cd2X-w8qA_1693021063815_125,cd2X-w8qA,3B10PE
std_cd2X-w8qA_1693021641353_125,cd2X-w8qA,3B10PE
std_n2ZH-wQeM_1692341661150_102,n2ZH-wQeM,3B10PE
std_7Kk7-V9BN_1692986735906_29,7Kk7-V9BN,3B10PE
std_2kV9-E92B_1692986503314_30,2kV9-E92B,3B10PE
std_3rfB-MQ37_1692987673641_25,3rfB-MQ37,3B10PE
std_Ydzx-EhRs_1693020648719_123,Ydzx-EhRs,3B10PE
std_gHfj-QY7s_1692987166614_23,gHfj-QY7s,3B10PE
std_Pw9h-ayE8_1693021578401_127,Pw9h-ayE8,3B10PE
std_Pep9-XB9G_1692340728505_64,Pep9-XB9G,3B10PE
std_nWDy-c9h4_1692342539185_45,nWDy-c9h4,3B10PE
std_3HR3-zT43_1692344030686_106,3HR3-zT43,3B10PE
std_x9Fs-fe2g_1692340813027_14,x9Fs-fe2g,3B10PE
std_8TZD-32t8_1692343339557_108,8TZD-32t8,3B10PE
std_7Wb3-DGx9_1692341378752_29,7Wb3-DGx9,3B10PE
std_2kV9-E92B_1692986357468_30,2kV9-E92B,3B10PE
std_Kpv4-DuC2_1692340469994_22,Kpv4-DuC2,3B10PE
std_4hXA-rc6X_1693017797519_23,4hXA-rc6X,3B10PE
std_2Txq-4K3U_1692339132820_26,2Txq-4K3U,3B10PE
std_z74k-wb2P_1692338948559_5,z74k-wb2P,3B10PE
std_4Hs9-w6dm_1692342945826_62,4Hs9-w6dm,3B10PE
std_dGT6-3fQ8_1693020497541_121,dGT6-3fQ8,3B10PE
std_BK8z-kMhw_1692341921336_105,BK8z-kMhw,3B10PE
std_3rfB-MQ37_1692987216567_25,3rfB-MQ37,3B10PE
std_f393-eLNb_1692340757149_32,f393-eLNb,3B10PE
std_PE8z-63J6_1692344522416_112,PE8z-63J6,3B10PE
std_3rfB-MQ37_1692986277913_25,3rfB-MQ37,3B10PE
std_WMcH-2HcA_1692986749054_22,WMcH-2HcA,3B10PE
std_2Fpk-JuvP_1693016942840_26,2Fpk-JuvP,3B10PE
std_WMcH-2HcA_1692987427406_22,WMcH-2HcA,3B10PE
std_8TZD-32t8_1692341744174_108,8TZD-32t8,3B10PE
std_kfna-h4N2_1693017904846_22,kfna-h4N2,3B10PE
std_7Kk7-V9BN_1692986907457_29,7Kk7-V9BN,3B10PE
std_2Txq-4K3U_1692341668470_26,2Txq-4K3U,3B10PE
std_6KTP-csuR_1692986204334_21,6KTP-csuR,3B10PE
std_z74k-wb2P_1692341006800_5,z74k-wb2P,3B10PE
std_7Wb3-DGx9_1692340206761_29,7Wb3-DGx9,3B10PE
std_4hXA-rc6X_1693017188640_23,4hXA-rc6X,3B10PE
std_R3pC-3Nur_1692343155447_72,R3pC-3Nur,3B10PE
std_f393-eLNb_1692340011531_32,f393-eLNb,3B10PE
std_8TZD-32t8_1692343479961_108,8TZD-32t8,3B10PE
std_oiNy-tM8G_1693021261008_130,oiNy-tM8G,3B10PE
std_4hXA-rc6X_1693017154563_23,4hXA-rc6X,3B10PE
std_oiNy-tM8G_1693021227483_130,oiNy-tM8G,3B10PE
std_urkD-wgeQ_1693017370722_25,urkD-wgeQ,3B10PE
std_6rNJ-Gu7Z_1693017709009_21,6rNJ-Gu7Z,3B10PE
std_urkD-wgeQ_1693017026676_25,urkD-wgeQ,3B10PE
std_f393-eLNb_1692341425120_32,f393-eLNb,3B10PE
std_z74k-wb2P_1692339181275_5,z74k-wb2P,3B10PE
std_RzR8-TBds_1692343223251_104,RzR8-TBds,3B10PE
std_6rNJ-Gu7Z_1693017483876_21,6rNJ-Gu7Z,3B10PE
std_oiNy-tM8G_1693021353704_130,oiNy-tM8G,3B10PE
std_VHN3-7Y4Q_1692342486638_68,VHN3-7Y4Q,3B10PE
std_x9Fs-fe2g_1692341046735_14,x9Fs-fe2g,3B10PE
std_2kV9-E92B_1692987695787_30,2kV9-E92B,3B10PE
std_f393-eLNb_1692339430352_32,f393-eLNb,3B10PE
std_oiNy-tM8G_1693022206732_130,oiNy-tM8G,3B10PE
std_8nW7-PeCa_1692340481407_25,8nW7-PeCa,3B10PE
std_6rvR-rk6V_1692340147989_24,6rvR-rk6V,3B10PE
std_gHfj-QY7s_1692986461366_23,gHfj-QY7s,3B10PE
std_8TZD-32t8_1692343453845_108,8TZD-32t8,3B10PE
std_GMC6-v3M7_1693021707026_128,GMC6-v3M7,3B10PE
std_7Wb3-DGx9_1692340920585_29,7Wb3-DGx9,3B10PE
std_xGvd-yGKM_1692342480949_69,xGvd-yGKM,3B10PE
std_89uc-pBV7_1693021304109_124,89uc-pBV7,3B10PE
std_urkD-wgeQ_1693017629401_25,urkD-wgeQ,3B10PE
std_3HR3-zT43_1692344059755_106,3HR3-zT43,3B10PE
std_n2ZH-wQeM_1692342526540_102,n2ZH-wQeM,3B10PE
std_xGvd-yGKM_1692341424602_69,xGvd-yGKM,3B10PE
std_WMcH-2HcA_1692986934945_22,WMcH-2HcA,3B10PE
std_x3X4-fv34_1692343997235_94,x3X4-fv34,3B10PE
std_WMcH-2HcA_1692986448892_22,WMcH-2HcA,3B10PE
std_uCuY-LQy3_1693021694053_129,uCuY-LQy3,3B10PE
std_dGT6-3fQ8_1693021706414_121,dGT6-3fQ8,3B10PE
std_7WT6-htjz_1692986237854_27,7WT6-htjz,3B10PE
std_7Kk7-V9BN_1692987450739_29,7Kk7-V9BN,3B10PE
std_89uc-pBV7_1693021487677_124,89uc-pBV7,3B10PE
std_Pep9-XB9G_1692341607243_64,Pep9-XB9G,3B10PE
std_cd2X-w8qA_1693020676807_125,cd2X-w8qA,3B10PE
std_7Wb3-DGx9_1692341296974_29,7Wb3-DGx9,3B10PE
std_Fknp-oNHZ_1692987623538_28,Fknp-oNHZ,3B10PE
std_Fknp-oNHZ_1692987085791_28,Fknp-oNHZ,3B10PE
std_2B3i-mf38_1692340340211_65,2B3i-mf38,3B10PE
std_bBXY-8i9m_1693017363734_24,bBXY-8i9m,3B10PE
std_bBXY-8i9m_1693017095895_24,bBXY-8i9m,3B10PE
std_4hXA-rc6X_1693017085352_23,4hXA-rc6X,3B10PE
std_dGT6-3fQ8_1693020667873_121,dGT6-3fQ8,3B10PE
std_mH6x-g8un_1693017473510_29,mH6x-g8un,3B10PE
std_iorQ-67if_1692341890219_66,iorQ-67if,3B10PE
std_6KTP-csuR_1692986721774_21,6KTP-csuR,3B10PE
std_6rNJ-Gu7Z_1693016482820_21,6rNJ-Gu7Z,3B10PE
std_6rNJ-Gu7Z_1693017631382_21,6rNJ-Gu7Z,3B10PE
std_6KTP-csuR_1692987298014_21,6KTP-csuR,3B10PE
std_kfna-h4N2_1693017939222_22,kfna-h4N2,3B10PE
std_kKV7-JCDT_1692341276645_85,kKV7-JCDT,3B10PE
std_WMcH-2HcA_1692987379569_22,WMcH-2HcA,3B10PE
std_kfna-h4N2_1693016733144_22,kfna-h4N2,3B10PE
std_d24Z-9486_1692341644068_54,d24Z-9486,3B10PE
std_bHPr-84e8_1692987364272_24,bHPr-84e8,3B10PE
std_rD2i-2u8p_1692339941936_28,rD2i-2u8p,3B10PE
std_Kp2H-4hbQ_1693017446419_30,Kp2H-4hbQ,3B10PE
std_kfna-h4N2_1693018078531_22,kfna-h4N2,3B10PE
std_7WT6-htjz_1692987044534_27,7WT6-htjz,3B10PE
std_uCuY-LQy3_1693021101544_129,uCuY-LQy3,3B10PE
std_R3pC-3Nur_1692342001212_72,R3pC-3Nur,3B10PE
std_uCuY-LQy3_1693021627324_129,uCuY-LQy3,3B10PE
std_kKV7-JCDT_1692342214811_85,kKV7-JCDT,3B10PE
std_iorQ-67if_1692341858208_66,iorQ-67if,3B10PE
std_2Txq-4K3U_1692339424417_26,2Txq-4K3U,3B10PE
std_HF7V-Z6dV_1693017493892_28,HF7V-Z6dV,3B10PE
std_yeie-vaue_1692987450761_26,yeie-vaue,3B10PE
std_6rvR-rk6V_1692341825128_24,6rvR-rk6V,3B10PE
std_eJt9-mr6Y_1692342100006_89,eJt9-mr6Y,3B10PE
std_z74k-wb2P_1692340170647_5,z74k-wb2P,3B10PE
std_bHPr-84e8_1692986731755_24,bHPr-84e8,3B10PE
std_89uc-pBV7_1693020905416_124,89uc-pBV7,3B10PE
std_76G3-VJz3_1692339762924_9,76G3-VJz3,3B10PE
std_4hXA-rc6X_1693017881393_23,4hXA-rc6X,3B10PE
std_x27p-6pK7_1693020941284_126,x27p-6pK7,3B10PE
std_n2ZH-wQeM_1692343549885_102,n2ZH-wQeM,3B10PE
std_PE8z-63J6_1692341684906_112,PE8z-63J6,3B10PE
std_76G3-VJz3_1692339054243_9,76G3-VJz3,3B10PE
std_7Kk7-V9BN_1692986988873_29,7Kk7-V9BN,3B10PE
std_7Wb3-DGx9_1692340085624_29,7Wb3-DGx9,3B10PE
std_89uc-pBV7_1693020728763_124,89uc-pBV7,3B10PE
std_n2ZH-wQeM_1692341427333_102,n2ZH-wQeM,3B10PE
std_RzR8-TBds_1692341443016_104,RzR8-TBds,3B10PE
std_n2ZH-wQeM_1692344103036_102,n2ZH-wQeM,3B10PE
std_Ydzx-EhRs_1693020886563_123,Ydzx-EhRs,3B10PE
std_BK8z-kMhw_1692343527495_105,BK8z-kMhw,3B10PE
