extuserid,class,classcode,bundleCount
tch_20220828-130321_94,Perf_class_20220828-130321_94,6V28-hW9P,2
tch_20220828-130321_96,Perf_class_20220828-130321_96,6hih-fFRU,2
tch_20220828-130321_97,Perf_class_20220828-130321_97,JrCW-x9RV,2
tch_20220828-130321_98,Perf_class_20220828-130321_98,xzq8-MKVW,2
tch_20220910-183146_1,Perf_class_20220910-183146_1,J9Fk-Dsg3,2
tch_20220910-183146_2,Perf_class_20220910-183146_2,x7CA-v2dE,2
tch_20220910-183146_3,Perf_class_20220910-183146_3,2HWZ-AnuX,2
tch_20220910-183146_4,Perf_class_20220910-183146_4,rjzu-3o36,2
tch_20220910-183146_6,Perf_class_20220910-183146_6,wfu2-ohCV,2
tch_20220910-183146_7,Perf_class_20220910-183146_7,P8MU-wY72,2
tch_20220910-183146_5,Perf_class_20220910-183146_5,qkTE-hZGX,2
tch_20220910-183146_8,Perf_class_20220910-183146_8,zDN7-LCge,2
tch_20220910-183146_9,Perf_class_20220910-183146_9,Y723-9P6p,2
tch_20220910-183146_10,Perf_class_20220910-183146_10,G8JT-9Z26,2
tch_20220910-183146_11,Perf_class_20220910-183146_11,wonp-3Bp7,3
tch_20220910-183146_13,Perf_class_20220910-183146_13,w76n-rdZM,3
tch_20220910-183146_14,Perf_class_20220910-183146_14,TUvi-Rnv9,3
tch_20220910-183146_12,Perf_class_20220910-183146_12,V8Gb-qEgY,3
tch_20220910-183146_15,Perf_class_20220910-183146_15,Avuq-xJ4B,3
tch_20220910-183146_16,Perf_class_20220910-183146_16,7c3T-b963,4
tch_20220910-183146_17,Perf_class_20220910-183146_17,2BU9-2cE6,4
tch_20220910-183146_19,Perf_class_20220910-183146_19,QKX2-tF62,4
tch_20220910-183146_18,Perf_class_20220910-183146_18,CGQW-2k8E,0
tch_20220910-183146_20,Perf_class_20220910-183146_20,ozAq-cdcJ,0
tch_20220910-183146_22,Perf_class_20220910-183146_22,4v7F-NVY2,0
tch_20220910-183146_21,Perf_class_20220910-183146_21,8qy6-v7wZ,0
tch_20220910-183146_23,Perf_class_20220910-183146_23,Qw9B-xWkc,0
tch_20220910-183146_24,Perf_class_20220910-183146_24,2Tsg-4iLu,0
tch_20220910-183146_26,Perf_class_20220910-183146_26,2N7g-ZcaK,0
tch_20220910-183146_25,Perf_class_20220910-183146_25,AU3H-73p4,0
tch_20220910-183146_28,Perf_class_20220910-183146_28,BJBE-KvtY,0
tch_20220910-183146_29,Perf_class_20220910-183146_29,72N9-uwzn,0
tch_20220910-183146_27,Perf_class_20220910-183146_27,HC79-zjid,1
tch_20220910-183146_30,Perf_class_20220910-183146_30,U6BP-289g,1
tch_20220910-183146_31,Perf_class_20220910-183146_31,7yq4-6M3n,1
tch_20220910-183146_33,Perf_class_20220910-183146_33,6T4e-qQ4H,1
tch_20220910-183146_34,Perf_class_20220910-183146_34,t3a6-GcW4,1
tch_20220910-183146_32,Perf_class_20220910-183146_32,Yn7X-qFC4,1
tch_20220910-183146_35,Perf_class_20220910-183146_35,sqCt-GzwT,1
tch_20220910-183146_37,Perf_class_20220910-183146_37,3VZd-nb7x,1
tch_20220910-183146_36,Perf_class_20220910-183146_36,gR9B-7ZBf,1
tch_20220910-183146_38,Perf_class_20220910-183146_38,tK3K-MTNV,1
tch_20220910-183146_40,Perf_class_20220910-183146_40,tNu6-qGD8,2
tch_20220910-183146_39,Perf_class_20220910-183146_39,6746-4Z3Z,2
tch_20220910-183146_41,Perf_class_20220910-183146_41,GCkW-oRZN,2
tch_20220910-183146_42,Perf_class_20220910-183146_42,z67u-nA6w,2
tch_20220910-183146_43,Perf_class_20220910-183146_43,4fa3-G68b,2
tch_20220910-183146_44,Perf_class_20220910-183146_44,8N64-K2GB,2
tch_20220910-183146_45,Perf_class_20220910-183146_45,dam6-ZCa2,2
tch_20220910-183146_48,Perf_class_20220910-183146_48,Y8Q6-nhWg,2
tch_20220910-183146_46,Perf_class_20220910-183146_46,873s-hYUT,2
tch_20220910-183146_47,Perf_class_20220910-183146_47,3BE3-hv2M,2
tch_20220910-183146_49,Perf_class_20220910-183146_49,2Q4D-ADUk,2
tch_20220910-183146_50,Perf_class_20220910-183146_50,eDha-RX7t,2
tch_20220910-183146_51,Perf_class_20220910-183146_51,248g-KEH6,2
tch_20220910-183146_52,Perf_class_20220910-183146_52,TDmt-7k6T,2
tch_20220910-183146_53,Perf_class_20220910-183146_53,eQTC-8ZUm,2
tch_20220910-183146_55,Perf_class_20220910-183146_55,u97R-yCDm,2
tch_20220910-183146_54,Perf_class_20220910-183146_54,ecKy-b4Tr,2
tch_20220910-183146_56,Perf_class_20220910-183146_56,gAfe-zgpw,2
tch_20220910-183146_57,Perf_class_20220910-183146_57,y73D-Yazw,2
tch_20220910-183146_58,Perf_class_20220910-183146_58,3jV8-4b64,2
tch_20220910-183146_59,Perf_class_20220910-183146_59,BGoy-KUK9,2
tch_20220910-183146_61,Perf_class_20220910-183146_61,EgP3-MZWd,2
tch_20220910-183146_63,Perf_class_20220910-183146_63,26MX-nufm,3
tch_20220910-183146_64,Perf_class_20220910-183146_64,t3Nk-bk9y,3
tch_20220910-183146_65,Perf_class_20220910-183146_65,G2ao-uhj7,3
tch_20220910-183146_66,Perf_class_20220910-183146_66,h4Zt-8Vwe,3
tch_20220910-183146_69,Perf_class_20220910-183146_69,QKD4-EL2r,3
tch_20220910-183146_68,Perf_class_20220910-183146_68,H9dF-6v7w,4
tch_20220910-183146_67,Perf_class_20220910-183146_67,WUHx-sZ8b,4
tch_20220910-183146_71,Perf_class_20220910-183146_71,42i7-ZG6J,4
tch_20220910-183146_70,Perf_class_20220910-183146_70,fdgt-4Wcm,0
tch_20220910-183146_72,Perf_class_20220910-183146_72,jW64-gQ3W,0
tch_20220910-183146_73,Perf_class_20220910-183146_73,82n8-DLmY,0
tch_20220910-183146_74,Perf_class_20220910-183146_74,Hfe3-826h,0
tch_20220910-183146_75,Perf_class_20220910-183146_75,q3ax-k9dX,0
tch_20220910-183146_77,Perf_class_20220910-183146_77,7Nyx-9Jum,0
tch_20220910-183146_76,Perf_class_20220910-183146_76,8QfE-wHRU,0
tch_20220910-183146_78,Perf_class_20220910-183146_78,juv6-42v7,0
tch_20220910-183146_79,Perf_class_20220910-183146_79,ec46-94V2,0
tch_20220910-183146_80,Perf_class_20220910-183146_80,roQP-34J8,0
tch_20220910-183146_81,Perf_class_20220910-183146_81,VCFe-X6v6,1
tch_20220910-183146_82,Perf_class_20220910-183146_82,4grM-sJNP,1
tch_20220910-183146_83,Perf_class_20220910-183146_83,E36f-N93F,1
tch_20220910-183146_84,Perf_class_20220910-183146_84,Jbow-K46N,1
tch_20220910-183146_85,Perf_class_20220910-183146_85,f9fg-D98C,1
tch_20220910-183146_86,Perf_class_20220910-183146_86,r2RQ-97zn,1
tch_20220910-183146_87,Perf_class_20220910-183146_87,JCYz-fvkt,1
tch_20220910-183146_89,Perf_class_20220910-183146_89,LD3u-7r8L,1
tch_20220910-183146_88,Perf_class_20220910-183146_88,2fek-Rpux,1
tch_20220910-183146_90,Perf_class_20220910-183146_90,PkXj-4nTx,1
tch_20220910-183146_91,Perf_class_20220910-183146_91,aT6b-6hV8,2
tch_20220910-183146_92,Perf_class_20220910-183146_92,ky46-f373,2
tch_20220910-183146_93,Perf_class_20220910-183146_93,3GMu-VoYZ,2
tch_20220910-183146_94,Perf_class_20220910-183146_94,rRi8-T4rw,2
tch_20220910-183146_96,Perf_class_20220910-183146_96,JeVy-Fc3a,2
tch_20220910-183146_97,Perf_class_20220910-183146_97,eL37-etz7,2
tch_20220910-183146_95,Perf_class_20220910-183146_95,YMh4-y9gB,2
tch_20220910-183146_99,Perf_class_20220910-183146_99,C239-3pB8,2
tch_20220910-183146_100,Perf_class_20220910-183146_100,D3sW-6Ly4,2
tch_20220910-183146_98,Perf_class_20220910-183146_98,C3uc-KqF4,2
tch_20220910-183146_101,Perf_class_20220910-183146_101,7ikK-wDas,2
tch_20220910-183146_102,Perf_class_20220910-183146_102,o3q2-KpE8,2
tch_20220910-183146_103,Perf_class_20220910-183146_103,GhKX-e9Xu,2
tch_20220910-183146_104,Perf_class_20220910-183146_104,8vAE-KtM3,2
tch_20220910-183146_105,Perf_class_20220910-183146_105,73jp-7NJi,2
tch_20220910-183146_106,Perf_class_20220910-183146_106,vm3W-8ZcK,2
tch_20220910-183146_109,Perf_class_20220910-183146_109,94Ru-278M,2
tch_20220910-183146_107,Perf_class_20220910-183146_107,2WD6-TpmY,2
tch_20220910-183146_110,Perf_class_20220910-183146_110,v8vk-Pp6B,2
tch_20220910-183146_108,Perf_class_20220910-183146_108,W69P-4X36,2
tch_20220910-183146_111,Perf_class_20220910-183146_111,s4BP-oqLW,2
tch_20220910-183146_112,Perf_class_20220910-183146_112,83wM-GFGT,2
tch_20220910-183146_113,Perf_class_20220910-183146_113,CQ43-CVP2,3
tch_20220910-183146_114,Perf_class_20220910-183146_114,fUW2-RJ96,3
tch_20220910-183146_115,Perf_class_20220910-183146_115,n6dG-hUr9,3
tch_20220910-183146_116,Perf_class_20220910-183146_116,c27L-ZzRW,3
tch_20220910-183146_117,Perf_class_20220910-183146_117,pkMy-4Yu9,3
tch_20220910-183146_119,Perf_class_20220910-183146_119,ymh7-2zrh,4
tch_20220910-183146_118,Perf_class_20220910-183146_118,8Y8j-2v2H,4
tch_20220910-183146_120,Perf_class_20220910-183146_120,9bYk-68tx,4
tch_20220910-183146_121,Perf_class_20220910-183146_121,gJfJ-hEpR,0
tch_20220910-183146_122,Perf_class_20220910-183146_122,98RW-Xumz,0
tch_20220910-183146_124,Perf_class_20220910-183146_124,g6FC-86FY,0
tch_20220910-183146_123,Perf_class_20220910-183146_123,ZLZD-s7U2,0
tch_20220910-183146_126,Perf_class_20220910-183146_126,n46k-n4m4,0
tch_20220910-183146_125,Perf_class_20220910-183146_125,68uj-VFuW,0
tch_20220910-183146_127,Perf_class_20220910-183146_127,BE62-6he6,0
tch_20220910-183146_128,Perf_class_20220910-183146_128,Gax9-D9WT,0
tch_20220910-183146_129,Perf_class_20220910-183146_129,7EB4-tyx2,0
tch_20220910-183146_130,Perf_class_20220910-183146_130,4b3D-VYmL,0
tch_20220910-183146_131,Perf_class_20220910-183146_131,8qaf-26aX,1
tch_20220910-183146_132,Perf_class_20220910-183146_132,BT4f-c6r3,1
tch_20220910-183146_135,Perf_class_20220910-183146_135,wg3P-ckPp,1
tch_20220910-183146_133,Perf_class_20220910-183146_133,Czyo-E693,1
tch_20220910-183146_134,Perf_class_20220910-183146_134,mfN9-7VMf,1
tch_20220910-183146_137,Perf_class_20220910-183146_137,2Fmx-dhr9,1
tch_20220910-183146_136,Perf_class_20220910-183146_136,6j2J-9o3F,1
tch_20220910-183146_138,Perf_class_20220910-183146_138,aU4B-37ig,1
tch_20220910-183146_139,Perf_class_20220910-183146_139,Augy-93GL,1
tch_20220910-183146_140,Perf_class_20220910-183146_140,93Uj-hEeN,1
tch_20220910-183146_141,Perf_class_20220910-183146_141,H9pF-v89P,2
tch_20220910-183146_142,Perf_class_20220910-183146_142,2d8t-4XA8,2
tch_20220910-183146_144,Perf_class_20220910-183146_144,KFqs-4ENA,2
tch_20220910-183146_143,Perf_class_20220910-183146_143,7Jx6-xqx4,2
tch_20220910-183146_146,Perf_class_20220910-183146_146,2aCQ-rRZw,2
tch_20220910-183146_145,Perf_class_20220910-183146_145,arW3-c4ny,2
tch_20220910-183146_147,Perf_class_20220910-183146_147,ZmM7-jzjr,2
tch_20220910-183146_148,Perf_class_20220910-183146_148,73UE-eA7r,2
tch_20220910-183146_149,Perf_class_20220910-183146_149,q8F8-XKYs,2
tch_20220910-183146_150,Perf_class_20220910-183146_150,g4nN-J7wU,2
tch_20220910-183146_153,Perf_class_20220910-183146_153,ucCg-drU4,2
tch_20220910-183146_152,Perf_class_20220910-183146_152,8XFi-8BxX,2
tch_20220910-183146_151,Perf_class_20220910-183146_151,HUYB-JPcx,2
tch_20220910-183146_154,Perf_class_20220910-183146_154,RUt8-sbXM,2
tch_20220910-183146_156,Perf_class_20220910-183146_156,eLY8-F6j2,2
tch_20220910-183146_155,Perf_class_20220910-183146_155,4xC7-rNr4,2
tch_20220910-183146_157,Perf_class_20220910-183146_157,sVFY-tEwn,2
tch_20220910-183146_159,Perf_class_20220910-183146_159,3wTJ-QkDN,2
tch_20220910-183146_158,Perf_class_20220910-183146_158,8gy9-AKiV,2
tch_20220910-183146_161,Perf_class_20220910-183146_161,wW4e-nC3D,2
tch_20220910-183146_160,Perf_class_20220910-183146_160,EwMN-PunF,2
tch_20220910-183146_162,Perf_class_20220910-183146_162,YtrU-whBq,2
tch_20220910-183146_163,Perf_class_20220910-183146_163,tPVb-HCzp,3
tch_20220910-183146_164,Perf_class_20220910-183146_164,4Exr-G7G3,3
tch_20220910-183146_165,Perf_class_20220910-183146_165,LXAF-m4JB,3
tch_20220910-183146_167,Perf_class_20220910-183146_167,Uh6J-9g64,3
tch_20220910-183146_166,Perf_class_20220910-183146_166,Un79-G4Bv,3
tch_20220910-183146_168,Perf_class_20220910-183146_168,i76P-398M,4
tch_20220910-183146_169,Perf_class_20220910-183146_169,vQNm-xpng,4
tch_20220910-183146_170,Perf_class_20220910-183146_170,npm3-JUQa,4
tch_20220910-183146_171,Perf_class_20220910-183146_171,3YT4-PXph,0
tch_20220910-183146_174,Perf_class_20220910-183146_174,YewT-GNpx,0
tch_20220910-183146_173,Perf_class_20220910-183146_173,Q97P-7oi7,0
tch_20220910-183146_172,Perf_class_20220910-183146_172,UdUB-6w6e,0
tch_20220910-183146_175,Perf_class_20220910-183146_175,76HA-6J3X,0
tch_20220910-183146_177,Perf_class_20220910-183146_177,iwJo-GN7B,0
tch_20220910-183146_176,Perf_class_20220910-183146_176,znxW-eiK9,0
tch_20220910-183146_178,Perf_class_20220910-183146_178,UsTh-ExVk,0
tch_20220910-183146_179,Perf_class_20220910-183146_179,3X2F-hLHv,0
tch_20220910-183146_181,Perf_class_20220910-183146_181,9Bh7-N4H4,0
