extuserid,classcode,classid,invid,tchextuserid
t144_1661352381190_5,3aHp-393E,a6def77d-d905-48cb-838b-826d3e3f7318,4611d22f-4751-4eca-9d7b-6d2ee285f7e5,t244_20220824-201152_5
t144_1661352380784_19,MeKG-HCaH,42fd73b0-bd96-471e-8922-e9d4688a8446,d83a3f98-b652-41df-b5b7-64991b2c1e6b,t244_20220824-201152_19
t144_1661352378980_7,3MAj-UT93,a9c33f49-9a78-4a7b-acbf-d9daeef1500d,1c768da3-6149-478e-ad8b-a5f2a4689499,t244_20220824-201152_7
t144_1661352387743_18,h7A6-L2MY,e6d8bb74-b6a8-492e-8a04-bef0ffde3a17,89b1ec30-1732-4031-a98e-e012db3cef96,t244_20220824-201152_18
t144_1661352386023_15,9RhU-Y82w,75c77a44-2918-422c-b3ea-f889a99a6f30,c6b9b077-4590-470a-9ac0-620ab58d143b,t244_20220824-201152_15
t144_1661352388187_4,cVd3-Day6,b29a2cf1-4bd0-40f2-9cb3-853c99a70154,bb7ad671-9c56-4d3a-bd8e-9e6a1c91b1eb,t244_20220824-201152_4
t144_1661352383905_20,ztz7-Kdf2,53c70a1a-5a01-4939-97de-18ebf0e0676c,e71efaff-e8ed-4013-af84-052c0e12f627,t244_20220824-201152_20
t144_1661352385320_8,eU2d-7yWN,1c2b3be5-52bb-4bc7-838a-502629639928,af3239bc-95cb-4a09-b4db-e9827156262a,t244_20220824-201152_8
t144_1661352383542_11,oMAU-Px84,1047a72a-669b-4a98-b85a-56ccd72f07aa,35c2da0e-33ca-4976-8c80-af258b001b5f,t244_20220824-201152_11
t144_1661352388993_10,p3VM-H7wA,1d017647-e437-4e9f-8117-c8584c0f4b00,4406e4ac-431a-487a-b142-6517c0c22819,t244_20220824-201152_10
t144_1661352391358_16,EhR8-Jkw4,0f8e139a-2374-499a-bb29-baeec048efa1,56d6cc52-6953-4d71-98bf-8fff6eeb9ac6,t244_20220824-201152_16
t144_1661352388399_2,NgQ3-6B8f,d4837e10-b2e5-45bc-8740-fdf331ef5548,94b7665c-16db-4230-87a6-3841fadcd717,t244_20220824-201152_2
t144_1661352393179_12,nw6y-4NoJ,6d741636-928a-4ee6-8f4e-e771447d9bbb,8a0cb89c-d15f-4a5a-854f-2c12d9ae0ab5,t244_20220824-201152_12
t144_1661352394391_14,knXf-7n6v,2b10c6ae-53a2-4e44-aae2-a7a0bdfc660c,ed55e0ce-6d8b-4399-be5d-2d9c46f5a479,t244_20220824-201152_14
t144_1661352397374_1,f39d-6YVF,9e28ec40-6367-4f86-96d3-4557798735a0,f1856f55-9f30-4658-8eea-5b2699338e11,t244_20220824-201152_1
t144_1661352395790_6,gFEp-6Qi2,b594f975-5bd1-4120-a65c-4bb72982d2fb,8a60c27a-1b62-4f3e-baf2-bd540480557f,t244_20220824-201152_6
t144_1661352396889_9,k3Zd-a2WY,eec047d5-e24c-4fc8-9281-b09421b1b17e,7b70f43b-5acc-4275-86f5-6b3add92499a,t244_20220824-201152_9
t144_1661352402338_17,MBC9-4dBs,ed9efb36-be0d-44b8-9ac3-8c84ec1d2d42,2d636620-6f0d-4384-85b5-727bfd0d17c7,t244_20220824-201152_17
t144_1661352400538_3,RiL9-4JFP,cc38ad0b-ef60-4459-9065-d67cceafe441,121fae64-d722-4f8a-913a-f6c29cc96103,t244_20220824-201152_3
t144_1661352395928_13,ErG6-w79e,881fa579-e4b8-4cb4-a53e-f6c232630aea,b193795b-0815-462c-8201-65f1031abcd0,t244_20220824-201152_13
t144_1661352402582_5,3aHp-393E,a6def77d-d905-48cb-838b-826d3e3f7318,ae48a67b-4b80-4ddf-a3ee-ab87ff50b589,t244_20220824-201152_5
t144_1661352403744_19,MeKG-HCaH,42fd73b0-bd96-471e-8922-e9d4688a8446,7fb692ea-b847-4055-bfc5-399c76ff1732,t244_20220824-201152_19
t144_1661352408632_4,cVd3-Day6,b29a2cf1-4bd0-40f2-9cb3-853c99a70154,bf5f616c-40aa-45c1-9955-d165ad5338ea,t244_20220824-201152_4
t144_1661352410460_8,eU2d-7yWN,1c2b3be5-52bb-4bc7-838a-502629639928,ca29e4dc-7d16-4f07-b832-71f0302c9b8d,t244_20220824-201152_8
t144_1661352407203_18,h7A6-L2MY,e6d8bb74-b6a8-492e-8a04-bef0ffde3a17,4558fdf7-355f-4e85-8f87-b34e635ada23,t244_20220824-201152_18
t144_1661352404686_7,3MAj-UT93,a9c33f49-9a78-4a7b-acbf-d9daeef1500d,33735bb6-2d08-42c0-a287-d5c3c98c884c,t244_20220824-201152_7
t144_1661352408519_15,9RhU-Y82w,75c77a44-2918-422c-b3ea-f889a99a6f30,1f2848df-fa91-4913-ad55-bd42f969fd2f,t244_20220824-201152_15
t144_1661352413082_2,NgQ3-6B8f,d4837e10-b2e5-45bc-8740-fdf331ef5548,81e60b30-5169-4842-8402-22a4e9316c4f,t244_20220824-201152_2
t144_1661352410641_11,oMAU-Px84,1047a72a-669b-4a98-b85a-56ccd72f07aa,dc00a336-77b4-4038-aab6-28a4578f85b0,t244_20220824-201152_11
t144_1661352411960_16,EhR8-Jkw4,0f8e139a-2374-499a-bb29-baeec048efa1,ed5f046f-e555-4c3f-aee2-0c8572d349d1,t244_20220824-201152_16
t144_1661352410388_20,ztz7-Kdf2,53c70a1a-5a01-4939-97de-18ebf0e0676c,1e7af2c8-0f83-4cde-b4d4-226f94613fce,t244_20220824-201152_20
t144_1661352415904_14,knXf-7n6v,2b10c6ae-53a2-4e44-aae2-a7a0bdfc660c,0f736dfa-d786-40ee-b22f-62708b43b1e6,t244_20220824-201152_14
t144_1661352411296_10,p3VM-H7wA,1d017647-e437-4e9f-8117-c8584c0f4b00,9209ed7a-49a6-4902-a1c0-c5e5967de8f0,t244_20220824-201152_10
t144_1661352416789_1,f39d-6YVF,9e28ec40-6367-4f86-96d3-4557798735a0,b2e85ce0-249a-4283-8c77-cffaeb5416ed,t244_20220824-201152_1
t144_1661352413955_12,nw6y-4NoJ,6d741636-928a-4ee6-8f4e-e771447d9bbb,2326622b-6564-417c-8710-b781e84c4e9c,t244_20220824-201152_12
t144_1661352417676_6,gFEp-6Qi2,b594f975-5bd1-4120-a65c-4bb72982d2fb,eed8ecf4-06eb-4d59-b8e0-d3b99d1c0735,t244_20220824-201152_6
t144_1661352420962_17,MBC9-4dBs,ed9efb36-be0d-44b8-9ac3-8c84ec1d2d42,5f57c72d-6189-4c8c-89f7-5d010d666d87,t244_20220824-201152_17
t144_1661352418352_9,k3Zd-a2WY,eec047d5-e24c-4fc8-9281-b09421b1b17e,696e2153-9f68-40d2-a81f-0278bb8b6b48,t244_20220824-201152_9
t144_1661352421261_3,RiL9-4JFP,cc38ad0b-ef60-4459-9065-d67cceafe441,1fe225cf-8bed-4569-bb9d-ecfebb0b0982,t244_20220824-201152_3
t144_1661352421876_13,ErG6-w79e,881fa579-e4b8-4cb4-a53e-f6c232630aea,8257d84c-ab02-4c78-b192-413ba48955e4,t244_20220824-201152_13
t144_1661352422121_5,3aHp-393E,a6def77d-d905-48cb-838b-826d3e3f7318,6149eb7e-e999-4f19-96d4-41a40e179dfd,t244_20220824-201152_5
t144_1661352422747_19,MeKG-HCaH,42fd73b0-bd96-471e-8922-e9d4688a8446,8ac22679-0fa6-4589-ba36-4f1e16fb6569,t244_20220824-201152_19
t144_1661352428085_4,cVd3-Day6,b29a2cf1-4bd0-40f2-9cb3-853c99a70154,0e46cf8e-b6ca-4d58-9496-6d99c1ce95ef,t244_20220824-201152_4
t144_1661352430291_18,h7A6-L2MY,e6d8bb74-b6a8-492e-8a04-bef0ffde3a17,acc44309-639f-4cf6-be4f-d92af1983c54,t244_20220824-201152_18
t144_1661352435176_16,EhR8-Jkw4,0f8e139a-2374-499a-bb29-baeec048efa1,f66af0af-4522-44c7-b8b2-5bd86fdd8e38,t244_20220824-201152_16
t144_1661352430257_8,eU2d-7yWN,1c2b3be5-52bb-4bc7-838a-502629639928,4b7de98c-3cf2-4553-91b3-465f6a60562b,t244_20220824-201152_8
t144_1661352431089_7,3MAj-UT93,a9c33f49-9a78-4a7b-acbf-d9daeef1500d,1d201e44-59f4-4780-92aa-6ecd8183e943,t244_20220824-201152_7
