extuserid,classcode,classid,invid,tchextuserid
s42_1661530377161_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,7f736a01-a9ae-452d-b7f0-7195a5bece82,t42_20220826-213742_9
s42_1661530374703_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,f4e90d45-9a16-4bad-9104-d2995409afce,t42_20220826-213742_11
s42_1661530381232_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,a929c507-02c9-4d40-86a8-dfe3aa830a42,t42_20220826-213742_10
s42_1661530384286_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,5118d1b2-bbbc-47c2-b1c4-950163c619c6,t42_20220826-213742_8
s42_1661530379516_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,ec0d1126-4494-481a-8ba5-32b04b014491,t42_20220826-213742_6
s42_1661530380084_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,f107fb85-2e05-4f97-ace8-7013bc273a31,t42_20220826-213742_12
s42_1661530387334_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,e908f7c3-1943-4094-9dcc-2d9ca197b84d,t42_20220826-213742_2
s42_1661530384189_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,cae0692e-08c7-4563-b9d6-86ea9fe2317c,t42_20220826-213742_5
s42_1661530384783_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,779d3dc2-995b-4885-818b-fde31efa323a,t42_20220826-213742_1
s42_1661530391105_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,5a7dd33f-229d-4a89-8180-33c4ecda6c78,t42_20220826-213742_14
s42_1661530391594_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,019a588e-f707-4d4b-acd4-38dac22c1275,t42_20220826-213742_13
s42_1661530393948_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,ea4736d9-afd1-48b7-a189-37cf25feb60a,t42_20220826-213742_10
s42_1661530387645_7,n73a-7X4b,bb5a9d49-5cb4-4c2a-80b9-182160294007,f5f24913-00fc-4a41-9cca-7a23c2570dd6,t42_20220826-213742_7
s42_1661530392789_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,278589b4-2f46-4d23-9637-a0391a4f558a,t42_20220826-213742_11
s42_1661530392772_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,b7208f08-cf83-4795-a3fa-304ce394fbb5,t42_20220826-213742_9
s42_1661530392701_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,495bf5a5-2edc-4292-a28f-1fcadc6a3fab,t42_20220826-213742_4
s42_1661530395229_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,4358dbba-e9ca-459d-b56c-ddeba252e4a0,t42_20220826-213742_8
s42_1661530392199_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,6dd5c0dc-5ee0-4b7d-9c21-a7946c572076,t42_20220826-213742_3
s42_1661530397926_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,1ecee597-a68d-4fbc-bed6-41bdc72cf5f0,t42_20220826-213742_12
s42_1661530401725_15,46eM-4QHo,d388eae5-628d-475d-8eb2-c7305c94d302,97131886-9574-4d87-8651-3ff390f88935,t42_20220826-213742_15
s42_1661530400157_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,f46cc645-12d2-4f8c-9877-0bed6950a2f0,t42_20220826-213742_2
s42_1661530396445_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,55606b4e-21fb-4309-8399-112b65566f59,t42_20220826-213742_6
s42_1661530402835_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,17199886-c8b3-44ab-876f-e4b308598ff5,t42_20220826-213742_1
s42_1661530400525_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,b144943b-401a-47f7-b9ca-9ee3f10297d7,t42_20220826-213742_5
s42_1661530405141_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,cf7d2df1-8242-416b-9520-18c29c13eff9,t42_20220826-213742_13
s42_1661530405828_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,588eca1b-29ea-41a8-a7cc-0653a59ff41f,t42_20220826-213742_11
s42_1661530403925_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,d8e67fc9-0eb4-4e0a-9371-c2fe627a93a9,t42_20220826-213742_14
s42_1661530411773_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,1d1bb6d6-fab3-4aa0-973b-30072e64682d,t42_20220826-213742_12
s42_1661530408591_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,a8d19dd8-a301-4c56-8f3b-5470a3158ffd,t42_20220826-213742_8
s42_1661530410289_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,789590ff-a78f-4959-abe2-71a5e2b9438d,t42_20220826-213742_3
s42_1661530405382_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,a7b1ee86-a378-484a-9362-4f14004187e9,t42_20220826-213742_10
s42_1661530407157_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,2eed20c4-3e47-47f4-a39e-99d1ab00800d,t42_20220826-213742_4
s42_1661530412917_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,6e66e7e6-14fb-4ff1-ab78-f0caa7bbf094,t42_20220826-213742_2
s42_1661530413327_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,29dba98c-456f-4b17-a3d8-18500c042500,t42_20220826-213742_1
s42_1661530407850_16,m7iH-4o4d,b6c94ad2-a2be-45f0-893c-7f6328a878db,46628863-1246-474d-88b6-3fc0eed2873a,t42_20220826-213742_16
s42_1661530412394_15,46eM-4QHo,d388eae5-628d-475d-8eb2-c7305c94d302,86a6f905-6d00-4669-8c98-937f735f63d5,t42_20220826-213742_15
s42_1661530415134_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,93223cc6-10a6-4b08-a5ce-cb9c9f129487,t42_20220826-213742_5
s42_1661530413113_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,0a00010e-4439-4e18-b0c1-5e7e12023475,t42_20220826-213742_6
s42_1661530416069_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,3fdee4ff-e4dd-4079-aeda-fb3469988168,t42_20220826-213742_13
s42_1661530416627_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,eaa15ee4-9903-409f-ae3e-f115457f3adc,t42_20220826-213742_11
s42_1661530420440_7,n73a-7X4b,bb5a9d49-5cb4-4c2a-80b9-182160294007,0e209d9a-7d3a-4dd0-bab4-335310e542ab,t42_20220826-213742_7
s42_1661530417635_17,imix-WymG,57c41d7b-a072-4900-b9d1-96f915454821,c10a758e-50c8-45d5-8d10-9f316aedd520,t42_20220826-213742_17
s42_1661530416820_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,eb9b3b24-cb24-49b5-8ecf-8a4678b4e5f8,t42_20220826-213742_14
s42_1661530422570_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,cd3c3937-15ae-456b-b194-77fd4be76f4b,t42_20220826-213742_3
s42_1661530420440_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,0151b971-e6d6-4541-a69d-d45e49755c65,t42_20220826-213742_9
s42_1661530424784_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,548f980d-f143-4ea6-b804-2c005476c418,t42_20220826-213742_2
s42_1661530422287_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,571b2ba7-0f60-4be0-adfd-48bbe6885430,t42_20220826-213742_8
s42_1661530424720_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,e0c65f71-0e4d-4cde-a518-3b0f40c179a9,t42_20220826-213742_4
s42_1661530425542_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,ada39169-f6d1-4705-ae36-71d53325ebf3,t42_20220826-213742_1
s42_1661530428743_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,09877aff-ee4f-4658-8907-19b66e1a789f,t42_20220826-213742_6
s42_1661530428502_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,f0bf655d-71d9-4c8f-8180-9f86f146a4e0,t42_20220826-213742_5
s42_1661530428290_15,46eM-4QHo,d388eae5-628d-475d-8eb2-c7305c94d302,3303441d-d9a5-4b95-9f73-738f032c8d9b,t42_20220826-213742_15
s42_1661530425705_16,m7iH-4o4d,b6c94ad2-a2be-45f0-893c-7f6328a878db,d3dc91cc-c555-45b5-87d7-7c7aaa6c9440,t42_20220826-213742_16
s42_1661530433320_17,imix-WymG,57c41d7b-a072-4900-b9d1-96f915454821,5078fbab-ca45-44f4-90aa-f142f027f0ba,t42_20220826-213742_17
s42_1661530431967_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,6498a91d-e80e-4f1a-b766-45ca73659e23,t42_20220826-213742_11
s42_1661530433498_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,544bc5e6-dad0-4835-8074-7f33d7c26777,t42_20220826-213742_10
s42_1661530429436_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,f550de67-e03e-4d50-bfeb-c25543c4b567,t42_20220826-213742_13
s42_1661530434804_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,bdd15c27-907f-462a-90a6-0572851e2271,t42_20220826-213742_14
s42_1661530436560_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,53a4562d-15df-4b5c-a947-fa9e0fb46dc0,t42_20220826-213742_9
s42_1661530432226_7,n73a-7X4b,bb5a9d49-5cb4-4c2a-80b9-182160294007,070b732e-8fb3-41bf-b873-1a9683c4f0be,t42_20220826-213742_7
s42_1661530433498_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,ed84c4fc-6442-44c1-9c07-e8320bc953c8,t42_20220826-213742_12
s42_1661530433801_18,pw8Q-gztv,18cc7c96-2a41-4554-803b-197e17dfdfa9,d2965ca8-6073-4df7-a9d4-03f1451d2d9a,t42_20220826-213742_18
s42_1661530438368_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,ecbc7ece-5cfd-4626-a93e-9327b50199ef,t42_20220826-213742_8
s42_1661530441717_16,m7iH-4o4d,b6c94ad2-a2be-45f0-893c-7f6328a878db,66e2ea8e-87be-4262-bce1-0098dd4573b4,t42_20220826-213742_16
s42_1661530440855_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,5389efbd-80d2-4e0b-9509-34da3b3b6ae6,t42_20220826-213742_6
s42_1661530436222_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,68ecb0ad-b65d-4ea5-887a-e26b3640d1cc,t42_20220826-213742_3
s42_1661530437499_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,3c2d265c-24df-4330-a5de-b7d4160c14d4,t42_20220826-213742_2
s42_1661530440506_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,b7830829-467c-4104-9e1f-15429e6a4f87,t42_20220826-213742_1
s42_1661530441486_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,f1a6c64c-3889-44f6-91fc-ff5272c21d81,t42_20220826-213742_5
s42_1661530443392_17,imix-WymG,57c41d7b-a072-4900-b9d1-96f915454821,9df6a80e-6db0-47a3-8ea4-9ec03d63da45,t42_20220826-213742_17
s42_1661530438593_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,14ede2cc-676c-45d4-b075-70a3ea20283a,t42_20220826-213742_4
s42_1661530441646_15,46eM-4QHo,d388eae5-628d-475d-8eb2-c7305c94d302,ea07a80a-981b-43a7-8ac9-d4a0b825d1ba,t42_20220826-213742_15
s42_1661530447013_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,d0db78b7-797a-4a83-ab9c-c335ddefde3c,t42_20220826-213742_9
s42_1661530445636_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,35e8348a-8bdf-4cb9-95f7-a35d39f7aa3b,t42_20220826-213742_10
s42_1661530442880_19,K79x-fuM3,04bae03d-6917-48c4-b871-8ede57748673,bccb2d03-b929-4f27-905c-823019894811,t42_20220826-213742_19
s42_1661530443754_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,18d42f62-138e-4e8d-91a2-2b7643d12f82,t42_20220826-213742_11
s42_1661530447227_7,n73a-7X4b,bb5a9d49-5cb4-4c2a-80b9-182160294007,5f4b8dc5-5cc3-411d-af22-4b41c9e5c290,t42_20220826-213742_7
s42_1661530451053_18,pw8Q-gztv,18cc7c96-2a41-4554-803b-197e17dfdfa9,687c6d7f-cea3-4ec6-a267-23ecc208690a,t42_20220826-213742_18
s42_1661530446890_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,7b9561e5-ec7f-41fb-b031-22f131241ba7,t42_20220826-213742_14
s42_1661530446198_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,5619ddc7-ec91-4e51-93cf-d47b0170af65,t42_20220826-213742_13
s42_1661530452190_16,m7iH-4o4d,b6c94ad2-a2be-45f0-893c-7f6328a878db,2e52d24d-de68-45df-aadb-41b062acb5d5,t42_20220826-213742_16
s42_1661530450232_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,dc37b447-b95d-44cf-a334-11f8d3035190,t42_20220826-213742_12
s42_1661530453238_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,0255af71-5fed-4b8c-afae-e21ac93f7676,t42_20220826-213742_3
s42_1661530451741_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,b9fa837f-5e86-48e8-9f88-814a3530f467,t42_20220826-213742_8
s42_1661530454766_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,34fb1053-91d8-4881-a4c2-1436e6b68188,t42_20220826-213742_4
s42_1661530453284_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,867bed13-cf2d-487f-b778-528577280c9f,t42_20220826-213742_2
s42_1661530454131_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,5e6f84ad-0e94-4c1c-9ac9-6f1198c832d3,t42_20220826-213742_5
s42_1661530450361_20,xh8H-RxwU,81fabbdb-bc2b-414f-b29a-bbc80192b0b5,f4780927-cc06-4645-a10a-cd44c480e5fb,t42_20220826-213742_20
s42_1661530453999_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,e9c54557-c47b-4ed0-a18a-c70c14dfaa1d,t42_20220826-213742_1
s42_1661530457745_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,f4022b82-82ec-465c-99f8-0aa1c5722b11,t42_20220826-213742_9
s42_1661530454231_17,imix-WymG,57c41d7b-a072-4900-b9d1-96f915454821,1c402138-1cff-4898-93a2-3940f3a55bd2,t42_20220826-213742_17
s42_1661530459052_19,K79x-fuM3,04bae03d-6917-48c4-b871-8ede57748673,876193c3-89a1-47fe-9a88-1ddc461609f6,t42_20220826-213742_19
s42_1661530453100_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,d9f8f74f-c475-49fe-9295-47cc29587f82,t42_20220826-213742_6
s42_1661530458840_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,50c1f8fc-1ca5-4e5a-81b5-c00ebb04cf5b,t42_20220826-213742_10
s42_1661530454664_21,KWUE-Yy6Z,98172c32-63dd-40da-9c47-ba8e3d5ce689,ac3aba63-c419-424b-90b8-0078bad2c700,t42_20220826-213742_21
s42_1661530457184_15,46eM-4QHo,d388eae5-628d-475d-8eb2-c7305c94d302,3373861a-7356-49c2-947b-13ca5ba7bffe,t42_20220826-213742_15
s42_1661530461396_7,n73a-7X4b,bb5a9d49-5cb4-4c2a-80b9-182160294007,8783d273-311e-4828-9def-e8d773c960bd,t42_20220826-213742_7
s42_1661530463070_13,Nk3A-7A8d,46380b3b-f2b3-4c90-9b88-28f76ff30acc,f4ad6e89-33a6-4116-a74e-4ff831443cbe,t42_20220826-213742_13
s42_1661530462725_18,pw8Q-gztv,18cc7c96-2a41-4554-803b-197e17dfdfa9,f92775d6-8e29-445a-85e2-8f909e197c8e,t42_20220826-213742_18
s42_1661530459675_11,q9h2-saF8,5765c716-8994-4284-a7e3-d6689ef981b0,c80227be-6de2-4820-966e-4cb0bdf67214,t42_20220826-213742_11
s42_1661530466162_4,TVpt-4dJ3,b45f4bcf-4bb0-4f8d-9c81-86b2a9d7d3d6,d5cf4daa-f824-473e-98e0-5e840e448714,t42_20220826-213742_4
s42_1661530462857_14,w3e7-TNE7,8f9aa433-466d-4075-be8b-dea390601009,e66276ac-c921-4927-b537-b2ad22968b87,t42_20220826-213742_14
s42_1661530463675_12,L9Hq-4EJE,df3351a2-4627-45be-82d5-a8ef11e3e51b,0172a267-10e6-4a32-b371-a5c5b05a5ce4,t42_20220826-213742_12
s42_1661530467915_1,Naoi-R4yB,efec81e5-ff9b-4a33-8d22-5d745642f84f,fded3146-34b6-41c0-89a9-cb6c8d85f2bb,t42_20220826-213742_1
s42_1661530468553_9,7c63-4tf8,106d3c1f-c431-41cb-94e8-31decec608b6,014f7a09-ef3b-40dd-93d6-2371c6f79ca3,t42_20220826-213742_9
s42_1661530466576_2,4Y2Y-LXna,c1f6f5f9-bacf-49a6-baab-3981f265ae6c,df1c5233-43d9-447b-a3cf-d92999b2f1c8,t42_20220826-213742_2
s42_1661530464203_3,ibEk-mYuZ,e0072c36-4959-4ef5-91c5-a53c45a3c354,b0351fdc-3a0f-4bc2-a152-e044be9be883,t42_20220826-213742_3
s42_1661530463513_16,m7iH-4o4d,b6c94ad2-a2be-45f0-893c-7f6328a878db,4adca4ed-cf94-4f42-a32f-996d706c5aaf,t42_20220826-213742_16
s42_1661530469234_19,K79x-fuM3,04bae03d-6917-48c4-b871-8ede57748673,ac597d8b-4c58-4e7f-b7f8-16eb363438fe,t42_20220826-213742_19
s42_1661530464863_8,38Qh-FDP2,646375a3-fe18-473d-8039-e89fba198639,eb8bfa51-e9cd-4eee-a771-51046e4f64db,t42_20220826-213742_8
s42_1661530468769_17,imix-WymG,57c41d7b-a072-4900-b9d1-96f915454821,b5e42ee5-1641-4ef1-b4da-48fde2d8ee17,t42_20220826-213742_17
s42_1661530471266_6,CZbA-9HKG,4755a907-6c31-44c4-acc1-47c8e47f4f6a,1bee7cea-bf57-4694-9b20-ad69b9bd291f,t42_20220826-213742_6
s42_1661530467310_20,xh8H-RxwU,81fabbdb-bc2b-414f-b29a-bbc80192b0b5,50558f71-18ff-4146-8441-a1abbad02b0a,t42_20220826-213742_20
s42_1661530465394_23,FXye-R2Fn,8d34a550-bc77-4a23-8348-5cb3a035c7ec,7cb98036-917a-401a-ae23-bdfe2c977f5f,t42_20220826-213742_23
s42_1661530472457_21,KWUE-Yy6Z,98172c32-63dd-40da-9c47-ba8e3d5ce689,ea96dc7a-8898-4cd9-9282-b51c29266159,t42_20220826-213742_21
s42_1661530466601_5,DzL6-q2fo,25fa752a-ddc0-46c1-934d-757520fcd832,8a8e8bc8-c1f1-4203-b58e-7502f48bf6c6,t42_20220826-213742_5
s42_1661530472063_10,XfXV-prhg,f68d7546-3f44-4c43-a510-2b974a0a72da,e67c76e2-6dc7-4c45-9d6d-47688e0024b2,t42_20220826-213742_10
