tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220801-133814_15,8a99b1e5-d9dc-46f4-ae6f-d994489d71dd,std_1659616095976_15,9DKf-Y9hG
tch_20220801-133814_18,d22bf656-9716-4b51-89f8-f27ccb6ae057,std_1659616095742_18,pwt7-tLGM
tch_20220801-133814_11,d6aef3e0-d344-4c66-aad1-4b7b340e2b75,std_1659616096712_11,w6W8-9Ygn
tch_20220801-133814_12,ecc26483-5419-46e5-a9ef-248a6d19e7ac,std_1659616105277_12,Qcef-TMou
tch_20220801-133814_9,72f6efd3-1f35-4f08-987d-c97f5c2d75fa,std_1659616104840_9,R8CZ-dzju
tch_20220801-133814_19,2f2a0626-5a0c-4002-b371-f4f7eba24bad,std_1659616103758_19,vtH2-vaFV
tch_20220801-133814_16,ab294f80-887b-4a9a-ae1e-3f2de5a9f4d2,std_1659616108045_16,zw4r-AkXG
tch_20220801-133814_10,a2242c77-f9aa-483d-afec-5e93fb341f38,std_1659616110311_10,9N8P-3X2h
tch_20220801-133814_13,9bfb3c20-1816-4458-af19-8275596116b8,std_1659616110312_13,kUr9-euDn
tch_20220801-133814_20,59fcd71c-7876-4092-8d1e-085b9223f8de,std_1659616111774_20,j84N-6EAg
tch_20220801-133814_21,73b99450-821d-4dab-89fb-3b0309ad2ff2,std_1659616119774_21,zcK6-98EW
tch_20220801-133814_17,397f98b6-2251-400d-8152-362817769eeb,std_1659616118290_17,FwTZ-vy3B
tch_20220801-133814_15,f0b30919-10ce-4cb5-8ac5-65bb193d1872,std_1659616122697_15,9DKf-Y9hG
tch_20220801-133814_11,334ab6ad-bc1d-409d-95f1-18d09284493e,std_1659616125356_11,w6W8-9Ygn
tch_20220801-133814_14,2807d61a-f769-4aad-8cc5-124a0bf572af,std_1659616121680_14,d2pn-aDZA
tch_20220801-133814_18,f6322387-c976-471b-9946-1c6ba10f3a15,std_1659616125070_18,pwt7-tLGM
tch_20220801-133814_22,6eaf768b-e623-4ffd-8a20-231bf5cae909,std_1659616127789_22,yfRk-Tt7X
tch_20220801-133814_12,2bbee98d-8d25-456f-b59d-535591992fcd,std_1659616130359_12,Qcef-TMou
tch_20220801-133814_13,e6fe0b91-ab4c-407a-a0a9-dac03e2ca4ae,std_1659616136634_13,kUr9-euDn
tch_20220801-133814_19,0d928aa3-fa51-4ac6-b253-55fada247677,std_1659616133485_19,vtH2-vaFV
tch_20220801-133814_16,c4d51515-f86d-44fd-a13c-be7302be56c1,std_1659616134266_16,zw4r-AkXG
tch_20220801-133814_23,50d23d0f-68e8-4aaa-982a-6467949c34cc,std_1659616135804_23,y8b6-f2Xw
tch_20220801-133814_20,d4cd0fdc-0710-4af6-a604-bef39d13ecda,std_1659616139794_20,j84N-6EAg
tch_20220801-133814_21,de69887f-97c0-4f29-a6c7-1c3a132b7e32,std_1659616142629_21,zcK6-98EW
tch_20220801-133814_24,06816de5-8bfd-4fcf-8394-39e8cf0c2773,std_1659616143882_24,82h8-34zF
tch_20220801-133814_17,90f3fc7a-0419-4810-b85f-6096138f6ce3,std_1659616145107_17,FwTZ-vy3B
tch_20220801-133814_15,a131d211-0eff-4568-959b-315066f9cae3,std_1659616148323_15,9DKf-Y9hG
tch_20220801-133814_18,ef679d56-c37a-42e6-af44-4d1885dc7e6f,std_1659616152106_18,pwt7-tLGM
tch_20220801-133814_14,be47324a-c97d-4c09-947a-cf6219bec5b0,std_1659616151333_14,d2pn-aDZA
tch_20220801-133814_25,a5445c40-b91b-43a2-b9e2-dc40e2561fba,std_1659616151883_25,7v2X-Hpvm
tch_20220801-133814_22,3ea68101-add5-43e7-bcba-4dbd8cf136bc,std_1659616156030_22,yfRk-Tt7X
tch_20220801-133814_26,21201037-734c-4e43-9bd3-0c719b961d0a,std_1659616159899_26,y7YU-23Ba
tch_20220801-133814_19,d73b0258-d5fc-406d-a529-774ae8fadc74,std_1659616161819_19,vtH2-vaFV
tch_20220801-133814_16,51ccecaa-88bf-4924-b9d4-395888cee523,std_1659616163668_16,zw4r-AkXG
tch_20220801-133814_20,ea877f87-92ab-49ca-8435-aa214b88786a,std_1659616165145_20,j84N-6EAg
tch_20220801-133814_23,955e10ad-6b8e-4c48-a288-51a2896333bf,std_1659616164877_23,y8b6-f2Xw
tch_20220801-133814_27,9d274065-1c53-44d1-b59c-63c9a5369945,std_1659616167913_27,w9in-9QKJ
tch_20220801-133814_24,7e297010-00db-4e16-9ab4-56611e8b8f18,std_1659616167919_24,82h8-34zF
tch_20220801-133814_17,ce1530a4-1dd7-42d5-9bac-71c16bd5e45a,std_1659616171509_17,FwTZ-vy3B
tch_20220801-133814_21,53b09dbb-6215-44ca-a848-bc3abe118186,std_1659616167731_21,zcK6-98EW
tch_20220801-133814_28,1ebc9cb2-88de-4e66-8895-0a4da96d2ab6,std_1659616175913_28,7X7P-NLPa
tch_20220801-133814_18,ea9bf39f-3d6e-47a4-ae16-d9b4ac0a0bc4,std_1659616177777_18,pwt7-tLGM
tch_20220801-133814_25,2dc77a5c-cc3f-47d7-81c6-d1e12d2c7422,std_1659616178522_25,7v2X-Hpvm
tch_20220801-133814_22,b4ac0aa2-1063-4996-a974-34eace6b8c41,std_1659616179728_22,yfRk-Tt7X
tch_20220801-133814_29,d586459e-758d-4487-abf0-52c0bdccd6b1,std_1659616183930_29,8aEC-q9Qw
tch_20220801-133814_26,367162d8-9cba-4f68-9206-136a4e966c73,std_1659616186963_26,y7YU-23Ba
tch_20220801-133814_19,fc2284dc-35ac-4c64-861f-46c46e6c604b,std_1659616189103_19,vtH2-vaFV
tch_20220801-133814_23,45a526bc-8ec3-4e42-b34c-bcfe740ad1a1,std_1659616194167_23,y8b6-f2Xw
tch_20220801-133814_27,99c9a2cc-eb6c-4f97-8e51-348406116678,std_1659616194322_27,w9in-9QKJ
tch_20220801-133814_30,9440e695-29ea-45a5-a5c6-01fb63df4364,std_1659616191961_30,t4Nm-37QV
tch_20220801-133814_20,ddc58e5a-d0f2-4ab2-8fbf-684a61556901,std_1659616192554_20,j84N-6EAg
tch_20220801-133814_21,3f84b344-c5f0-4984-ab52-c6aeaf272028,std_1659616198013_21,zcK6-98EW
tch_20220801-133814_31,d6c1f75d-02c3-4961-a4f9-be6a9552c2ee,std_1659616199961_31,T9gy-GmCt
tch_20220801-133814_24,7b871162-0bd8-4063-b5fd-ddfd79670a7b,std_1659616197304_24,82h8-34zF
tch_20220801-133814_28,2f5518ff-4227-4f6a-8115-4fa2d99b8b08,std_1659616202254_28,7X7P-NLPa
tch_20220801-133814_32,894fcf2c-2086-4021-880f-496b04d06772,std_1659616207977_32,FeZ3-e6uQ
tch_20220801-133814_25,e1b1d88d-f9f2-4cc2-b703-33c860649fe0,std_1659616208752_25,7v2X-Hpvm
tch_20220801-133814_22,837b1baa-3575-4635-8642-182cc40c88e8,std_1659616209092_22,yfRk-Tt7X
tch_20220801-133814_26,ea59b5a5-8e9c-4ee4-8c8d-acddeb574fa8,std_1659616213548_26,y7YU-23Ba
tch_20220801-133814_29,522c707e-22ad-43ba-a948-ae8364663058,std_1659616212489_29,8aEC-q9Qw
tch_20220801-133814_23,d434bfe5-0359-4806-b458-111de0d0df9b,std_1659616217742_23,y8b6-f2Xw
tch_20220801-133814_33,ccbb6093-86cd-4b11-bc36-eee86335aa08,std_1659616215976_33,DpaX-s3KE
tch_20220801-133814_30,e91e2a30-bfe5-48b7-878a-cc613d4cc5e2,std_1659616222010_30,t4Nm-37QV
tch_20220801-133814_27,a2c489e2-d244-4f62-a9c2-3fe92f37afab,std_1659616221190_27,w9in-9QKJ
tch_20220801-133814_34,991920d4-bbb9-48b8-b306-f87f196279a6,std_1659616223992_34,4Cvt-f72m
tch_20220801-133814_31,916ded81-96a6-4a30-9497-0bd4cd7143f0,std_1659616226469_31,T9gy-GmCt
tch_20220801-133814_24,147df238-24a9-48d9-b178-ee876bec677c,std_1659616227681_24,82h8-34zF
tch_20220801-133814_35,65ae0601-6d50-4afb-a0ba-852d6558140c,std_1659616231992_35,JjQi-83Fx
tch_20220801-133814_28,cd9210ec-7f79-4221-8c36-5e7de1674770,std_1659616231003_28,7X7P-NLPa
tch_20220801-133814_32,9bcbb7f8-cf78-4719-ad94-617e8313339f,std_1659616234163_32,FeZ3-e6uQ
tch_20220801-133814_25,9d295980-d254-4ce8-901e-bf4c91a6292c,std_1659616236927_25,7v2X-Hpvm
tch_20220801-133814_36,ed39544b-6f2e-493c-a067-edc33d9c98e7,std_1659616240008_36,r7g9-37gW
tch_20220801-133814_26,1a41d334-532e-4d3e-b50e-adbba7b8db2c,std_1659616239182_26,y7YU-23Ba
tch_20220801-133814_29,a3e6a3e0-24cd-4c92-a0e3-b1b92a79993f,std_1659616241677_29,8aEC-q9Qw
tch_20220801-133814_33,0cd3598d-f8ed-4a94-84ae-bd7adaaab1e7,std_1659616245198_33,DpaX-s3KE
tch_20220801-133814_30,912e6f1b-627b-4e35-813b-b7ec7d07e1e4,std_1659616247403_30,t4Nm-37QV
tch_20220801-133814_37,04e3db77-c845-4203-ada3-2058ff6c6d21,std_1659616248008_37,3oN8-hq7v
tch_20220801-133814_27,862377f8-f24f-48a9-9561-f45809db0e78,std_1659616249625_27,w9in-9QKJ
tch_20220801-133814_31,529b7887-551b-420b-b654-b1c3a8368bd3,std_1659616252359_31,T9gy-GmCt
tch_20220801-133814_34,8d067a02-c857-44ce-95f9-6ecf157e7ae8,std_1659616252134_34,4Cvt-f72m
tch_20220801-133814_38,dddea563-90a3-4286-a7c2-ee8268e260ec,std_1659616256038_38,68ni-9b2A
tch_20220801-133814_35,950599e2-4db6-48f0-a5d6-e5e181158924,std_1659616256463_35,JjQi-83Fx
tch_20220801-133814_28,c60fe082-cd5c-4b4d-af04-9b5fdd5bd103,std_1659616256583_28,7X7P-NLPa
tch_20220801-133814_36,3fca32a4-6e36-43cb-a4c3-d172300b01df,std_1659616263763_36,r7g9-37gW
tch_20220801-133814_32,4aeec9d8-79e0-451a-aa4d-3824b8843cf1,std_1659616260883_32,FeZ3-e6uQ
tch_20220801-133814_29,7fdf380d-b639-481f-a261-7be4150068a3,std_1659616265875_29,8aEC-q9Qw
tch_20220801-133814_33,1791f1c8-6bb0-42d7-883f-f985c9279207,std_1659616268369_33,DpaX-s3KE
tch_20220801-133814_39,178f4516-0429-4ed7-85cc-f267cc945694,std_1659616264055_39,qoU2-8nqU
tch_20220801-133814_40,15b4926b-26a1-496a-b7db-67defd2f8ae2,std_1659616272054_40,y2fG-6aQx
tch_20220801-133814_30,ceeeb5c9-a415-417f-b499-ed2f3d147bcb,std_1659616273329_30,t4Nm-37QV
tch_20220801-133814_37,a3c1ab56-4b1f-4393-94b7-bd5ee22936e7,std_1659616274152_37,3oN8-hq7v
tch_20220801-133814_31,158c1ab0-00b9-4318-8ac2-d2e99778ae93,std_1659616278755_31,T9gy-GmCt
tch_20220801-133814_41,81642e1d-b83b-47b3-b446-d29abd5b2afa,std_1659616280054_41,nJkv-9UGz
tch_20220801-133814_34,6a1e8e1d-b00f-452a-bf7c-1b0228c92f3b,std_1659616280094_34,4Cvt-f72m
tch_20220801-133814_38,8c7a6201-5852-43f8-b26b-d3a17f65231e,std_1659616282467_38,68ni-9b2A
tch_20220801-133814_42,8c5144cd-3044-4294-a89b-8fb9f567a905,std_1659616288070_42,nqmu-fVxo
tch_20220801-133814_35,05b4bafd-d41d-4a95-a266-b3d8859b1f47,std_1659616284289_35,JjQi-83Fx
tch_20220801-133814_36,ea00df83-d1bf-4e5b-9252-077d8f774735,std_1659616288383_36,r7g9-37gW
tch_20220801-133814_32,58d073ef-0747-409a-8d90-f3dd38a7998f,std_1659616290418_32,FeZ3-e6uQ
tch_20220801-133814_33,c10fc145-a8d0-4bde-a5fc-a68e696ddcd9,std_1659616292599_33,DpaX-s3KE
tch_20220801-133814_39,5fd3dde9-3b97-4a73-bd77-7e6669bdb322,std_1659616293518_39,qoU2-8nqU
tch_20220801-133814_43,7f2cd358-896e-4b05-84b7-bc6b98bd928b,std_1659616296069_43,u7QU-v2Cu
tch_20220801-133814_40,b4c825a2-9c13-4ca9-bd38-47a99d50169b,std_1659616299380_40,y2fG-6aQx
tch_20220801-133814_44,9be2e02a-2993-466c-aebd-35f7c3823af1,std_1659616304085_44,j4XY-3DvB
tch_20220801-133814_37,2bff6c03-3370-44f7-bb2e-28139160cf40,std_1659616302852_37,3oN8-hq7v
tch_20220801-133814_34,2e9a1c0f-8ce3-4eef-b61b-8576704bf43b,std_1659616306439_34,4Cvt-f72m
tch_20220801-133814_38,4679b989-233e-4a36-b49c-3390ba11382b,std_1659616309194_38,68ni-9b2A
tch_20220801-133814_41,ca15a083-b8d9-4a1c-a4e2-c3e83d360894,std_1659616306213_41,nJkv-9UGz
tch_20220801-133814_45,eab796d6-6e6c-452c-911b-df820a1335f8,std_1659616312085_45,MPag-tuot
tch_20220801-133814_35,7ddd55f3-e06c-4b4f-ac67-a7573d2873e8,std_1659616313359_35,JjQi-83Fx
tch_20220801-133814_42,2622944f-01ef-4365-918c-8606ecb0347e,std_1659616310303_42,nqmu-fVxo
tch_20220801-133814_36,8f58ab7b-96cc-4118-b62f-b1502aca38ea,std_1659616314819_36,r7g9-37gW
tch_20220801-133814_39,81213eb5-6eb8-4df2-8404-fc594f944615,std_1659616321075_39,qoU2-8nqU
tch_20220801-133814_46,97631ce3-cb0f-42e8-aa3d-376aa376e949,std_1659616320102_46,mf6j-nsR4
tch_20220801-133814_43,ad7ab2b7-6148-4c6f-90d5-0a51dc9cfa23,std_1659616322448_43,u7QU-v2Cu
tch_20220801-133814_37,c65ef3d1-396c-4935-bbfc-29e10a4cf500,std_1659616329358_37,3oN8-hq7v
tch_20220801-133814_44,abe13830-74e1-463b-bce6-a52200f8e9a9,std_1659616328477_44,j4XY-3DvB
tch_20220801-133814_40,01c6ffc5-571c-472d-983c-81a90f95c423,std_1659616327861_40,y2fG-6aQx
tch_20220801-133814_47,bb58611d-dbe6-4885-802e-962caa6aa4ee,std_1659616328132_47,bnzZ-7RF3
tch_20220801-133814_41,41955cf3-0a00-4e99-97f7-1fdcc95d0d60,std_1659616333367_41,nJkv-9UGz
tch_20220801-133814_38,98483616-96ce-4d84-a013-8f7df04fec30,std_1659616332788_38,68ni-9b2A
tch_20220801-133814_45,f4e1165e-ba40-4139-9430-4c28e2a2bb61,std_1659616335412_45,MPag-tuot
tch_20220801-133814_48,ef68d30d-a875-4c0b-b88d-66852da57a08,std_1659616336133_48,kLPN-HjL3
tch_20220801-133814_42,b6039ce9-5b4e-42cb-afbf-db71fd52b677,std_1659616341118_42,nqmu-fVxo
tch_20220801-133814_39,3a44e595-3c78-463d-b6c7-9d2b57c1a983,std_1659616343837_39,qoU2-8nqU
tch_20220801-133814_49,524c463d-116d-4dcc-8e19-4b63a4c8236e,std_1659616344132_49,vaw7-Z932
tch_20220801-133814_46,1add16fa-1f22-48ca-b194-7435f3aef952,std_1659616345385_46,mf6j-nsR4
tch_20220801-133814_44,4537cbe3-8422-4016-9f17-d5e03b01df14,std_1659616353198_44,j4XY-3DvB
tch_20220801-133814_43,3ba8d62a-ab1b-4a2e-9ea6-2961bd52d169,std_1659616352406_43,u7QU-v2Cu
tch_20220801-133814_50,812fdf94-1406-4ce3-8e9d-89949e56ad72,std_1659616352147_50,Ehx8-cusH
tch_20220801-133814_47,0dac0b3f-dc60-488f-b26c-a27474750d28,std_1659616355927_47,bnzZ-7RF3
tch_20220801-133814_40,4e5d8af9-66a4-4ed3-adf0-1587e1eff0c5,std_1659616355194_40,y2fG-6aQx
tch_20220801-133814_41,e29c72f0-6cc0-4981-b013-49e41eec010d,std_1659616357901_41,nJkv-9UGz
tch_20220801-133814_45,fe368ce9-fea2-479a-b082-df18c1e0a932,std_1659616361980_45,MPag-tuot
tch_20220801-133814_51,98dba5a4-7f6d-439a-a1f2-ef3ce841ec2a,std_1659616360148_51,6CBX-f4CY
tch_20220801-133814_48,5855a042-1a04-4a05-86bf-d557e352b31a,std_1659616362532_48,kLPN-HjL3
tch_20220801-133814_46,73ee2c1d-1be0-436e-ab8a-f89d4684a91a,std_1659616371804_46,mf6j-nsR4
tch_20220801-133814_42,415cfbcd-31c2-4e9b-a58d-d63dc769c1cb,std_1659616367886_42,nqmu-fVxo
tch_20220801-133814_49,48bdcf21-65dc-4fca-a955-04fa404b25b9,std_1659616370841_49,vaw7-Z932
tch_20220801-133814_52,e0f29a1a-146c-4c76-a403-ef548fca4f02,std_1659616368164_52,dh9H-7fk9
tch_20220801-133814_44,3bc75889-d5d1-42f0-88ea-db8acf7aa0eb,std_1659616375618_44,j4XY-3DvB
tch_20220801-133814_53,eb56022b-b0ee-428b-a8f4-0b1f9ea87ba4,std_1659616376163_53,s93t-9BMv
tch_20220801-133814_50,dc94f5d6-89e0-4efe-940f-dfafd2fa87a1,std_1659616379150_50,Ehx8-cusH
tch_20220801-133814_43,b89ea977-c217-45e8-adf0-9f579f9c67b4,std_1659616376622_43,u7QU-v2Cu
tch_20220801-133814_47,99b8522a-d7cd-4892-8468-27aabb234bde,std_1659616381833_47,bnzZ-7RF3
tch_20220801-133814_54,971d4e24-5f03-4032-9751-a5f40e36b9f7,std_1659616384164_54,mf4X-WGHm
tch_20220801-133814_51,6133cf32-7872-4a4c-ae1f-80a5d5a6b01c,std_1659616388920_51,6CBX-f4CY
tch_20220801-133814_45,a551fcb7-7e2c-4c07-9b7a-77bb6151315e,std_1659616388513_45,MPag-tuot
tch_20220801-133814_48,c72a557f-ebf9-4704-ac8f-0754774f7381,std_1659616390575_48,kLPN-HjL3
tch_20220801-133814_55,18033e77-d2bd-4418-83c8-5504597f9dc7,std_1659616392180_55,N7m3-63V3
tch_20220801-133814_52,b52b07a0-4a31-4ebd-8fc6-b4432f37b06e,std_1659616399988_52,dh9H-7fk9
tch_20220801-133814_46,bce67e49-0908-4bcb-9173-cc5305e00a12,std_1659616397625_46,mf6j-nsR4
tch_20220801-133814_49,52750e13-e21d-41fb-9558-20a3f61c9918,std_1659616399171_49,vaw7-Z932
tch_20220801-133814_50,27ff08d5-99d6-47ec-b28a-8339916358e3,std_1659616403576_50,Ehx8-cusH
tch_20220801-133814_56,75e6b332-df80-4039-be34-18493f0d01c7,std_1659616400180_56,Nymj-4Y8d
tch_20220801-133814_53,700059f0-d067-4b16-92c1-8eec8bb489ad,std_1659616401222_53,s93t-9BMv
tch_20220801-133814_47,09a14069-889d-484d-bc2a-70b91a493a2e,std_1659616406109_47,bnzZ-7RF3
tch_20220801-133814_57,3580f65e-5c48-445d-8fc1-fc69b4b052e2,std_1659616408180_57,WcV6-mPcL
tch_20220801-133814_54,4e7cfd47-89ed-4d2d-98eb-be758aa7e556,std_1659616410834_54,mf4X-WGHm
tch_20220801-133814_48,a45f74d9-d529-461b-8865-d4d5ac4e77e1,std_1659616416836_48,kLPN-HjL3
tch_20220801-133814_51,c112e86c-f963-4894-93ee-5d27c91f5cb4,std_1659616414788_51,6CBX-f4CY
tch_20220801-133814_55,b98d959d-cd5d-4747-8f21-42596464c64d,std_1659616418957_55,N7m3-63V3
tch_20220801-133814_58,dc0a97ba-959c-40d6-9c9a-7f7cebfb4f5d,std_1659616416194_58,v43F-qna4
tch_20220801-133814_52,9509e152-94ac-470c-96a5-09c10c94f8c4,std_1659616422356_52,dh9H-7fk9
tch_20220801-133814_49,0520c729-9eba-4fa2-a026-8336a16b21c0,std_1659616424758_49,vaw7-Z932
tch_20220801-133814_53,30a3bc26-c039-4add-9cc4-aa050cea8d56,std_1659616428082_53,s93t-9BMv
tch_20220801-133814_59,ef242b90-8747-41d1-a439-577008873472,std_1659616424210_59,8kb3-xtM6
tch_20220801-133814_56,73f29763-e460-45f5-8265-8e320cd94ce8,std_1659616428073_56,Nymj-4Y8d
tch_20220801-133814_50,b352dd3d-ae2f-412a-b9b1-aaba3b53f570,std_1659616426360_50,Ehx8-cusH
tch_20220801-133814_60,dc9b7b4b-ca9d-4f56-851f-33a72c1b6244,std_1659616432227_60,adYr-HTtw
tch_20220801-133814_57,f935cb55-b017-4427-ae1d-47e8cdaf3e30,std_1659616434999_57,WcV6-mPcL
tch_20220801-133814_51,9b6757b8-42e6-4641-9279-93ec3c457db4,std_1659616440158_51,6CBX-f4CY
tch_20220801-133814_54,1ee1b216-234c-41ce-ba72-3f1681667577,std_1659616436536_54,mf4X-WGHm
tch_20220801-133814_61,fbe23642-bf0d-4ab5-9c15-964ea4cef0e6,std_1659616440258_61,nToH-2zkp
tch_20220801-133814_55,81b554c0-0f95-48d5-b9aa-c3b973bb6a59,std_1659616443278_55,N7m3-63V3
tch_20220801-133814_58,9861b2b8-4a73-43f2-8d85-ad740d702186,std_1659616445583_58,v43F-qna4
tch_20220801-133814_62,5f27aefd-fbab-4cce-935b-571b95e7641c,std_1659616448320_62,yWe6-B374
tch_20220801-133814_52,3fc724c3-e4b3-4355-9723-1c6108a6c090,std_1659616448957_52,dh9H-7fk9
tch_20220801-133814_56,0fde943d-96c8-4a64-9598-1e6375dbbb45,std_1659616455020_56,Nymj-4Y8d
tch_20220801-133814_53,13ed8ac4-bad5-4aa2-8dec-37732be03b6a,std_1659616453927_53,s93t-9BMv
tch_20220801-133814_59,59628ded-8399-49bd-a7b7-e787ed029d32,std_1659616454946_59,8kb3-xtM6
tch_20220801-133814_63,3f3b2256-da6c-461b-a8a7-fa24934f2904,std_1659616456383_63,rRdi-W4kt
tch_20220801-133814_57,4207b180-ddfb-4a0b-977e-fdc4247f6ce8,std_1659616461865_57,WcV6-mPcL
tch_20220801-133814_64,fa32df8d-6fce-468a-b449-d9f1aa551c65,std_1659616464476_64,Q8R7-nJpi
tch_20220801-133814_54,db97ec92-42f7-4799-84ec-93a72a7fc07d,std_1659616463928_54,mf4X-WGHm
tch_20220801-133814_60,c054b634-884e-4c0e-ba72-7baf6572fbf0,std_1659616461085_60,adYr-HTtw
