tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220818-151939_7,adf0426f-62e0-4f00-80b1-1cb534265e6a,std_1660849711421_7,9b8c-stiL
tch_20220818-151939_10,82a4a78a-1b41-4345-b6c0-d95b794bbfe7,std_1660849708159_10,WnMg-Xt9X
tch_20220818-151939_5,5a519fff-9595-40c7-96f9-839af1dda232,std_1660849711355_5,b7D8-FhkD
tch_20220818-151939_9,2e5e9703-ecf2-4b8a-8b59-3c7400565c5c,std_1660849719206_9,UWR7-mn9t
tch_20220818-151939_11,9f0db228-a246-4ae1-adea-64179840ea79,std_1660849724173_11,9bcV-74oD
tch_20220818-151939_6,da06cc78-7c69-4e07-9a13-ff4847b1adf1,std_1660849725036_6,64zT-9nB3
tch_20220818-151939_8,5b53e505-2acb-4471-be9c-09eb4aa212c0,std_1660849733566_8,9mBi-Nqt2
tch_20220818-151939_10,d811e1ea-0ba1-4fe2-a533-a1252c1e2bcf,std_1660849735753_10,WnMg-Xt9X
tch_20220818-151939_7,dbb5ba55-9a57-4a75-8ff6-7cf831650758,std_1660849734891_7,9b8c-stiL
tch_20220818-151939_12,60a08e6a-b4fc-4f58-85c4-28b94a58705e,std_1660849740172_12,p4Tg-vp6n
tch_20220818-151939_9,3f2cacaa-70ff-4767-9911-2fd810170fea,std_1660849746665_9,UWR7-mn9t
tch_20220818-151939_11,6a5df8aa-2b58-42f1-b0a0-348e2a32b88d,std_1660849749527_11,9bcV-74oD
tch_20220818-151939_13,a1e7661c-d819-4eb3-8c6b-72fba57e95b4,std_1660849756192_13,98gq-t7A7
tch_20220818-151939_8,53739a3e-bcf4-4c03-83c3-2972a478cf20,std_1660849761705_8,9mBi-Nqt2
tch_20220818-151939_10,b19860b6-b5cb-46ff-8578-a9fda5c4f084,std_1660849764085_10,WnMg-Xt9X
tch_20220818-151939_12,28d72b24-a429-4694-b293-b824c34ffc9e,std_1660849768059_12,p4Tg-vp6n
tch_20220818-151939_14,5f1e3796-5b8e-47ec-85de-18b2a067cad8,std_1660849772193_14,iNRT-9aE6
tch_20220818-151939_11,c9e43892-903e-489e-9076-ee1c7d72e297,std_1660849776448_11,9bcV-74oD
tch_20220818-151939_9,118fad54-e8b0-4e6e-890b-5b266b554075,std_1660849775955_9,UWR7-mn9t
tch_20220818-151939_13,6de3ae29-0c1d-489c-9d1b-5bdde47f0e2f,std_1660849781529_13,98gq-t7A7
tch_20220818-151939_15,98833964-50a7-4757-97ee-99d362771266,std_1660849788207_15,9n63-Zc73
tch_20220818-151939_10,c1a47709-fed1-4f32-b890-d5742f937aa9,std_1660849793138_10,WnMg-Xt9X
tch_20220818-151939_12,fa49208e-6568-434b-983e-87b544fa748b,std_1660849795750_12,p4Tg-vp6n
tch_20220818-151939_14,0f0c87b9-8fab-4f63-a2d6-d5a22a865129,std_1660849799302_14,iNRT-9aE6
tch_20220818-151939_13,4d68058d-3b94-4f06-92be-acf974e57159,std_1660849806910_13,98gq-t7A7
tch_20220818-151939_16,9984a70a-548b-4000-9e3e-e240dae124f9,std_1660849804208_16,4D7W-Fca6
tch_20220818-151939_11,6cdff04d-b96d-42ef-8d1f-37bf07ac06ae,std_1660849804082_11,9bcV-74oD
tch_20220818-151939_15,ad6d79cb-bfd8-4ee1-a967-03ae7a01993f,std_1660849816047_15,9n63-Zc73
tch_20220818-151939_17,fcdf80c5-7279-4151-adee-871a7f0d014e,std_1660849820224_17,Q8ao-M6F3
tch_20220818-151939_12,0c53a768-8399-4d79-a255-0c92c79a3fc9,std_1660849823144_12,p4Tg-vp6n
tch_20220818-151939_14,4ed81ce9-6427-4587-a170-3a557712de50,std_1660849828618_14,iNRT-9aE6
tch_20220818-151939_13,6dbcfeb5-d3e2-4ee9-9279-766cc44733ab,std_1660849830900_13,98gq-t7A7
tch_20220818-151939_16,21db1316-5e75-4e90-9f44-73cf216747ae,std_1660849831665_16,4D7W-Fca6
tch_20220818-151939_18,6f9dd5c4-36e6-45e5-a37b-83cfed11bf58,std_1660849836225_18,MLdQ-Ty9a
tch_20220818-151939_15,c75036c0-f400-4463-b835-6bbf890b7d13,std_1660849840526_15,9n63-Zc73
tch_20220818-151939_17,7bdf0891-7ea6-4691-be6a-3d322bd668f7,std_1660849846395_17,Q8ao-M6F3
tch_20220818-151939_19,c52eb721-08da-4102-bf0c-a3092616049d,std_1660849852239_19,XwUM-aCZW
tch_20220818-151939_14,93c06c56-0358-470f-bcdd-eccc568e0a12,std_1660849853193_14,iNRT-9aE6
tch_20220818-151939_16,11931266-3765-4ab4-a3d1-14c0ef89ac55,std_1660849859797_16,4D7W-Fca6
tch_20220818-151939_20,52d7b8c7-4f1d-4cc1-ab9b-c6b4032febeb,std_1660849868240_20,yoRD-J64A
tch_20220818-151939_18,ed404b63-ef3a-4dd7-b42d-58498bde0d3d,std_1660849865268_18,MLdQ-Ty9a
tch_20220818-151939_15,dfc12058-9479-4f22-80d4-9f6f52da55f9,std_1660849869770_15,9n63-Zc73
tch_20220818-151939_19,3c9a4ff8-4af7-4d5e-ab51-7987d5d74140,std_1660849877428_19,XwUM-aCZW
tch_20220818-151939_17,031eab15-d3b4-4b57-8fd1-905272eafb83,std_1660849874527_17,Q8ao-M6F3
tch_20220818-151939_21,8f7ac40f-1b6a-4812-b1b0-39cab2901c73,std_1660849884254_21,Px9U-Ewjc
tch_20220818-151939_16,7ea3892f-7512-4b30-82f3-0f8b8c397899,std_1660849885006_16,4D7W-Fca6
tch_20220818-151939_18,cfaf44aa-cc47-4aea-aeae-ec0d8a5b3b79,std_1660849892617_18,MLdQ-Ty9a
tch_20220818-151939_20,7c637518-c824-4ec9-bb9d-1176bd1c703f,std_1660849891932_20,yoRD-J64A
tch_20220818-151939_17,5311ce96-1bdf-4917-9287-0c712b5dcca6,std_1660849903416_17,Q8ao-M6F3
tch_20220818-151939_19,856a2c81-9826-4c58-8623-73a9ed2831a7,std_1660849901370_19,XwUM-aCZW
tch_20220818-151939_22,7341e320-acc3-40cb-ad1a-c6357777109a,std_1660849900256_22,8neV-2uF6
tch_20220818-151939_21,8b558746-f361-4454-98e0-3593fff91555,std_1660849908298_21,Px9U-Ewjc
tch_20220818-151939_23,ddcf9f80-b5e1-42ed-9eea-1abcaafa874e,std_1660849916272_23,bM2T-ah3z
tch_20220818-151939_18,93494ef8-790a-427e-9b8a-434151e8d375,std_1660849922284_18,MLdQ-Ty9a
tch_20220818-151939_20,3ed13fa4-29b7-4b17-9e27-740eac402b0a,std_1660849922404_20,yoRD-J64A
tch_20220818-151939_19,2545defb-8ecd-4798-bc41-ed54c7fcefb7,std_1660849929050_19,XwUM-aCZW
tch_20220818-151939_24,b20afdf3-1a52-4a1a-b59a-89004cbd3626,std_1660849932272_24,v3Ps-2D37
tch_20220818-151939_22,a1484f7d-9682-44c4-84ed-6e16e8c0ffb9,std_1660849931461_22,8neV-2uF6
tch_20220818-151939_21,00d18e36-345b-4a47-b6e0-8e66d0645e08,std_1660849937376_21,Px9U-Ewjc
tch_20220818-151939_23,c7852bbb-3d85-4436-a078-d620696ad8f1,std_1660849943794_23,bM2T-ah3z
tch_20220818-151939_25,f3659cea-581d-4ec2-8c79-90d449f4acf9,std_1660849948286_25,f4hm-s6yc
tch_20220818-151939_20,62471220-6659-439b-ae37-0e8ac1654f1f,std_1660849950470_20,yoRD-J64A
tch_20220818-151939_24,b1921360-2fdf-4517-9970-d600043be622,std_1660849956271_24,v3Ps-2D37
tch_20220818-151939_22,78a6110f-7d9f-4d88-90cd-fb57da833cca,std_1660849958586_22,8neV-2uF6
tch_20220818-151939_26,bc7adbf3-4751-4468-948a-5143e76c9cfb,std_1660849964286_26,6Akq-cP7n
tch_20220818-151939_21,b844e0ce-e49d-426a-a7a2-b20ea6ca2fc8,std_1660849966986_21,Px9U-Ewjc
tch_20220818-151939_23,4197ca4d-6c4f-4ef5-b0c2-2d36cc94ad5d,std_1660849969135_23,bM2T-ah3z
tch_20220818-151939_25,e3818c13-26de-472b-b049-6ef18532208c,std_1660849975304_25,f4hm-s6yc
tch_20220818-151939_27,795e87fe-0b90-499c-8926-5e8af81ac23d,std_1660849980302_27,uMov-7zP3
tch_20220818-151939_24,e1a92c7d-8761-4400-b810-b3abe310ec5f,std_1660849985097_24,v3Ps-2D37
tch_20220818-151939_22,c73d1d1e-1b27-4760-a5b0-043bfc8cfe6a,std_1660849986931_22,8neV-2uF6
tch_20220818-151939_26,02d42455-dc9a-44ed-91f0-023d6d94c06f,std_1660849988632_26,6Akq-cP7n
tch_20220818-151939_23,52cd069e-a03a-4e73-acaf-bbfef8adde4e,std_1660849995735_23,bM2T-ah3z
tch_20220818-151939_28,c2fb809f-422d-456b-8f08-9081a213c9ef,std_1660849996303_28,Qp93-vLhA
tch_20220818-151939_25,73a1a12e-470e-4290-b0be-f4b3561f9c42,std_1660850001322_25,f4hm-s6yc
tch_20220818-151939_27,b1c37381-d316-4121-b8e9-17ed2cccdc16,std_1660850003557_27,uMov-7zP3
tch_20220818-151939_24,196bfb3c-81ff-49ae-958d-26a31c78c0ac,std_1660850010398_24,v3Ps-2D37
tch_20220818-151939_29,6d572879-9669-4a71-9f58-45357eee5029,std_1660850012318_29,rjmz-BEtE
tch_20220818-151939_26,70237e8c-4da9-4254-8753-b5940eb366a8,std_1660850016098_26,6Akq-cP7n
tch_20220818-151939_28,e42427ac-5e0f-48aa-85ab-390837372983,std_1660850021915_28,Qp93-vLhA
tch_20220818-151939_30,e213eb96-e9b6-4c16-906b-b024a828cd9f,std_1660850028318_30,xGJx-n97o
tch_20220818-151939_25,0787a780-d42f-4ed4-b4eb-62220b9a7b18,std_1660850030812_25,f4hm-s6yc
tch_20220818-151939_27,0717461e-e28d-422b-842d-5916928ad71d,std_1660850032010_27,uMov-7zP3
tch_20220818-151939_29,2c06e4cb-b4d3-4942-962d-df08d0763cd2,std_1660850037703_29,rjmz-BEtE
tch_20220818-151939_28,7d7d2c28-be6f-4285-983e-d5e00c52c45e,std_1660850046665_28,Qp93-vLhA
tch_20220818-151939_26,031e501e-584d-4c19-8ba3-2fc2e557ebcb,std_1660850042597_26,6Akq-cP7n
tch_20220818-151939_31,5db14750-e213-428b-97bb-c914803efd88,std_1660850044334_31,yR8C-zVUA
tch_20220818-151939_30,98203619-5470-4d51-9d0b-61e6a4cd71f5,std_1660850054875_30,xGJx-n97o
tch_20220818-151939_27,0c88de23-c5e5-4297-bb1c-e3ee104a5886,std_1660850061889_27,uMov-7zP3
tch_20220818-151939_32,21a55102-54e4-4c41-98d1-20fbc8780847,std_1660850060333_32,4Q6y-fb32
tch_20220818-151939_29,e54dd120-7f0e-427f-9d63-e18a0e6ba649,std_1660850063685_29,rjmz-BEtE
tch_20220818-151939_28,0f078f56-a9c9-432c-80a3-97d55822ebd1,std_1660850069839_28,Qp93-vLhA
tch_20220818-151939_31,9caed389-788e-46d6-94a1-452891b3dad5,std_1660850072882_31,yR8C-zVUA
tch_20220818-151939_30,66d5bacd-4016-45bb-b4f8-297b25e7b65d,std_1660850078631_30,xGJx-n97o
tch_20220818-151939_33,dc98eb1e-9677-41aa-8cb8-ffd0c8fcdbf7,std_1660850076350_33,rVM7-3rLk
tch_20220818-151939_32,9d2d788b-1f0b-455c-9ab9-a4cccded9741,std_1660850086670_32,4Q6y-fb32
tch_20220818-151939_29,7a169b67-64fa-4102-be4a-2f0a9815586e,std_1660850090053_29,rjmz-BEtE
tch_20220818-151939_34,971db471-f94d-470a-b506-9d1e33ccc3d5,std_1660850092350_34,CGp7-4ncZ
tch_20220818-151939_31,a84cd2da-7f12-4311-b984-ed04bfc73019,std_1660850096733_31,yR8C-zVUA
tch_20220818-151939_30,36e6a8cc-1b63-4d38-8fa4-f0544d499efb,std_1660850103611_30,xGJx-n97o
tch_20220818-151939_33,14e169f0-020a-4fb5-8f5e-57a59cd73b10,std_1660850106004_33,rVM7-3rLk
tch_20220818-151939_32,94b333d7-deac-42da-86d5-0691ac3a2f9e,std_1660850111101_32,4Q6y-fb32
tch_20220818-151939_35,44635970-62fa-4fa0-8b8e-fac38b67c1dc,std_1660850108365_35,KsAv-XEKe
tch_20220818-151939_34,6653dcc5-d98f-44b4-b05c-6c5dec9c49a6,std_1660850116957_34,CGp7-4ncZ
tch_20220818-151939_36,7456447a-ad33-423b-a97a-ee6dffa5f7ee,std_1660850124366_36,Hc39-F7zs
tch_20220818-151939_31,ca667866-0d72-4205-a305-81d4478aaae8,std_1660850124439_31,yR8C-zVUA
tch_20220818-151939_33,0993892b-9e60-4640-be80-bfae16189877,std_1660850133708_33,rVM7-3rLk
tch_20220818-151939_32,470c7ad2-3318-4538-ab47-a2a9b8295426,std_1660850138180_32,4Q6y-fb32
tch_20220818-151939_37,15514604-e38d-4386-ac52-d5a41b9532c2,std_1660850140380_37,8rin-2MQk
tch_20220818-151939_35,daf38018-802c-4d3e-bf43-efd252ef9d92,std_1660850138358_35,KsAv-XEKe
tch_20220818-151939_34,57ba6cbc-05a1-40ca-ba0e-e50ff3d6c89e,std_1660850143969_34,CGp7-4ncZ
tch_20220818-151939_36,660527e9-4b36-496b-b23f-41f6c3587d3e,std_1660850149132_36,Hc39-F7zs
tch_20220818-151939_38,8bf386b3-7ea4-48a4-8462-d54671bf04d0,std_1660850156396_38,C6mY-Qze7
tch_20220818-151939_33,08a30919-20dc-4e03-9629-cbdf00b0be6c,std_1660850158301_33,rVM7-3rLk
tch_20220818-151939_37,35426307-332b-43a6-b65f-d6049c908743,std_1660850167304_37,8rin-2MQk
tch_20220818-151939_35,b303d7f4-407c-4e1b-8149-32a393dd7d92,std_1660850167652_35,KsAv-XEKe
tch_20220818-151939_34,eb4f2288-8ce1-469b-859f-0d1352eecbf7,std_1660850171414_34,CGp7-4ncZ
tch_20220818-151939_39,be670397-8177-4e28-a71f-c79d7ae404e7,std_1660850172397_39,qx2z-Jy6c
tch_20220818-151939_36,fb8a9fbb-edd5-4e9a-a2a4-42df5620dc4c,std_1660850179108_36,Hc39-F7zs
tch_20220818-151939_38,68a5b2d2-6efa-4afd-8e3a-98356e3d83a7,std_1660850179540_38,C6mY-Qze7
tch_20220818-151939_37,00542e99-75c6-46e7-a978-73489a7a2e24,std_1660850192633_37,8rin-2MQk
tch_20220818-151939_40,1471b3bb-6afb-4eb5-842e-dd7e72ac9bd2,std_1660850188410_40,7EPz-p2a7
tch_20220818-151939_35,fd0c25e5-c31f-4ac5-a89b-2b4f439f8a8a,std_1660850194278_35,KsAv-XEKe
tch_20220818-151939_39,d8924972-2a7a-44fd-8629-4cae184c7e52,std_1660850200401_39,qx2z-Jy6c
tch_20220818-151939_36,8f51597c-a807-45d0-959d-0f1c7ff0b312,std_1660850208104_36,Hc39-F7zs
tch_20220818-151939_41,0b549548-4539-4a19-9ecc-0872e916457c,std_1660850204411_41,CbCL-QF83
tch_20220818-151939_38,a403ef42-1671-44b9-94fa-2248fcce23fb,std_1660850208114_38,C6mY-Qze7
tch_20220818-151939_37,2dc34104-403f-41b3-93fc-b77fc57e0dfb,std_1660850215365_37,8rin-2MQk
tch_20220818-151939_40,90e895dd-8887-4617-be67-7db060cd00b2,std_1660850217880_40,7EPz-p2a7
tch_20220818-151939_42,9fe528ee-869e-41f6-87e7-1ffa71e774eb,std_1660850220427_42,eJ49-6Neg
tch_20220818-151939_39,a5297ea6-487f-499a-b147-f0f81c8a1b39,std_1660850226644_39,qx2z-Jy6c
tch_20220818-151939_38,c1727bc3-5c9e-4537-8d3f-58c67dc7d503,std_1660850235215_38,C6mY-Qze7
tch_20220818-151939_41,144213ab-ed23-4a88-921d-28394f27a1b1,std_1660850233257_41,CbCL-QF83
tch_20220818-151939_43,5836265d-38b9-4b99-b167-06af437d9779,std_1660850236427_43,mCbM-ne9x
tch_20220818-151939_42,6f33903b-7d29-4d7a-a275-9ebf1fffc490,std_1660850245426_42,eJ49-6Neg
tch_20220818-151939_40,9f859287-4bf3-46f1-b169-9a920458f14d,std_1660850244579_40,7EPz-p2a7
tch_20220818-151939_44,441f5de7-7330-41fe-8174-49e6cef4a930,std_1660850252443_44,qR6z-E82c
tch_20220818-151939_39,09ae31e1-25d9-4563-ac1b-41abb923aa59,std_1660850257140_39,qx2z-Jy6c
tch_20220818-151939_41,6467fa94-6d7e-4b94-a7b2-2662632de085,std_1660850259628_41,CbCL-QF83
tch_20220818-151939_43,1a1e98e7-1786-412f-b738-f49793922332,std_1660850262976_43,mCbM-ne9x
tch_20220818-151939_45,9c2e6acc-4d68-4846-a91d-7cbfc6f6915d,std_1660850268444_45,tjQy-8qsc
tch_20220818-151939_42,160dd572-599a-42b8-af0b-12e02af1ff45,std_1660850269508_42,eJ49-6Neg
tch_20220818-151939_40,84bfc5c4-349a-4eca-97a2-47c922fd4728,std_1660850272392_40,7EPz-p2a7
tch_20220818-151939_44,2465dfd8-5dce-49d7-8622-2fdc2e3b8d2f,std_1660850279561_44,qR6z-E82c
tch_20220818-151939_41,5a086f12-7495-441c-9f91-83b2a0b2add1,std_1660850285069_41,CbCL-QF83
tch_20220818-151939_46,eb0a48c9-4dff-4b7c-9b41-d3858d454183,std_1660850284458_46,6rpq-4jfT
tch_20220818-151939_43,773c3a25-6a86-46e4-ae9f-9b2cf946c007,std_1660850292869_43,mCbM-ne9x
tch_20220818-151939_45,8174733d-00b6-4bba-b366-bda51dd42987,std_1660850294793_45,tjQy-8qsc
tch_20220818-151939_42,fd30990b-057d-4ed6-b676-3cc6af18032e,std_1660850297112_42,eJ49-6Neg
tch_20220818-151939_47,7f80b6b6-f5e7-4286-b6c1-bbe46aa4b101,std_1660850300457_47,uGs6-VUVo
tch_20220818-151939_44,f4e886cc-4f79-4a7c-8b9f-496b6294a2ec,std_1660850306025_44,qR6z-E82c
tch_20220818-151939_46,a222dc45-1edd-4350-87a2-a8f0425dfead,std_1660850313003_46,6rpq-4jfT
tch_20220818-151939_48,7f074175-9c1a-4791-b211-67bf4819e08d,std_1660850316475_48,NW8g-94in
tch_20220818-151939_43,22bb8efd-9b55-407f-8ec6-b20a9fdcd0f7,std_1660850320086_43,mCbM-ne9x
tch_20220818-151939_45,5cebddef-5ece-4a67-a5ed-24d9e2e7e3b6,std_1660850323569_45,tjQy-8qsc
tch_20220818-151939_47,64ec5ffe-3187-4b2a-83d8-087436ba74e4,std_1660850326970_47,uGs6-VUVo
tch_20220818-151939_49,417a010a-603a-4c3d-817d-3d5757253d2f,std_1660850332474_49,w79U-7yQB
tch_20220818-151939_44,cd0418e3-5845-416f-b432-255bc8a957e7,std_1660850334251_44,qR6z-E82c
tch_20220818-151939_46,d8dd79f1-fe30-49a9-a2b5-b63c02d58c91,std_1660850341456_46,6rpq-4jfT
tch_20220818-151939_48,32fa5478-df78-41f5-a9d1-ed68ee6c3653,std_1660850342881_48,NW8g-94in
tch_20220818-151939_45,5f3b22d0-320c-4b9a-83c3-6227c41d480c,std_1660850347088_45,tjQy-8qsc
tch_20220818-151939_50,b115738e-570f-475b-8daf-6259891238ee,std_1660850348489_50,6c7b-ZGvk
tch_20220818-151939_49,781f6dc1-2ff5-4b90-b5cd-41a714694141,std_1660850356970_49,w79U-7yQB
tch_20220818-151939_47,264756d9-d230-4c5d-b401-cdb309c22e36,std_1660850356578_47,uGs6-VUVo
tch_20220818-151939_51,12f19e79-7fe2-4f92-9a6b-c66cc45ec96c,std_1660850364491_51,QNGw-k9Rh
tch_20220818-151939_48,1315687e-922b-44ee-b76b-8580db564504,std_1660850370013_48,NW8g-94in
tch_20220818-151939_46,081f5baf-703d-4091-b0e6-2b6c780b91a4,std_1660850368742_46,6rpq-4jfT
tch_20220818-151939_50,cd30d0ed-998c-4591-a0e0-70499473ead7,std_1660850377918_50,6c7b-ZGvk
tch_20220818-151939_49,de2d3e2b-8ac1-42c1-8c34-f2506787dd65,std_1660850383248_49,w79U-7yQB
tch_20220818-151939_52,d9b34b9f-9561-47df-8f93-90840c23ea23,std_1660850380505_52,qpZT-N24Q
tch_20220818-151939_47,64610b32-9be2-4c42-8f0a-a7c290e024cf,std_1660850386728_47,uGs6-VUVo
tch_20220818-151939_51,b39537e3-f448-4f07-8550-c59898267c69,std_1660850393516_51,QNGw-k9Rh
tch_20220818-151939_48,908f3ec6-5b37-4b3e-bef3-7ab9fe460ece,std_1660850394991_48,NW8g-94in
tch_20220818-151939_53,916131ec-ab5d-4e77-a850-840eb558d0e4,std_1660850396504_53,f9Wn-hb4d
tch_20220818-151939_50,432ad846-e67e-40ba-af85-159b51acdc69,std_1660850402850_50,6c7b-ZGvk
tch_20220818-151939_52,5739229d-65e0-4b32-96db-3fcda4973b5b,std_1660850411677_52,qpZT-N24Q
tch_20220818-151939_54,82ef568c-af94-4082-83aa-014daf9cc238,std_1660850412521_54,V9u2-ibJY
tch_20220818-151939_49,d5b1797f-a6a9-482c-b9fa-6498dad63565,std_1660850410351_49,w79U-7yQB
tch_20220818-151939_51,c4a72122-0c46-42c2-9921-8f84a75f1566,std_1660850417552_51,QNGw-k9Rh
tch_20220818-151939_53,de563480-da8a-4cdc-98a0-4d02dcd654b3,std_1660850425280_53,f9Wn-hb4d
tch_20220818-151939_50,af65628a-3121-4fae-8605-95cfae33c5c4,std_1660850428173_50,6c7b-ZGvk
tch_20220818-151939_55,509703a7-20dc-4965-95cc-2158afac9e76,std_1660850428521_55,H3TG-J9EY
tch_20220818-151939_52,16f9c91d-6175-42a0-ab08-4badc373c931,std_1660850434433_52,qpZT-N24Q
tch_20220818-151939_51,62b42edd-f376-41f8-a5fa-90f96d3bb612,std_1660850439676_51,QNGw-k9Rh
tch_20220818-151939_54,597e5acd-4ac0-4792-bce2-4bc62f7e7459,std_1660850436150_54,V9u2-ibJY
tch_20220818-151939_56,0dc0354e-8231-4c42-8fdc-30ff75a27a61,std_1660850444536_56,c7Z8-TrRf
tch_20220818-151939_53,f131e4da-fb9d-4114-b58b-a8766e32038c,std_1660850450356_53,f9Wn-hb4d
tch_20220818-151939_55,00059f55-78b1-434b-a6d2-12f5deac8291,std_1660850455302_55,H3TG-J9EY
tch_20220818-151939_52,b053df01-8f81-4621-a634-261cabb97f21,std_1660850459412_52,qpZT-N24Q
tch_20220818-151939_57,7b271d62-79d5-4f5a-a7ea-eb4d65ab4f14,std_1660850460553_57,cA9E-uydp
tch_20220818-151939_54,79bdc052-d0ef-4e7c-bdf1-b2ba016e7307,std_1660850466027_54,V9u2-ibJY
tch_20220818-151939_56,277196d5-36c2-4fee-afd1-89f51825367c,std_1660850471290_56,c7Z8-TrRf
tch_20220818-151939_58,6c0bb038-6f7b-4510-a826-215857755ac1,std_1660850476553_58,4Uzs-kp4X
tch_20220818-151939_55,5ec80a5b-1b6b-4f86-9efb-0ca9ffcd42aa,std_1660850481643_55,H3TG-J9EY
tch_20220818-151939_53,2da9fc1b-4c1b-4a70-916e-538bf9584724,std_1660850478138_53,f9Wn-hb4d
tch_20220818-151939_57,349e0fa2-fa10-454d-9c70-c706fe536a72,std_1660850490344_57,cA9E-uydp
tch_20220818-151939_59,5d70af28-97b6-4cc8-a946-4ae2a2e75739,std_1660850492568_59,bdzq-Avb9
tch_20220818-151939_54,c8b432c3-42db-4096-8045-e7d71f4a901c,std_1660850490406_54,V9u2-ibJY
tch_20220818-151939_56,e5b1828b-4557-411e-a9a4-ba21a47fa7a1,std_1660850496617_56,c7Z8-TrRf
tch_20220818-151939_58,9d5bd9ed-755c-4a29-977b-da378687d20a,std_1660850503136_58,4Uzs-kp4X
tch_20220818-151939_55,9193fff3-f3b8-4886-ac7d-9c2f1d69fae3,std_1660850506540_55,H3TG-J9EY
tch_20220818-151939_60,dd89af83-9503-40a5-867a-f85621d96124,std_1660850508568_60,B82N-s9TP
tch_20220818-151939_57,e6370871-b4ae-4884-9219-7c3c66e4594c,std_1660850517322_57,cA9E-uydp
tch_20220818-151939_59,b132b061-9c63-463c-8f7b-f284be2e2c5a,std_1660850517434_59,bdzq-Avb9
tch_20220818-151939_56,4814faa0-ff74-4b5e-812d-04944b152f9f,std_1660850526181_56,c7Z8-TrRf
tch_20220818-151939_61,585ab246-d803-4adc-b9bf-f1837c217b0c,std_1660850524583_61,vH2q-DY46
tch_20220818-151939_58,1534d03f-4377-4074-89f6-69e03c1cb0bc,std_1660850531756_58,4Uzs-kp4X
tch_20220818-151939_60,c70c7d99-84d0-4673-88f1-a5925ede25d0,std_1660850537573_60,B82N-s9TP
tch_20220818-151939_62,31be4a06-d5b3-4b72-ae52-730c0feea2f6,std_1660850540583_62,BCM2-eTUV
