extuserid,classcode,classid,invid,tchextuserid
t145_1661952436419_9,brGz-eG3z,528ff246-c405-4135-810d-955af1e96cd5,059c3a19-7692-42ba-b164-24f2209a2557,t245_20220831-185211_9
t145_1661952437528_8,L6NH-d42Q,acb9cdf9-f96a-4464-b8d6-0dbbb2920b61,3f388fbd-5f6c-4890-a8a4-b17778728ee7,t245_20220831-185211_8
t145_1661952441262_28,Vv2D-FqXD,38b75373-5bed-484c-9f98-bb8f67773182,f61f5ccb-43b1-4c31-8de8-47594768a46e,t245_20220831-185211_28
t145_1661952441109_18,87j2-q3UR,2188de95-7ada-4348-bfc8-b26b590e8f0b,ff0729cb-b5cf-4956-98c3-3cb814299055,t245_20220831-185211_18
t145_1661952437252_27,qj2i-p42b,e77af1cc-75ac-4f3f-be78-350117999bd3,0909ca87-a50f-43d3-881a-27b5f2762fd0,t245_20220831-185211_27
t145_1661952445038_12,Y6Dc-oBFm,540cf080-dee8-482c-b9b6-0eaa32d88edc,141e55b1-0147-45a4-be34-2c8158e02fc8,t245_20220831-185211_12
t145_1661952442675_17,3rXu-f4Jx,a7ddde40-2484-4644-805f-d74c718e2dd7,f1fb5b11-1adb-4f15-8e41-b73e6f65c2b2,t245_20220831-185211_17
t145_1661952441045_3,96H8-U2y3,ed124688-acd8-4c92-87bf-acfc998a5292,bcdf5cfb-2080-4a04-afe6-2818afeae4c6,t245_20220831-185211_3
t145_1661952442445_11,3YaF-oAQ7,33dcd2af-9f6c-4855-8c65-aba6d7507273,921aacc5-8426-4fea-8e75-b0b2053ed67d,t245_20220831-185211_11
t145_1661952440476_6,wLKs-Jgs6,71b66cdb-2316-4571-8915-76540b37483d,1def3145-c6cf-4548-917e-c8411e49ac3a,t245_20220831-185211_6
t145_1661952439667_5,c947-wCdi,e84708b9-1408-49ef-baac-1874efe19a76,a437361d-424c-43fa-904a-a6d86fe5a9ea,t245_20220831-185211_5
t145_1661952442750_26,YkTK-PM7A,42ac8991-4fd7-467f-8984-9278dc8b9ac8,e848f9e8-a1db-48d0-829b-6bb1babc582b,t245_20220831-185211_26
t145_1661952446373_24,eKPM-Bi9c,a6f80de3-da50-49dd-a3f9-295ed6298c5b,47a72168-f8fa-4ba4-901d-1efe5acc198b,t245_20220831-185211_24
t145_1661952442703_19,vA3w-o2op,51fc5c92-b089-44db-a470-c915dd4167ae,fd1e6c05-6633-4c72-a57e-4c5ca74d8f25,t245_20220831-185211_19
t145_1661952442722_10,nGK6-49Ww,79c1e7b1-8d45-4f5b-831e-a6ac3fd4db1d,85ec430f-4a08-42f6-a5e5-65cf8be13583,t245_20220831-185211_10
t145_1661952448875_21,RFxC-7f79,a9fe763d-4e9f-4fd5-80d0-105cb9c9f059,9acb18d6-c677-46d2-b6e1-d5e8d20ebd08,t245_20220831-185211_21
t145_1661952446701_14,6i9R-zaMi,29ec1744-e3e6-4cb3-be28-222748ea9cfa,daacd464-7a98-466e-8a91-3d37484ec9b6,t245_20220831-185211_14
t145_1661952446711_13,tNeN-s7DC,09d06b2e-f185-48c1-849b-4735bcc0a056,fe162214-1d8c-4408-a786-3f56e0d4bc95,t245_20220831-185211_13
t145_1661952451144_29,e49a-MHYc,85f2732f-e69c-403f-8156-93e1025ae93a,75d2762f-8a78-4101-8e8c-cd7c5dfafb92,t245_20220831-185211_29
t145_1661952450348_16,Ddqu-7974,6e65d37c-8981-4924-b6c0-d1a4ce11eba7,e71b6b72-33b4-4af9-b1ad-b4993dd2fcd9,t245_20220831-185211_16
t145_1661952449000_25,zYVf-VnCA,ceb92a93-0192-45bf-87b4-9899f92a930e,d3c2b7b2-4a5a-412e-a822-72e64a1a326f,t245_20220831-185211_25
t145_1661952447102_20,8TRG-6pew,1e066fdf-854f-4305-9e8f-e01988235898,d5c45eed-6240-43fd-bcbb-1ce372194f8d,t245_20220831-185211_20
t145_1661952452232_7,zeum-sAi3,d5381122-90d5-4332-9fcb-295b19ed1647,d9a0bd83-f8b5-4eb4-a25e-51900095e5be,t245_20220831-185211_7
t145_1661952453036_8,L6NH-d42Q,acb9cdf9-f96a-4464-b8d6-0dbbb2920b61,da32eb05-fdd9-4394-ad9e-eb3c799fdde0,t245_20220831-185211_8
t145_1661952450899_22,CZ73-6V4A,2dae4f38-4ca0-431e-b864-29200fcfad95,17fcff2d-8050-45cb-b0af-c89c64ed6870,t245_20220831-185211_22
t145_1661952447346_4,Ezak-jb9C,15bee409-1cfa-4db1-909f-384b7ee74270,2306c5c9-a747-4761-8a46-a6b89b39c39c,t245_20220831-185211_4
t145_1661952453655_18,87j2-q3UR,2188de95-7ada-4348-bfc8-b26b590e8f0b,d02efca7-6f38-49b4-9f39-f3db0b3ba66d,t245_20220831-185211_18
t145_1661952451063_23,2GpB-7tui,348a557e-add8-4a94-82b4-0fa25e3f53b9,78a456b3-249f-4551-8fc0-664be46bc170,t245_20220831-185211_23
t145_1661952455983_17,3rXu-f4Jx,a7ddde40-2484-4644-805f-d74c718e2dd7,a907f1f5-3ac7-4c1a-8dd1-07f11bb4370e,t245_20220831-185211_17
t145_1661952455754_12,Y6Dc-oBFm,540cf080-dee8-482c-b9b6-0eaa32d88edc,c132d0b4-6b6f-4869-90c4-c36e8ceaf8f7,t245_20220831-185211_12
t145_1661952453518_28,Vv2D-FqXD,38b75373-5bed-484c-9f98-bb8f67773182,a106f339-11a9-489b-a925-3888b1df3edf,t245_20220831-185211_28
t145_1661952456265_6,wLKs-Jgs6,71b66cdb-2316-4571-8915-76540b37483d,0ed5afff-2a8c-4c0f-bc75-f23dccb09b5e,t245_20220831-185211_6
t145_1661952456101_11,3YaF-oAQ7,33dcd2af-9f6c-4855-8c65-aba6d7507273,c071f86e-a55f-4980-8dee-631d0ae3cb1a,t245_20220831-185211_11
t145_1661952452457_15,QoFo-8dKW,66d33a06-a624-4260-b64d-42a8b3ec1eba,70036414-6e5c-49c8-b02d-3aa96849e5a6,t245_20220831-185211_15
t145_1661952459866_21,RFxC-7f79,a9fe763d-4e9f-4fd5-80d0-105cb9c9f059,45149ade-7c66-441b-a679-a01fe1087504,t245_20220831-185211_21
t145_1661952455283_27,qj2i-p42b,e77af1cc-75ac-4f3f-be78-350117999bd3,e86af93a-3ec9-4d09-b613-2e907e01e521,t245_20220831-185211_27
t145_1661952456576_5,c947-wCdi,e84708b9-1408-49ef-baac-1874efe19a76,b2ff5528-bd24-4103-8247-9c0c1a9d7ae4,t245_20220831-185211_5
t145_1661952461473_29,e49a-MHYc,85f2732f-e69c-403f-8156-93e1025ae93a,c7f3fff8-8855-4f3b-bd6f-db61ac049c91,t245_20220831-185211_29
t145_1661952460513_13,tNeN-s7DC,09d06b2e-f185-48c1-849b-4735bcc0a056,5f304df3-1df6-4384-a4db-1d1f565b5d42,t245_20220831-185211_13
t145_1661952456850_26,YkTK-PM7A,42ac8991-4fd7-467f-8984-9278dc8b9ac8,9b82eac7-6bd2-49af-beda-f244c79d7b94,t245_20220831-185211_26
t145_1661952459467_10,nGK6-49Ww,79c1e7b1-8d45-4f5b-831e-a6ac3fd4db1d,38610de6-129c-4869-882e-481720142ef2,t245_20220831-185211_10
t145_1661952460199_14,6i9R-zaMi,29ec1744-e3e6-4cb3-be28-222748ea9cfa,63c0b090-81ee-49ac-a3e0-8d04e827abca,t245_20220831-185211_14
t145_1661952458095_24,eKPM-Bi9c,a6f80de3-da50-49dd-a3f9-295ed6298c5b,0b463eb8-5567-4983-a489-7a467e217027,t245_20220831-185211_24
t145_1661952462473_30,v2Wo-e4Z8,0b85125f-935f-48d8-834a-2775541cbb90,e0c62561-7552-42f1-a800-f4c4ab6174bd,t245_20220831-185211_30
t145_1661952464886_8,L6NH-d42Q,acb9cdf9-f96a-4464-b8d6-0dbbb2920b61,65a13e70-ac81-4d81-9173-778c29b53265,t245_20220831-185211_8
t145_1661952463199_25,zYVf-VnCA,ceb92a93-0192-45bf-87b4-9899f92a930e,f58a928b-6d0b-4438-a27c-f5c966cc266f,t245_20220831-185211_25
t145_1661952462386_16,Ddqu-7974,6e65d37c-8981-4924-b6c0-d1a4ce11eba7,f1dc0ab1-28a0-41ce-95f4-0c994a9e5efc,t245_20220831-185211_16
t145_1661952466659_17,3rXu-f4Jx,a7ddde40-2484-4644-805f-d74c718e2dd7,81b643e3-21b6-47ef-9b35-99d3ea165eb7,t245_20220831-185211_17
t145_1661952465023_22,CZ73-6V4A,2dae4f38-4ca0-431e-b864-29200fcfad95,8a42b2cf-58b2-4c10-9f44-15ae190735ca,t245_20220831-185211_22
t145_1661952463441_20,8TRG-6pew,1e066fdf-854f-4305-9e8f-e01988235898,f46070fe-7b4b-4f28-a6e7-677535656295,t245_20220831-185211_20
t145_1661952466965_12,Y6Dc-oBFm,540cf080-dee8-482c-b9b6-0eaa32d88edc,dec71eca-65e7-4ecb-9017-31f1ad5a657c,t245_20220831-185211_12
t145_1661952465369_18,87j2-q3UR,2188de95-7ada-4348-bfc8-b26b590e8f0b,271537a4-b6c3-4915-9480-64bb8833959a,t245_20220831-185211_18
t145_1661952467413_28,Vv2D-FqXD,38b75373-5bed-484c-9f98-bb8f67773182,af2e6d28-9878-49e8-bd86-4d3bf01f727f,t245_20220831-185211_28
t145_1661952469627_15,QoFo-8dKW,66d33a06-a624-4260-b64d-42a8b3ec1eba,c1634301-2032-4e9b-8503-d2a5e80b3019,t245_20220831-185211_15
t145_1661952464404_7,zeum-sAi3,d5381122-90d5-4332-9fcb-295b19ed1647,b6696e8e-7273-485b-b904-acf4912d6cf5,t245_20220831-185211_7
t145_1661952466028_23,2GpB-7tui,348a557e-add8-4a94-82b4-0fa25e3f53b9,56876487-06de-453d-a108-14260877257c,t245_20220831-185211_23
t145_1661952465143_4,Ezak-jb9C,15bee409-1cfa-4db1-909f-384b7ee74270,88e99956-6f6e-4ae1-9610-91e274e5255e,t245_20220831-185211_4
t145_1661952468427_19,vA3w-o2op,51fc5c92-b089-44db-a470-c915dd4167ae,f804df3a-4d3c-45cd-b115-206fc5b3ba82,t245_20220831-185211_19
t145_1661952468427_9,brGz-eG3z,528ff246-c405-4135-810d-955af1e96cd5,bf563db3-11b9-4a78-96e3-510ac3fcb629,t245_20220831-185211_9
t145_1661952472792_5,c947-wCdi,e84708b9-1408-49ef-baac-1874efe19a76,d96c4e39-2c6c-4f78-b00b-5b804aabdd1d,t245_20220831-185211_5
t145_1661952471653_21,RFxC-7f79,a9fe763d-4e9f-4fd5-80d0-105cb9c9f059,cbbea112-8235-406b-bba9-7c89b2e1e1e5,t245_20220831-185211_21
t145_1661952472635_27,qj2i-p42b,e77af1cc-75ac-4f3f-be78-350117999bd3,6eeba3b9-ccaa-4791-8a24-0cc7c3105ab7,t245_20220831-185211_27
t145_1661952467496_6,wLKs-Jgs6,71b66cdb-2316-4571-8915-76540b37483d,56a866ac-2730-4be9-b93d-3ed71ad97fd4,t245_20220831-185211_6
t145_1661952473811_26,YkTK-PM7A,42ac8991-4fd7-467f-8984-9278dc8b9ac8,00a62a3c-d880-4eee-a74b-1109117b3a54,t245_20220831-185211_26
t145_1661952473223_29,e49a-MHYc,85f2732f-e69c-403f-8156-93e1025ae93a,605b2df7-d859-4141-b949-16f8d7fb2d40,t245_20220831-185211_29
t145_1661952469516_11,3YaF-oAQ7,33dcd2af-9f6c-4855-8c65-aba6d7507273,65d360cb-d818-4c9c-829a-111def1e6246,t245_20220831-185211_11
t145_1661952474657_10,nGK6-49Ww,79c1e7b1-8d45-4f5b-831e-a6ac3fd4db1d,64d07470-b7d6-4f11-be0b-615e668b5bef,t245_20220831-185211_10
t145_1661952476255_30,v2Wo-e4Z8,0b85125f-935f-48d8-834a-2775541cbb90,ae0fd43f-035a-415d-81db-0e0d0bfd6908,t245_20220831-185211_30
t145_1661952479811_20,8TRG-6pew,1e066fdf-854f-4305-9e8f-e01988235898,84798277-b553-4339-9e10-9e81fc2af3cf,t245_20220831-185211_20
t145_1661952473804_13,tNeN-s7DC,09d06b2e-f185-48c1-849b-4735bcc0a056,b1d62b5d-3736-4408-b5fb-7af81866a909,t245_20220831-185211_13
t145_1661952476925_25,zYVf-VnCA,ceb92a93-0192-45bf-87b4-9899f92a930e,f7445558-8b82-4d11-a7b3-c9b774bdc7c1,t245_20220831-185211_25
t145_1661952479993_12,Y6Dc-oBFm,540cf080-dee8-482c-b9b6-0eaa32d88edc,828c57f6-ceb6-417e-b8cc-8590c120d023,t245_20220831-185211_12
t145_1661952475161_24,eKPM-Bi9c,a6f80de3-da50-49dd-a3f9-295ed6298c5b,220d629b-fd1b-4622-ac1b-f68a53255768,t245_20220831-185211_24
t145_1661952480969_18,87j2-q3UR,2188de95-7ada-4348-bfc8-b26b590e8f0b,df669764-b312-4918-a5ea-7f3eac1f25bb,t245_20220831-185211_18
t145_1661952474875_14,6i9R-zaMi,29ec1744-e3e6-4cb3-be28-222748ea9cfa,0bb32d84-259c-4cff-869a-b14d0be16dfc,t245_20220831-185211_14
t145_1661952482624_19,vA3w-o2op,51fc5c92-b089-44db-a470-c915dd4167ae,19d2fcf1-0075-45d5-a764-a097366f57db,t245_20220831-185211_19
t145_1661952477254_16,Ddqu-7974,6e65d37c-8981-4924-b6c0-d1a4ce11eba7,975e582c-8d80-48ab-9b4e-c392f34eee1e,t245_20220831-185211_16
t145_1661952476821_8,L6NH-d42Q,acb9cdf9-f96a-4464-b8d6-0dbbb2920b61,333dcf5f-48b5-4d36-b53e-bd2c3c6764c6,t245_20220831-185211_8
t145_1661952479762_22,CZ73-6V4A,2dae4f38-4ca0-431e-b864-29200fcfad95,4c22fdc0-b50c-4e6a-9f46-a8b318b81a13,t245_20220831-185211_22
t145_1661952477775_17,3rXu-f4Jx,a7ddde40-2484-4644-805f-d74c718e2dd7,282f8822-7fcf-4a81-b620-e2ea7b8917b5,t245_20220831-185211_17
t145_1661952482430_4,Ezak-jb9C,15bee409-1cfa-4db1-909f-384b7ee74270,a88f58d3-a7b0-4589-a027-5cd33db27fe5,t245_20220831-185211_4
t145_1661952484070_21,RFxC-7f79,a9fe763d-4e9f-4fd5-80d0-105cb9c9f059,ce10088d-044a-4ca2-929c-6d13c904f563,t245_20220831-185211_21
t145_1661952482423_23,2GpB-7tui,348a557e-add8-4a94-82b4-0fa25e3f53b9,57bc88f4-b411-4dba-a999-ecaf808713da,t245_20220831-185211_23
t145_1661952482202_15,QoFo-8dKW,66d33a06-a624-4260-b64d-42a8b3ec1eba,db6243a4-08b3-4b02-b5b1-7603ff5af761,t245_20220831-185211_15
t145_1661952484434_27,qj2i-p42b,e77af1cc-75ac-4f3f-be78-350117999bd3,49d6156a-03fc-429c-a1a9-f71dc911611f,t245_20220831-185211_27
t145_1661952488132_30,v2Wo-e4Z8,0b85125f-935f-48d8-834a-2775541cbb90,0bb87146-4fdd-46fa-9eae-b7d94780fc2e,t245_20220831-185211_30
t145_1661952481186_28,Vv2D-FqXD,38b75373-5bed-484c-9f98-bb8f67773182,8c740870-697e-4de2-8101-a777c48777ea,t245_20220831-185211_28
t145_1661952486699_11,3YaF-oAQ7,33dcd2af-9f6c-4855-8c65-aba6d7507273,48a35b13-0d4c-4e6e-a1cf-0115772575fa,t245_20220831-185211_11
t145_1661952483899_9,brGz-eG3z,528ff246-c405-4135-810d-955af1e96cd5,65a02314-5f0c-4d17-a195-89822e05bef0,t245_20220831-185211_9
t145_1661952482332_7,zeum-sAi3,d5381122-90d5-4332-9fcb-295b19ed1647,6b7a6f3a-d8fe-4477-adaa-e5b5f7c88eda,t245_20220831-185211_7
t145_1661952485093_6,wLKs-Jgs6,71b66cdb-2316-4571-8915-76540b37483d,8a5bfa1d-33fb-4fa2-b7e9-0abe3d703b80,t245_20220831-185211_6
t145_1661952486406_29,e49a-MHYc,85f2732f-e69c-403f-8156-93e1025ae93a,7f233414-eb46-42e4-9283-99b6d0781044,t245_20220831-185211_29
t145_1661952486050_26,YkTK-PM7A,42ac8991-4fd7-467f-8984-9278dc8b9ac8,16b8452d-5628-4fce-be79-a90ec70e5b20,t245_20220831-185211_26
t145_1661952491347_25,zYVf-VnCA,ceb92a93-0192-45bf-87b4-9899f92a930e,debef280-ceba-4dcc-b699-4645977ae8c0,t245_20220831-185211_25
t145_1661952491566_12,Y6Dc-oBFm,540cf080-dee8-482c-b9b6-0eaa32d88edc,5fce1568-4bcc-4c30-87bd-52c21ee3e7e9,t245_20220831-185211_12
t145_1661952492312_18,87j2-q3UR,2188de95-7ada-4348-bfc8-b26b590e8f0b,2ed6809e-7b89-452f-bc6f-7a145b083f28,t245_20220831-185211_18
t145_1661952487623_10,nGK6-49Ww,79c1e7b1-8d45-4f5b-831e-a6ac3fd4db1d,7719db00-b07c-41c7-ba2c-365f9c8fcb8a,t245_20220831-185211_10
t145_1661952492040_24,eKPM-Bi9c,a6f80de3-da50-49dd-a3f9-295ed6298c5b,09c2fcb9-c001-44d5-836e-7d554989176e,t245_20220831-185211_24
t145_1661952492746_14,6i9R-zaMi,29ec1744-e3e6-4cb3-be28-222748ea9cfa,953fb76f-6496-42f8-be75-7eec89a89b8a,t245_20220831-185211_14
t145_1661952491150_13,tNeN-s7DC,09d06b2e-f185-48c1-849b-4735bcc0a056,01ad2e3a-b3e9-4eb5-82b6-072a3ba09b16,t245_20220831-185211_13
t145_1661952494182_16,Ddqu-7974,6e65d37c-8981-4924-b6c0-d1a4ce11eba7,ebd90a55-4fd2-4823-a923-903260244ea7,t245_20220831-185211_16
t145_1661952490024_20,8TRG-6pew,1e066fdf-854f-4305-9e8f-e01988235898,23e1954d-90a3-4196-9f9f-1b0194b16037,t245_20220831-185211_20
t145_1661952493151_19,vA3w-o2op,51fc5c92-b089-44db-a470-c915dd4167ae,b76bccd6-c8fd-46d3-a626-0b6b04039723,t245_20220831-185211_19
t145_1661952494909_22,CZ73-6V4A,2dae4f38-4ca0-431e-b864-29200fcfad95,da1d6c1b-776c-42cc-ba7b-859ddf7ab83e,t245_20220831-185211_22
t145_1661952494700_8,L6NH-d42Q,acb9cdf9-f96a-4464-b8d6-0dbbb2920b61,3af0fcdc-26d5-4e52-82ca-fd280474e8e2,t245_20220831-185211_8
t145_1661952498094_27,qj2i-p42b,e77af1cc-75ac-4f3f-be78-350117999bd3,af0d6687-f782-4380-90e5-2a6ed264b267,t245_20220831-185211_27
t145_1661952497448_15,QoFo-8dKW,66d33a06-a624-4260-b64d-42a8b3ec1eba,c157fa7c-95af-466c-8a78-bb2ad06dd1fe,t245_20220831-185211_15
t145_1661952499453_9,brGz-eG3z,528ff246-c405-4135-810d-955af1e96cd5,69cedcb5-ea2e-4392-b4f3-8a986688490c,t245_20220831-185211_9
t145_1661952498910_11,3YaF-oAQ7,33dcd2af-9f6c-4855-8c65-aba6d7507273,46688d5b-0ac8-479d-a5b9-8ddd001177b0,t245_20220831-185211_11
t145_1661952499772_7,zeum-sAi3,d5381122-90d5-4332-9fcb-295b19ed1647,f04aa323-c132-4779-80c1-f2fb05d3c6cd,t245_20220831-185211_7
t145_1661952496646_21,RFxC-7f79,a9fe763d-4e9f-4fd5-80d0-105cb9c9f059,b4fbf3e4-1032-4075-86d5-10134265f86d,t245_20220831-185211_21
t145_1661952498579_30,v2Wo-e4Z8,0b85125f-935f-48d8-834a-2775541cbb90,dbbbd2ec-a979-4ade-b5a9-6e2d44d8bf73,t245_20220831-185211_30
t145_1661952495078_17,3rXu-f4Jx,a7ddde40-2484-4644-805f-d74c718e2dd7,9792275f-4107-4091-82fe-e31de1e5f688,t245_20220831-185211_17
