stdextid,groupid,tchextid
std_1660816948754_15,a44092ee-87f9-425f-9bc9-636040488224,tch_20220818-151939_15
std_1660817180593_14,32d40502-005f-494c-a304-ada327ef0229,tch_20220818-151939_14
std_1660817080857_15,d8864b61-f382-46b3-b79b-6e3373348acd,tch_20220818-151939_15
std_1660817211457_15,b3d85729-4f70-4ca2-aecf-06e94f30aa52,tch_20220818-151939_15
std_1660816999864_16,972439d8-7bda-43f2-b0f3-dc1998d09e0b,tch_20220818-151939_16
std_1660817038617_17,3f19fab6-41cc-42b8-9600-173b6d45bea1,tch_20220818-151939_17
std_1660817134511_16,668a8898-b354-4787-bc93-15a2f2247fa7,tch_20220818-151939_16
std_1660817166731_17,7c5fa061-7a92-48f9-92a9-e1555b1fdd92,tch_20220818-151939_17
std_1660817271387_16,8e546385-b801-4c33-b1ef-becb52149c8e,tch_20220818-151939_16
std_1660817071135_18,ccb4339d-c53e-40af-8265-d90ba9784aa1,tch_20220818-151939_18
std_1660817300020_17,bcce0455-499b-4003-b602-b196cf3f7e4f,tch_20220818-151939_17
std_1660817203322_18,bb7ee25c-54bf-419a-9ef3-ce799570ae1a,tch_20220818-151939_18
std_1660817119229_19,406e8e39-6496-4fa7-86b6-7e49f713fadc,tch_20220818-151939_19
std_1660817336882_18,121ddf2d-869b-4374-af24-9563800452c7,tch_20220818-151939_18
std_1660817250750_19,5d993a42-7984-4e7c-850d-58ef828f8960,tch_20220818-151939_19
std_1660817369181_19,0f2caa76-389f-4929-8812-f54996f0d2e9,tch_20220818-151939_19
std_1660817154783_20,f98b8ecb-a68f-4f22-9c9e-87932f15fdd7,tch_20220818-151939_20
std_1660817192241_21,31e87b60-9400-4c1e-bc7e-9d49e42f4e25,tch_20220818-151939_21
std_1660817322563_21,39991d51-7284-4ed2-8a0a-b6be806b842c,tch_20220818-151939_21
std_1660817285039_20,4623db69-625f-4111-956b-b0b9abca5627,tch_20220818-151939_20
std_1660817449343_21,67b547a3-0140-4d35-90bd-04f2fa4949d5,tch_20220818-151939_21
std_1660817422120_20,b5d78500-8b7b-4a44-948c-fdd21288e21f,tch_20220818-151939_20
std_1660817238162_22,c28823c6-0117-400a-aa9a-fb2dab8baf9c,tch_20220818-151939_22
std_1660817366162_22,8f9b808e-6b3a-48e2-a25d-2667f283a073,tch_20220818-151939_22
std_1660817278482_23,011ba616-9c44-495f-a5f9-cf09c03e72cf,tch_20220818-151939_23
std_1660817493659_22,d71ce3a9-5cbe-4713-b590-ff2486c06174,tch_20220818-151939_22
std_1660817312439_24,46fb50b8-5b53-4f44-939d-4b52de14efe9,tch_20220818-151939_24
std_1660817414119_23,75cadb38-9970-438d-a337-b85197e5899c,tch_20220818-151939_23
std_1660817436902_24,4f942578-ac94-4bea-876c-499ffc8de9f9,tch_20220818-151939_24
std_1660817547444_23,c01ea63d-32fd-4aef-80e0-4ab9ac8b47fb,tch_20220818-151939_23
std_1660817354914_25,1383ba00-1e63-481e-99ae-33f39039dc86,tch_20220818-151939_25
std_1660817563691_24,115c511e-5bd6-430d-a5f2-d916076b9f50,tch_20220818-151939_24
std_1660817481380_25,78c87b08-cdb4-4b8c-ba27-a97608f6a6c0,tch_20220818-151939_25
std_1660817606143_25,5e1b20f1-12b4-4c5e-bd38-e3350d788ea8,tch_20220818-151939_25
std_1660817408471_26,c8bef1da-5b9f-4540-9f9d-3c0f8e1e7da9,tch_20220818-151939_26
std_1660817545280_26,2e206911-92c6-4eec-b6f5-17a1d51ab27c,tch_20220818-151939_26
std_1660817440417_27,ffcb0966-5a1b-4112-b6ca-01ecbdd00b68,tch_20220818-151939_27
std_1660817679891_26,8ac7bd4d-0d72-4255-aba9-1b9784897f15,tch_20220818-151939_26
std_1660817577419_27,8d40c139-c252-4fa1-919e-2c9c4d9d6bb0,tch_20220818-151939_27
std_1660817480532_28,8e11a429-090a-42a0-bd5b-0fc8222e9240,tch_20220818-151939_28
std_1660817716359_27,fc3b67f8-53c4-4a12-a242-3a6e01a4d15d,tch_20220818-151939_27
std_1660817615397_28,9f503768-f84c-4e4e-9af0-07639b0eda49,tch_20220818-151939_28
std_1660817522405_29,5bfad32e-21e6-483e-b386-6404f6fb6962,tch_20220818-151939_29
std_1660817746673_28,709a7575-629e-44fe-9384-44fd318cd967,tch_20220818-151939_28
std_1660817658822_29,7ef892ba-49a1-41f3-a8f9-01bfc60dc7e4,tch_20220818-151939_29
std_1660817553125_30,6586e935-41d0-4a12-b445-82e355205642,tch_20220818-151939_30
std_1660817790927_29,f006ef64-a51d-45f2-92b1-4b8b32aac407,tch_20220818-151939_29
std_1660817695473_30,b85b1f00-c352-4659-a6ab-c7d88d0d6ad6,tch_20220818-151939_30
std_1660817601466_31,007bafb7-4bb9-4382-9567-71754e54ba9d,tch_20220818-151939_31
std_1660817822762_30,ae9028d0-1cc9-4702-9efb-e1f97cbbe915,tch_20220818-151939_30
std_1660817733743_31,b4486ee8-be35-4518-a2db-7319a28fa511,tch_20220818-151939_31
std_1660817634219_32,e5c8d6a4-76c0-4754-b48a-f882dbbceaa7,tch_20220818-151939_32
std_1660817866647_31,ac220f47-6822-4300-bc32-232df061cab9,tch_20220818-151939_31
std_1660817767959_32,560f3134-de64-4d5d-967e-9d7458329edc,tch_20220818-151939_32
std_1660817676702_33,49b125bb-af31-46ed-91c9-375431bd6e4c,tch_20220818-151939_33
std_1660817909156_32,a2f4fd39-09ca-423a-b03e-1e83cc619785,tch_20220818-151939_32
std_1660817806418_33,d24ce045-3cd3-4bd7-8ad7-152cf27b02cc,tch_20220818-151939_33
std_1660817714861_34,0acc7169-f1ca-4343-abb2-1bbe6c500cb1,tch_20220818-151939_34
std_1660817938907_33,14c5c549-b00b-408d-bf5a-b6fd89e45e4e,tch_20220818-151939_33
std_1660817850226_34,7914c963-c818-4870-9255-0f30f8a184ae,tch_20220818-151939_34
std_1660817760628_35,6318a9ee-a44b-4f0e-9ba2-9651ab4d6187,tch_20220818-151939_35
std_1660817981494_34,513a06bb-3a1d-4184-9aef-ae9bf412ca13,tch_20220818-151939_34
std_1660817887073_35,3c7ef4c1-cf98-45d4-bcf7-ac5109805974,tch_20220818-151939_35
std_1660817803749_36,3bd11795-8663-49bc-b4c3-ad2e6e431068,tch_20220818-151939_36
std_1660818022508_35,fd85b2be-a3ae-4606-ba84-145deb046804,tch_20220818-151939_35
std_1660817939742_36,4c684f2b-55c9-460c-b3f2-a5a507c445da,tch_20220818-151939_36
std_1660817836893_37,4962fa9b-3179-4561-97bd-eac593833655,tch_20220818-151939_37
std_1660818073602_36,df691cc0-2ae6-4d22-a356-392069091621,tch_20220818-151939_36
std_1660817970395_37,59185c90-9832-4ea6-94e7-1ad7b589232d,tch_20220818-151939_37
std_1660817873974_38,fda06b75-0647-4cab-b73b-b44cb5218314,tch_20220818-151939_38
std_1660818106775_37,8001c1e0-572c-4958-86be-d1e6cf99f1aa,tch_20220818-151939_37
std_1660818011533_38,13814ed2-6cad-40a8-98b8-5e4f0118ed02,tch_20220818-151939_38
std_1660817915374_39,35c51794-8965-45ea-a7e0-326c3766e762,tch_20220818-151939_39
std_1660818147316_38,865a4a82-2cf5-4fae-b535-4944b190db52,tch_20220818-151939_38
std_1660818054050_39,ef2d7a21-b16a-4d0a-9a19-4b2e973d732b,tch_20220818-151939_39
std_1660817966062_40,e7afdc47-669d-4d2a-bbcc-e3ff415e08da,tch_20220818-151939_40
std_1660818194108_39,810d6363-f5ce-43cf-bca0-20456c4fc326,tch_20220818-151939_39
std_1660818099588_40,373c7b25-3a0c-411c-aa7b-cd7b96869274,tch_20220818-151939_40
std_1660817999944_41,47401134-1591-4058-bc99-dace8bd8a343,tch_20220818-151939_41
std_1660818238625_40,49c90493-822a-404f-84d6-7502962d8aa8,tch_20220818-151939_40
std_1660818135377_41,d673ff19-7a36-4ea6-9858-b78d7e4aa34a,tch_20220818-151939_41
std_1660818038978_42,8012addc-f971-4525-b5d1-f4c3e28e721c,tch_20220818-151939_42
std_1660818274234_41,a93b87cd-4d3a-4a10-8fba-4c80fc926bd4,tch_20220818-151939_41
std_1660818172399_42,7467d123-63ef-4bbd-a22b-9991c21da235,tch_20220818-151939_42
std_1660818295665_42,89d22f96-6d92-4851-8d84-09ea06be6c42,tch_20220818-151939_42
std_1660818084215_43,d9e98094-65e1-4358-a6ca-f87f9aab8d27,tch_20220818-151939_43
std_1660818222071_43,5e09f7f8-287a-4086-a8c9-83f16146e2b8,tch_20220818-151939_43
std_1660818135588_44,b8d52a3f-1680-4062-9a8c-8ef9a034787f,tch_20220818-151939_44
std_1660818350985_43,93ac3d6e-9d74-4b47-8521-e8b357d5179c,tch_20220818-151939_43
std_1660818157329_45,515ed284-1ec8-465a-97eb-d40fe710f3a3,tch_20220818-151939_45
std_1660818264332_44,379d33d4-37f9-49a8-86d5-7220dce4f9c6,tch_20220818-151939_44
std_1660818289302_45,2c612100-76ed-4b9a-b16f-527f5bd5739e,tch_20220818-151939_45
std_1660818391519_44,c3a2f319-c2ef-492f-aae4-418a10c49cfe,tch_20220818-151939_44
std_1660818202696_46,181776bf-d4a5-40e7-8ab0-f3e78c15780d,tch_20220818-151939_46
std_1660818423291_45,44bfea97-578d-464a-82bc-7c62e44cb9f2,tch_20220818-151939_45
std_1660818332452_46,27c527a0-32f6-4050-ab95-561d5c442d02,tch_20220818-151939_46
std_1660818229574_47,e33a8988-9504-4f71-a964-b9e62334b8b2,tch_20220818-151939_47
std_1660818471411_46,7384908d-00ee-4287-a401-6f34b30c64ca,tch_20220818-151939_46
std_1660818369009_47,6201e947-5807-4ab7-ba0e-299741b24031,tch_20220818-151939_47
std_1660818281456_48,3079bdf1-2855-4a39-aa03-483511fdc8cb,tch_20220818-151939_48
std_1660818502273_47,1720751e-ff82-4b43-9da9-e07f27d509a5,tch_20220818-151939_47
std_1660818417557_48,f3a2bfa3-4d3c-443b-8749-a503e525601a,tch_20220818-151939_48
std_1660818324074_49,cde2eb95-d493-42fe-aeae-bbefc9926645,tch_20220818-151939_49
std_1660818546894_48,6f8e5d92-e9ec-43b3-994e-0ca23c20b5c1,tch_20220818-151939_48
std_1660818461407_49,0b6a6f4a-0f94-443d-9b8e-bc5ef93aa27e,tch_20220818-151939_49
std_1660818364794_50,5c045c18-d50a-4258-b7ee-bf6d2626fc13,tch_20220818-151939_50
std_1660818596995_49,2617dc8b-1d1d-4285-b174-f07a18821668,tch_20220818-151939_49
std_1660818497964_50,3002a681-5a0e-4627-ac8c-13b46ab210c7,tch_20220818-151939_50
std_1660818409367_51,d0541baa-4095-4e2b-b74a-0b91bef3e857,tch_20220818-151939_51
std_1660818631524_50,0b907fc8-0c01-433d-b313-db5c86bfac9d,tch_20220818-151939_50
std_1660818548354_51,f2b9c8e2-49d6-4fd4-bf0a-5bb035c9f30c,tch_20220818-151939_51
std_1660818439880_52,ff4adb20-0dd2-4d75-9220-3bdf83ac35da,tch_20220818-151939_52
std_1660818676296_51,fd3ea899-5ae7-4e4f-9b38-f92ae51040b5,tch_20220818-151939_51
std_1660818573194_52,aca53c1b-8432-4e5b-b0c0-076d43165337,tch_20220818-151939_52
std_1660818486767_53,ba2ac5e4-57e2-46d7-9df9-4b93d921ef7d,tch_20220818-151939_53
std_1660818703660_52,c6ab2907-9ebe-4cc0-98df-a41043c987f6,tch_20220818-151939_52
std_1660818623930_53,7e00afed-4f1c-41e5-a6d4-8036f260cd8c,tch_20220818-151939_53
std_1660818516772_54,356ab95d-eb1c-49a6-8356-8d848c62a3e3,tch_20220818-151939_54
std_1660818657424_54,a55bc1c9-a3f1-4938-8b16-1046fd3bc21f,tch_20220818-151939_54
std_1660818753923_53,cc3520a6-6700-4e02-a8f8-be2eb6788209,tch_20220818-151939_53
std_1660818563414_55,4cd126a9-ca5d-49a3-adac-3d81f81faea4,tch_20220818-151939_55
std_1660818786211_54,43cd9876-badc-46c9-abc6-dced325d517f,tch_20220818-151939_54
std_1660818694732_55,ac9d564d-7cfa-4ceb-a8f2-5f456b8d0311,tch_20220818-151939_55
std_1660818604575_56,972e1b19-1349-43e3-bba3-85f15ade4610,tch_20220818-151939_56
std_1660818832007_55,dc98e6ec-97b2-46ee-80be-8e022cbf23e8,tch_20220818-151939_55
std_1660818737667_56,d207be4f-227e-4050-812b-21021b8248d4,tch_20220818-151939_56
std_1660818639506_57,4dec6af9-bd91-428f-b201-6be48950a424,tch_20220818-151939_57
std_1660818871741_56,e4eb7aef-8d93-48b6-823d-3f20c32dabf0,tch_20220818-151939_56
std_1660818774878_57,910dd055-b58f-4dfc-8153-b60a8a6d5907,tch_20220818-151939_57
std_1660818672682_58,4299bf99-645b-4797-8e70-cde3c4538239,tch_20220818-151939_58
std_1660818908602_57,4d2cd7f7-662d-497f-8c38-a86a8a838703,tch_20220818-151939_57
std_1660818811170_58,c9d57248-35db-49cb-9171-fc5b0bf43bfc,tch_20220818-151939_58
std_1660818714230_59,8f97d078-3cf8-45c9-b582-6db124fc9b8b,tch_20220818-151939_59
std_1660818946334_58,90798bd8-2f69-4568-a4f9-64c8c516b89a,tch_20220818-151939_58
std_1660818854278_59,8a9079ee-baf2-4200-b825-0503874c9e47,tch_20220818-151939_59
std_1660818988242_59,ce3edecf-fc7d-4208-93c7-f14e2d81744b,tch_20220818-151939_59
std_1660818770343_60,d3b3b160-8a07-42dc-a6c5-3314dceb9cf2,tch_20220818-151939_60
std_1660818802962_61,a1697652-7d3c-420b-ae11-b059b719b958,tch_20220818-151939_61
std_1660818903851_60,52cb6563-d263-41de-adf2-83b873c48fbd,tch_20220818-151939_60
std_1660818933860_61,2105d11a-a3ab-4254-a0b2-784b7cd76edf,tch_20220818-151939_61
std_1660819036812_60,ac93f6d1-bc75-4f1f-bbba-83553f5efdf7,tch_20220818-151939_60
std_1660818845106_62,ce1143fb-62db-4eef-b10a-90f4fee293e2,tch_20220818-151939_62
std_1660819064054_61,edf7e599-8f63-4ae4-83af-04e31776c92b,tch_20220818-151939_61
std_1660818983948_62,d5466a59-c6bf-4c73-bb31-a60332b812d3,tch_20220818-151939_62
std_1660818889654_63,4e7e82e2-d7c2-4e84-a705-c0492111ea0d,tch_20220818-151939_63
std_1660819115188_62,d3b78442-bb1f-4400-8f55-acc87d11398e,tch_20220818-151939_62
std_1660819024906_63,021d3b19-9719-4af7-be15-920de780d9b2,tch_20220818-151939_63
std_1660819159403_63,bb4c6079-1139-4c69-bf51-19c0189215d9,tch_20220818-151939_63
std_1660818927599_64,d6e40985-affd-4c3a-8938-b6f8e65aea39,tch_20220818-151939_64
std_1660819067233_64,090745b6-c2cf-41e5-8e4d-f9f9a02e4f86,tch_20220818-151939_64
std_1660818961592_65,fa69b6df-f163-4175-a857-eb21d5749dd9,tch_20220818-151939_65
std_1660818999705_66,955a37aa-e92a-48c1-9b9b-25cad6d19084,tch_20220818-151939_66
std_1660819199973_64,a44838b1-330d-49c7-b63d-9bc60801ce6d,tch_20220818-151939_64
std_1660819100702_65,442b753c-da2e-4552-9443-503323b9c51b,tch_20220818-151939_65
std_1660819129920_66,13b47780-0100-40c7-9994-5908615d924e,tch_20220818-151939_66
std_1660819236151_65,622b427e-c5fc-49ad-a79f-bc6bc26c1785,tch_20220818-151939_65
std_1660819256076_66,f790cbb5-750b-4091-a35e-82fb38eda712,tch_20220818-151939_66
std_1660819038498_67,35750035-5f8a-4cbe-bf72-6d211bb8611c,tch_20220818-151939_67
std_1660819171654_67,0e08c253-54f4-42cf-9226-b89711d23345,tch_20220818-151939_67
std_1660819081636_68,266ce242-3fd1-4925-b6bb-399c7e2076f0,tch_20220818-151939_68
std_1660819302398_67,d0d22cac-8263-4dd0-8492-3e1a97bf6642,tch_20220818-151939_67
std_1660819215630_68,a5903edd-c498-4e2f-b4ae-420c5199cea9,tch_20220818-151939_68
std_1660819123900_69,cb715b29-e62a-4e8b-9c47-be3b775e82b6,tch_20220818-151939_69
std_1660819346270_68,dedb3c61-7ea1-4295-9256-03dc35b5de52,tch_20220818-151939_68
std_1660819259143_69,21d994cc-85ff-481f-bacf-dcfb7bb0efd7,tch_20220818-151939_69
std_1660819161630_70,5ba425ef-b2f4-4e34-922a-72e5b5a1f790,tch_20220818-151939_70
std_1660819385016_69,bb9073cb-b43f-4e8c-bbbd-0a65a00e2a9b,tch_20220818-151939_69
std_1660819289961_70,5fbce6f1-514d-4097-9369-2166281ec524,tch_20220818-151939_70
std_1660819424993_70,b8747f66-097b-444a-91cf-3ab925c7c069,tch_20220818-151939_70
std_1660819208681_71,ea2358e7-73a7-427b-ab63-5b797a48f82b,tch_20220818-151939_71
std_1660819342461_71,5e0e681a-2a9b-4213-a9b3-a3e3adc3eb1f,tch_20220818-151939_71
std_1660819242975_72,28b678d4-da21-45df-acfd-fbeca88172c4,tch_20220818-151939_72
std_1660819479622_71,d8df7bf9-fb10-49a3-b7f6-1d2675b59cf1,tch_20220818-151939_71
std_1660819281500_73,f41c4020-4a99-4fd0-b342-414ed6361bc3,tch_20220818-151939_73
std_1660819383060_72,5fd5e64c-4090-438d-b035-10f2c20793bb,tch_20220818-151939_72
std_1660819407740_73,dda1bc0c-1e44-46e3-a36f-e7af628dfc68,tch_20220818-151939_73
std_1660819519705_72,a45ecb85-7778-429e-91ef-3a0aea6d7905,tch_20220818-151939_72
std_1660819324757_74,0d4ce989-9b2f-4b32-97e2-b4431ce6bd33,tch_20220818-151939_74
std_1660819537280_73,a75ad555-c4ea-4859-b070-c2cb63e55fd3,tch_20220818-151939_73
std_1660819457961_74,5f235756-c80c-4c0a-ace0-cbb8b89bda96,tch_20220818-151939_74
std_1660819366051_75,eeddf2ee-85ee-4a4c-910f-4f2bb644a33e,tch_20220818-151939_75
std_1660819595878_74,9b2299e7-940a-4c35-bd58-7a2b2c6e59cc,tch_20220818-151939_74
std_1660819495468_75,fefe9c58-3938-4010-9502-9c1a8e868ce2,tch_20220818-151939_75
std_1660819402683_76,a2ea5c06-100d-4ae0-8c99-ee08b77946f8,tch_20220818-151939_76
std_1660819624467_75,53b1d4c2-ef29-4907-996c-df2107066e25,tch_20220818-151939_75
std_1660819427279_77,99e4a9e6-5905-4e20-89f5-78adf2cefd4f,tch_20220818-151939_77
std_1660819531922_76,305d7d3c-ba30-4326-8580-05f4b99af370,tch_20220818-151939_76
std_1660819558084_77,65b5da47-04c6-48c0-b084-fd9f232bf566,tch_20220818-151939_77
std_1660819666811_76,6a1ebf10-3c07-4d95-8fb3-b164812393fc,tch_20220818-151939_76
std_1660819700146_77,7e8a7d42-6c63-4a1f-9b74-54b28da05eb0,tch_20220818-151939_77
std_1660819489838_78,b9342f39-fb88-4aed-aa22-fb4d61ed4665,tch_20220818-151939_78
std_1660819508360_79,977c460b-13a5-4bcd-a583-0c6a577603e6,tch_20220818-151939_79
std_1660819626437_78,447be2a5-8f01-471b-a0bb-4bc7d1796cc6,tch_20220818-151939_78
std_1660819641744_79,08e30b84-8578-43bb-abac-18249bae2c5e,tch_20220818-151939_79
std_1660819766852_78,7b09baa2-1181-45d8-9446-965c1796ecbc,tch_20220818-151939_78
std_1660819774348_79,d98580e3-8789-473f-b053-dd6029dc8f44,tch_20220818-151939_79
std_1660819570552_80,c5118461-1f80-4dc1-888e-f6696864b3f7,tch_20220818-151939_80
std_1660819704513_80,35ccf688-b827-4b6e-8c5d-3b3d10420c86,tch_20220818-151939_80
std_1660819611899_81,8940079e-117e-43b1-9064-05730c443dea,tch_20220818-151939_81
std_1660819842970_80,e03399f5-e063-483f-8c71-91d31620dd36,tch_20220818-151939_80
std_1660819640798_82,91da7a38-7d09-4a2c-93af-da1964d6b1d3,tch_20220818-151939_82
std_1660819774374_82,0dc38075-3acb-435f-a393-d8f4ecbeebb5,tch_20220818-151939_82
std_1660819752080_81,9c770ec6-1b04-4628-bb09-ca4d4d105918,tch_20220818-151939_81
std_1660819907450_82,41702f6a-a775-4253-8791-4b077ca00d60,tch_20220818-151939_82
std_1660819688865_83,cd441a35-d0f7-483a-ba9a-360e79322340,tch_20220818-151939_83
std_1660819890310_81,44fa5fa8-30fa-4250-90ce-5069a9f8562e,tch_20220818-151939_81
std_1660819826197_83,97727d87-88e5-4e63-a4ef-d0a42ebd835e,tch_20220818-151939_83
std_1660819721168_84,5f6d1256-ddb6-4011-a710-89dd73ce3bc5,tch_20220818-151939_84
std_1660819959809_83,ecbe7c43-fe6e-44a0-b177-c5c117caae26,tch_20220818-151939_83
std_1660819854160_84,c2be45a3-bcde-41e3-ac04-79317ea821cc,tch_20220818-151939_84
std_1660819991152_84,349f05c1-d18f-4e89-9668-6d41b77fd044,tch_20220818-151939_84
std_1660819763838_85,ce80d35a-9704-43bd-9e47-fff4e70bed7f,tch_20220818-151939_85
std_1660819799054_86,ebb42d79-e63e-4e06-bf74-8fde5b74b055,tch_20220818-151939_86
std_1660819898716_85,cbf656f4-73c6-4ac8-8494-99388123d0a4,tch_20220818-151939_85
std_1660819930523_86,fbd8a2fd-e6b2-445a-a89c-c30d57094813,tch_20220818-151939_86
std_1660820037121_85,0a8a7e5c-a14c-4f8e-8a15-d8b87abd365f,tch_20220818-151939_85
std_1660819841691_87,cbfb6150-d7a4-4e57-bd33-bdf52d4c2f62,tch_20220818-151939_87
std_1660820065483_86,47a3678b-bc9b-4152-899c-f6d86795530d,tch_20220818-151939_86
std_1660819974469_87,a93aa8f7-1dd4-4edb-ac72-acc2d9a3606e,tch_20220818-151939_87
std_1660819884162_88,68ef8780-7590-4d02-8a6f-fc778663e558,tch_20220818-151939_88
std_1660820111726_87,6b1a7df4-ead1-407f-ad65-e89293ff41f0,tch_20220818-151939_87
std_1660820023137_88,284d951d-946b-4128-931c-20ae4c11c4a9,tch_20220818-151939_88
std_1660819931140_89,f005183e-5f0c-4446-921e-2b016d1e8321,tch_20220818-151939_89
std_1660820147758_88,6dfcf794-d7a9-4198-b5be-199389112a28,tch_20220818-151939_88
std_1660820058284_89,72d861da-ea2c-4037-923b-b77f781b88b4,tch_20220818-151939_89
std_1660819964818_90,53474edb-4e2a-49e4-9a32-9251fbccd38e,tch_20220818-151939_90
std_1660820185537_89,16147b0a-c875-45aa-998c-a078fd24f097,tch_20220818-151939_89
std_1660820106240_90,33c13869-79fa-4d5f-bf46-5aeb1498d47d,tch_20220818-151939_90
std_1660820000287_91,85b1d9d0-3613-4315-be5a-5cbbc389f44d,tch_20220818-151939_91
std_1660820240996_90,0ea288fd-2731-4713-8244-f54463f70d7a,tch_20220818-151939_90
std_1660820138037_91,8a912994-306a-4c68-b88e-843f3564b3c5,tch_20220818-151939_91
std_1660820045756_92,59cccce8-2627-4cd3-8d3f-8dbe9db1d92d,tch_20220818-151939_92
std_1660820273319_91,2c12995b-dfbd-4625-89cc-58a5671a37ee,tch_20220818-151939_91
std_1660820174016_92,ba09d4bf-6c13-47b5-b29e-3b7bd578b676,tch_20220818-151939_92
std_1660820086638_93,fdcf868b-76c7-4e65-8c02-2aa12370ee5a,tch_20220818-151939_93
std_1660820309072_92,ccc8a278-ffe0-4a91-8ab1-9df7e3169470,tch_20220818-151939_92
std_1660820221181_93,1145d6c7-cfaf-44a4-81d3-e09ae2b2cf19,tch_20220818-151939_93
std_1660820129668_94,3d8b4aa7-88e4-4f32-a097-fec86c6fddd2,tch_20220818-151939_94
std_1660820351096_93,0f0496f3-2030-4ade-825d-5e000e857bb0,tch_20220818-151939_93
std_1660820257167_94,ac860727-32d1-4167-8626-e66be27b2a6a,tch_20220818-151939_94
std_1660820397832_94,5c03e2cf-4a02-40f7-9e21-87c157d71f11,tch_20220818-151939_94
std_1660820177462_95,ab57aefb-142b-4aaf-9c35-719f1fbcb01f,tch_20220818-151939_95
