extuserid,classcode,category,pe_category,attempt_end_index,category_type
std_43LZ-uy3V_1732012969193_47,43LZ-uy3V,L7,l7pe,3,L
std_43LZ-uy3V_1732012971011_47,43LZ-uy3V,L7,l7pe,3,L
std_43LZ-uy3V_1732012972601_47,43LZ-uy3V,L7,l7pe,3,L
std_43LZ-uy3V_1732012974018_47,43LZ-uy3V,L7,l7pe,3,L
std_NYMh-BMwp_1732012990944_48,NYMh-BMwp,L7,l7pe,3,L
std_NYMh-BMwp_1732012992488_48,NYMh-BMwp,L7,l7pe,3,L
std_NYMh-BMwp_1732012994739_48,NYMh-BMwp,L7,l7pe,3,L
std_NYMh-BMwp_1732012997081_48,NYMh-BMwp,L7,l7pe,3,L
std_Nb9C-FxqM_1732013016844_49,Nb9C-FxqM,L7,l7pe,3,L
std_Nb9C-FxqM_1732013018349_49,Nb9C-FxqM,L7,l7pe,3,L
std_Nb9C-FxqM_1732013019887_49,Nb9C-FxqM,L7,l7pe,3,L
std_Nb9C-FxqM_1732013022234_49,Nb9C-FxqM,L7,l7pe,3,L
std_CDBG-3Ddy_1732013025293_50,CDBG-3Ddy,L7,l7pe,3,L
std_CDBG-3Ddy_1732013027296_50,CDBG-3Ddy,L7,l7pe,3,L
std_CDBG-3Ddy_1732013028805_50,CDBG-3Ddy,L7,l7pe,3,L
std_CDBG-3Ddy_1732013030622_50,CDBG-3Ddy,L7,l7pe,3,L
std_A934-jGt8_1732013057653_51,A934-jGt8,L7,l7pe,3,L
std_A934-jGt8_1732013059169_51,A934-jGt8,L7,l7pe,3,L
std_A934-jGt8_1732013061053_51,A934-jGt8,L7,l7pe,3,L
std_A934-jGt8_1732013062624_51,A934-jGt8,L7,l7pe,3,L
std_D2Dy-8yLY_1732013078677_52,D2Dy-8yLY,L7,l7pe,3,L
std_D2Dy-8yLY_1732013080462_52,D2Dy-8yLY,L7,l7pe,3,L
std_D2Dy-8yLY_1732013082587_52,D2Dy-8yLY,L7,l7pe,3,L
std_D2Dy-8yLY_1732013084508_52,D2Dy-8yLY,L7,l7pe,3,L
std_8scf-26gL_1732013104570_53,8scf-26gL,L7,l7pe,3,L
std_8scf-26gL_1732013106491_53,8scf-26gL,L7,l7pe,3,L
std_8scf-26gL_1732013108714_53,8scf-26gL,L7,l7pe,3,L
std_8scf-26gL_1732013110308_53,8scf-26gL,L7,l7pe,3,L
std_aU32-EW2h_1732013125140_54,aU32-EW2h,L7,l7pe,3,L
std_aU32-EW2h_1732013126833_54,aU32-EW2h,L7,l7pe,3,L
std_W9pT-neg6_1732013126838_55,W9pT-neg6,L7,l7pe,3,L
std_aU32-EW2h_1732013128729_54,aU32-EW2h,L7,l7pe,3,L
std_W9pT-neg6_1732013129189_55,W9pT-neg6,L7,l7pe,3,L
std_aU32-EW2h_1732013130624_54,aU32-EW2h,L7,l7pe,3,L
std_W9pT-neg6_1732013130791_55,W9pT-neg6,L7,l7pe,3,L
std_W9pT-neg6_1732013132952_55,W9pT-neg6,L7,l7pe,3,L
std_f6Bp-xNaH_1732013143445_56,f6Bp-xNaH,L7,l7pe,3,L
std_f6Bp-xNaH_1732013145461_56,f6Bp-xNaH,L7,l7pe,3,L
std_f6Bp-xNaH_1732013147302_56,f6Bp-xNaH,L7,l7pe,3,L
std_f6Bp-xNaH_1732013148964_56,f6Bp-xNaH,L7,l7pe,3,L
std_sog3-w6Rs_1732013209781_58,sog3-w6Rs,L8,l8pe,4,L
std_sog3-w6Rs_1732013212006_58,sog3-w6Rs,L8,l8pe,4,L
std_sog3-w6Rs_1732013214286_58,sog3-w6Rs,L8,l8pe,4,L
std_sog3-w6Rs_1732013216577_58,sog3-w6Rs,L8,l8pe,4,L
std_6XvN-p2DY_1732013217668_57,6XvN-p2DY,L7,l7pe,3,L
std_6XvN-p2DY_1732013219779_57,6XvN-p2DY,L7,l7pe,3,L
std_6XvN-p2DY_1732013221678_57,6XvN-p2DY,L7,l7pe,3,L
std_6XvN-p2DY_1732013223341_57,6XvN-p2DY,L7,l7pe,3,L
std_D2Zh-w3D3_1732013224001_59,D2Zh-w3D3,L8,l8pe,4,L
std_D2Zh-w3D3_1732013226110_59,D2Zh-w3D3,L8,l8pe,4,L
std_D2Zh-w3D3_1732013227709_59,D2Zh-w3D3,L8,l8pe,4,L
std_D2Zh-w3D3_1732013229571_59,D2Zh-w3D3,L8,l8pe,4,L
std_UDV6-n3L6_1732013240929_60,UDV6-n3L6,L8,l8pe,4,L
std_UDV6-n3L6_1732013242738_60,UDV6-n3L6,L8,l8pe,4,L
std_UDV6-n3L6_1732013244824_60,UDV6-n3L6,L8,l8pe,4,L
std_UDV6-n3L6_1732013247004_60,UDV6-n3L6,L8,l8pe,4,L
std_n696-FycF_1732013276167_61,n696-FycF,L8,l8pe,4,L
std_n696-FycF_1732013278113_61,n696-FycF,L8,l8pe,4,L
std_n696-FycF_1732013279749_61,n696-FycF,L8,l8pe,4,L
std_ZutZ-s7QM_1732013281269_62,ZutZ-s7QM,L8,l8pe,4,L
std_n696-FycF_1732013281374_61,n696-FycF,L8,l8pe,4,L
std_ZutZ-s7QM_1732013283344_62,ZutZ-s7QM,L8,l8pe,4,L
std_ZutZ-s7QM_1732013285220_62,ZutZ-s7QM,L8,l8pe,4,L
std_ZutZ-s7QM_1732013287026_62,ZutZ-s7QM,L8,l8pe,4,L
std_6k47-8Y78_1732013295219_63,6k47-8Y78,L8,l8pe,4,L
std_6k47-8Y78_1732013297379_63,6k47-8Y78,L8,l8pe,4,L
std_6k47-8Y78_1732013299646_63,6k47-8Y78,L8,l8pe,4,L
std_6k47-8Y78_1732013301679_63,6k47-8Y78,L8,l8pe,4,L
std_p6XN-CYtE_1732013314836_64,p6XN-CYtE,L8,l8pe,4,L
std_p6XN-CYtE_1732013316481_64,p6XN-CYtE,L8,l8pe,4,L
std_p6XN-CYtE_1732013318201_64,p6XN-CYtE,L8,l8pe,4,L
std_p6XN-CYtE_1732013320409_64,p6XN-CYtE,L8,l8pe,4,L
std_c6YH-F2G3_1732013335906_65,c6YH-F2G3,L8,l8pe,4,L
std_c6YH-F2G3_1732013337919_65,c6YH-F2G3,L8,l8pe,4,L
std_c6YH-F2G3_1732013339561_65,c6YH-F2G3,L8,l8pe,4,L
std_c6YH-F2G3_1732013341901_65,c6YH-F2G3,L8,l8pe,4,L
std_FZAL-7R42_1732013354523_66,FZAL-7R42,L8,l8pe,4,L
std_FZAL-7R42_1732013356527_66,FZAL-7R42,L8,l8pe,4,L
std_FZAL-7R42_1732013358830_66,FZAL-7R42,L8,l8pe,4,L
std_FZAL-7R42_1732013360489_66,FZAL-7R42,L8,l8pe,4,L
std_3df7-4Fd7_1732013373899_67,3df7-4Fd7,L8,l8pe,4,L
std_3df7-4Fd7_1732013376118_67,3df7-4Fd7,L8,l8pe,4,L
std_3df7-4Fd7_1732013378002_67,3df7-4Fd7,L8,l8pe,4,L
std_3df7-4Fd7_1732013379422_67,3df7-4Fd7,L8,l8pe,4,L
std_MTiz-mG9Y_1732013394890_68,MTiz-mG9Y,L9,l9pe,3,L
std_MTiz-mG9Y_1732013396534_68,MTiz-mG9Y,L9,l9pe,3,L
std_MTiz-mG9Y_1732013398463_68,MTiz-mG9Y,L9,l9pe,3,L
std_MTiz-mG9Y_1732013400676_68,MTiz-mG9Y,L9,l9pe,3,L
std_9uHT-7wvs_1732013420244_69,9uHT-7wvs,L9,l9pe,3,L
std_9uHT-7wvs_1732013422330_69,9uHT-7wvs,L9,l9pe,3,L
std_9uHT-7wvs_1732013424287_69,9uHT-7wvs,L9,l9pe,3,L
std_9uHT-7wvs_1732013426202_69,9uHT-7wvs,L9,l9pe,3,L
std_ic3L-zmTq_1732013453372_70,ic3L-zmTq,L9,l9pe,3,L
std_ic3L-zmTq_1732013454898_70,ic3L-zmTq,L9,l9pe,3,L
std_ic3L-zmTq_1732013457126_70,ic3L-zmTq,L9,l9pe,3,L
std_ic3L-zmTq_1732013459068_70,ic3L-zmTq,L9,l9pe,3,L
std_N6Vn-hA8U_1732013462275_71,N6Vn-hA8U,L9,l9pe,3,L
std_N6Vn-hA8U_1732013464534_71,N6Vn-hA8U,L9,l9pe,3,L
std_N6Vn-hA8U_1732013466046_71,N6Vn-hA8U,L9,l9pe,3,L
std_N6Vn-hA8U_1732013468334_71,N6Vn-hA8U,L9,l9pe,3,L
std_wKUC-Ue79_1732013469657_72,wKUC-Ue79,L9,l9pe,3,L
std_wKUC-Ue79_1732013471619_72,wKUC-Ue79,L9,l9pe,3,L
std_wKUC-Ue79_1732013473601_72,wKUC-Ue79,L9,l9pe,3,L
std_wKUC-Ue79_1732013475088_72,wKUC-Ue79,L9,l9pe,3,L
std_6bUs-wYGU_1732013489014_73,6bUs-wYGU,L9,l9pe,3,L
std_6bUs-wYGU_1732013490727_73,6bUs-wYGU,L9,l9pe,3,L
std_6bUs-wYGU_1732013492739_73,6bUs-wYGU,L9,l9pe,3,L
std_6bUs-wYGU_1732013494210_73,6bUs-wYGU,L9,l9pe,3,L
std_kUH9-R96N_1732013514081_74,kUH9-R96N,L9,l9pe,3,L
std_kUH9-R96N_1732013515660_74,kUH9-R96N,L9,l9pe,3,L
std_kUH9-R96N_1732013517761_74,kUH9-R96N,L9,l9pe,3,L
std_kUH9-R96N_1732013519779_74,kUH9-R96N,L9,l9pe,3,L
std_8azQ-d42A_1732013548427_75,8azQ-d42A,L9,l9pe,3,L
std_8azQ-d42A_1732013550189_75,8azQ-d42A,L9,l9pe,3,L
std_3TQP-z78F_1732013551542_76,3TQP-z78F,L9,l9pe,3,L
std_8azQ-d42A_1732013551917_75,8azQ-d42A,L9,l9pe,3,L
std_3TQP-z78F_1732013553512_76,3TQP-z78F,L9,l9pe,3,L
std_8azQ-d42A_1732013553790_75,8azQ-d42A,L9,l9pe,3,L
std_3TQP-z78F_1732013555657_76,3TQP-z78F,L9,l9pe,3,L
std_3TQP-z78F_1732013557487_76,3TQP-z78F,L9,l9pe,3,L
std_3R8H-BG78_1732013587788_77,3R8H-BG78,L9,l9pe,3,L
std_3R8H-BG78_1732013589406_77,3R8H-BG78,L9,l9pe,3,L
std_3R8H-BG78_1732013591726_77,3R8H-BG78,L9,l9pe,3,L
std_3R8H-BG78_1732013593644_77,3R8H-BG78,L9,l9pe,3,L
std_3Me7-saF7_1732013586089_78,3Me7-saF7,M1,m1pe,4,M
std_Y3p4-qkh3_1732021491471_78,Y3p4-qkh3,M1,m1pe,4,M
std_Ym97-JqxN_1732021508570_81,Ym97-JqxN,M2,m2pe,4,M
std_p24k-2wLN_1732021822549_94,p24k-2wLN,M5,m5pe,4,M
std_wVR6-wf78_1732013609620_79,wVR6-wf78,M1,m1pe,4,M
std_wVR6-wf78_1732013611239_79,wVR6-wf78,M1,m1pe,4,M
std_wVR6-wf78_1732013613009_79,wVR6-wf78,M1,m1pe,4,M
std_wVR6-wf78_1732013614433_79,wVR6-wf78,M1,m1pe,4,M
std_W7H6-nCy2_1732013637084_80,W7H6-nCy2,M1,m1pe,4,M
std_W7H6-nCy2_1732013638966_80,W7H6-nCy2,M1,m1pe,4,M
std_W7H6-nCy2_1732013641211_80,W7H6-nCy2,M1,m1pe,4,M
std_9DLt-7zaH_1732013642324_81,9DLt-7zaH,M2,m2pe,4,M
std_W7H6-nCy2_1732013643360_80,W7H6-nCy2,M1,m1pe,4,M
std_9DLt-7zaH_1732013644581_81,9DLt-7zaH,M2,m2pe,4,M
std_9DLt-7zaH_1732013646423_81,9DLt-7zaH,M2,m2pe,4,M
std_9DLt-7zaH_1732013648514_81,9DLt-7zaH,M2,m2pe,4,M
std_APZp-apNP_1732013673558_82,APZp-apNP,M2,m2pe,4,M
std_APZp-apNP_1732013675077_82,APZp-apNP,M2,m2pe,4,M
std_APZp-apNP_1732013677188_82,APZp-apNP,M2,m2pe,4,M
std_APZp-apNP_1732013680817_82,APZp-apNP,M2,m2pe,4,M
std_26qb-9ush_1732013692269_83,26qb-9ush,M2,m2pe,4,M
std_26qb-9ush_1732013693918_83,26qb-9ush,M2,m2pe,4,M
std_26qb-9ush_1732013695516_83,26qb-9ush,M2,m2pe,4,M
std_26qb-9ush_1732013697765_83,26qb-9ush,M2,m2pe,4,M
std_9pF4-L8GC_1732013700415_84,9pF4-L8GC,M2,m2pe,4,M
std_9pF4-L8GC_1732013702326_84,9pF4-L8GC,M2,m2pe,4,M
std_9pF4-L8GC_1732013703875_84,9pF4-L8GC,M2,m2pe,4,M
std_9pF4-L8GC_1732013706143_84,9pF4-L8GC,M2,m2pe,4,M
std_2CTG-H7NY_1732013740559_86,2CTG-H7NY,M3,m3pe,4,M
std_2CTG-H7NY_1732013741987_86,2CTG-H7NY,M3,m3pe,4,M
std_2CTG-H7NY_1732013743729_86,2CTG-H7NY,M3,m3pe,4,M
std_2CTG-H7NY_1732013745960_86,2CTG-H7NY,M3,m3pe,4,M
std_4pM9-raB9_1732013749787_85,4pM9-raB9,M3,m3pe,4,M
std_4pM9-raB9_1732013752018_85,4pM9-raB9,M3,m3pe,4,M
std_4pM9-raB9_1732013753675_85,4pM9-raB9,M3,m3pe,4,M
std_4pM9-raB9_1732013755673_85,4pM9-raB9,M3,m3pe,4,M
std_j9Y6-xK4b_1732013763953_87,j9Y6-xK4b,M3,m3pe,4,M
std_j9Y6-xK4b_1732013766109_87,j9Y6-xK4b,M3,m3pe,4,M
std_j9Y6-xK4b_1732013768493_87,j9Y6-xK4b,M3,m3pe,4,M
std_j9Y6-xK4b_1732013770630_87,j9Y6-xK4b,M3,m3pe,4,M
std_pkuL-U2JM_1732013784245_88,pkuL-U2JM,M3,m3pe,4,M
std_pkuL-U2JM_1732013786049_88,pkuL-U2JM,M3,m3pe,4,M
std_pkuL-U2JM_1732013788485_88,pkuL-U2JM,M3,m3pe,4,M
std_pkuL-U2JM_1732013790461_88,pkuL-U2JM,M3,m3pe,4,M
std_Xx8y-rbPg_1732013814158_89,Xx8y-rbPg,M3,m3pe,4,M
std_Xx8y-rbPg_1732013816151_89,Xx8y-rbPg,M3,m3pe,4,M
std_Xx8y-rbPg_1732013818495_89,Xx8y-rbPg,M3,m3pe,4,M
std_Xx8y-rbPg_1732013819872_89,Xx8y-rbPg,M3,m3pe,4,M
std_g767-TL9R_1732013837592_90,g767-TL9R,M3,m3pe,4,M
std_g767-TL9R_1732013839442_90,g767-TL9R,M3,m3pe,4,M
std_g767-TL9R_1732013840835_90,g767-TL9R,M3,m3pe,4,M
std_g767-TL9R_1732013842762_90,g767-TL9R,M3,m3pe,4,M
std_APAr-hT62_1732013854932_91,APAr-hT62,M4,m4pe,4,M
std_APAr-hT62_1732013856850_91,APAr-hT62,M4,m4pe,4,M
std_APAr-hT62_1732013858723_91,APAr-hT62,M4,m4pe,4,M
std_APAr-hT62_1732013860240_91,APAr-hT62,M4,m4pe,4,M
std_8Q8r-udQD_1732013901759_93,8Q8r-udQD,M4,m4pe,4,M
