extuserid,classcode,category
std_uxdm-yXCt_1692963843864_5,uxdm-yXCt,3B8PE
std_GyR3-Mwqu_1692963847907_6,GyR3-Mwqu,3B8PE
std_2ZAk-f7Fq_1692963841931_10,2ZAk-f7Fq,3B8PE
std_98L3-LszR_1692963845268_1,98L3-LszR,3B8PE
std_7drF-X6FA_1692963851409_17,7drF-X6FA,3B8PE
std_qKtB-G3zV_1692963855284_7,qKtB-G3zV,3B8PE
std_F43K-3vHZ_1692963847907_13,F43K-3vHZ,3B8PE
std_kqZ3-6U4F_1692963848194_12,kqZ3-6U4F,3B8PE
std_2rAm-s963_1692963856087_2,2rAm-s963,3B8PE
std_Cw3R-dBG3_1692963851553_14,Cw3R-dBG3,3B8PE
std_b4Q3-29rJ_1692963851152_15,b4Q3-29rJ,3B8PE
std_w4wR-9hA6_1692963860008_8,w4wR-9hA6,3B8PE
std_dy2c-4ZdU_1692963866907_3,dy2c-4ZdU,3B8PE
std_3Tb3-nGns_1692963867812_16,3Tb3-nGns,3B8PE
std_vCAM-dc3b_1692963867614_4,vCAM-dc3b,3B8PE
std_g97i-LV93_1692963868359_11,g97i-LV93,3B8PE
std_Joqd-kdfQ_1692963861076_9,Joqd-kdfQ,3B8PE
std_uxdm-yXCt_1692963869618_5,uxdm-yXCt,3B8PE
std_F2qH-i3v2_1692963862928_18,F2qH-i3v2,3B8PE
std_2ZAk-f7Fq_1692963872621_10,2ZAk-f7Fq,3B8PE
std_qKtB-G3zV_1692963879891_7,qKtB-G3zV,3B8PE
std_GyR3-Mwqu_1692963872234_6,GyR3-Mwqu,3B8PE
std_F43K-3vHZ_1692963880104_13,F43K-3vHZ,3B8PE
std_7drF-X6FA_1692963878946_17,7drF-X6FA,3B8PE
std_kqZ3-6U4F_1692963881381_12,kqZ3-6U4F,3B8PE
std_98L3-LszR_1692963876714_1,98L3-LszR,3B8PE
std_Cw3R-dBG3_1692963882189_14,Cw3R-dBG3,3B8PE
std_2rAm-s963_1692963881602_2,2rAm-s963,3B8PE
std_b4Q3-29rJ_1692963883855_15,b4Q3-29rJ,3B8PE
std_Joqd-kdfQ_1692963893313_9,Joqd-kdfQ,3B8PE
std_vCAM-dc3b_1692963892791_4,vCAM-dc3b,3B8PE
std_g97i-LV93_1692963893059_11,g97i-LV93,3B8PE
std_3Tb3-nGns_1692963892448_16,3Tb3-nGns,3B8PE
std_F2qH-i3v2_1692963896096_18,F2qH-i3v2,3B8PE
std_w4wR-9hA6_1692963889612_8,w4wR-9hA6,3B8PE
std_dy2c-4ZdU_1692963891018_3,dy2c-4ZdU,3B8PE
std_BW96-jwJP_1692963890693_19,BW96-jwJP,3B8PE
std_uxdm-yXCt_1692963895727_5,uxdm-yXCt,3B8PE
std_2ZAk-f7Fq_1692963900863_10,2ZAk-f7Fq,3B8PE
std_GyR3-Mwqu_1692963904371_6,GyR3-Mwqu,3B8PE
std_Cw3R-dBG3_1692963910315_14,Cw3R-dBG3,3B8PE
std_7drF-X6FA_1692963905972_17,7drF-X6FA,3B8PE
std_kqZ3-6U4F_1692963908704_12,kqZ3-6U4F,3B8PE
std_98L3-LszR_1692963909320_1,98L3-LszR,3B8PE
std_qKtB-G3zV_1692963904327_7,qKtB-G3zV,3B8PE
std_F43K-3vHZ_1692963904769_13,F43K-3vHZ,3B8PE
std_b4Q3-29rJ_1692963912901_15,b4Q3-29rJ,3B8PE
std_2rAm-s963_1692963910998_2,2rAm-s963,3B8PE
std_vCAM-dc3b_1692963917597_4,vCAM-dc3b,3B8PE
std_g97i-LV93_1692963918217_11,g97i-LV93,3B8PE
std_Joqd-kdfQ_1692963916646_9,Joqd-kdfQ,3B8PE
std_F2qH-i3v2_1692963922034_18,F2qH-i3v2,3B8PE
std_3Tb3-nGns_1692963920852_16,3Tb3-nGns,3B8PE
std_dy2c-4ZdU_1692963923359_3,dy2c-4ZdU,3B8PE
std_BW96-jwJP_1692963923641_19,BW96-jwJP,3B8PE
std_w4wR-9hA6_1692963922964_8,w4wR-9hA6,3B8PE
std_Cw3R-dBG3_1692963934664_14,Cw3R-dBG3,3B8PE
std_uxdm-yXCt_1692963926943_5,uxdm-yXCt,3B8PE
std_28Y4-yUK4_1692963926237_20,28Y4-yUK4,3B8PE
std_2ZAk-f7Fq_1692963928707_10,2ZAk-f7Fq,3B8PE
std_kqZ3-6U4F_1692963936523_12,kqZ3-6U4F,3B8PE
std_98L3-LszR_1692963936959_1,98L3-LszR,3B8PE
std_F43K-3vHZ_1692963937996_13,F43K-3vHZ,3B8PE
std_7drF-X6FA_1692963935369_17,7drF-X6FA,3B8PE
std_GyR3-Mwqu_1692963932069_6,GyR3-Mwqu,3B8PE
std_qKtB-G3zV_1692963937339_7,qKtB-G3zV,3B8PE
std_b4Q3-29rJ_1692963940325_15,b4Q3-29rJ,3B8PE
std_vCAM-dc3b_1692963942255_4,vCAM-dc3b,3B8PE
std_g97i-LV93_1692963944493_11,g97i-LV93,3B8PE
std_F2qH-i3v2_1692963948601_18,F2qH-i3v2,3B8PE
std_3Tb3-nGns_1692963951794_16,3Tb3-nGns,3B8PE
std_BW96-jwJP_1692963952187_19,BW96-jwJP,3B8PE
std_Cw3R-dBG3_1692963958578_14,Cw3R-dBG3,3B8PE
std_dy2c-4ZdU_1692963952142_3,dy2c-4ZdU,3B8PE
std_28Y4-yUK4_1692963959468_20,28Y4-yUK4,3B8PE
std_w4wR-9hA6_1692963956159_8,w4wR-9hA6,3B8PE
std_kqZ3-6U4F_1692963960790_12,kqZ3-6U4F,3B8PE
std_98L3-LszR_1692963961634_1,98L3-LszR,3B8PE
std_2ZAk-f7Fq_1692963960405_10,2ZAk-f7Fq,3B8PE
std_uxdm-yXCt_1692963959152_5,uxdm-yXCt,3B8PE
std_7drF-X6FA_1692963963556_17,7drF-X6FA,3B8PE
std_F43K-3vHZ_1692963963372_13,F43K-3vHZ,3B8PE
std_GyR3-Mwqu_1692963963831_6,GyR3-Mwqu,3B8PE
std_b4Q3-29rJ_1692963970652_15,b4Q3-29rJ,3B8PE
std_vCAM-dc3b_1692963971945_4,vCAM-dc3b,3B8PE
std_8E2K-L3jW_1692963969270_21,8E2K-L3jW,3B8PE
std_g97i-LV93_1692963972595_11,g97i-LV93,3B8PE
std_F2qH-i3v2_1692963976654_18,F2qH-i3v2,3B8PE
std_qKtB-G3zV_1692963968005_7,qKtB-G3zV,3B8PE
std_2rAm-s963_1692963974334_2,2rAm-s963,3B8PE
std_Joqd-kdfQ_1692963974334_9,Joqd-kdfQ,3B8PE
std_3Tb3-nGns_1692963977267_16,3Tb3-nGns,3B8PE
std_2YbC-wr2W_1692963982440_22,2YbC-wr2W,3B8PE
std_BW96-jwJP_1692963983117_19,BW96-jwJP,3B8PE
std_dy2c-4ZdU_1692963984636_3,dy2c-4ZdU,3B8PE
std_Cw3R-dBG3_1692963983978_14,Cw3R-dBG3,3B8PE
std_w4wR-9hA6_1692963987784_8,w4wR-9hA6,3B8PE
std_28Y4-yUK4_1692963987360_20,28Y4-yUK4,3B8PE
std_2ZAk-f7Fq_1692963991242_10,2ZAk-f7Fq,3B8PE
std_kqZ3-6U4F_1692963988371_12,kqZ3-6U4F,3B8PE
std_b4Q3-29rJ_1692963996870_15,b4Q3-29rJ,3B8PE
std_7drF-X6FA_1692963994468_17,7drF-X6FA,3B8PE
std_98L3-LszR_1692963990588_1,98L3-LszR,3B8PE
std_g97i-LV93_1692964001188_11,g97i-LV93,3B8PE
std_uxdm-yXCt_1692963991981_5,uxdm-yXCt,3B8PE
std_qKtB-G3zV_1692964001976_7,qKtB-G3zV,3B8PE
std_F43K-3vHZ_1692963994876_13,F43K-3vHZ,3B8PE
std_2rAm-s963_1692964002170_2,2rAm-s963,3B8PE
std_vCAM-dc3b_1692963997241_4,vCAM-dc3b,3B8PE
std_GyR3-Mwqu_1692963996548_6,GyR3-Mwqu,3B8PE
std_8E2K-L3jW_1692963998008_21,8E2K-L3jW,3B8PE
std_3Tb3-nGns_1692964006095_16,3Tb3-nGns,3B8PE
std_F2qH-i3v2_1692964001833_18,F2qH-i3v2,3B8PE
std_Joqd-kdfQ_1692964004883_9,Joqd-kdfQ,3B8PE
std_dy2c-4ZdU_1692964010307_3,dy2c-4ZdU,3B8PE
std_BW96-jwJP_1692964009436_19,BW96-jwJP,3B8PE
std_2YbC-wr2W_1692964006433_22,2YbC-wr2W,3B8PE
std_Cw3R-dBG3_1692964014021_14,Cw3R-dBG3,3B8PE
std_w4wR-9hA6_1692964014646_8,w4wR-9hA6,3B8PE
std_2ZAk-f7Fq_1692964016863_10,2ZAk-f7Fq,3B8PE
std_28Y4-yUK4_1692964016547_20,28Y4-yUK4,3B8PE
std_kqZ3-6U4F_1692964017234_12,kqZ3-6U4F,3B8PE
std_qKtB-G3zV_1692964026322_7,qKtB-G3zV,3B8PE
std_7drF-X6FA_1692964021030_17,7drF-X6FA,3B8PE
std_b4Q3-29rJ_1692964020244_15,b4Q3-29rJ,3B8PE
std_98L3-LszR_1692964022995_1,98L3-LszR,3B8PE
std_uxdm-yXCt_1692964025247_5,uxdm-yXCt,3B8PE
std_F43K-3vHZ_1692964027773_13,F43K-3vHZ,3B8PE
std_3XmT-Fc9w_1692964029625_23,3XmT-Fc9w,3B8PE
std_GyR3-Mwqu_1692964029800_6,GyR3-Mwqu,3B8PE
std_F2qH-i3v2_1692964034134_18,F2qH-i3v2,3B8PE
std_g97i-LV93_1692964025231_11,g97i-LV93,3B8PE
std_2rAm-s963_1692964028927_2,2rAm-s963,3B8PE
std_BW96-jwJP_1692964036196_19,BW96-jwJP,3B8PE
std_vCAM-dc3b_1692964029389_4,vCAM-dc3b,3B8PE
std_Joqd-kdfQ_1692964035150_9,Joqd-kdfQ,3B8PE
std_3Tb3-nGns_1692964033357_16,3Tb3-nGns,3B8PE
std_8E2K-L3jW_1692964030038_21,8E2K-L3jW,3B8PE
std_Cw3R-dBG3_1692964038233_14,Cw3R-dBG3,3B8PE
std_dy2c-4ZdU_1692964036109_3,dy2c-4ZdU,3B8PE
std_w4wR-9hA6_1692964038485_8,w4wR-9hA6,3B8PE
std_2YbC-wr2W_1692964037217_22,2YbC-wr2W,3B8PE
std_28Y4-yUK4_1692964042413_20,28Y4-yUK4,3B8PE
std_2ZAk-f7Fq_1692964040880_10,2ZAk-f7Fq,3B8PE
std_b4Q3-29rJ_1692964050130_15,b4Q3-29rJ,3B8PE
std_XNuv-Qn84_1692964047273_24,XNuv-Qn84,3B8PE
std_kqZ3-6U4F_1692964046470_12,kqZ3-6U4F,3B8PE
std_7drF-X6FA_1692964049828_17,7drF-X6FA,3B8PE
std_qKtB-G3zV_1692964049750_7,qKtB-G3zV,3B8PE
std_F2qH-i3v2_1692964058390_18,F2qH-i3v2,3B8PE
std_98L3-LszR_1692964053284_1,98L3-LszR,3B8PE
std_g97i-LV93_1692964058403_11,g97i-LV93,3B8PE
std_uxdm-yXCt_1692964055268_5,uxdm-yXCt,3B8PE
std_GyR3-Mwqu_1692964057289_6,GyR3-Mwqu,3B8PE
std_BW96-jwJP_1692964059725_19,BW96-jwJP,3B8PE
std_F43K-3vHZ_1692964055575_13,F43K-3vHZ,3B8PE
std_3XmT-Fc9w_1692964056920_23,3XmT-Fc9w,3B8PE
std_Cw3R-dBG3_1692964063657_14,Cw3R-dBG3,3B8PE
std_2rAm-s963_1692964059372_2,2rAm-s963,3B8PE
std_3Tb3-nGns_1692964062920_16,3Tb3-nGns,3B8PE
std_vCAM-dc3b_1692964061113_4,vCAM-dc3b,3B8PE
std_8E2K-L3jW_1692964063016_21,8E2K-L3jW,3B8PE
std_Joqd-kdfQ_1692964062779_9,Joqd-kdfQ,3B8PE
std_dy2c-4ZdU_1692964064443_3,dy2c-4ZdU,3B8PE
std_w4wR-9hA6_1692964065765_8,w4wR-9hA6,3B8PE
std_28Y4-yUK4_1692964071044_20,28Y4-yUK4,3B8PE
std_2ZAk-f7Fq_1692964072743_10,2ZAk-f7Fq,3B8PE
std_kqZ3-6U4F_1692964078448_12,kqZ3-6U4F,3B8PE
std_2YbC-wr2W_1692964070811_22,2YbC-wr2W,3B8PE
std_b4Q3-29rJ_1692964075077_15,b4Q3-29rJ,3B8PE
std_7drF-X6FA_1692964081871_17,7drF-X6FA,3B8PE
std_qKtB-G3zV_1692964082486_7,qKtB-G3zV,3B8PE
std_XNuv-Qn84_1692964077742_24,XNuv-Qn84,3B8PE
std_F2qH-i3v2_1692964082517_18,F2qH-i3v2,3B8PE
std_uxdm-yXCt_1692964083591_5,uxdm-yXCt,3B8PE
std_GyR3-Mwqu_1692964083687_6,GyR3-Mwqu,3B8PE
std_F43K-3vHZ_1692964085537_13,F43K-3vHZ,3B8PE
std_98L3-LszR_1692964083064_1,98L3-LszR,3B8PE
std_g97i-LV93_1692964083064_11,g97i-LV93,3B8PE
std_Cw3R-dBG3_1692964088822_14,Cw3R-dBG3,3B8PE
std_8E2K-L3jW_1692964092353_21,8E2K-L3jW,3B8PE
std_2rAm-s963_1692964090353_2,2rAm-s963,3B8PE
std_BW96-jwJP_1692964085274_19,BW96-jwJP,3B8PE
std_vCAM-dc3b_1692964092305_4,vCAM-dc3b,3B8PE
std_3XmT-Fc9w_1692964088177_23,3XmT-Fc9w,3B8PE
std_3Tb3-nGns_1692964091049_16,3Tb3-nGns,3B8PE
std_dy2c-4ZdU_1692964097301_3,dy2c-4ZdU,3B8PE
std_Joqd-kdfQ_1692964095844_9,Joqd-kdfQ,3B8PE
std_w4wR-9hA6_1692964098697_8,w4wR-9hA6,3B8PE
std_kqZ3-6U4F_1692964102610_12,kqZ3-6U4F,3B8PE
std_W289-uN32_1692964101124_25,W289-uN32,3B8PE
std_28Y4-yUK4_1692964101124_20,28Y4-yUK4,3B8PE
std_b4Q3-29rJ_1692964107394_15,b4Q3-29rJ,3B8PE
std_2ZAk-f7Fq_1692964101720_10,2ZAk-f7Fq,3B8PE
std_F2qH-i3v2_1692964110773_18,F2qH-i3v2,3B8PE
std_2YbC-wr2W_1692964102887_22,2YbC-wr2W,3B8PE
std_qKtB-G3zV_1692964109651_7,qKtB-G3zV,3B8PE
std_XNuv-Qn84_1692964110353_24,XNuv-Qn84,3B8PE
std_7drF-X6FA_1692964109278_17,7drF-X6FA,3B8PE
std_g97i-LV93_1692964114255_11,g97i-LV93,3B8PE
std_2rAm-s963_1692964116432_2,2rAm-s963,3B8PE
std_Cw3R-dBG3_1692964115187_14,Cw3R-dBG3,3B8PE
std_F43K-3vHZ_1692964113665_13,F43K-3vHZ,3B8PE
std_98L3-LszR_1692964114039_1,98L3-LszR,3B8PE
std_vCAM-dc3b_1692964119107_4,vCAM-dc3b,3B8PE
std_GyR3-Mwqu_1692964113665_6,GyR3-Mwqu,3B8PE
std_uxdm-yXCt_1692964113387_5,uxdm-yXCt,3B8PE
std_BW96-jwJP_1692964117499_19,BW96-jwJP,3B8PE
std_dy2c-4ZdU_1692964122741_3,dy2c-4ZdU,3B8PE
std_8E2K-L3jW_1692964116055_21,8E2K-L3jW,3B8PE
std_3XmT-Fc9w_1692964120084_23,3XmT-Fc9w,3B8PE
std_3Tb3-nGns_1692964121038_16,3Tb3-nGns,3B8PE
std_w4wR-9hA6_1692964126417_8,w4wR-9hA6,3B8PE
std_Joqd-kdfQ_1692964126017_9,Joqd-kdfQ,3B8PE
std_2ZAk-f7Fq_1692964133782_10,2ZAk-f7Fq,3B8PE
std_F2qH-i3v2_1692964134867_18,F2qH-i3v2,3B8PE
std_28Y4-yUK4_1692964132567_20,28Y4-yUK4,3B8PE
std_2YbC-wr2W_1692964136169_22,2YbC-wr2W,3B8PE
std_kqZ3-6U4F_1692964128794_12,kqZ3-6U4F,3B8PE
std_W289-uN32_1692964130044_25,W289-uN32,3B8PE
std_yD2Q-G8Ut_1692964140703_26,yD2Q-G8Ut,3B8PE
std_b4Q3-29rJ_1692964132781_15,b4Q3-29rJ,3B8PE
