tchextid,stduuid,extuserid,groupid
tch_20231113-164332_80,4b94ecf3-66ab-405d-bc75-2828d097996b,std_1699875264310_80,571249f9-b48d-4b31-82ea-e4ef090e5a41
tch_20231113-164332_84,e3d64674-c05a-4531-bc83-29274b7fac4c,std_1699875084602_84,ce716fe4-6634-490c-9b77-13680708bae1
tch_20231113-164332_89,eb4cda86-28bf-4deb-b82b-c0cf45afaa49,std_1699874960060_89,96184329-293d-4fa4-938c-809382ba75b4
tch_20231113-164332_81,47692308-ec85-4dc4-87ec-e5d601e324e3,std_1699875169199_81,f6244ce0-a4b4-4f64-bac8-8771aad6cac3
tch_20231113-164332_87,ad88f954-9fd4-48ed-8592-759f1c592cf1,std_1699875019194_87,64bc5c51-fb7a-4c10-82ac-4d7cff9a0a02
tch_20231113-164332_86,241ad00c-80bf-4c3e-a9c1-99ed745d4e62,std_1699874976921_86,50804862-076a-4a44-953f-9f3a82744187
tch_20231113-164332_83,28a918c3-5f6c-462f-be62-bda529050336,std_1699875107591_83,218043b5-308a-4779-85dc-bde10b1750e4
tch_20231113-164332_85,38bb94fd-bada-4912-9c7e-6822ff4dd20a,std_1699875075058_85,fe646a9a-2fbb-4495-a479-bcf6b0cf78de
tch_20231113-164332_84,7a9c4848-3d7f-4872-ab61-bb0b161a1c61,std_1699875058877_84,ce716fe4-6634-490c-9b77-13680708bae1
tch_20231113-164332_82,411ebeba-a0cd-4fe0-9c1c-d83a010e16f6,std_1699875218558_82,c126f71d-b633-4377-a540-efb64b86e3f4
tch_20231113-164332_81,5e4b44fb-d4b6-4e4e-bcb7-02ab43b29d4b,std_1699875139189_81,f6244ce0-a4b4-4f64-bac8-8771aad6cac3
tch_20231113-164332_85,8a638595-2fdd-44fd-b337-d31afa340c98,std_1699875048528_85,fe646a9a-2fbb-4495-a479-bcf6b0cf78de
tch_20231113-164332_86,1be357b2-9d11-497b-bb27-62eb11fc8702,std_1699874949714_86,50804862-076a-4a44-953f-9f3a82744187
tch_20231113-164332_87,77f9f60d-6cc2-4c51-b96b-83306756d560,std_1699874994946_87,64bc5c51-fb7a-4c10-82ac-4d7cff9a0a02
tch_20231113-164332_83,0e2b7a19-0270-4aec-a360-dd450e00bc93,std_1699875083816_83,218043b5-308a-4779-85dc-bde10b1750e4
tch_20231113-164332_84,b4e36b82-34ae-4281-9d20-eb4c03854806,std_1699875035081_84,ce716fe4-6634-490c-9b77-13680708bae1
tch_20231113-164332_82,cb1e6c42-7884-4b12-b949-7a811d035ff4,std_1699875191406_82,c126f71d-b633-4377-a540-efb64b86e3f4
tch_20231113-164332_86,4df20c8c-8288-4b70-8ddf-0892291a760a,std_1699874926353_86,50804862-076a-4a44-953f-9f3a82744187
tch_20231113-164332_83,d531b8d4-8a9e-481c-9472-38a6a9e549ba,std_1699875057581_83,218043b5-308a-4779-85dc-bde10b1750e4
tch_20231113-164332_87,073cdcd6-d3bb-4ecb-a1a8-b84a7287440e,std_1699874966516_87,64bc5c51-fb7a-4c10-82ac-4d7cff9a0a02
tch_20231113-164332_78,e6cb1f3c-5fe4-4e9b-90e9-c36d186026ff,std_1699875319551_78,90dbefee-5590-4bd1-98f9-d95357d10767
tch_20231113-164332_82,6d281230-fc2b-42b8-b8f8-f0d4a082e156,std_1699875163329_82,c126f71d-b633-4377-a540-efb64b86e3f4
tch_20231113-164332_83,df9c2904-29aa-4229-baff-18df075c9567,std_1699875028560_83,218043b5-308a-4779-85dc-bde10b1750e4
tch_20231113-164332_87,3160b25a-d1d5-4361-b764-f696e4a1c20e,std_1699874938214_87,64bc5c51-fb7a-4c10-82ac-4d7cff9a0a02
tch_20231113-164332_79,f835b712-054d-443d-86cb-eb235e69dfea,std_1699875198863_79,b9c44799-7962-4570-b61c-7d0d69696860
tch_20231113-164332_78,6e05ee0f-6e35-42e1-b5f4-c24ac0772a08,std_1699875295231_78,90dbefee-5590-4bd1-98f9-d95357d10767
tch_20231113-164332_80,0204ba8f-1caf-4a15-961e-84d2e4081714,std_1699875210232_80,cedaaed1-a43e-4068-99be-58ee33a9ecad
tch_20231113-164332_82,ad2e0dcc-a6c7-466d-bb9c-088d18eb0839,std_1699875138117_82,c126f71d-b633-4377-a540-efb64b86e3f4
tch_20231113-164332_76,5d6110d3-15de-497f-b3e7-d2964e56985d,std_1699875316999_76,d33c82a6-5da4-47d5-a5a0-ccfb680738db
tch_20231113-164332_79,60bc62c0-fe9a-42ff-b6b8-70045457dd11,std_1699875172771_79,b9c44799-7962-4570-b61c-7d0d69696860
tch_20231113-164332_78,74fd5e84-f283-44c0-9a27-594a5509bdb3,std_1699875270011_78,90dbefee-5590-4bd1-98f9-d95357d10767
tch_20231113-164332_80,408630dc-51ec-4df7-b368-ba5a6ee2695e,std_1699875184895_80,cedaaed1-a43e-4068-99be-58ee33a9ecad
tch_20231113-164332_76,628ab644-fc93-4b0c-8a21-cc0e03eec060,std_1699875289530_76,d33c82a6-5da4-47d5-a5a0-ccfb680738db
tch_20231113-164332_85,dfbd2ac4-144a-4a9a-9fdc-5def998ee147,std_1699874992592_85,3b437c8b-5f0a-4010-b43f-0298524249c9
tch_20231113-164332_79,11e05b6f-c366-4a95-ae91-01cd6d203106,std_1699875148099_79,b9c44799-7962-4570-b61c-7d0d69696860
tch_20231113-164332_78,ee2a8e5e-bd47-4960-9a7e-bb084424af19,std_1699875244358_78,90dbefee-5590-4bd1-98f9-d95357d10767
tch_20231113-164332_76,f7939eb8-c00f-46e5-8d1c-415abf53018a,std_1699875260926_76,d33c82a6-5da4-47d5-a5a0-ccfb680738db
tch_20231113-164332_80,8e2d2ecf-c640-4934-8b15-34649dc4863f,std_1699875158485_80,cedaaed1-a43e-4068-99be-58ee33a9ecad
tch_20231113-164332_84,e56c0c61-486a-4592-bbae-19312c80dcad,std_1699874984755_84,37fb773f-fadd-4b0d-98e9-b4ac3ea9d176
tch_20231113-164332_85,13d19f93-7aa7-4d06-aa9a-164163066194,std_1699874969287_85,3b437c8b-5f0a-4010-b43f-0298524249c9
tch_20231113-164332_79,608b86e2-aa9b-40c3-b202-65d512c08836,std_1699875122178_79,b9c44799-7962-4570-b61c-7d0d69696860
tch_20231113-164332_81,5e7d6985-e1e4-451b-928b-76a62b4a4ae2,std_1699875085343_81,a24ad1cb-65d1-47ff-ae0b-d48b38cf136a
tch_20231113-164332_76,08b09dfb-2573-4b61-b1ee-5968877b678b,std_1699875233766_76,d33c82a6-5da4-47d5-a5a0-ccfb680738db
tch_20231113-164332_80,54aedad8-5d38-4281-a449-8c4fb2438faa,std_1699875134503_80,cedaaed1-a43e-4068-99be-58ee33a9ecad
tch_20231113-164332_84,92f92726-528f-4770-8ac8-70f6ef255f05,std_1699874955763_84,37fb773f-fadd-4b0d-98e9-b4ac3ea9d176
tch_20231113-164332_85,46ab2e12-46ab-4a73-bff7-304efa8f5a54,std_1699874943530_85,3b437c8b-5f0a-4010-b43f-0298524249c9
tch_20231113-164332_81,82f763a4-8c6c-4bc9-a082-41268341bed2,std_1699875058954_81,a24ad1cb-65d1-47ff-ae0b-d48b38cf136a
tch_20231113-164332_83,f7359f87-ab40-434d-b3fa-5b422b5d1674,std_1699874970459_83,e64ada6a-a27a-4376-9946-ad91e7b44251
tch_20231113-164332_84,93caac58-7866-413e-9828-dcf565219908,std_1699874927719_84,37fb773f-fadd-4b0d-98e9-b4ac3ea9d176
tch_20231113-164332_85,7df41bfb-33c9-45b2-841b-1e6c64d32f72,std_1699874913204_85,3b437c8b-5f0a-4010-b43f-0298524249c9
tch_20231113-164332_83,3e794904-519a-4aca-bed7-406d597e9aca,std_1699874943588_83,e64ada6a-a27a-4376-9946-ad91e7b44251
tch_20231113-164332_81,d821dfc3-7fbd-447c-87c7-dcaebdd8c4d5,std_1699875032321_81,a24ad1cb-65d1-47ff-ae0b-d48b38cf136a
tch_20231113-164332_82,1e495b31-0c3a-48b8-a839-d9ea7becf166,std_1699875089635_82,a65ea4b6-8192-4176-9d76-f1aa1f18f06f
tch_20231113-164332_84,407b5ffe-36d3-467c-a4cc-2d0bebfb6e45,std_1699874900560_84,37fb773f-fadd-4b0d-98e9-b4ac3ea9d176
tch_20231113-164332_77,2d7f9141-7347-4f73-93c8-e13e01ede6ab,std_1699875306144_77,03bfcd0d-0b79-41af-8030-a795f2fdaf56
tch_20231113-164332_83,8acbfd40-14ef-4849-8809-5ac79fd7b9d3,std_1699874918938_83,e64ada6a-a27a-4376-9946-ad91e7b44251
tch_20231113-164332_81,2e3cafb1-8fe3-41a4-b7c6-ea83c62e8888,std_1699875007247_81,a24ad1cb-65d1-47ff-ae0b-d48b38cf136a
tch_20231113-164332_82,77262566-e960-4e1e-9013-cfe55533cb5b,std_1699875061729_82,a65ea4b6-8192-4176-9d76-f1aa1f18f06f
tch_20231113-164332_78,0a79474c-7fce-44cb-9656-cd7436070ce4,std_1699875190703_78,16986fbe-6d5f-4394-9db3-a1c6db40afc3
tch_20231113-164332_75,b6f9175d-dbae-4181-8bd6-e4ff1bc6369d,std_1699875303885_75,567cd9fb-8e47-4881-899f-2e03f02ca94d
tch_20231113-164332_77,c71f4020-b38f-4f62-807d-f5ba9f9db346,std_1699875280663_77,03bfcd0d-0b79-41af-8030-a795f2fdaf56
tch_20231113-164332_83,67d37680-d030-4936-8884-9f92861afe29,std_1699874890333_83,e64ada6a-a27a-4376-9946-ad91e7b44251
tch_20231113-164332_82,d3be70c8-a677-4f39-b72a-0d2abe348769,std_1699875034822_82,a65ea4b6-8192-4176-9d76-f1aa1f18f06f
tch_20231113-164332_78,092f493a-5d75-4574-9ff3-a6cd881ef10b,std_1699875163299_78,16986fbe-6d5f-4394-9db3-a1c6db40afc3
tch_20231113-164332_77,d0548c8b-eec8-44e8-b5a3-f609782785f5,std_1699875257598_77,03bfcd0d-0b79-41af-8030-a795f2fdaf56
tch_20231113-164332_75,89e7e3a7-e884-483a-ac9f-49587266bbf1,std_1699875278790_75,567cd9fb-8e47-4881-899f-2e03f02ca94d
tch_20231113-164332_79,1dfb28de-96eb-41f3-a067-dba1502fb148,std_1699875070995_79,bcc50a26-ee0f-46d7-ae61-4511d222d126
tch_20231113-164332_80,c8821e19-87af-4c65-9410-218885289182,std_1699875077723_80,6b7c828b-f225-430f-a661-823c6e927b01
tch_20231113-164332_78,130cca7d-42a8-4c0e-ae4b-5432e0ba9548,std_1699875138577_78,16986fbe-6d5f-4394-9db3-a1c6db40afc3
tch_20231113-164332_82,8c50af16-378a-483c-b3be-183e3fe674ba,std_1699875005959_82,a65ea4b6-8192-4176-9d76-f1aa1f18f06f
tch_20231113-164332_76,45d29aaa-7376-4984-916a-17512dab7ceb,std_1699875181518_76,1e1f9f52-273c-476f-a8bc-849c14608a4c
tch_20231113-164332_77,0452edbe-aabc-42d5-b17c-b8cc7396fad9,std_1699875231548_77,03bfcd0d-0b79-41af-8030-a795f2fdaf56
tch_20231113-164332_75,f2aa7368-fd29-4588-a674-ea135993da94,std_1699875249365_75,567cd9fb-8e47-4881-899f-2e03f02ca94d
tch_20231113-164332_79,340077ec-5917-4e99-be77-e6049b04ebb4,std_1699875041187_79,bcc50a26-ee0f-46d7-ae61-4511d222d126
tch_20231113-164332_80,837f3a8d-b8cc-48c5-ae86-e190b2c186b0,std_1699875048539_80,6b7c828b-f225-430f-a661-823c6e927b01
tch_20231113-164332_78,dc2ba645-3e6a-435d-b14b-ee20cc98b8e1,std_1699875108693_78,16986fbe-6d5f-4394-9db3-a1c6db40afc3
tch_20231113-164332_75,7cf6c86f-4e11-480f-a404-020c50f72173,std_1699875218152_75,567cd9fb-8e47-4881-899f-2e03f02ca94d
tch_20231113-164332_76,fe69c303-ad21-4ec5-8c0c-42f17efcd09a,std_1699875156019_76,1e1f9f52-273c-476f-a8bc-849c14608a4c
tch_20231113-164332_74,9cec12fa-8317-4396-9344-a3899d3b5ca6,std_1699875283972_74,81dde880-44e9-4a31-919b-e2943f55f5fa
tch_20231113-164332_79,c114c062-b6d4-4eaa-aa98-8124cc223b4b,std_1699875017377_79,bcc50a26-ee0f-46d7-ae61-4511d222d126
tch_20231113-164332_80,fcdb8de2-59a8-4d45-931f-6d3f551261d5,std_1699875022025_80,6b7c828b-f225-430f-a661-823c6e927b01
tch_20231113-164332_76,995cbe65-cb9b-46af-a457-2fe047140f95,std_1699875124453_76,1e1f9f52-273c-476f-a8bc-849c14608a4c
tch_20231113-164332_74,03b23fc2-888e-4170-b14e-76ff6a2e5c87,std_1699875258641_74,81dde880-44e9-4a31-919b-e2943f55f5fa
tch_20231113-164332_79,33a83598-99fe-493f-9774-9b8f01a91a9e,std_1699874991338_79,bcc50a26-ee0f-46d7-ae61-4511d222d126
tch_20231113-164332_81,c8748b53-3dbe-4ec1-8638-1b3cfc55f1c2,std_1699874952103_81,74c6bf01-dedb-48ab-9e3b-066ae8b35801
tch_20231113-164332_80,7a0efff3-a83e-49c2-bb54-003223cc4803,std_1699874997901_80,6b7c828b-f225-430f-a661-823c6e927b01
tch_20231113-164332_76,0c0b8e53-7b58-454e-81ae-cede73d106b0,std_1699875097255_76,1e1f9f52-273c-476f-a8bc-849c14608a4c
tch_20231113-164332_81,e3f43faf-952a-4a76-aafb-1c5472dbd80d,std_1699874926439_81,74c6bf01-dedb-48ab-9e3b-066ae8b35801
tch_20231113-164332_74,7b3b2424-9d5c-49ba-a8ce-9d46cfa551e2,std_1699875230039_74,81dde880-44e9-4a31-919b-e2943f55f5fa
tch_20231113-164332_81,d30eee1f-1d72-4b4b-8709-5cd3275e09ed,std_1699874900234_81,74c6bf01-dedb-48ab-9e3b-066ae8b35801
tch_20231113-164332_74,08cdf6b5-78e2-4fd1-a894-5f6b30c8da5d,std_1699875204110_74,81dde880-44e9-4a31-919b-e2943f55f5fa
tch_20231113-164332_77,0e41a258-5f2b-4e1c-ab05-a50e2be179f3,std_1699875184895_77,00488b34-d1ac-4db2-80b9-a7b656cdc0b0
tch_20231113-164332_82,6e607dc2-7a3f-44dd-b1fc-6054767ea9d4,std_1699874953705_82,080063eb-502d-4e07-bbea-777a0f230164
tch_20231113-164332_81,22b07b6b-2180-4dde-9c44-a07581c41b1d,std_1699874874679_81,74c6bf01-dedb-48ab-9e3b-066ae8b35801
tch_20231113-164332_75,9ccd7d3e-182d-47a5-80b8-b8c9db1d7374,std_1699875160904_75,75b952f1-d9eb-482a-8ca2-241cfcb4a2ea
tch_20231113-164332_77,06a71c92-09fb-4265-a94a-ca06d253dc93,std_1699875158075_77,00488b34-d1ac-4db2-80b9-a7b656cdc0b0
tch_20231113-164332_78,514aebfc-dc24-401f-892f-32e27bd95c0d,std_1699875060797_78,314843eb-4426-4f33-8e9b-c5968a5be64f
tch_20231113-164332_82,1d6bc8ec-680d-4395-a40b-2367c4a7a6d6,std_1699874929098_82,080063eb-502d-4e07-bbea-777a0f230164
tch_20231113-164332_75,5608cd6c-0133-4627-8cc0-e8f990569ee2,std_1699875132030_75,75b952f1-d9eb-482a-8ca2-241cfcb4a2ea
tch_20231113-164332_77,3b3a3839-7bf2-4b48-94cd-8d71055449ba,std_1699875130710_77,00488b34-d1ac-4db2-80b9-a7b656cdc0b0
tch_20231113-164332_78,c0c0b63c-c887-4331-b18e-882055443238,std_1699875034015_78,314843eb-4426-4f33-8e9b-c5968a5be64f
tch_20231113-164332_82,2b89e7c2-930a-4eb4-a9c4-05523ad67a20,std_1699874903808_82,080063eb-502d-4e07-bbea-777a0f230164
tch_20231113-164332_72,86c37b03-cdd9-4485-9c0c-7b23ef810023,std_1699875261104_72,5d5388e2-9e89-4afd-b204-0684f23f7b02
tch_20231113-164332_75,8d267903-5dae-46e0-a574-d397af8ed6dc,std_1699875105891_75,75b952f1-d9eb-482a-8ca2-241cfcb4a2ea
tch_20231113-164332_79,40d856c1-3339-410f-a96f-2d9d1d9bdb9a,std_1699874942686_79,74be48e7-4e76-4fa7-b5cd-f427eec8d1e3
tch_20231113-164332_76,970ee8aa-03e4-4c81-967a-82f8e7100ff6,std_1699875040828_76,4e32ee74-1ca1-44ee-8526-7e7e0b677ed9
tch_20231113-164332_80,d787abfd-969d-4c63-85c0-332e6aaf5c31,std_1699874944090_80,f5e38a53-41b5-47da-9724-f342afd09656
tch_20231113-164332_73,a052605d-252a-489e-8bb4-8630e0b9ad58,std_1699875264109_73,627b1284-2bb1-4d17-8992-6396fa9da46a
