extuserid,studentuserid1,studentext,classcode
tch_20231113-132202_33,e3795bae-9b46-4759-84ca-4d4d8dfff3cc,std_1699951240712_11,48Dp-7Yrx
tch_20231113-132202_34,e12588b3-d0e9-4cd0-8b93-93c40181c26d,std_1699951242678_1,m9KX-wB86
tch_20231113-132202_50,521315eb-2241-4817-955d-43b728646ebb,std_1699951243579_28,9kDo-Pqzh
tch_20231113-132202_60,16bd6e7a-f1ad-4705-bd12-91dd8d7c0864,std_1699951243001_31,B7tb-ebsj
tch_20231113-132202_51,d53cb0db-1e08-4c4b-a928-1b5bafbf1bbb,std_1699951244708_17,ajPr-2q4X
tch_20231113-132202_61,91153145-0fc0-4d56-952e-cc8e60c39409,std_1699951246647_21,n9p4-T4VX
tch_20231113-132202_44,cd0145d5-6f6b-4859-abad-aea49c950db2,std_1699951244544_26,b2dp-PRNp
tch_20231113-132202_38,db12fd90-6195-4a41-938e-01449766148e,std_1699951246096_12,7Foh-jZQH
tch_20231113-132202_43,7869d215-c5f8-42de-b15a-175b3be72f15,std_1699951244904_14,4R4e-F2Ex
tch_20231113-132202_46,62e79b23-7d99-4579-b89d-0d438bc51eb7,std_1699951246785_5,P9As-2CVs
tch_20231113-132202_37,d43d74ce-3b4a-4031-83cd-ac2cac0acb17,std_1699951250967_3,uxjn-iD49
tch_20231113-132202_45,161bf748-7c17-4166-acee-347609d81eba,std_1699951250846_15,7gGU-k8cG
tch_20231113-132202_41,a6641a2c-f894-4164-b9c7-da2217090618,std_1699951249915_13,L943-qZv6
tch_20231113-132202_40,b0c013f3-61e6-4f9a-8324-f42e5ef0a9fc,std_1699951252609_24,69FJ-2zBY
tch_20231113-132202_53,a5b4c627-fd51-46ef-aa36-d9305e0d8914,std_1699951248557_7,N9vX-63Z7
tch_20231113-132202_48,281dc64d-037b-49e9-8cc0-f1e79e62d20f,std_1699951254162_16,Y6pe-iAvT
tch_20231113-132202_62,72f13965-0334-41a8-9624-bb5be2f852cf,std_1699951252993_32,KYD7-MrsN
tch_20231113-132202_55,2df281e1-35ec-4117-8fd0-4960e8310e04,std_1699951252503_8,JhoH-o8ND
tch_20231113-132202_54,d36e41a9-3c63-43d2-a1c8-154d287d8532,std_1699951253988_29,toE7-vEsW
tch_20231113-132202_56,7b7faede-8809-4490-9372-f2269e16c9bb,std_1699951257626_19,Dwo6-yfod
tch_20231113-132202_63,fd66034a-24cc-4f0b-ad09-40bd2a4735ba,std_1699951257637_10,3Hzh-N9L6
tch_20231113-132202_39,ad0fb404-ee92-4010-a717-125ceb85f62f,std_1699951258332_4,zb6Z-XE26
tch_20231113-132202_65,8cace17e-36a4-4980-bcf5-b11177434e5c,std_1699951263017_33,7g26-zGQ8
tch_20231113-132202_47,67f6f346-5e71-41aa-b257-9d5b134c59ed,std_1699951263049_27,s9AW-P2H6
tch_20231113-132202_57,4cfb832b-b593-440c-8341-6036d28120e2,std_1699951261014_30,6H2U-zCd8
tch_20231113-132202_64,b15a46c3-0498-43ea-8620-1f2afa3c8ceb,std_1699951261738_22,Te39-2HwX
tch_20231113-132202_49,4ce37568-5ef8-4ab6-8a03-b18186305e03,std_1699951263528_6,kBKQ-7HF3
tch_20231113-132202_66,2b35850d-a909-44c3-b720-2b0bb5bcffad,std_1699951264092_23,vsNd-w9YP
tch_20231113-132202_52,602dba03-ee42-4d75-a2de-4e10ba44bd2d,std_1699951265682_18,2i3j-Vxt9
tch_20231113-132202_58,4693b29f-de03-4896-93ac-eb8efad4126a,std_1699951263602_9,7r3x-yWse
tch_20231113-132202_42,b46b4c9c-a85c-4a5f-be3f-44c1dd054e19,std_1699951262934_25,KUvs-JfBz
tch_20231113-132202_60,776d8d46-1b91-4540-ae7f-8f9b8a4cfc27,std_1699951268962_31,B7tb-ebsj
tch_20231113-132202_50,a4141297-df1f-4eb6-ba47-65675f495c9b,std_1699951268911_28,9kDo-Pqzh
tch_20231113-132202_69,178eb081-7960-4ea1-b1f4-cd4dda4f0069,std_1699951268827_1,gmar-yR24
tch_20231113-132202_67,02272adf-2581-45e4-8ad5-fc03315a3ce7,std_1699951266431_2,knPE-8z7E
tch_20231113-132202_51,51705c0a-ef46-4e97-b8a2-b5ba6889a43c,std_1699951270180_17,ajPr-2q4X
tch_20231113-132202_59,c2f774cb-04cf-4223-b319-fe3865c6feca,std_1699951268513_20,V9vs-KU4c
tch_20231113-132202_68,ad674daf-9ce7-4cb0-9e43-6a05f87ad5ac,std_1699951268672_11,o49p-f32u
tch_20231113-132202_46,f3616a8c-55b3-4717-8517-54a4b26bf9a5,std_1699951273383_5,P9As-2CVs
tch_20231113-132202_70,7c345e88-abec-4f06-8135-beab49fd83a5,std_1699951272812_12,9BP9-4E7b
tch_20231113-132202_61,b5d6a14e-829c-40bc-aa41-3617e06f2cd2,std_1699951271329_21,n9p4-T4VX
tch_20231113-132202_71,736f1594-feee-4066-89bd-7728f9abad7d,std_1699951273017_34,UVDK-6REU
tch_20231113-132202_43,ee6ad200-a957-40e7-b637-dd0724fc050b,std_1699951272965_14,4R4e-F2Ex
tch_20231113-132202_44,f4c1dd48-4788-4230-bc2d-63d2b670b752,std_1699951271949_26,b2dp-PRNp
tch_20231113-132202_73,6556e4dd-08b2-49ce-8f38-950b955ebc04,std_1699951276619_13,xvL4-otD3
tch_20231113-132202_72,7bb953ae-ee7d-485b-8418-afb0a4af4c44,std_1699951275265_3,9iCK-B2sb
tch_20231113-132202_62,f91c9661-4fa8-41e1-87fb-c44d80999367,std_1699951280328_32,KYD7-MrsN
tch_20231113-132202_45,fddf79cb-1f28-4c06-b9b9-77a9e7058c3f,std_1699951276418_15,7gGU-k8cG
tch_20231113-132202_74,2eca2543-320e-4e57-8550-109fe9ad2a60,std_1699951277650_24,rqWg-nx42
tch_20231113-132202_53,325e3f6f-39cc-4a62-adc7-9c1cdec16048,std_1699951279245_7,N9vX-63Z7
tch_20231113-132202_48,70df151f-5db0-4aa1-a685-c4a5aa6e6d05,std_1699951279947_16,Y6pe-iAvT
tch_20231113-132202_54,876556af-069f-424f-8031-8dcbea891135,std_1699951282159_29,toE7-vEsW
tch_20231113-132202_75,06db7e63-ed1a-4531-8ce3-72414bbab198,std_1699951283006_35,uCPw-7NmA
tch_20231113-132202_55,15aea516-4fae-4092-b513-9eb938d3928b,std_1699951280360_8,JhoH-o8ND
tch_20231113-132202_76,e81af392-01ff-4966-b22c-7eed44f7909e,std_1699951285754_4,KeGe-iaC9
tch_20231113-132202_56,7a5631ba-e0ea-4b59-946f-d600aec17f0f,std_1699951282474_19,Dwo6-yfod
tch_20231113-132202_63,4ecd3d25-ea1c-4a14-a2bd-fa67441c115b,std_1699951284874_10,3Hzh-N9L6
tch_20231113-132202_65,781aedfe-e185-4388-aa8a-915abd94adfe,std_1699951286622_33,7g26-zGQ8
tch_20231113-132202_49,d1e53c9f-88d1-4cac-a19f-a4b4feca6b57,std_1699951291159_6,kBKQ-7HF3
tch_20231113-132202_57,a7befefc-0d88-407e-bb82-1920f8fff269,std_1699951289350_30,6H2U-zCd8
tch_20231113-132202_78,e6c99fa1-0158-4d4a-b2ce-0b98f1d041ca,std_1699951293725_25,kVao-2jh9
tch_20231113-132202_59,009135db-28cc-415e-9408-961ca6e8967c,std_1699951295314_20,V9vs-KU4c
tch_20231113-132202_52,7b084a8c-48af-4a72-a626-63993febf563,std_1699951292869_18,2i3j-Vxt9
tch_20231113-132202_47,e04684b2-d0d6-455c-950b-5d318262a06a,std_1699951287779_27,s9AW-P2H6
tch_20231113-132202_64,e4c45ac2-db43-4f5f-91ad-d2c92cd66629,std_1699951289921_22,Te39-2HwX
tch_20231113-132202_60,a6512a61-3ee3-42a5-b408-15e14b97c8c9,std_1699951294245_31,B7tb-ebsj
tch_20231113-132202_77,79c49605-aaed-449f-a3c2-88d3c1b59541,std_1699951293021_36,uTbN-ke39
tch_20231113-132202_69,05bfac57-9ef3-4825-91a8-6ca8a874cfc1,std_1699951294887_1,gmar-yR24
tch_20231113-132202_66,826f01f0-5710-48cf-af5d-94520d110fa2,std_1699951292280_23,vsNd-w9YP
tch_20231113-132202_58,347932df-22eb-4953-821b-c06c1db942c3,std_1699951293644_9,7r3x-yWse
tch_20231113-132202_51,f9fdd0e6-8e42-49bc-a636-f7916ddf676c,std_1699951295218_17,ajPr-2q4X
tch_20231113-132202_67,32cfcf25-74c5-4a00-bc02-f828367804eb,std_1699951295018_2,knPE-8z7E
tch_20231113-132202_50,02d24e9a-9abf-464b-a675-45f3fa5348b8,std_1699951294743_28,9kDo-Pqzh
tch_20231113-132202_79,4bf83b79-cf24-4972-a6b5-28473fb158f8,std_1699951297500_5,3zbo-Yx79
tch_20231113-132202_80,6d782def-ec56-47ea-8a76-a8e2968371e4,std_1699951301418_14,7642-fdz7
tch_20231113-132202_61,4548952b-7d6f-4c92-a211-bce152392d24,std_1699951300658_21,n9p4-T4VX
tch_20231113-132202_68,8970798d-51c5-4e19-8d31-7cb81052ea33,std_1699951296542_11,o49p-f32u
tch_20231113-132202_71,a032fc4b-9962-4176-b5fd-9357904089cb,std_1699951300703_34,UVDK-6REU
tch_20231113-132202_70,f552dd82-9d84-4451-b68d-a37086e92350,std_1699951299538_12,9BP9-4E7b
tch_20231113-132202_74,a5e07ad7-8471-4ffd-8544-eaf7d51c57dc,std_1699951305208_24,rqWg-nx42
tch_20231113-132202_82,a0f7c6ee-cdc6-460d-8357-f35eeafc0166,std_1699951303019_37,AjEF-Ava8
tch_20231113-132202_73,ae80a8c1-1ac2-4600-b1fc-b0819c6144e9,std_1699951302284_13,xvL4-otD3
tch_20231113-132202_72,26956425-0bef-4f6b-b14b-9a67a19fd5cc,std_1699951302749_3,9iCK-B2sb
tch_20231113-132202_81,80057384-a935-4ee9-a5dc-634b883610eb,std_1699951301939_26,3p49-Jeoz
tch_20231113-132202_83,45505306-9908-4e05-b361-8ae78a44ffb3,std_1699951304798_15,6Tw3-gD74
tch_20231113-132202_84,5da23df4-9008-4868-8d80-a40b366533f7,std_1699951307264_16,NpsZ-FRE6
tch_20231113-132202_54,b7d1515d-3585-41e0-9a18-cd3dd3e66832,std_1699951307345_29,toE7-vEsW
tch_20231113-132202_62,1955d6a1-a915-489f-a1df-8d2b9c5ee00a,std_1699951304726_32,KYD7-MrsN
tch_20231113-132202_75,b6c6673a-fddc-4d32-b251-c5051eb875c9,std_1699951307812_35,uCPw-7NmA
tch_20231113-132202_53,e2b1fbfc-82c3-41c6-87be-efcd43b9a3a7,std_1699951306245_7,N9vX-63Z7
tch_20231113-132202_56,1fb18786-ec84-4e0a-a307-dd1686ff751e,std_1699951311839_19,Dwo6-yfod
tch_20231113-132202_76,048fca13-7ae1-46b4-8c03-d785d0de070e,std_1699951309827_4,KeGe-iaC9
tch_20231113-132202_55,d56457de-9c9f-4d18-888d-e00db47bb57e,std_1699951308318_8,JhoH-o8ND
tch_20231113-132202_85,0bd5bd41-a78b-4e58-b0f4-dacfee70c968,std_1699951313024_38,DThq-XW2T
tch_20231113-132202_57,6806335a-80fe-451f-8925-7526087046bc,std_1699951317234_30,6H2U-zCd8
tch_20231113-132202_65,a33ff059-2fb0-47ad-a2bb-51c93557d559,std_1699951313941_33,7g26-zGQ8
tch_20231113-132202_77,9b75b580-b05a-4b6e-aeea-c0d4eb5cda4a,std_1699951319634_36,uTbN-ke39
tch_20231113-132202_63,04e51d41-7117-4cff-b88c-7015ec87a97e,std_1699951313142_10,3Hzh-N9L6
tch_20231113-132202_78,fc6c5f09-8813-406c-98ed-5061908df513,std_1699951317666_25,kVao-2jh9
tch_20231113-132202_86,155bba12-644f-4a1b-bb68-029f054d2109,std_1699951315772_6,DbPs-joja
tch_20231113-132202_66,bcbc51c0-f7c4-4985-ae8e-af72acdee087,std_1699951320721_23,vsNd-w9YP
tch_20231113-132202_88,7d7c8f3e-3e99-4a97-93d3-0eb67767ae7c,std_1699951318165_27,UbRk-mUe6
tch_20231113-132202_64,4317659c-a0e8-4a07-aa7a-a6afbced6382,std_1699951318775_22,Te39-2HwX
tch_20231113-132202_90,5bd1ac46-d78e-4744-a455-a1ed2dfd74d5,std_1699951323038_39,76E3-U6iK
tch_20231113-132202_87,365f1f98-c158-40dc-8860-ad0e695b6842,std_1699951318119_18,dWcv-zvG4
tch_20231113-132202_60,c51d97df-78ad-4c00-9a28-d7e0535e59cd,std_1699951319186_31,B7tb-ebsj
tch_20231113-132202_59,a8a16e1c-f221-4b53-aa49-b3768a1d951e,std_1699951318013_20,V9vs-KU4c
tch_20231113-132202_89,23002cb7-d513-460d-9106-bb7fb9a346bd,std_1699951323028_17,BWub-DWsw
tch_20231113-132202_69,f2258f10-8d35-494c-ac9e-1e94321febf4,std_1699951319945_1,gmar-yR24
tch_20231113-132202_79,f40069fc-e332-4bff-a2a3-7ca5e34e1ee8,std_1699951324364_5,3zbo-Yx79
tch_20231113-132202_91,336bcd06-528b-4fd5-b738-3402475c2a8c,std_1699951324063_28,9vQ2-7D7b
tch_20231113-132202_58,5b983388-f544-4a50-94b3-6e970379fbb5,std_1699951321944_9,7r3x-yWse
tch_20231113-132202_80,1a172355-3567-4a6e-8ba7-0bd725bf21c0,std_1699951324555_14,7642-fdz7
tch_20231113-132202_61,564d2ad9-ed83-41f6-80d9-dd0a853f3184,std_1699951324673_21,n9p4-T4VX
tch_20231113-132202_67,40f9076f-97ac-483e-82ba-b56ca1ff414f,std_1699951323086_2,knPE-8z7E
tch_20231113-132202_68,d62dda42-5250-49d3-93b3-226e21a9ec3c,std_1699951325897_11,o49p-f32u
tch_20231113-132202_73,aea19347-637b-4924-862e-c7c615f926b6,std_1699951330924_13,xvL4-otD3
tch_20231113-132202_72,ca78bec5-9c53-4fdc-b740-63cdd9cf9247,std_1699951331176_3,9iCK-B2sb
tch_20231113-132202_74,60110763-44cc-4101-9f25-aa6a2edb0aa2,std_1699951330252_24,rqWg-nx42
tch_20231113-132202_84,ac0527a5-f748-4a4f-a9a0-03cb01ddeb8f,std_1699951332727_16,NpsZ-FRE6
tch_20231113-132202_92,70745c29-42be-4fb7-a0c8-a18e4cd0c470,std_1699951333040_40,4U4Q-26qT
tch_20231113-132202_70,8a7a6e93-07a9-4ab9-98c2-17b1fd70ae20,std_1699951328924_12,9BP9-4E7b
tch_20231113-132202_62,a0d52ff5-9d16-467e-aa79-e0dfe67214e6,std_1699951333900_32,KYD7-MrsN
tch_20231113-132202_71,245e2b7e-ca49-441f-9941-75725484f419,std_1699951327596_34,UVDK-6REU
tch_20231113-132202_82,2ff74c59-4220-46c4-b98f-ef637be41050,std_1699951330717_37,AjEF-Ava8
tch_20231113-132202_76,3b250d9a-0749-4c00-bb44-bdc5506b8470,std_1699951335739_4,KeGe-iaC9
tch_20231113-132202_83,b0a91331-caa8-4050-9eb4-fc6e2b28c5f6,std_1699951331908_15,6Tw3-gD74
tch_20231113-132202_81,1bf3d543-18e2-408b-9e22-2572528dc329,std_1699951331521_26,3p49-Jeoz
tch_20231113-132202_95,70914a2d-b99e-43d0-99a5-2a43c8880e2d,std_1699951335423_19,c8yX-PCU9
tch_20231113-132202_93,78455c84-59ed-42e4-bd3b-f18c13446cd3,std_1699951333486_29,sY8E-seBE
tch_20231113-132202_94,f90b08cf-6d75-41eb-b6b9-b93605451912,std_1699951335249_7,72Vd-8NjD
tch_20231113-132202_75,49976535-b527-4629-b478-ec106c0bfffd,std_1699951334042_35,uCPw-7NmA
tch_20231113-132202_96,4f8031eb-e39a-41a9-a70f-a2631b5ea789,std_1699951337412_8,yhMJ-H8f2
tch_20231113-132202_85,23ee4c3c-a9b1-4c52-b33c-dfbd05ad1b00,std_1699951340203_38,DThq-XW2T
tch_20231113-132202_78,5e9864d4-5033-4c53-b67f-e36b4517659f,std_1699951342976_25,kVao-2jh9
tch_20231113-132202_63,449f6bff-bd93-4f4c-8c76-2833132c1bab,std_1699951342632_10,3Hzh-N9L6
tch_20231113-132202_98,97af2d3f-4b3a-4194-bad6-8f2f345abdbe,std_1699951343042_41,4DW7-L8qm
tch_20231113-132202_65,d410181a-0617-44df-ab75-e2a9995d253d,std_1699951341196_33,7g26-zGQ8
tch_20231113-132202_97,cf4f9c69-74b5-431f-96a4-0211ec189b5d,std_1699951340335_30,poRv-nbK6
tch_20231113-132202_86,48bb8e99-c6f2-40c3-bbb2-031e5bda2008,std_1699951343248_6,DbPs-joja
tch_20231113-132202_100,eb2a513a-9197-4631-ba5c-87fd5a806b24,std_1699951347592_20,vyTw-xu9H
tch_20231113-132202_77,2ec504a9-1f6c-4deb-8eeb-5a2897ba3d3c,std_1699951341609_36,uTbN-ke39
tch_20231113-132202_99,1c399cb8-447a-4268-a02c-36441e0c6034,std_1699951347399_31,fzjG-zULw
tch_20231113-132202_66,b0412205-eddc-4feb-a94f-86fedb696a8d,std_1699951345208_23,vsNd-w9YP
tch_20231113-132202_69,7325f4fd-f86a-47b6-9395-4b131bc39ac9,std_1699951348604_1,gmar-yR24
tch_20231113-132202_87,2da870ac-b4f2-4eb6-80e3-4b43df9f8215,std_1699951347327_18,dWcv-zvG4
tch_20231113-132202_88,595063c0-1a14-4b22-9b07-21e9f2af9ffb,std_1699951345987_27,UbRk-mUe6
tch_20231113-132202_64,3bd79353-7434-43cf-b336-2255e031006c,std_1699951346084_22,Te39-2HwX
tch_20231113-132202_89,4f31d42b-a262-4200-876c-5bf6325de046,std_1699951348162_17,BWub-DWsw
tch_20231113-132202_79,f8c2c2dd-f683-4273-a10e-a053a8f3224f,std_1699951350604_5,3zbo-Yx79
tch_20231113-132202_90,e10c2a80-4dbf-44a8-a0ac-c9f9edbc3585,std_1699951347256_39,76E3-U6iK
tch_20231113-132202_91,e5f5fbd1-0af1-456a-a6c3-85a54297449a,std_1699951350690_28,9vQ2-7D7b
tch_20231113-141106_3,62e7e1c6-c0de-4c9b-b8cb-f19f56df19ea,std_1699951353038_42,yCto-Qgmb
tch_20231113-141106_2,74b8e5b4-5466-49c0-8468-75d81fe21ea8,std_1699951351886_21,7Dbf-rkCo
tch_20231113-132202_67,0e682e4c-2f07-4da8-bc6a-836e5adc7dbc,std_1699951353443_2,knPE-8z7E
tch_20231113-141106_1,d6f09892-2212-4d82-91dd-aa2fdfe96b67,std_1699951351175_9,gtod-6PZc
tch_20231113-141106_4,ba8867c4-be62-4282-b089-c8f6bf139463,std_1699951357130_32,46VN-rUA6
tch_20231113-132202_68,5349709e-d567-4d92-baa0-f831299ce14c,std_1699951354405_11,o49p-f32u
tch_20231113-132202_76,c6343799-3e04-48ee-95db-6ee7fa4e160c,std_1699951357999_4,KeGe-iaC9
tch_20231113-132202_82,cbbb4ae3-ce80-483a-9c98-fbae3109e776,std_1699951357704_37,AjEF-Ava8
tch_20231113-132202_80,5e8ab5af-0592-40c0-b2a8-5f36abd81f64,std_1699951351745_14,7642-fdz7
tch_20231113-132202_72,d499b5c3-e218-455d-804c-b7502a32bac0,std_1699951355875_3,9iCK-B2sb
tch_20231113-132202_73,d9824b95-1d9b-4e86-ba32-284898df8e4c,std_1699951354863_13,xvL4-otD3
tch_20231113-132202_74,4b9cdef9-5b1b-451b-b1ea-a9e39ce61c6c,std_1699951356199_24,rqWg-nx42
tch_20231113-132202_83,4137bfa4-4fa0-4df9-894b-7a0c7c411354,std_1699951358719_15,6Tw3-gD74
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
