extuserid,classcode,category
std_oU9X-9T43_1692966057281_62,oU9X-9T43,3B8PE
std_ZE37-yw48_1692966056830_75,ZE37-yw48,3B8PE
std_uzQx-9xJn_1692966056993_56,uzQx-9xJn,3B8PE
std_YUMH-8BR6_1692966058659_47,YUMH-8BR6,3B8PE
std_6s24-78p7_1692966061961_76,6s24-78p7,3B8PE
std_wpix-G7Xw_1692966060839_59,wpix-G7Xw,3B8PE
std_nEgv-nMRZ_1692966060156_77,nEgv-nMRZ,3B8PE
std_aXH7-hqYg_1692966055430_46,aXH7-hqYg,3B8PE
std_Bph4-9v4A_1692966060869_58,Bph4-9v4A,3B8PE
std_4io3-mxV2_1692966061399_85,4io3-mxV2,3B8PE
std_NfHf-yk2W_1692966057379_43,NfHf-yk2W,3B8PE
std_8BzY-Tvjf_1692966064899_49,8BzY-Tvjf,3B8PE
std_3tLo-a8p2_1692966062498_84,3tLo-a8p2,3B8PE
std_g8Zp-3m9W_1692966064016_69,g8Zp-3m9W,3B8PE
std_mWy4-gkh2_1692966066732_71,mWy4-gkh2,3B8PE
std_qa6d-8FtA_1692966067218_73,qa6d-8FtA,3B8PE
std_qWn7-4wNp_1692966065058_78,qWn7-4wNp,3B8PE
std_2qKT-pN9n_1692966063693_51,2qKT-pN9n,3B8PE
std_94s3-fvX8_1692966066373_80,94s3-fvX8,3B8PE
std_93Kb-iyF3_1692966069048_45,93Kb-iyF3,3B8PE
std_vLs6-9moZ_1692966071278_79,vLs6-9moZ,3B8PE
std_gQTU-phJQ_1692966067739_67,gQTU-phJQ,3B8PE
std_TWZR-dypg_1692966071998_66,TWZR-dypg,3B8PE
std_aU38-G8mz_1692966072739_81,aU38-G8mz,3B8PE
std_BAKa-hoys_1692966074603_44,BAKa-hoys,3B8PE
std_wuR6-3j7W_1692966074584_65,wuR6-3j7W,3B8PE
std_gi7p-4WCe_1692966074857_83,gi7p-4WCe,3B8PE
std_Tsic-9fb3_1692966071187_60,Tsic-9fb3,3B8PE
std_dg7r-yp46_1692966074410_61,dg7r-yp46,3B8PE
std_LTkt-dgtD_1692966068089_68,LTkt-dgtD,3B8PE
std_Mr6i-2tpR_1692966068140_70,Mr6i-2tpR,3B8PE
std_LoNY-ZLA2_1692966068299_57,LoNY-ZLA2,3B8PE
std_6a7w-VB42_1692966075728_64,6a7w-VB42,3B8PE
std_43Td-uR8H_1692966078468_53,43Td-uR8H,3B8PE
std_9sm2-CDch_1692966080772_63,9sm2-CDch,3B8PE
std_J2CB-Ymk3_1692966076539_54,J2CB-Ymk3,3B8PE
std_96nr-379m_1692966079779_82,96nr-379m,3B8PE
std_oU9X-9T43_1692966083870_62,oU9X-9T43,3B8PE
std_wpix-G7Xw_1692966085640_59,wpix-G7Xw,3B8PE
std_8kU6-Wt32_1692966083839_48,8kU6-Wt32,3B8PE
std_Fu6h-9Fde_1692966081271_74,Fu6h-9Fde,3B8PE
std_YUMH-8BR6_1692966084403_47,YUMH-8BR6,3B8PE
std_goVE-uU7o_1692966078192_55,goVE-uU7o,3B8PE
std_6s24-78p7_1692966085613_76,6s24-78p7,3B8PE
std_73w4-NY9R_1692966080803_50,73w4-NY9R,3B8PE
std_uzQx-9xJn_1692966084289_56,uzQx-9xJn,3B8PE
std_9tkp-HZp6_1692966082165_52,9tkp-HZp6,3B8PE
std_mG8n-tcJV_1692966083454_72,mG8n-tcJV,3B8PE
std_ZE37-yw48_1692966084078_75,ZE37-yw48,3B8PE
std_NfHf-yk2W_1692966088188_43,NfHf-yk2W,3B8PE
std_Bph4-9v4A_1692966087948_58,Bph4-9v4A,3B8PE
std_qWn7-4wNp_1692966091970_78,qWn7-4wNp,3B8PE
std_mWy4-gkh2_1692966090447_71,mWy4-gkh2,3B8PE
std_nEgv-nMRZ_1692966087070_77,nEgv-nMRZ,3B8PE
std_aXH7-hqYg_1692966087897_46,aXH7-hqYg,3B8PE
std_zR7X-8n79_1692966088325_86,zR7X-8n79,3B8PE
std_g8Zp-3m9W_1692966090356_69,g8Zp-3m9W,3B8PE
std_4io3-mxV2_1692966087992_85,4io3-mxV2,3B8PE
std_2qKT-pN9n_1692966092570_51,2qKT-pN9n,3B8PE
std_8BzY-Tvjf_1692966088533_49,8BzY-Tvjf,3B8PE
std_94s3-fvX8_1692966092906_80,94s3-fvX8,3B8PE
std_3tLo-a8p2_1692966090109_84,3tLo-a8p2,3B8PE
std_qa6d-8FtA_1692966091867_73,qa6d-8FtA,3B8PE
std_6a7w-VB42_1692966101914_64,6a7w-VB42,3B8PE
std_LTkt-dgtD_1692966099290_68,LTkt-dgtD,3B8PE
std_PoM7-DXYj_1692966101784_87,PoM7-DXYj,3B8PE
std_LoNY-ZLA2_1692966101162_57,LoNY-ZLA2,3B8PE
std_93Kb-iyF3_1692966093765_45,93Kb-iyF3,3B8PE
std_43Td-uR8H_1692966102654_53,43Td-uR8H,3B8PE
std_gQTU-phJQ_1692966097445_67,gQTU-phJQ,3B8PE
std_gi7p-4WCe_1692966098783_83,gi7p-4WCe,3B8PE
std_TWZR-dypg_1692966097515_66,TWZR-dypg,3B8PE
std_Tsic-9fb3_1692966098851_60,Tsic-9fb3,3B8PE
std_vLs6-9moZ_1692966096684_79,vLs6-9moZ,3B8PE
std_wuR6-3j7W_1692966098329_65,wuR6-3j7W,3B8PE
std_aU38-G8mz_1692966097735_81,aU38-G8mz,3B8PE
std_Mr6i-2tpR_1692966100065_70,Mr6i-2tpR,3B8PE
std_dg7r-yp46_1692966098915_61,dg7r-yp46,3B8PE
std_YUMH-8BR6_1692966110483_47,YUMH-8BR6,3B8PE
std_8kU6-Wt32_1692966109981_48,8kU6-Wt32,3B8PE
std_J2CB-Ymk3_1692966105231_54,J2CB-Ymk3,3B8PE
std_Fu6h-9Fde_1692966110042_74,Fu6h-9Fde,3B8PE
std_wpix-G7Xw_1692966108903_59,wpix-G7Xw,3B8PE
std_ZE37-yw48_1692966114028_75,ZE37-yw48,3B8PE
std_96nr-379m_1692966105866_82,96nr-379m,3B8PE
std_9tkp-HZp6_1692966113548_52,9tkp-HZp6,3B8PE
std_uzQx-9xJn_1692966112916_56,uzQx-9xJn,3B8PE
std_goVE-uU7o_1692966111065_55,goVE-uU7o,3B8PE
std_6s24-78p7_1692966111538_76,6s24-78p7,3B8PE
std_nEgv-nMRZ_1692966117097_77,nEgv-nMRZ,3B8PE
std_mG8n-tcJV_1692966113771_72,mG8n-tcJV,3B8PE
std_73w4-NY9R_1692966112410_50,73w4-NY9R,3B8PE
std_qWn7-4wNp_1692966115736_78,qWn7-4wNp,3B8PE
std_mWy4-gkh2_1692966115798_71,mWy4-gkh2,3B8PE
std_4io3-mxV2_1692966118727_85,4io3-mxV2,3B8PE
std_zR7X-8n79_1692966117719_86,zR7X-8n79,3B8PE
std_Bph4-9v4A_1692966115117_58,Bph4-9v4A,3B8PE
std_3tLo-a8p2_1692966122138_84,3tLo-a8p2,3B8PE
std_8BzY-Tvjf_1692966121571_49,8BzY-Tvjf,3B8PE
std_g8Zp-3m9W_1692966118694_69,g8Zp-3m9W,3B8PE
std_qa6d-8FtA_1692966123850_73,qa6d-8FtA,3B8PE
std_aXH7-hqYg_1692966117710_46,aXH7-hqYg,3B8PE
std_2qKT-pN9n_1692966119910_51,2qKT-pN9n,3B8PE
std_LTkt-dgtD_1692966125956_68,LTkt-dgtD,3B8PE
std_gQTU-phJQ_1692966127473_67,gQTU-phJQ,3B8PE
std_aU38-G8mz_1692966130546_81,aU38-G8mz,3B8PE
std_Tsic-9fb3_1692966129192_60,Tsic-9fb3,3B8PE
std_94s3-fvX8_1692966121578_80,94s3-fvX8,3B8PE
std_TWZR-dypg_1692966128269_66,TWZR-dypg,3B8PE
std_LoNY-ZLA2_1692966126387_57,LoNY-ZLA2,3B8PE
std_PoM7-DXYj_1692966126219_87,PoM7-DXYj,3B8PE
std_43Td-uR8H_1692966127166_53,43Td-uR8H,3B8PE
std_gi7p-4WCe_1692966127961_83,gi7p-4WCe,3B8PE
std_vLs6-9moZ_1692966129379_79,vLs6-9moZ,3B8PE
std_93Kb-iyF3_1692966126625_45,93Kb-iyF3,3B8PE
std_6a7w-VB42_1692966125847_64,6a7w-VB42,3B8PE
std_wuR6-3j7W_1692966130131_65,wuR6-3j7W,3B8PE
std_wpix-G7Xw_1692966137754_59,wpix-G7Xw,3B8PE
std_dg7r-yp46_1692966132108_61,dg7r-yp46,3B8PE
std_J2CB-Ymk3_1692966136936_54,J2CB-Ymk3,3B8PE
std_8kU6-Wt32_1692966136923_48,8kU6-Wt32,3B8PE
std_Mr6i-2tpR_1692966130836_70,Mr6i-2tpR,3B8PE
std_96nr-379m_1692966138335_82,96nr-379m,3B8PE
std_ZE37-yw48_1692966137899_75,ZE37-yw48,3B8PE
std_YUMH-8BR6_1692966134920_47,YUMH-8BR6,3B8PE
std_goVE-uU7o_1692966142275_55,goVE-uU7o,3B8PE
std_9sm2-CDch_1692966137611_63,9sm2-CDch,3B8PE
std_Fu6h-9Fde_1692966137381_74,Fu6h-9Fde,3B8PE
std_9tkp-HZp6_1692966139934_52,9tkp-HZp6,3B8PE
std_oU9X-9T43_1692966137611_62,oU9X-9T43,3B8PE
std_qWn7-4wNp_1692966145266_78,qWn7-4wNp,3B8PE
std_zR7X-8n79_1692966147199_86,zR7X-8n79,3B8PE
std_6s24-78p7_1692966143162_76,6s24-78p7,3B8PE
std_73w4-NY9R_1692966144622_50,73w4-NY9R,3B8PE
std_Bph4-9v4A_1692966147468_58,Bph4-9v4A,3B8PE
std_nEgv-nMRZ_1692966143990_77,nEgv-nMRZ,3B8PE
std_mWy4-gkh2_1692966145783_71,mWy4-gkh2,3B8PE
std_4io3-mxV2_1692966147065_85,4io3-mxV2,3B8PE
std_qa6d-8FtA_1692966149649_73,qa6d-8FtA,3B8PE
std_2qKT-pN9n_1692966150251_51,2qKT-pN9n,3B8PE
std_uzQx-9xJn_1692966141642_56,uzQx-9xJn,3B8PE
std_mG8n-tcJV_1692966144456_72,mG8n-tcJV,3B8PE
std_g8Zp-3m9W_1692966149144_69,g8Zp-3m9W,3B8PE
std_aXH7-hqYg_1692966149885_46,aXH7-hqYg,3B8PE
std_TWZR-dypg_1692966155175_66,TWZR-dypg,3B8PE
std_AuLj-crEh_1692966150439_88,AuLj-crEh,3B8PE
std_PoM7-DXYj_1692966156064_87,PoM7-DXYj,3B8PE
std_3tLo-a8p2_1692966148139_84,3tLo-a8p2,3B8PE
std_43Td-uR8H_1692966156157_53,43Td-uR8H,3B8PE
std_8BzY-Tvjf_1692966148604_49,8BzY-Tvjf,3B8PE
std_LTkt-dgtD_1692966154105_68,LTkt-dgtD,3B8PE
std_gQTU-phJQ_1692966154369_67,gQTU-phJQ,3B8PE
std_aU38-G8mz_1692966154664_81,aU38-G8mz,3B8PE
std_94s3-fvX8_1692966154944_80,94s3-fvX8,3B8PE
std_LoNY-ZLA2_1692966155459_57,LoNY-ZLA2,3B8PE
std_Tsic-9fb3_1692966154790_60,Tsic-9fb3,3B8PE
std_vLs6-9moZ_1692966157008_79,vLs6-9moZ,3B8PE
std_wuR6-3j7W_1692966161254_65,wuR6-3j7W,3B8PE
std_8kU6-Wt32_1692966163254_48,8kU6-Wt32,3B8PE
std_wpix-G7Xw_1692966161291_59,wpix-G7Xw,3B8PE
std_6a7w-VB42_1692966158270_64,6a7w-VB42,3B8PE
std_J2CB-Ymk3_1692966163093_54,J2CB-Ymk3,3B8PE
std_gi7p-4WCe_1692966156698_83,gi7p-4WCe,3B8PE
std_96nr-379m_1692966165746_82,96nr-379m,3B8PE
std_dg7r-yp46_1692966162206_61,dg7r-yp46,3B8PE
std_93Kb-iyF3_1692966157559_45,93Kb-iyF3,3B8PE
std_goVE-uU7o_1692966167052_55,goVE-uU7o,3B8PE
std_9sm2-CDch_1692966168240_63,9sm2-CDch,3B8PE
std_Mr6i-2tpR_1692966163506_70,Mr6i-2tpR,3B8PE
std_ZE37-yw48_1692966165941_75,ZE37-yw48,3B8PE
std_98wF-dR2P_1692966169481_89,98wF-dR2P,3B8PE
std_Fu6h-9Fde_1692966168546_74,Fu6h-9Fde,3B8PE
std_YUMH-8BR6_1692966166837_47,YUMH-8BR6,3B8PE
std_qWn7-4wNp_1692966170377_78,qWn7-4wNp,3B8PE
std_oU9X-9T43_1692966170060_62,oU9X-9T43,3B8PE
std_qa6d-8FtA_1692966173634_73,qa6d-8FtA,3B8PE
std_2qKT-pN9n_1692966174855_51,2qKT-pN9n,3B8PE
std_mG8n-tcJV_1692966175034_72,mG8n-tcJV,3B8PE
std_Bph4-9v4A_1692966171773_58,Bph4-9v4A,3B8PE
std_9tkp-HZp6_1692966169814_52,9tkp-HZp6,3B8PE
std_zR7X-8n79_1692966170759_86,zR7X-8n79,3B8PE
std_nEgv-nMRZ_1692966172891_77,nEgv-nMRZ,3B8PE
std_g8Zp-3m9W_1692966177402_69,g8Zp-3m9W,3B8PE
std_uzQx-9xJn_1692966175001_56,uzQx-9xJn,3B8PE
std_4io3-mxV2_1692966173222_85,4io3-mxV2,3B8PE
std_6s24-78p7_1692966171418_76,6s24-78p7,3B8PE
std_mWy4-gkh2_1692966172905_71,mWy4-gkh2,3B8PE
std_73w4-NY9R_1692966171435_50,73w4-NY9R,3B8PE
std_TWZR-dypg_1692966179477_66,TWZR-dypg,3B8PE
std_3tLo-a8p2_1692966180737_84,3tLo-a8p2,3B8PE
std_aXH7-hqYg_1692966179289_46,aXH7-hqYg,3B8PE
std_8BzY-Tvjf_1692966181481_49,8BzY-Tvjf,3B8PE
std_LTkt-dgtD_1692966182062_68,LTkt-dgtD,3B8PE
std_43Td-uR8H_1692966180774_53,43Td-uR8H,3B8PE
std_gQTU-phJQ_1692966183075_67,gQTU-phJQ,3B8PE
std_AuLj-crEh_1692966180111_88,AuLj-crEh,3B8PE
std_PoM7-DXYj_1692966180503_87,PoM7-DXYj,3B8PE
std_gi7p-4WCe_1692966189392_83,gi7p-4WCe,3B8PE
std_wpix-G7Xw_1692966187424_59,wpix-G7Xw,3B8PE
std_aU38-G8mz_1692966184003_81,aU38-G8mz,3B8PE
std_dg7r-yp46_1692966189675_61,dg7r-yp46,3B8PE
std_LoNY-ZLA2_1692966184744_57,LoNY-ZLA2,3B8PE
std_Tsic-9fb3_1692966184953_60,Tsic-9fb3,3B8PE
std_vLs6-9moZ_1692966186287_79,vLs6-9moZ,3B8PE
std_J2CB-Ymk3_1692966189352_54,J2CB-Ymk3,3B8PE
std_94s3-fvX8_1692966184693_80,94s3-fvX8,3B8PE
std_6a7w-VB42_1692966188712_64,6a7w-VB42,3B8PE
std_wuR6-3j7W_1692966186513_65,wuR6-3j7W,3B8PE
std_goVE-uU7o_1692966190991_55,goVE-uU7o,3B8PE
std_8kU6-Wt32_1692966187315_48,8kU6-Wt32,3B8PE
std_YUMH-8BR6_1692966196612_47,YUMH-8BR6,3B8PE
std_96nr-379m_1692966189508_82,96nr-379m,3B8PE
std_qWn7-4wNp_1692966197380_78,qWn7-4wNp,3B8PE
std_98wF-dR2P_1692966193892_89,98wF-dR2P,3B8PE
std_Bph4-9v4A_1692966200113_58,Bph4-9v4A,3B8PE
std_Mr6i-2tpR_1692966192546_70,Mr6i-2tpR,3B8PE
std_9sm2-CDch_1692966192416_63,9sm2-CDch,3B8PE
std_ZE37-yw48_1692966192781_75,ZE37-yw48,3B8PE
std_Fu6h-9Fde_1692966196534_74,Fu6h-9Fde,3B8PE
std_4io3-mxV2_1692966203027_85,4io3-mxV2,3B8PE
std_2qKT-pN9n_1692966199670_51,2qKT-pN9n,3B8PE
std_nEgv-nMRZ_1692966201947_77,nEgv-nMRZ,3B8PE
std_oU9X-9T43_1692966198617_62,oU9X-9T43,3B8PE
std_uzQx-9xJn_1692966202869_56,uzQx-9xJn,3B8PE
std_zR7X-8n79_1692966201171_86,zR7X-8n79,3B8PE
std_qa6d-8FtA_1692966198768_73,qa6d-8FtA,3B8PE
std_mG8n-tcJV_1692966200025_72,mG8n-tcJV,3B8PE
std_TWZR-dypg_1692966204683_66,TWZR-dypg,3B8PE
std_8BzY-Tvjf_1692966206603_49,8BzY-Tvjf,3B8PE
std_mWy4-gkh2_1692966204057_71,mWy4-gkh2,3B8PE
std_43Td-uR8H_1692966208741_53,43Td-uR8H,3B8PE
std_9tkp-HZp6_1692966200611_52,9tkp-HZp6,3B8PE
std_LTkt-dgtD_1692966206917_68,LTkt-dgtD,3B8PE
std_g8Zp-3m9W_1692966202214_69,g8Zp-3m9W,3B8PE
std_3tLo-a8p2_1692966204852_84,3tLo-a8p2,3B8PE
std_6s24-78p7_1692966203573_76,6s24-78p7,3B8PE
std_73w4-NY9R_1692966204570_50,73w4-NY9R,3B8PE
std_gQTU-phJQ_1692966209387_67,gQTU-phJQ,3B8PE
std_gi7p-4WCe_1692966212790_83,gi7p-4WCe,3B8PE
std_cu27-wJ7p_1692966215018_90,cu27-wJ7p,3B8PE
std_PoM7-DXYj_1692966211692_87,PoM7-DXYj,3B8PE
std_aU38-G8mz_1692966213064_81,aU38-G8mz,3B8PE
std_wpix-G7Xw_1692966212966_59,wpix-G7Xw,3B8PE
std_J2CB-Ymk3_1692966217659_54,J2CB-Ymk3,3B8PE
std_Tsic-9fb3_1692966215882_60,Tsic-9fb3,3B8PE
std_94s3-fvX8_1692966217689_80,94s3-fvX8,3B8PE
std_AuLj-crEh_1692966211130_88,AuLj-crEh,3B8PE
std_dg7r-yp46_1692966213403_61,dg7r-yp46,3B8PE
std_8kU6-Wt32_1692966220161_48,8kU6-Wt32,3B8PE
std_LoNY-ZLA2_1692966215323_57,LoNY-ZLA2,3B8PE
std_wuR6-3j7W_1692966219047_65,wuR6-3j7W,3B8PE
std_6a7w-VB42_1692966217977_64,6a7w-VB42,3B8PE
std_Fu6h-9Fde_1692966225841_74,Fu6h-9Fde,3B8PE
std_vLs6-9moZ_1692966216943_79,vLs6-9moZ,3B8PE
std_goVE-uU7o_1692966219737_55,goVE-uU7o,3B8PE
std_qWn7-4wNp_1692966223770_78,qWn7-4wNp,3B8PE
std_ZE37-yw48_1692966225693_75,ZE37-yw48,3B8PE
std_Mr6i-2tpR_1692966225123_70,Mr6i-2tpR,3B8PE
std_96nr-379m_1692966223165_82,96nr-379m,3B8PE
std_zR7X-8n79_1692966230821_86,zR7X-8n79,3B8PE
std_4io3-mxV2_1692966227124_85,4io3-mxV2,3B8PE
std_Bph4-9v4A_1692966224937_58,Bph4-9v4A,3B8PE
std_98wF-dR2P_1692966223892_89,98wF-dR2P,3B8PE
std_43Td-uR8H_1692966233481_53,43Td-uR8H,3B8PE
std_oU9X-9T43_1692966229102_62,oU9X-9T43,3B8PE
std_9sm2-CDch_1692966225640_63,9sm2-CDch,3B8PE
std_8BzY-Tvjf_1692966232769_49,8BzY-Tvjf,3B8PE
std_TWZR-dypg_1692966232720_66,TWZR-dypg,3B8PE
std_9tkp-HZp6_1692966233677_52,9tkp-HZp6,3B8PE
std_qa6d-8FtA_1692966230950_73,qa6d-8FtA,3B8PE
std_nEgv-nMRZ_1692966228969_77,nEgv-nMRZ,3B8PE
std_2qKT-pN9n_1692966228941_51,2qKT-pN9n,3B8PE
std_uzQx-9xJn_1692966230010_56,uzQx-9xJn,3B8PE
std_73w4-NY9R_1692966236165_50,73w4-NY9R,3B8PE
