extuserid,itemcode
perf_std_ch20_1811_1_58,156275211655615627521966161566199232067
perf_std_ch20_1811_1_59,156275211655615627521966161566199232067
perf_std_ch20_1811_1_60,156275211655615627521966161566199232067
perf_std_ch20_1811_1_61,156275211655615627521966161566199232067
perf_std_ch20_1811_1_62,156275211655615627521966161566199232067
perf_std_ch20_1811_1_63,156275211655615627521966161566199232067
perf_std_ch20_1811_1_64,156275211655615627521966161566199232067
perf_std_ch20_1811_1_65,156275211655615627521966161566199232067
perf_std_ch20_1811_1_66,156275211655615627521966161566199232067
perf_std_ch20_1811_1_67,156275211655615627521966161566199232067
perf_std_ch20_1811_1_68,156275211655615627521966161566199232067
perf_std_ch20_1811_1_69,156275211655615627521966161566199232067
perf_std_ch20_1811_1_70,156275211655615627521966161566199232067
perf_std_ch20_1811_1_71,156275211655615627521966161566199232067
perf_std_ch20_1811_1_72,156275211655615627521966161566199232067
perf_std_ch20_1811_1_73,156275211655615627521966161566199232067
perf_std_ch20_1811_1_74,156275211655615627521966161566199232067
perf_std_ch20_1811_1_75,156275211655615627521966161566199232067
perf_std_ch20_1811_1_76,156275211655615627521966161566199232067
perf_std_ch20_1811_1_77,156275211655615627521966161566199232067
perf_std_ch20_1811_1_78,156275211655615627521966161566199232067
perf_std_ch20_1811_1_79,156275211655615627521966161566199232067
perf_std_ch20_1811_1_80,156275211655615627521966161566199232067
perf_std_ch20_1811_1_81,156275211655615627521966161566199232067
perf_std_ch20_1811_1_82,156275211655615627521966161566199232067
perf_std_ch20_1811_1_83,156275211655615627521966161566199232067
perf_std_ch20_1811_1_84,156275211655615627521966161566199232067
perf_std_ch20_1811_1_85,156275211655615627521966161566199232067
perf_std_ch20_1811_1_86,156275211655615627521966161566199232067
perf_std_ch20_1811_1_87,156275211655615627521966161566199232067
perf_std_ch20_1811_1_88,156275211655615627521966161566199232067
perf_std_ch20_1811_1_89,156275211655615627521966161566199232067
perf_std_ch20_1811_1_90,156275211655615627521966161566199232067
perf_std_ch20_1811_1_91,156275211655615627521966161566199232067
perf_std_ch20_1811_1_92,156275211655615627521966161566199232067
perf_std_ch20_1811_1_93,156275211655615627521966161566199232067
perf_std_ch20_1811_1_94,156275211655615627521966161566199232067
perf_std_ch20_1811_1_95,156275211655615627521966161566199232067
perf_std_ch20_1811_1_96,156275211655615627521966161566199232067
perf_std_ch20_1811_1_97,156275211655615627521966161566199232067
perf_std_ch20_1811_1_98,156275211655615627521966161566199232067
perf_std_ch20_1811_1_99,156275211655615627521966161566199232067
perf_std_ch20_1811_1_100,156275211655615627521966161566199232067
perf_std_ch20_1811_1_101,156275211655615627521966161566199232067
perf_std_ch20_1811_1_102,156275211655615627521966161566199232067
perf_std_ch20_1811_1_103,156275211655615627521966161566199232067
perf_std_ch20_1811_1_104,156275211655615627521966161566199232067
perf_std_ch20_1811_1_105,156275211655615627521966161566199232067
perf_std_ch20_1811_1_106,156275211655615627521966161566199232067
perf_std_ch20_1811_1_107,156275211655615627521966161566199232067
perf_std_ch20_1811_1_108,156275211655615627521966161566199232067
perf_std_ch20_1811_1_109,156275211655615627521966161566199232067
perf_std_ch20_1811_1_110,156275211655615627521966161566199232067
perf_std_ch20_1811_1_111,156275211655615627521966161566199232067
perf_std_ch20_1811_1_112,156275211655615627521966161566199232067
perf_std_ch20_1811_1_113,156275211655615627521966161566199232067
perf_std_ch20_1811_1_114,156275211655615627521966161566199232067
perf_std_ch20_1811_1_115,156275211655615627521966161566199232067
perf_std_ch20_1811_1_116,156275211655615627521966161566199232067
perf_std_ch20_1811_1_117,156275211655615627521966161566199232067
perf_std_ch20_1811_1_118,156275211655615627521966161566199232067
perf_std_ch20_1811_1_119,156275211655615627521966161566199232067
perf_std_ch20_1811_1_120,156275211655615627521966161566199232067
perf_std_ch20_1811_1_121,156275211655615627521966161566199232067
perf_std_ch20_1811_1_122,156275211655615627521966161566199232067
perf_std_ch20_1811_1_123,156275211655615627521966161566199232067
perf_std_ch20_1811_1_124,156275211655615627521966161566199232067
perf_std_ch20_1811_1_125,156275211655615627521966161566199232067
perf_std_ch20_1811_1_126,156275211655615627521966161566199232067
perf_std_ch20_1811_1_127,156275211655615627521966161566199232067
perf_std_ch20_1811_1_128,156275211655615627521966161566199232067
perf_std_ch20_1811_1_129,156275211655615627521966161566199232067
perf_std_ch20_1811_1_130,156275211655615627521966161566199232067
perf_std_ch20_1811_1_131,156275211655615627521966161566199232067
perf_std_ch20_1811_1_132,156275211655615627521966161566199232067
perf_std_ch20_1811_1_133,156275211655615627521966161566199232067
perf_std_ch20_1811_1_134,156275211655615627521966161566199232067
perf_std_ch20_1811_1_135,156275211655615627521966161566199232067
perf_std_ch20_1811_1_136,156275211655615627521966161566199232067
perf_std_ch20_1811_1_137,156275211655615627521966161566199232067
perf_std_ch20_1811_1_138,156275211655615627521966161566199232067
perf_std_ch20_1811_1_139,156275211655615627521966161566199232067
perf_std_ch20_1811_1_140,156275211655615627521966161566199232067
perf_std_ch20_1811_1_141,156275211655615627521966161566199232067
perf_std_ch20_1811_1_142,156275211655615627521966161566199232067
perf_std_ch20_1811_1_143,156275211655615627521966161566199232067
perf_std_ch20_1811_1_144,156275211655615627521966161566199232067
perf_std_ch20_1811_1_145,156275211655615627521966161566199232067
perf_std_ch20_1811_1_146,156275211655615627521966161566199232067
perf_std_ch20_1811_1_147,156275211655615627521966161566199232067
perf_std_ch20_1811_1_148,156275211655615627521966161566199232067
perf_std_ch20_1811_1_149,156275211655615627521966161566199232067
perf_std_ch20_1811_1_150,156275211655615627521966161566199232067
perf_std_ch20_1811_1_151,156275211655615627521966161566199232067
perf_std_ch20_1811_1_152,156275211655615627521966161566199232067
perf_std_ch20_1811_1_153,156275211655615627521966161566199232067
perf_std_ch20_1811_1_154,156275211655615627521966161566199232067
perf_std_ch20_1811_1_155,156275211655615627521966161566199232067
perf_std_ch20_1811_1_156,156275211655615627521966161566199232067
perf_std_ch20_1811_1_157,156275211655615627521966161566199232067
perf_std_ch20_1811_1_158,156275211655615627521966161566199232067
perf_std_ch20_1811_1_159,156275211655615627521966161566199232067
perf_std_ch20_1811_1_160,156275211655615627521966161566199232067
perf_std_ch20_1811_1_161,156275211655615627521966161566199232067
perf_std_ch20_1811_1_162,156275211655615627521966161566199232067
perf_std_ch20_1811_1_163,156275211655615627521966161566199232067
perf_std_ch20_1811_1_164,156275211655615627521966161566199232067
perf_std_ch20_1811_1_165,156275211655615627521966161566199232067
perf_std_ch20_1811_1_166,156275211655615627521966161566199232067
perf_std_ch20_1811_1_167,156275211655615627521966161566199232067
perf_std_ch20_1811_1_168,156275211655615627521966161566199232067
perf_std_ch20_1811_1_169,156275211655615627521966161566199232067
perf_std_ch20_1811_1_170,156275211655615627521966161566199232067
perf_std_ch20_1811_1_171,156275211655615627521966161566199232067
perf_std_ch20_1811_1_172,156275211655615627521966161566199232067
perf_std_ch20_1811_1_173,156275211655615627521966161566199232067
perf_std_ch20_1811_1_174,156275211655615627521966161566199232067
perf_std_ch20_1811_1_175,156275211655615627521966161566199232067
perf_std_ch20_1811_1_176,156275211655615627521966161566199232067
perf_std_ch20_1811_1_177,156275211655615627521966161566199232067
perf_std_ch20_1811_1_178,156275211655615627521966161566199232067
perf_std_ch20_1811_1_179,156275211655615627521966161566199232067
perf_std_ch20_1811_1_180,156275211655615627521966161566199232067
perf_std_ch20_1811_1_181,156275211655615627521966161566199232067
perf_std_ch20_1811_1_182,156275211655615627521966161566199232067
perf_std_ch20_1811_1_183,156275211655615627521966161566199232067
perf_std_ch20_1811_1_184,156275211655615627521966161566199232067
perf_std_ch20_1811_1_185,156275211655615627521966161566199232067
perf_std_ch20_1811_1_186,156275211655615627521966161566199232067
perf_std_ch20_1811_1_187,156275211655615627521966161566199232067
perf_std_ch20_1811_1_188,156275211655615627521966161566199232067
perf_std_ch20_1811_1_189,156275211655615627521966161566199232067
perf_std_ch20_1811_1_190,156275211655615627521966161566199232067
perf_std_ch20_1811_1_191,156275211655615627521966161566199232067
perf_std_ch20_1811_1_192,156275211655615627521966161566199232067
perf_std_ch20_1811_1_193,156275211655615627521966161566199232067
perf_std_ch20_1811_1_194,156275211655615627521966161566199232067
perf_std_ch20_1811_1_195,156275211655615627521966161566199232067
perf_std_ch20_1811_1_196,156275211655615627521966161566199232067
perf_std_ch20_1811_1_197,156275211655615627521966161566199232067
perf_std_ch20_1811_1_198,156275211655615627521966161566199232067
perf_std_ch20_1811_1_199,156275211655615627521966161566199232067
perf_std_ch20_1811_1_200,156275211655615627521966161566199232067
perf_std_ch20_1811_1_201,156275211655615627521966161566199232067
perf_std_ch20_1811_1_202,156275211655615627521966161566199232067
perf_std_ch20_1811_1_203,156275211655615627521966161566199232067
perf_std_ch20_1811_1_204,156275211655615627521966161566199232067
perf_std_ch20_1811_1_205,156275211655615627521966161566199232067
perf_std_ch20_1811_1_206,156275211655615627521966161566199232067
perf_std_ch20_1811_1_207,156275211655615627521966161566199232067
perf_std_ch20_1811_1_208,156275211655615627521966161566199232067
perf_std_ch20_1811_1_209,156275211655615627521966161566199232067
perf_std_ch20_1811_1_210,156275211655615627521966161566199232067
perf_std_ch20_1811_1_211,156275211655615627521966161566199232067
perf_std_ch20_1811_1_212,156275211655615627521966161566199232067
perf_std_ch20_1811_1_213,156275211655615627521966161566199232067
perf_std_ch20_1811_1_214,156275211655615627521966161566199232067
perf_std_ch20_1811_1_215,156275211655615627521966161566199232067
perf_std_ch20_1811_1_216,156275211655615627521966161566199232067
perf_std_ch20_1811_1_217,156275211655615627521966161566199232067
perf_std_ch20_1811_1_218,156275211655615627521966161566199232067
perf_std_ch20_1811_1_219,156275211655615627521966161566199232067
perf_std_ch20_1811_1_220,156275211655615627521966161566199232067
perf_std_ch20_1811_1_221,156275211655615627521966161566199232067
perf_std_ch20_1811_1_222,156275211655615627521966161566199232067
perf_std_ch20_1811_1_223,156275211655615627521966161566199232067
perf_std_ch20_1811_1_224,156275211655615627521966161566199232067
perf_std_ch20_1811_1_225,156275211655615627521966161566199232067
perf_std_ch20_1811_1_226,156275211655615627521966161566199232067
perf_std_ch20_1811_1_227,156275211655615627521966161566199232067
perf_std_ch20_1811_1_228,156275211655615627521966161566199232067
perf_std_ch20_1811_1_229,156275211655615627521966161566199232067
perf_std_ch20_1811_1_230,156275211655615627521966161566199232067
perf_std_ch20_1811_1_231,156275211655615627521966161566199232067
perf_std_ch20_1811_1_232,156275211655615627521966161566199232067
perf_std_ch20_1811_1_233,156275211655615627521966161566199232067
perf_std_ch20_1811_1_234,156275211655615627521966161566199232067
perf_std_ch20_1811_1_235,156275211655615627521966161566199232067
perf_std_ch20_1811_1_236,156275211655615627521966161566199232067
perf_std_ch20_1811_1_237,156275211655615627521966161566199232067
perf_std_ch20_1811_1_238,156275211655615627521966161566199232067
perf_std_ch20_1811_1_239,156275211655615627521966161566199232067
perf_std_ch20_1811_1_240,156275211655615627521966161566199232067
perf_std_ch20_1811_1_241,156275211655615627521966161566199232067
perf_std_ch20_1811_1_242,156275211655615627521966161566199232067
perf_std_ch20_1811_1_243,156275211655615627521966161566199232067
perf_std_ch20_1811_1_244,156275211655615627521966161566199232067
perf_std_ch20_1811_1_245,156275211655615627521966161566199232067
perf_std_ch20_1811_1_246,156275211655615627521966161566199232067
perf_std_ch20_1811_1_247,156275211655615627521966161566199232067
perf_std_ch20_1811_1_248,156275211655615627521966161566199232067
perf_std_ch20_1811_1_249,156275211655615627521966161566199232067
perf_std_ch20_1811_1_250,156275211655615627521966161566199232067
perf_std_ch20_1811_1_251,156275211655615627521966161566199232067
perf_std_ch20_1811_1_252,156275211655615627521966161566199232067
perf_std_ch20_1811_1_253,156275211655615627521966161566199232067
perf_std_ch20_1811_1_254,156275211655615627521966161566199232067
perf_std_ch20_1811_1_255,156275211655615627521966161566199232067
perf_std_ch20_1811_1_256,156275211655615627521966161566199232067
perf_std_ch20_1811_1_257,156275211655615627521966161566199232067
perf_std_ch20_1811_1_258,156275211655615627521966161566199232067
perf_std_ch20_1811_1_259,156275211655615627521966161566199232067
perf_std_ch20_1811_1_260,156275211655615627521966161566199232067
perf_std_ch20_1811_1_261,156275211655615627521966161566199232067
perf_std_ch20_1811_1_262,156275211655615627521966161566199232067
perf_std_ch20_1811_1_263,156275211655615627521966161566199232067
perf_std_ch20_1811_1_264,156275211655615627521966161566199232067
perf_std_ch20_1811_1_265,156275211655615627521966161566199232067
perf_std_ch20_1811_1_266,156275211655615627521966161566199232067
perf_std_ch20_1811_1_267,156275211655615627521966161566199232067
perf_std_ch20_1811_1_268,156275211655615627521966161566199232067
perf_std_ch20_1811_1_269,156275211655615627521966161566199232067
perf_std_ch20_1811_1_270,156275211655615627521966161566199232067
perf_std_ch20_1811_1_271,156275211655615627521966161566199232067
perf_std_ch20_1811_1_272,156275211655615627521966161566199232067
perf_std_ch20_1811_1_273,156275211655615627521966161566199232067
perf_std_ch20_1811_1_274,156275211655615627521966161566199232067
perf_std_ch20_1811_1_275,156275211655615627521966161566199232067
perf_std_ch20_1811_1_276,156275211655615627521966161566199232067
perf_std_ch20_1811_1_277,156275211655615627521966161566199232067
perf_std_ch20_1811_1_278,156275211655615627521966161566199232067
perf_std_ch20_1811_1_279,156275211655615627521966161566199232067
perf_std_ch20_1811_1_280,156275211655615627521966161566199232067
perf_std_ch20_1811_1_281,156275211655615627521966161566199232067
perf_std_ch20_1811_1_282,156275211655615627521966161566199232067
perf_std_ch20_1811_1_283,156275211655615627521966161566199232067
perf_std_ch20_1811_1_284,156275211655615627521966161566199232067
perf_std_ch20_1811_1_285,156275211655615627521966161566199232067
perf_std_ch20_1811_1_286,156275211655615627521966161566199232067
perf_std_ch20_1811_1_287,156275211655615627521966161566199232067
perf_std_ch20_1811_1_288,156275211655615627521966161566199232067
perf_std_ch20_1811_1_289,156275211655615627521966161566199232067
perf_std_ch20_1811_1_290,156275211655615627521966161566199232067
perf_std_ch20_1811_1_291,156275211655615627521966161566199232067
perf_std_ch20_1811_1_292,156275211655615627521966161566199232067
perf_std_ch20_1811_1_293,156275211655615627521966161566199232067
perf_std_ch20_1811_1_294,156275211655615627521966161566199232067
perf_std_ch20_1811_1_295,156275211655615627521966161566199232067
perf_std_ch20_1811_1_296,156275211655615627521966161566199232067
perf_std_ch20_1811_1_297,156275211655615627521966161566199232067
perf_std_ch20_1811_1_298,156275211655615627521966161566199232067
perf_std_ch20_1811_1_299,156275211655615627521966161566199232067
perf_std_ch20_1811_1_300,156275211655615627521966161566199232067
perf_std_ch20_1811_1_301,156275211655615627521966161566199232067
perf_std_ch20_1811_1_302,156275211655615627521966161566199232067
perf_std_ch20_1811_1_303,156275211655615627521966161566199232067
perf_std_ch20_1811_1_304,156275211655615627521966161566199232067
perf_std_ch20_1811_1_305,156275211655615627521966161566199232067
perf_std_ch20_1811_1_306,156275211655615627521966161566199232067
perf_std_ch20_1811_1_307,156275211655615627521966161566199232067
perf_std_ch20_1811_1_308,156275211655615627521966161566199232067
perf_std_ch20_1811_1_309,156275211655615627521966161566199232067
perf_std_ch20_1811_1_310,156275211655615627521966161566199232067
perf_std_ch20_1811_1_311,156275211655615627521966161566199232067
perf_std_ch20_1811_1_312,156275211655615627521966161566199232067
perf_std_ch20_1811_1_313,156275211655615627521966161566199232067
perf_std_ch20_1811_1_314,156275211655615627521966161566199232067
perf_std_ch20_1811_1_315,156275211655615627521966161566199232067
perf_std_ch20_1811_1_316,156275211655615627521966161566199232067
perf_std_ch20_1811_1_317,156275211655615627521966161566199232067
perf_std_ch20_1811_1_318,156275211655615627521966161566199232067
perf_std_ch20_1811_1_319,156275211655615627521966161566199232067
perf_std_ch20_1811_1_320,156275211655615627521966161566199232067
perf_std_ch20_1811_1_321,156275211655615627521966161566199232067
perf_std_ch20_1811_1_322,156275211655615627521966161566199232067
perf_std_ch20_1811_1_323,156275211655615627521966161566199232067
perf_std_ch20_1811_1_324,156275211655615627521966161566199232067
perf_std_ch20_1811_1_325,156275211655615627521966161566199232067
perf_std_ch20_1811_1_326,156275211655615627521966161566199232067
perf_std_ch20_1811_1_327,156275211655615627521966161566199232067
perf_std_ch20_1811_1_328,156275211655615627521966161566199232067
perf_std_ch20_1811_1_329,156275211655615627521966161566199232067
perf_std_ch20_1811_1_330,156275211655615627521966161566199232067
perf_std_ch20_1811_1_331,156275211655615627521966161566199232067
perf_std_ch20_1811_1_332,156275211655615627521966161566199232067
perf_std_ch20_1811_1_333,156275211655615627521966161566199232067
perf_std_ch20_1811_1_334,156275211655615627521966161566199232067
perf_std_ch20_1811_1_335,156275211655615627521966161566199232067
perf_std_ch20_1811_1_336,156275211655615627521966161566199232067
perf_std_ch20_1811_1_337,156275211655615627521966161566199232067
perf_std_ch20_1811_1_338,156275211655615627521966161566199232067
perf_std_ch20_1811_1_339,156275211655615627521966161566199232067
perf_std_ch20_1811_1_340,156275211655615627521966161566199232067
perf_std_ch20_1811_1_341,156275211655615627521966161566199232067
perf_std_ch20_1811_1_342,156275211655615627521966161566199232067
perf_std_ch20_1811_1_343,156275211655615627521966161566199232067
perf_std_ch20_1811_1_344,156275211655615627521966161566199232067
perf_std_ch20_1811_1_345,156275211655615627521966161566199232067
perf_std_ch20_1811_1_346,156275211655615627521966161566199232067
perf_std_ch20_1811_1_347,156275211655615627521966161566199232067
perf_std_ch20_1811_1_348,156275211655615627521966161566199232067
perf_std_ch20_1811_1_349,156275211655615627521966161566199232067
perf_std_ch20_1811_1_350,156275211655615627521966161566199232067
perf_std_ch20_1811_1_351,156275211655615627521966161566199232067
perf_std_ch20_1811_1_352,156275211655615627521966161566199232067
perf_std_ch20_1811_1_353,156275211655615627521966161566199232067
perf_std_ch20_1811_1_354,156275211655615627521966161566199232067
perf_std_ch20_1811_1_355,156275211655615627521966161566199232067
perf_std_ch20_1811_1_356,156275211655615627521966161566199232067
perf_std_ch20_1811_1_357,156275211655615627521966161566199232067
perf_std_ch20_1811_1_358,156275211655615627521966161566199232067
perf_std_ch20_1811_1_359,156275211655615627521966161566199232067
perf_std_ch20_1811_1_360,156275211655615627521966161566199232067
perf_std_ch20_1811_1_361,156275211655615627521966161566199232067
perf_std_ch20_1811_1_362,156275211655615627521966161566199232067
perf_std_ch20_1811_1_363,156275211655615627521966161566199232067
perf_std_ch20_1811_1_364,156275211655615627521966161566199232067
perf_std_ch20_1811_1_365,156275211655615627521966161566199232067
perf_std_ch20_1811_1_366,156275211655615627521966161566199232067
perf_std_ch20_1811_1_367,156275211655615627521966161566199232067
perf_std_ch20_1811_1_368,156275211655615627521966161566199232067
perf_std_ch20_1811_1_369,156275211655615627521966161566199232067
perf_std_ch20_1811_1_370,156275211655615627521966161566199232067
perf_std_ch20_1811_1_371,156275211655615627521966161566199232067
perf_std_ch20_1811_1_372,156275211655615627521966161566199232067
perf_std_ch20_1811_1_373,156275211655615627521966161566199232067
perf_std_ch20_1811_1_374,156275211655615627521966161566199232067
perf_std_ch20_1811_1_375,156275211655615627521966161566199232067
perf_std_ch20_1811_1_376,156275211655615627521966161566199232067
perf_std_ch20_1811_1_377,156275211655615627521966161566199232067
perf_std_ch20_1811_1_378,156275211655615627521966161566199232067
perf_std_ch20_1811_1_379,156275211655615627521966161566199232067
perf_std_ch20_1811_1_380,156275211655615627521966161566199232067
perf_std_ch20_1811_1_381,156275211655615627521966161566199232067
perf_std_ch20_1811_1_382,156275211655615627521966161566199232067
perf_std_ch20_1811_1_383,156275211655615627521966161566199232067
perf_std_ch20_1811_1_384,156275211655615627521966161566199232067
perf_std_ch20_1811_1_385,156275211655615627521966161566199232067
perf_std_ch20_1811_1_386,156275211655615627521966161566199232067
perf_std_ch20_1811_1_387,156275211655615627521966161566199232067
perf_std_ch20_1811_1_388,156275211655615627521966161566199232067
perf_std_ch20_1811_1_389,156275211655615627521966161566199232067
perf_std_ch20_1811_1_390,156275211655615627521966161566199232067
perf_std_ch20_1811_1_391,156275211655615627521966161566199232067
perf_std_ch20_1811_1_392,156275211655615627521966161566199232067
perf_std_ch20_1811_1_393,156275211655615627521966161566199232067
perf_std_ch20_1811_1_394,156275211655615627521966161566199232067
perf_std_ch20_1811_1_395,156275211655615627521966161566199232067
perf_std_ch20_1811_1_396,156275211655615627521966161566199232067
perf_std_ch20_1811_1_397,156275211655615627521966161566199232067
perf_std_ch20_1811_1_398,156275211655615627521966161566199232067
perf_std_ch20_1811_1_399,156275211655615627521966161566199232067
perf_std_ch20_1811_1_400,156275211655615627521966161566199232067
perf_std_ch20_1811_1_401,156275211655615627521966161566199232067
perf_std_ch20_1811_1_402,156275211655615627521966161566199232067
perf_std_ch20_1811_1_403,156275211655615627521966161566199232067
perf_std_ch20_1811_1_404,156275211655615627521966161566199232067
perf_std_ch20_1811_1_405,156275211655615627521966161566199232067
perf_std_ch20_1811_1_406,156275211655615627521966161566199232067
perf_std_ch20_1811_1_407,156275211655615627521966161566199232067
perf_std_ch20_1811_1_408,156275211655615627521966161566199232067
perf_std_ch20_1811_1_409,156275211655615627521966161566199232067
perf_std_ch20_1811_1_410,156275211655615627521966161566199232067
perf_std_ch20_1811_1_411,156275211655615627521966161566199232067
perf_std_ch20_1811_1_412,156275211655615627521966161566199232067
perf_std_ch20_1811_1_413,156275211655615627521966161566199232067
perf_std_ch20_1811_1_414,156275211655615627521966161566199232067
perf_std_ch20_1811_1_415,156275211655615627521966161566199232067
perf_std_ch20_1811_1_416,156275211655615627521966161566199232067
perf_std_ch20_1811_1_417,156275211655615627521966161566199232067
perf_std_ch20_1811_1_418,156275211655615627521966161566199232067
perf_std_ch20_1811_1_419,156275211655615627521966161566199232067
perf_std_ch20_1811_1_420,156275211655615627521966161566199232067
perf_std_ch20_1811_1_421,156275211655615627521966161566199232067
perf_std_ch20_1811_1_422,156275211655615627521966161566199232067
perf_std_ch20_1811_1_423,156275211655615627521966161566199232067
perf_std_ch20_1811_1_424,156275211655615627521966161566199232067
perf_std_ch20_1811_1_425,156275211655615627521966161566199232067
perf_std_ch20_1811_1_426,156275211655615627521966161566199232067
perf_std_ch20_1811_1_427,156275211655615627521966161566199232067
perf_std_ch20_1811_1_428,156275211655615627521966161566199232067
perf_std_ch20_1811_1_429,156275211655615627521966161566199232067
perf_std_ch20_1811_1_430,156275211655615627521966161566199232067
perf_std_ch20_1811_1_431,156275211655615627521966161566199232067
perf_std_ch20_1811_1_432,156275211655615627521966161566199232067
perf_std_ch20_1811_1_433,156275211655615627521966161566199232067
perf_std_ch20_1811_1_434,156275211655615627521966161566199232067
perf_std_ch20_1811_1_435,156275211655615627521966161566199232067
perf_std_ch20_1811_1_436,156275211655615627521966161566199232067
perf_std_ch20_1811_1_437,156275211655615627521966161566199232067
perf_std_ch20_1811_1_438,156275211655615627521966161566199232067
perf_std_ch20_1811_1_439,156275211655615627521966161566199232067
perf_std_ch20_1811_1_440,156275211655615627521966161566199232067
perf_std_ch20_1811_1_441,156275211655615627521966161566199232067
perf_std_ch20_1811_1_442,156275211655615627521966161566199232067
perf_std_ch20_1811_1_443,156275211655615627521966161566199232067
perf_std_ch20_1811_1_444,156275211655615627521966161566199232067
perf_std_ch20_1811_1_445,156275211655615627521966161566199232067
perf_std_ch20_1811_1_446,156275211655615627521966161566199232067
perf_std_ch20_1811_1_447,156275211655615627521966161566199232067
perf_std_ch20_1811_1_448,156275211655615627521966161566199232067
perf_std_ch20_1811_1_449,156275211655615627521966161566199232067
perf_std_ch20_1811_1_450,156275211655615627521966161566199232067
perf_std_ch20_1811_1_451,156275211655615627521966161566199232067
perf_std_ch20_1811_1_452,156275211655615627521966161566199232067
perf_std_ch20_1811_1_453,156275211655615627521966161566199232067
perf_std_ch20_1811_1_454,156275211655615627521966161566199232067
perf_std_ch20_1811_1_455,156275211655615627521966161566199232067
perf_std_ch20_1811_1_456,156275211655615627521966161566199232067
perf_std_ch20_1811_1_457,156275211655615627521966161566199232067
perf_std_ch20_1811_1_458,156275211655615627521966161566199232067
perf_std_ch20_1811_1_459,156275211655615627521966161566199232067
perf_std_ch20_1811_1_460,156275211655615627521966161566199232067
perf_std_ch20_1811_1_461,156275211655615627521966161566199232067
perf_std_ch20_1811_1_462,156275211655615627521966161566199232067
perf_std_ch20_1811_1_463,156275211655615627521966161566199232067
perf_std_ch20_1811_1_464,156275211655615627521966161566199232067
perf_std_ch20_1811_1_465,156275211655615627521966161566199232067
perf_std_ch20_1811_1_466,156275211655615627521966161566199232067
