tchextid,stduuid,extuserid,groupid
tch_20230818-233633_249,27b6413c-5e0d-4a6f-bf5e-78aa431066f1,std_1692387324510_249,26d9eab7-60df-4f77-b645-abc34fe43047
tch_20230818-233633_250,7b8653b5-bbe0-49a5-9902-d46bd8388b32,std_1692387305396_250,5c16c041-5b2f-4b95-930f-4d27b62a895b
tch_20230818-233633_248,1baeff0b-f805-4f8c-912a-c645c05ba70d,std_1692387410328_248,b87a72a3-f328-4f14-9fb3-d321168489a3
tch_20230818-233633_249,b70adaea-8fc0-4f4b-9803-a5c8ec239dd4,std_1692387296613_249,26d9eab7-60df-4f77-b645-abc34fe43047
tch_20230818-233633_250,cf87fb0b-d6c1-4746-af2c-b7224f7defa8,std_1692387277302_250,7a628380-78ce-4b55-894a-bc6f4b5a6786
tch_20230818-233633_248,4a81e392-c370-459c-830e-35310bd97b5e,std_1692387381586_248,b1cd206e-2708-4ea7-8d7d-1ff4202471fe
tch_20230818-233633_247,1cce54c8-1c95-4479-898b-28c718cefaa2,std_1692387491377_247,414745b9-0335-4233-a591-1d9d1643d51c
tch_20230818-233633_250,8d5f6699-d7d6-43a0-9065-e2d7c8bae774,std_1692387251330_250,7a628380-78ce-4b55-894a-bc6f4b5a6786
tch_20230818-233633_248,7ad4c042-bc76-4ac0-b638-1cc5e8e05371,std_1692387356506_248,b1cd206e-2708-4ea7-8d7d-1ff4202471fe
tch_20230818-233633_249,c75d572b-962a-4419-ab41-01c8e022aff9,std_1692387270291_249,4256a236-1211-4dd1-a90c-83454c29a98f
tch_20230818-233633_247,edc98a2c-d01f-410e-afbb-58b0c3c64025,std_1692387463787_247,414745b9-0335-4233-a591-1d9d1643d51c
tch_20230818-233633_250,63e69a58-9c89-486b-baba-cc305962be7c,std_1692387223449_250,7a628380-78ce-4b55-894a-bc6f4b5a6786
tch_20230818-233633_249,9af8a559-30dc-4cc4-b01a-b98ecc5885c9,std_1692387243218_249,4256a236-1211-4dd1-a90c-83454c29a98f
tch_20230818-233633_248,5bac55de-8528-41fc-bbb7-d0f3c6427c42,std_1692387327707_248,b1cd206e-2708-4ea7-8d7d-1ff4202471fe
tch_20230818-233633_247,65f2f95f-616b-406c-baed-89621ac193ec,std_1692387438465_247,414745b9-0335-4233-a591-1d9d1643d51c
tch_20230818-233633_250,f2befcd5-061c-43ec-b506-69c7e875b27f,std_1692387200697_250,7a628380-78ce-4b55-894a-bc6f4b5a6786
tch_20230818-233633_248,7a74d621-4165-4173-ac02-021e7803b7da,std_1692387301261_248,b1cd206e-2708-4ea7-8d7d-1ff4202471fe
tch_20230818-233633_249,62ecae2e-7029-46ff-9f63-1c4878969337,std_1692387215493_249,4256a236-1211-4dd1-a90c-83454c29a98f
tch_20230818-233633_247,a397a83a-9aa5-4088-90a7-69b532791c7a,std_1692387413578_247,414745b9-0335-4233-a591-1d9d1643d51c
tch_20230818-233633_250,6b7616c6-7054-4f57-b848-2a05f30e4af0,std_1692387178185_250,7a628380-78ce-4b55-894a-bc6f4b5a6786
tch_20230818-233633_248,7e13071f-d390-40b0-b5fa-bb4a7f583009,std_1692387274360_248,b1cd206e-2708-4ea7-8d7d-1ff4202471fe
tch_20230818-233633_249,a7371af1-f66a-4235-b3a0-78feb88ec5f3,std_1692387189576_249,4256a236-1211-4dd1-a90c-83454c29a98f
tch_20230818-233633_247,4c7c18d7-4ace-4c8c-b481-744080e260f2,std_1692387388329_247,414745b9-0335-4233-a591-1d9d1643d51c
tch_20230818-233633_249,a5c8f11d-4e0b-4a97-9d1d-d7a67c6e6660,std_1692387160673_249,4256a236-1211-4dd1-a90c-83454c29a98f
tch_20230818-233633_246,053bcd9a-031e-42b0-8ff9-a57d3c8a9a53,std_1692387468251_246,c852a9fc-93df-4318-aeb2-8b0c7cf2da47
tch_20230818-233633_246,f10f7e43-ac0f-4a81-a977-e4861ddf9774,std_1692387440006_246,c852a9fc-93df-4318-aeb2-8b0c7cf2da47
tch_20230818-233633_247,89322c67-4a4e-4758-8980-ac460fd47098,std_1692387361107_247,11957781-30c3-4ada-80d0-6d001e8a67b1
tch_20230818-233633_250,8ac7d820-2629-4ac7-a90e-9463af0135c3,std_1692387151663_250,6b2061d9-f2df-46f2-8570-c6edefff5a00
tch_20230818-233633_246,eb995846-bb7f-47db-adb9-b94e709926e8,std_1692387415003_246,c852a9fc-93df-4318-aeb2-8b0c7cf2da47
tch_20230818-233633_248,29a849fc-9778-4f69-a9c4-4c0819554dda,std_1692387244961_248,e61df8a7-c321-4074-86cd-1910e3fd7167
tch_20230818-233633_247,168006e9-336f-4929-ac18-8b7a635fa037,std_1692387335176_247,11957781-30c3-4ada-80d0-6d001e8a67b1
tch_20230818-233633_250,42a52fdd-9c5f-4393-a51e-27784edf5350,std_1692387128314_250,6b2061d9-f2df-46f2-8570-c6edefff5a00
tch_20230818-233633_246,7afca6ab-8d4b-4936-bbe4-1e562946db1a,std_1692387389098_246,c852a9fc-93df-4318-aeb2-8b0c7cf2da47
tch_20230818-233633_248,a857fb41-4455-4e4d-9e91-231d4c991830,std_1692387221483_248,e61df8a7-c321-4074-86cd-1910e3fd7167
tch_20230818-233633_247,7b1f1a64-2a4c-46d2-a01a-188ee57f6cbd,std_1692387309522_247,11957781-30c3-4ada-80d0-6d001e8a67b1
tch_20230818-233633_249,285f2dfd-045c-4394-b606-0e66a7826de5,std_1692387135513_249,cbf0d17e-fbf2-48b2-8d34-3947c898eba8
tch_20230818-233633_246,4937536e-1ad6-4a64-92ab-080edaf36a23,std_1692387364152_246,c852a9fc-93df-4318-aeb2-8b0c7cf2da47
tch_20230818-233633_250,e585e390-d95b-4405-a692-cbd643b8924b,std_1692387102020_250,6b2061d9-f2df-46f2-8570-c6edefff5a00
tch_20230818-233633_248,b2f63313-1eff-4d78-b6a7-8e5f91d0ae9c,std_1692387191600_248,e61df8a7-c321-4074-86cd-1910e3fd7167
tch_20230818-233633_247,b1b2f25e-1883-4425-b280-b91934415c74,std_1692387281740_247,11957781-30c3-4ada-80d0-6d001e8a67b1
tch_20230818-233633_249,a1e07b05-8ff0-41b7-af79-722a211bf498,std_1692387110709_249,cbf0d17e-fbf2-48b2-8d34-3947c898eba8
tch_20230818-233633_250,d6ebfc73-ecd7-44b5-b64c-66e537d74f79,std_1692387074869_250,6b2061d9-f2df-46f2-8570-c6edefff5a00
tch_20230818-233633_248,f2cb07cf-7479-40fd-a5b5-b0464f4d3490,std_1692387166212_248,e61df8a7-c321-4074-86cd-1910e3fd7167
tch_20230818-233633_247,feec932f-c9b5-4477-8508-41c72868f8b1,std_1692387251397_247,11957781-30c3-4ada-80d0-6d001e8a67b1
tch_20230818-233633_250,2746a4c4-fea0-49c0-9e86-016b8ce40e50,std_1692387048784_250,6b2061d9-f2df-46f2-8570-c6edefff5a00
tch_20230818-233633_249,6a2372f1-fcf1-423b-a385-69f480c42cc5,std_1692387084557_249,cbf0d17e-fbf2-48b2-8d34-3947c898eba8
tch_20230818-233633_248,b1082bb3-97d7-4127-bec6-f390b30fe1f1,std_1692387142819_248,e61df8a7-c321-4074-86cd-1910e3fd7167
tch_20230818-233633_245,050c5dbf-d45d-4cd8-82a7-9d7feed03d2f,std_1692387447865_245,8ea8fc61-be4d-47c3-9624-028d99075d18
tch_20230818-233633_249,75e7cd60-87b4-4420-8bf5-753fc43b034f,std_1692387055424_249,cbf0d17e-fbf2-48b2-8d34-3947c898eba8
tch_20230818-233633_246,821df588-c2c4-4c5d-9b71-5aa39fdd355a,std_1692387335162_246,9c9cce3c-5c87-4745-a50b-d592ed65e94c
tch_20230818-233633_245,eac6565d-c25a-4e6f-9d22-80ffcfc5e1bf,std_1692387419538_245,8ea8fc61-be4d-47c3-9624-028d99075d18
tch_20230818-233633_249,a88190c2-30fb-4711-9416-37c29608e1e9,std_1692387028196_249,cbf0d17e-fbf2-48b2-8d34-3947c898eba8
tch_20230818-233633_246,be742009-0ded-4f10-bb89-81d52a0076dd,std_1692387306804_246,9c9cce3c-5c87-4745-a50b-d592ed65e94c
tch_20230818-233633_245,4c9116b5-da31-44f4-9633-5dfad5993849,std_1692387393060_245,8ea8fc61-be4d-47c3-9624-028d99075d18
tch_20230818-233633_247,d50d6c1f-1feb-431c-9c92-25279c9b1c5c,std_1692387226111_247,64a79eea-b250-4348-9948-c1ba2da7d83b
tch_20230818-233633_246,3ad5c8a6-203d-414c-8d79-1bfb01f02f7e,std_1692387280202_246,9c9cce3c-5c87-4745-a50b-d592ed65e94c
tch_20230818-233633_248,0ff535f8-9573-46db-92fa-3ee55f8635e8,std_1692387118283_248,8126f08a-c0dc-48af-92dc-93f9a4b1619e
tch_20230818-233633_245,99a84f3b-5839-4370-99aa-87b99fab32a0,std_1692387367651_245,8ea8fc61-be4d-47c3-9624-028d99075d18
tch_20230818-233633_247,a69964bc-c597-460b-aa44-47d4c8327a08,std_1692387197298_247,64a79eea-b250-4348-9948-c1ba2da7d83b
tch_20230818-233633_246,e6bcec03-f8d4-42f0-9157-69dabb224ff4,std_1692387255279_246,9c9cce3c-5c87-4745-a50b-d592ed65e94c
tch_20230818-233633_248,97d32ce9-1c12-4e30-9fc6-631c1dd7c888,std_1692387092217_248,8126f08a-c0dc-48af-92dc-93f9a4b1619e
tch_20230818-233633_245,797f2154-ee95-4d32-93fc-c73481a8da4d,std_1692387338077_245,8ea8fc61-be4d-47c3-9624-028d99075d18
tch_20230818-233633_247,7293cb33-b342-4c38-afc5-b269a42b4fef,std_1692387171425_247,64a79eea-b250-4348-9948-c1ba2da7d83b
tch_20230818-233633_246,ff47ab29-8975-43d3-9565-25ea60584382,std_1692387229771_246,9c9cce3c-5c87-4745-a50b-d592ed65e94c
tch_20230818-233633_248,a5aba2dd-6dca-4afd-b55f-c5c743eec29f,std_1692387066707_248,8126f08a-c0dc-48af-92dc-93f9a4b1619e
tch_20230818-233633_244,6d020867-ff22-4dcf-b2a4-e47866ac4e2e,std_1692387433372_244,ef831d48-c818-4dbe-88dc-848ab62220df
tch_20230818-233633_247,703240cf-8799-4018-b7c5-7e5d288dcc50,std_1692387145382_247,64a79eea-b250-4348-9948-c1ba2da7d83b
tch_20230818-233633_248,f7781424-9432-4278-89b8-e0010eec69b0,std_1692387035502_248,8126f08a-c0dc-48af-92dc-93f9a4b1619e
tch_20230818-233633_247,3bbe648d-517a-453d-b101-e32d57945431,std_1692387114445_247,64a79eea-b250-4348-9948-c1ba2da7d83b
tch_20230818-233633_244,b2514e3b-d201-4dbf-9916-412da14f4147,std_1692387406512_244,ef831d48-c818-4dbe-88dc-848ab62220df
tch_20230818-233633_248,70e12c8b-50a7-4cc0-a90a-4781afe58229,std_1692387006444_248,8126f08a-c0dc-48af-92dc-93f9a4b1619e
tch_20230818-233633_244,66b3cf9c-e88c-41da-8eac-1b5594a8a56d,std_1692387381167_244,ef831d48-c818-4dbe-88dc-848ab62220df
tch_20230818-233633_245,1527f0e0-0d1d-46d5-a569-e3fdfaabfc9c,std_1692387311507_245,4e477370-6247-4537-8e72-4cadc88d2529
tch_20230818-233633_246,5a9d1659-a56d-4a20-95fc-a1f0311850a4,std_1692387203175_246,9d817f11-f98f-45fb-ba72-ef4a352e8a10
tch_20230818-233633_244,9c44b23d-192f-4952-b37b-5e9637e11aa1,std_1692387352435_244,ef831d48-c818-4dbe-88dc-848ab62220df
tch_20230818-233633_245,dab93c87-00e1-466c-9ba7-8a5507f87a5d,std_1692387286151_245,4e477370-6247-4537-8e72-4cadc88d2529
tch_20230818-233633_243,791b15d8-51ce-40c2-b536-4a43132d0530,std_1692387414189_243,64717d8f-3214-441f-ac21-b0c877497bed
tch_20230818-233633_246,7ed079ac-c0de-4d4c-97b7-dc942f97eafc,std_1692387179119_246,9d817f11-f98f-45fb-ba72-ef4a352e8a10
tch_20230818-233633_244,243d1ac4-b02b-4bc5-80b5-94ef0346b43b,std_1692387328491_244,ef831d48-c818-4dbe-88dc-848ab62220df
tch_20230818-233633_245,55781d30-6334-422b-94d6-86d738050d4c,std_1692387259384_245,4e477370-6247-4537-8e72-4cadc88d2529
tch_20230818-233633_243,985ea356-2824-4a25-839f-c07d3c4db09f,std_1692387389586_243,64717d8f-3214-441f-ac21-b0c877497bed
tch_20230818-233633_246,f5519d6e-0500-40d6-8ef7-7775a764bd37,std_1692387149789_246,9d817f11-f98f-45fb-ba72-ef4a352e8a10
tch_20230818-233633_247,b0df6c98-1bf3-44d9-bc88-551dca44abe7,std_1692387088922_247,8b92e6a2-3b07-40ec-8956-289fff59b3a2
tch_20230818-233633_245,47fb4dbf-0f01-4ced-a545-b4b66461d80f,std_1692387233593_245,4e477370-6247-4537-8e72-4cadc88d2529
tch_20230818-233633_243,a69887e2-6698-44ed-8a98-42b0ea83ab44,std_1692387361002_243,64717d8f-3214-441f-ac21-b0c877497bed
tch_20230818-233633_247,bcf5a745-a56b-4347-a64a-742274b912c0,std_1692387060579_247,8b92e6a2-3b07-40ec-8956-289fff59b3a2
tch_20230818-233633_246,0ecd0807-0718-450f-be1c-64ea162914b6,std_1692387123804_246,9d817f11-f98f-45fb-ba72-ef4a352e8a10
tch_20230818-233633_245,c9ca5367-f0d2-4b19-bda7-78fbd07d3768,std_1692387208702_245,4e477370-6247-4537-8e72-4cadc88d2529
tch_20230818-233633_243,6f431ba0-a61b-4221-8f26-736b98c646c0,std_1692387334588_243,64717d8f-3214-441f-ac21-b0c877497bed
tch_20230818-233633_247,09ddd5b6-c7ae-444e-8b22-ac0e50fdd010,std_1692387037291_247,8b92e6a2-3b07-40ec-8956-289fff59b3a2
tch_20230818-233633_246,145242e0-fca5-4d0a-9995-f3313b58bff6,std_1692387100265_246,9d817f11-f98f-45fb-ba72-ef4a352e8a10
tch_20230818-233633_244,f7b937ac-11c7-4817-b0ec-525b4103cb5a,std_1692387301052_244,9ead1cac-710e-4181-824b-1dbf6e795428
tch_20230818-233633_243,3b8a2481-6625-4652-b6a8-6b64a728bd53,std_1692387305383_243,64717d8f-3214-441f-ac21-b0c877497bed
tch_20230818-233633_247,b2b2636e-68c1-4076-9a63-af218f057db6,std_1692387010601_247,8b92e6a2-3b07-40ec-8956-289fff59b3a2
tch_20230818-233633_244,7d057bb4-7f48-4ef0-a99d-43c739dc4e30,std_1692387277213_244,9ead1cac-710e-4181-824b-1dbf6e795428
tch_20230818-233633_247,a7600d29-d42c-4d63-9117-f8c7b284c7ae,std_1692386982881_247,8b92e6a2-3b07-40ec-8956-289fff59b3a2
tch_20230818-233633_244,2cb43c2d-7956-4bc6-80f4-825e42c9bb53,std_1692387247663_244,9ead1cac-710e-4181-824b-1dbf6e795428
tch_20230818-233633_244,be258877-cf40-4561-95cc-6c31de903de7,std_1692387221976_244,9ead1cac-710e-4181-824b-1dbf6e795428
tch_20230818-233633_245,6693834e-03cf-4f3c-af14-a5273c3a9839,std_1692387180210_245,ae9bb447-817d-4ddd-96d3-ead666411841
tch_20230818-233633_246,5e70680c-cfb4-44e7-8179-c13722f1edc8,std_1692387071592_246,8cb704c2-c118-4fa6-86bc-71026c082a69
tch_20230818-233633_244,2e08ad17-f123-4c69-af0c-ff873c630fe1,std_1692387194968_244,9ead1cac-710e-4181-824b-1dbf6e795428
tch_20230818-233633_243,e8f10924-d56c-4861-9840-4dd3f320d763,std_1692387278112_243,619121b5-b115-4fec-81d8-75da8897f96c
tch_20230818-233633_245,6edd027b-6bbf-4a84-89a9-ccbd6e3f07e5,std_1692387154377_245,ae9bb447-817d-4ddd-96d3-ead666411841
tch_20230818-233633_246,7dbd9e95-c654-4872-88db-523db6becb3c,std_1692387048522_246,8cb704c2-c118-4fa6-86bc-71026c082a69
tch_20230818-233633_243,f0e58a96-65bf-46d4-9fb4-6718c85f8cb3,std_1692387251285_243,619121b5-b115-4fec-81d8-75da8897f96c
tch_20230818-233633_245,b3a9b98a-73b0-43f7-aae3-e325156a0892,std_1692387129433_245,ae9bb447-817d-4ddd-96d3-ead666411841
tch_20230818-233633_242,75bafd2b-685c-452a-a502-e615c677542c,std_1692387386737_242,3707471c-d00a-452f-b5b0-e10513a9296f
tch_20230818-233633_243,33dd65d4-eae2-4343-844c-d60f65612e71,std_1692387223892_243,619121b5-b115-4fec-81d8-75da8897f96c
tch_20230818-233633_245,8b39b58b-6350-4fc6-8975-95ad1390c23c,std_1692387103325_245,ae9bb447-817d-4ddd-96d3-ead666411841
tch_20230818-233633_246,70d51fce-5541-4754-80cf-f36d48d85d18,std_1692387021706_246,8cb704c2-c118-4fa6-86bc-71026c082a69
tch_20230818-233633_242,29a791ee-f96e-49c7-842e-5ab4409a30ba,std_1692387356510_242,3707471c-d00a-452f-b5b0-e10513a9296f
tch_20230818-233633_243,db502826-4be3-47d5-ab8f-d2daab719837,std_1692387197376_243,619121b5-b115-4fec-81d8-75da8897f96c
tch_20230818-233633_244,40c442e5-1932-4f1a-a9a7-30ebf6029700,std_1692387168527_244,f6a96f6e-60fa-4713-a14b-cd882f44a817
tch_20230818-233633_245,2b42999d-f442-4823-bab6-717416d3f1c8,std_1692387076119_245,ae9bb447-817d-4ddd-96d3-ead666411841
tch_20230818-233633_246,ca48750d-e50a-4c0e-9ff5-6d5e7e779e52,std_1692386992771_246,8cb704c2-c118-4fa6-86bc-71026c082a69
tch_20230818-233633_242,9659113d-516e-4704-b45d-50274c8f88b8,std_1692387327107_242,3707471c-d00a-452f-b5b0-e10513a9296f
tch_20230818-233633_243,9104ffe7-e954-4120-89ad-01e0995c44e9,std_1692387167906_243,619121b5-b115-4fec-81d8-75da8897f96c
tch_20230818-233633_244,db7c7d45-bb73-437d-9fce-a11a3817bbaa,std_1692387140727_244,f6a96f6e-60fa-4713-a14b-cd882f44a817
tch_20230818-233633_242,9179444e-c360-474c-8282-1ee88562f7fb,std_1692387298639_242,3707471c-d00a-452f-b5b0-e10513a9296f
tch_20230818-233633_246,82131995-e72a-40c9-bd7a-13cb249bb526,std_1692386968507_246,8cb704c2-c118-4fa6-86bc-71026c082a69
tch_20230818-233633_244,b901b3b6-8624-42aa-8a65-f463d6b8bff0,std_1692387114424_244,f6a96f6e-60fa-4713-a14b-cd882f44a817
tch_20230818-233633_242,0890789b-2bb8-4d23-a651-d4c0f3d25a29,std_1692387273839_242,3707471c-d00a-452f-b5b0-e10513a9296f
tch_20230818-233633_244,f6916819-6b6f-46a4-b0a2-d9931beeeff6,std_1692387084982_244,f6a96f6e-60fa-4713-a14b-cd882f44a817
tch_20230818-233633_241,a90550a6-0c9d-4ab9-8b85-ad7715603980,std_1692387365377_241,919a6aac-4c23-4c51-a9d8-8d855e72ab04
tch_20230818-233633_245,6cc8bc57-18b1-45cd-86a0-d2503315274b,std_1692387048637_245,b9cc68d8-6ec1-4504-8710-2befde20741d
tch_20230818-233633_244,65a81d5b-a1d3-406a-8e34-40228425beab,std_1692387056955_244,f6a96f6e-60fa-4713-a14b-cd882f44a817
tch_20230818-233633_241,80c9ee78-fb83-484a-a59b-0c66cd8c6aa5,std_1692387339293_241,919a6aac-4c23-4c51-a9d8-8d855e72ab04
tch_20230818-233633_245,5e37ec26-cfce-49e5-b584-197187034f50,std_1692387020953_245,b9cc68d8-6ec1-4504-8710-2befde20741d
tch_20230818-233633_243,a240e035-8458-44ba-97a2-d6cb48d1c23a,std_1692387142355_243,b3b6cd9d-3d87-4e4e-a841-0751f4f3e5c3
tch_20230818-233633_241,fe6df1a8-2d22-4b4d-8425-bb47d7a3437a,std_1692387314338_241,919a6aac-4c23-4c51-a9d8-8d855e72ab04
tch_20230818-233633_242,ad4caaa6-ed23-41c2-8f32-867b269a9754,std_1692387250735_242,8bb21347-379b-4e81-80a7-32c02a938f92
tch_20230818-233633_245,0d0962f6-78d1-4642-a41d-ffcf83b8beec,std_1692386997346_245,b9cc68d8-6ec1-4504-8710-2befde20741d
tch_20230818-233633_243,3f4f202d-e527-4c59-a6b6-624058923582,std_1692387114299_243,b3b6cd9d-3d87-4e4e-a841-0751f4f3e5c3
tch_20230818-233633_241,976881a0-35b6-4658-ba4d-297c633d35eb,std_1692387286301_241,919a6aac-4c23-4c51-a9d8-8d855e72ab04
tch_20230818-233633_242,25246e70-5e2e-46e2-8051-96a71768e04e,std_1692387224425_242,8bb21347-379b-4e81-80a7-32c02a938f92
tch_20230818-233633_245,7d21b5de-5849-449a-8493-429453d2e410,std_1692386968007_245,b9cc68d8-6ec1-4504-8710-2befde20741d
tch_20230818-233633_243,b71c4960-301a-440d-b5e8-1ee8e2360eaa,std_1692387086614_243,b3b6cd9d-3d87-4e4e-a841-0751f4f3e5c3
tch_20230818-233633_244,9564bfe9-d5a7-436a-982d-fea1d086993f,std_1692387029716_244,865cce9a-bdf7-491a-ba70-5997f396ce8e
tch_20230818-233633_241,4b6349b5-06b7-4c0c-9780-d2d0f13a16f7,std_1692387261265_241,919a6aac-4c23-4c51-a9d8-8d855e72ab04
tch_20230818-233633_242,f0e00e35-274d-4ad9-943f-6580a5d35893,std_1692387199387_242,8bb21347-379b-4e81-80a7-32c02a938f92
tch_20230818-233633_243,d195308a-8b98-429c-b664-14ba26c2e2cc,std_1692387062123_243,b3b6cd9d-3d87-4e4e-a841-0751f4f3e5c3
tch_20230818-233633_245,5ff1d202-44d5-4ffd-bc22-a3ff2c5806d3,std_1692386943896_245,b9cc68d8-6ec1-4504-8710-2befde20741d
tch_20230818-233633_239,a3b0cbc7-322c-41b0-b791-b539de43fc8d,std_1692387348186_239,b155a1d6-7ad6-43b4-964d-015662b8553a
tch_20230818-233633_244,6f5775a5-93ab-45e8-9d4a-2d38ab38d7f0,std_1692387001249_244,865cce9a-bdf7-491a-ba70-5997f396ce8e
tch_20230818-233633_242,74a2855c-2226-4ed6-9822-c7124d5bbc03,std_1692387173368_242,8bb21347-379b-4e81-80a7-32c02a938f92
tch_20230818-233633_243,f032c2ba-d19d-4d67-b746-4abbc0873d6c,std_1692387035135_243,b3b6cd9d-3d87-4e4e-a841-0751f4f3e5c3
tch_20230818-233633_239,ae7f62eb-2064-4794-95dd-bf0c76fc485d,std_1692387321238_239,b155a1d6-7ad6-43b4-964d-015662b8553a
tch_20230818-233633_244,3c079652-a822-4581-ada6-8ffa6c5e1496,std_1692386971420_244,865cce9a-bdf7-491a-ba70-5997f396ce8e
tch_20230818-233633_242,d14fa60d-487c-450f-bf0d-2218cd340861,std_1692387146151_242,8bb21347-379b-4e81-80a7-32c02a938f92
tch_20230818-233633_239,c70172d9-6be7-48af-9922-8db34c5a6e47,std_1692387295897_239,b155a1d6-7ad6-43b4-964d-015662b8553a
tch_20230818-233633_244,0f53117f-22f6-47a9-bfa0-fa6317114177,std_1692386948347_244,865cce9a-bdf7-491a-ba70-5997f396ce8e
tch_20230818-233633_240,21a38557-7348-452f-92d6-c9ad3b9adece,std_1692387343315_240,47b77f4f-6572-4d24-ab0d-6e990261321d
tch_20230818-233633_239,63c0f454-1f18-42ed-907b-4a4b7a00d99e,std_1692387267839_239,b155a1d6-7ad6-43b4-964d-015662b8553a
tch_20230818-233633_241,67d67cf2-ca8f-4efa-acb1-15680ee5975a,std_1692387233585_241,4f5eeaee-bcea-47a4-98c9-14c76965d58d
tch_20230818-233633_244,5477206c-b234-4ee4-9fd6-a0bbdb479c73,std_1692386921466_244,865cce9a-bdf7-491a-ba70-5997f396ce8e
tch_20230818-233633_240,f37fb87a-337c-499f-83a9-4f9d83f0d1ed,std_1692387314383_240,47b77f4f-6572-4d24-ab0d-6e990261321d
tch_20230818-233633_239,c04f9c48-32ed-4693-a9b6-0458724a81a2,std_1692387242655_239,b155a1d6-7ad6-43b4-964d-015662b8553a
tch_20230818-233633_241,aa9be0d9-97d2-4bed-a524-757df973a0ba,std_1692387207321_241,4f5eeaee-bcea-47a4-98c9-14c76965d58d
tch_20230818-233633_240,6aed3f91-3bb1-4b12-a446-4a98eb8e93f8,std_1692387284668_240,47b77f4f-6572-4d24-ab0d-6e990261321d
tch_20230818-233633_243,e55d0a5e-9e38-47fe-b13b-5c6981261f92,std_1692387010710_243,5c8dae7c-8184-403e-a327-e020a53e0437
tch_20230818-233633_241,9fdb7d59-f565-4c1c-b87a-ec9987fae98e,std_1692387181683_241,4f5eeaee-bcea-47a4-98c9-14c76965d58d
tch_20230818-233633_242,8a142eda-5369-42bf-b2b1-e52e3bdba8f5,std_1692387118899_242,53302dd9-0cb1-4b64-84de-1fb775dea354
tch_20230818-233633_240,a131082c-5e7c-4ca3-934b-10f167b1e73e,std_1692387256221_240,47b77f4f-6572-4d24-ab0d-6e990261321d
tch_20230818-233633_243,2bc3428b-ac0d-4a1c-8579-1500810a9cdb,std_1692386983800_243,5c8dae7c-8184-403e-a327-e020a53e0437
